Block,Time,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,SALAL,SEWA2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI,URI2,TANAKPUR,TANDA2,TEHRI,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DULHASTI,KOTESHWR,NAPP,NJPC,PARBATI3,RAMPUR,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,FSTPP I & II,BRBCL,TALA,KHSTPP-II,SASAN
61,15:00-15:15,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

62,15:15-15:30,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

63,15:30-15:45,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,18.94,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

64,15:45-16:00,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,18.94,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,56.1462,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

65,16:00-16:15,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,37.88,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,51.8022,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

66,16:15-16:30,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,3.843,0,0,0,0,0,0,0,8.874,0,37.88,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

67,16:30-16:45,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,2.562,0,0,0,0,0,0,0,8.874,0,37.88,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

68,16:45-17:00,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,2.562,0,0,0,0,0,0,0,8.874,0,37.88,0,0,683.129127,0,435.435,0,0,0,0,0,31.5,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

69,17:00-17:15,0,54.0594,92,118.125,123.665626,12.782,0,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,1.7934,0,15.561,0,0,0,0,16.478852,8.874,0,66.29,0,0,682.829127,0,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

70,17:15-17:30,0,54.0594,92,118.125,123.665626,12.782,4.5322,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,1.7934,0,15.561,0,0,13.0634,0,16.478852,8.874,0,94.7,0,0,682.829127,0,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

71,17:30-17:45,0,54.0594,92,118.125,123.665626,12.782,4.5322,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,1.7934,0,31.122,2.2,7.031,15.996,9.67784,16.478852,17.748,0,113.64,3.819,0,682.829127,8.9828,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

72,17:45-18:00,0,54.0594,92,118.125,123.665626,12.782,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,1.7934,0,46.683,13.0416,13.904,39.51012,20.3744,49.436556,19.72,0,140.3454,16.549,0,682.829127,15.852,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

73,18:00-18:15,0,54.0594,92,118.125,123.665626,17.43,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,1.7934,0,46.683,13.0416,22.12,39.51012,20.3744,49.436556,19.72,0,140.3454,33.098,0,682.829127,27.408108,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

74,18:15-18:30,0,54.0594,92,118.125,123.665626,70.882,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,6.624,6.0534,1.7934,0,46.683,13.0416,26.07,39.51012,20.3744,49.436556,19.72,0,140.3454,33.098,0,682.829127,36.544144,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,90.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

75,18:30-18:45,0,54.0594,92,118.125,123.665626,70.882,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,7.728,6.0534,1.7934,0,46.683,13.0416,26.07,39.51012,20.3744,49.436556,19.72,0,140.3454,33.098,0,682.829127,36.544144,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,90.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

76,18:45-19:00,0,54.0594,92,118.125,123.665626,70.882,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,6.0534,1.7934,0,46.683,13.0416,26.07,39.51012,20.3744,49.436556,19.72,0,140.3454,33.098,0,682.829127,36.544144,435.435,0,0,0,0,0,32.025,0,0,0,53.9742,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

77,19:00-19:15,0,54.0594,92,118.125,123.665626,70.882,10.536032,123.375,0.59303,20.556,42.392196,26.39091,0,39.744,6.726,4.7397,0,46.683,13.0416,26.07,39.51012,20.3744,49.436556,19.72,0,140.3454,16.549,0,682.829127,36.544144,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

78,19:15-19:30,0,54.0594,92,118.125,123.665626,13.944,4.5322,123.375,0.59303,20.556,42.392196,26.39091,0,13.248,6.726,4.7397,0,46.683,13.0416,14.04936,13.17004,0,49.436556,9.86,0,123.11,3.819,0,682.829127,36.544144,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

79,19:30-19:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.726,4.7397,0,46.683,6.5208,6.32,13.17004,0,32.957704,8.874,0,104.17,0,0,682.829127,36.544144,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

80,19:45-20:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.726,4.7397,0,46.683,6.5208,0,0,0,32.957704,8.874,0,66.29,0,0,683.129127,7.926,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

81,20:00-20:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.726,4.7397,0,46.683,6.5208,0,0,0,16.478852,8.874,0,37.88,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

82,20:15-20:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.726,4.7397,0,46.683,6.5208,0,0,0,16.478852,8.874,0,19.3188,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

83,20:30-20:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.726,4.7397,0,45.36,6.5208,0,0,0,16.478852,8.874,0,19.3188,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

84,20:45-21:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,6.726,4.7397,0,45.36,0,0,0,0,16.478852,8.874,0,19.3188,0,0,683.129127,0,435.435,0,0,0,0,0,32.025,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

85,21:00-21:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,7.3986,4.7397,0,45.36,0,0,0,0,16.478852,8.874,0,19.3188,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

86,21:15-21:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,7.3986,4.7397,0,45.36,0,0,0,0,16.478852,8.874,0,19.3188,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.4086,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

87,21:30-21:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,17.664,7.3986,4.7397,0,45.99,0,0,0,0,16.478852,8.874,0,19.1294,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

88,21:45-22:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,17.664,7.3986,4.7397,0,31.122,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

89,22:00-22:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,7.3986,4.7397,0,31.122,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

90,22:15-22:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,11.04,7.3986,3.843,0,31.122,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

91,22:30-22:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,4.416,7.3986,3.843,0,15.561,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

92,22:45-23:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,4.416,7.3986,3.843,0,15.561,0,0,0,0,16.478852,8.874,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

93,23:00-23:15,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,7.3986,3.843,0,15.561,0,0,0,0,16.478852,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

94,23:15-23:30,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,7.3986,3.843,0,0,0,0,0,0,16.478852,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

95,23:30-23:45,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,9.4164,3.843,0,0,0,0,0,0,16.478852,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

96,23:45-24:00,0,54.0594,92,118.125,123.665626,2.324,0,123.375,0.59303,20.556,42.392196,26.39091,0,8.832,9.4164,3.843,0,0,0,0,0,0,16.478852,0,0,0,0,0,683.129127,0,435.435,0,0,0,0,0,32.55,0,0,0,54.5172,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,334.125

