Block,Time Block,JHAJJAR,FSTPP I & II,DADRI_CRF,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,TEHRI,BSIUL,BRBCL,CHAMERA1,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TEHRIPSP,TelanganaSTPP,SASAN,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TALA,RAPPD,RIHAND1,RIHAND2,RSTPSU7,RSTPSU1TO6,RIHAND3,MAPS,RAPPB,RAPPC,KHSTPP-II,KGSU3AND4,KISHANGANGA,KHSTPP-I,RAMPUR,PARBATI3,KOTESHWR,KOLDAM,PARBATI2,KKNPPU2,KKNP,KGSU1AND2,NNTPP,NTPL,NLCEXP,NLCIIST1,NJPC,NAPP,NLCIIST2,NLCTS2EXP,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,12.54,18.97,40.52,23.79,33.97,11.85,0,1.7,22.48,14.73,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,20.52,0,94.52,120.43,0,0,125.79,0,0,63.06,86.96,0,6.78,34.16,5.48,21.44,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

21,05:00-05:15,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,12.54,20.38,40.52,23.79,25.47,11.85,0,1.7,22.48,14.64,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,18.82,0,57.97,96.54,0,0,92.6,0,0,63.06,73.9,0,6.78,29.98,5.48,21.44,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

22,05:15-05:30,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,12.54,22.99,40.52,23.79,25.47,11.85,0,1.7,22.48,14.64,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,18.82,0,57.97,96.54,0,0,92.6,0,0,63.06,73.9,0,6.78,29.36,5.48,21.44,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

23,05:30-05:45,234.65,12.38,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,12.54,24.03,40.52,23.79,37.15,11.85,0,1.7,22.48,14.64,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,18.55,0,57.97,96.54,0,0,92.6,0,0,63.06,86.96,0,6.78,34.16,5.48,34.3,39,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

24,05:45-06:00,234.65,12.38,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,12.54,19.79,40.52,23.79,37.15,11.85,0,1.7,22.48,14.64,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,18.55,0,57.97,96.54,0,0,92.6,0,0,63.06,86.96,0,6.78,34.16,5.48,34.3,29.26,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

25,06:00-06:15,234.65,12.38,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,12.54,22.2,40.52,23.79,37.15,11.85,0,1.7,22.48,14.64,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,18.45,0,57.97,96.54,0,0,92.6,0,0,63.06,86.96,0,6.78,34.16,5.48,34.3,19.51,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

26,06:15-06:30,234.65,12.38,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,12.54,24.03,40.52,23.79,37.15,11.85,0,1.7,22.48,14.64,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,18.6,0,57.97,96.54,0,0,92.6,0,0,63.06,86.96,0,6.78,34.16,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

27,06:30-06:45,234.65,12.61,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,24.18,57.22,12.54,23.79,40.52,26.84,37.15,12.8,0,1.7,22.48,16.5,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,19.25,0,57.97,96.54,0,0,92.6,0,0,63.06,86.96,0,6.78,34.16,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

28,06:45-07:00,234.65,12.79,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,57.22,12.54,17.84,40.52,26.84,37.15,12.8,0,1.7,22.48,16.5,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,19.31,0,57.97,96.54,0,0,92.6,0,0,63.06,86.96,0,6.78,34.16,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

29,07:00-07:15,234.65,12.96,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,9.76,57.22,12.54,17.95,40.52,23.79,40.33,11.85,0,1.7,37.47,16.37,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,18.85,0,57.97,96.54,0,0,92.6,0,0,63.06,86.96,0,6.78,34.16,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

30,07:15-07:30,234.65,12.96,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,16.54,57.22,12.54,16.58,40.52,23.79,40.33,11.85,0,1.7,37.47,14.64,0,0,332.59,2.93,0.92,0,0,0,78.2,0,127.08,11.45,18.85,0,57.97,96.54,0,0,92.6,0,0,63.06,86.96,0,6.78,34.16,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

31,07:30-07:45,234.65,12.29,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,9.76,57.22,12.54,18.2,40.52,23.79,40.33,11.85,0,2.22,37.47,14.93,0,0,332.59,2.93,0.92,0,0,0,78.2,0,112.56,11.45,18.85,0,51.99,80.78,0,0,92.6,0,0,63.06,74.13,0,6.78,28.11,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

32,07:45-08:00,234.65,12.45,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,9.76,57.22,12.54,16.54,40.52,26.69,40.33,12.26,0,2.22,37.47,16.42,0,0,332.59,2.93,0.92,0,0,0,78.2,0,108.72,11.45,18.85,0,51.99,96.54,0,0,92.6,0,0,63.06,74.13,0,6.78,28.11,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

33,08:00-08:15,234.65,12.78,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,42.92,12.54,19.33,40.52,30.23,50.34,13.05,0,2.22,26.98,16.42,0,0,335.38,4.4,0.92,0,0,0,78.2,0,118.33,11.45,19.22,0,57.97,120.43,0,0,125.79,0,0,63.06,74.13,0,6.78,29.82,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

34,08:15-08:30,234.65,12.78,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,28.61,12.54,18.64,40.52,30.23,50.34,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,122.17,11.45,19.22,0,57.97,120.43,0,0,125.79,0,0,63.06,74.13,0,6.78,29.82,5.48,34.3,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

35,08:30-08:45,234.65,12.78,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,14.31,12.54,18.57,40.52,30.23,50.34,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,122.17,11.45,20.63,0,94.52,120.43,0,0,125.79,0,0,63.06,74.13,0,6.78,29.82,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

36,08:45-09:00,234.65,12.78,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,19.41,40.52,30.23,36.08,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,122.17,11.45,20.63,0,94.52,120.43,0,0,125.79,0,0,63.06,74.13,0,6.78,29.82,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

37,09:00-09:15,234.65,12.78,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,19.84,40.52,30.23,33.97,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,124.1,9.6,20.63,0,94.52,120.43,0,0,125.79,0,0,63.06,74.13,0,6.78,29.82,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

38,09:15-09:30,234.65,12.78,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,17.99,27.02,30.23,33.97,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,127.08,9.6,20.63,0,94.52,120.43,0,0,125.79,0,0,63.06,74.13,0,6.78,29.82,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

39,09:30-09:45,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,19.87,13.51,30.23,33.97,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,127.08,9.6,22.33,0,94.52,120.43,0,0,125.79,0,0,63.06,74.13,0,6.78,29.82,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

40,09:45-10:00,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,18.95,0,30.23,36.08,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,127.08,9.6,22.33,0,94.52,120.43,0,0,125.79,0,0,63.06,86.96,0,6.78,30.74,5.48,31.45,9.75,5.65,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

41,10:00-10:15,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,18.48,0,30.23,33.97,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,77.09,0,127.08,9.6,22.33,0,94.52,120.43,0,0,125.79,0,0,63.06,86.96,0,6.78,34.16,5.48,31.45,9.75,3.89,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

42,10:15-10:30,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,16.92,0,30.23,50.34,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,77.09,0,127.08,9.6,22.33,0,94.52,120.43,0,0,125.79,0,0,63.06,86.96,0,6.78,34.16,5.48,31.45,9.75,3.89,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

43,10:30-10:45,234.65,14.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,14.21,0,30.23,50.34,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,77.09,0,144.63,9.6,22.33,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.9,5.48,31.45,9.75,3.89,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

44,10:45-11:00,234.65,14.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,15.3,0,30.23,50.34,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,77.09,0,144.63,9.6,22.33,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.9,5.48,31.45,9.75,3.89,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

45,11:00-11:15,234.65,14.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,14.96,0,30.23,33.97,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,45.8,0,144.63,9.6,27.33,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,3.89,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

46,11:15-11:30,234.65,14.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,14.86,0,30.23,33.97,13.05,0,2.22,29.97,16.42,0,0,335.51,4.4,0.92,0,0,0,45.8,0,144.63,9.6,27.33,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,5.65,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

47,11:30-11:45,234.65,14.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,15.91,0,30.23,33.97,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,54.74,0,144.63,9.6,27.33,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,5.65,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

48,11:45-12:00,234.65,14.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,19.56,0,30.23,33.97,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,144.63,9.6,27.33,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,5.65,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

49,12:00-12:15,234.65,14.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,21.63,0,30.23,33.97,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,144.63,9.6,27.33,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

50,12:15-12:30,234.65,14.08,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,19.22,0,30.23,33.97,13.05,0,2.22,26.98,16.42,0,0,335.51,4.4,0.92,0,0,0,78.2,0,144.63,9.6,27.33,0,94.52,120.43,0,0,125.79,0,0,63.06,95.05,0,6.78,43.98,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

51,12:30-12:45,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,16.52,0,30.23,33.97,13.05,0,2.22,23.98,16.42,0,0,335.51,4.4,0.92,0,0,0,64.24,0,144.63,9.6,27.33,0,94.52,120.43,0,0,125.79,0,0,63.06,72.54,0,6.78,34.25,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

52,12:45-13:00,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,12.54,17.57,0,30.23,33.97,13.05,0,2.22,23.98,16.42,0,0,335.51,4.4,0.92,0,0,0,64.24,0,144.63,9.6,27.33,0,94.52,120.43,0,0,125.79,0,0,63.06,72.54,0,6.78,34.25,5.48,21.44,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

53,13:00-13:15,234.65,10.94,0,0,0,0,0,0,0,0,0,0,0,0,53.24,32.63,40.82,45.3,8.13,0,6.27,18.76,0,30.23,33.97,13.05,0,2.22,23.98,16.42,0,0,335.51,4.4,0.92,0,0,0,64.24,0,144.63,9.6,27.19,0,94.52,120.43,0,0,125.79,0,0,63.06,72.54,0,6.78,34.25,5.48,31.45,9.75,8.29,0,0,0,0,0,0,0,0,169,23.54,0,0,0,0,0,0,0,0

