Block,Time,SH-06,LT-36,L_NR_2012_04,LT-35,L_NR_2012_02,L_NR_2018_61,L_NR_2012_07,L_NR_2020_02,LT-31,LT-59,L_NR_2023_04,L_NR_2012_01,LT-05,SH-07,L_NR_2019_11,L_NR_2022_08,L_NR_2023_10,L_NR_2019_19,L_NR_2021_13,L_NR_2021_17,L_NR_2021_16,L_NR_2019_05,L_NR_2019_06,L_NR_2021_15,L_NR_2021_14,L_NR_2023_07,L_NR_2021_12,L_NR_2020_07,L_NR_2020_05,L_NR_2022_09,L_NR_2022_10,L_NR_2019_07,L_NR_2020_06
42,10:15-10:30,29.460000,11.160000,271.430000,10.890000,175.320000,38.65,55.980000,9.750000,10.890000,10.330000,30.540000,101.090000,115.820000,29.460000,10.370000,32,64.5,81.604736,41.24,29,58,32.66,32.67,36.5,71.83,150.5,206.23,34.58,103.76,76.67,76.67,32.67,34.59

43,10:30-10:45,30.880000,11.630000,271.430000,11.350000,175.320000,38.39,55.980000,9.750000,11.350000,10.330000,30.540000,101.090000,115.820000,30.880000,10.370000,32,67.5,85.369008,43.5,30.33,60.67,32.66,32.67,37,74.33,157.5,217.53,34.62,103.81,76.67,76.67,32.67,34.6

44,10:45-11:00,30.880000,12.260000,271.430000,11.960000,175.320000,38.06,55.980000,9.750000,11.960000,10.330000,30.540000,101.090000,115.820000,30.880000,10.370000,32,70.5,88.967496,45.93,31.66,63.34,32.66,32.67,38.5,77.33,164.5,229.63,35.72,107.16,76.67,76.67,32.67,35.72

45,11:00-11:15,30.880000,12.950000,271.430000,12.630000,175.320000,34.95,55.980000,9.550000,12.630000,10.330000,30.540000,101.090000,115.820000,30.880000,10.600000,36.67,73.5,91.922352,45.93,33,66,32.66,32.67,40,80,171.5,229.63,35.79,107.39,76.67,76.67,32.67,35.8

46,11:15-11:30,30.880000,13.470000,271.430000,13.130000,175.320000,34.7,55.980000,9.550000,13.130000,10.330000,30.540000,101.090000,115.820000,30.880000,10.600000,36.67,75,94.019032,45.93,34.33,68.67,32.66,32.67,41.5,81,175,229.63,35.9,107.68,76.67,76.67,32.67,35.89

47,11:30-11:45,30.880000,13.150000,271.430000,12.830000,175.320000,34.59,55.980000,9.550000,12.830000,10.330000,30.540000,101.090000,115.820000,30.880000,10.600000,36.67,76.5,94.877208,45.93,36,72,32.66,32.67,42,82.03,178.5,229.63,35.84,107.5,76.67,76.67,32.67,35.83

48,11:45-12:00,30.880000,13.950000,271.430000,13.610000,175.320000,34.45,55.980000,9.550000,13.610000,10.330000,30.540000,101.090000,115.820000,30.880000,10.600000,36.67,76.5,95.335552,45.93,36,72,32.66,32.67,42.6,82.2,178.5,229.63,35.84,107.5,76.67,76.67,32.67,35.83

49,12:00-12:15,30.880000,13.740000,271.430000,13.410000,170.490000,34.28,55.980000,9.550000,13.410000,10.330000,30.540000,101.090000,115.820000,26.060000,10.210000,36.67,76.5,96.64232,45.93,36,72,32.66,32.67,43.6,83.33,178.5,229.63,36.66,110,76.67,76.67,32.67,36.67

50,12:15-12:30,30.880000,13.900000,271.430000,13.560000,170.490000,32.48,55.980000,9.550000,13.560000,10.330000,30.540000,101.090000,115.820000,26.060000,10.210000,36.67,76.5,95.793896,45.93,37.66,75.34,32.66,32.67,44,83.67,178.5,229.63,36.66,110,79,79,32.67,36.67

51,12:30-12:45,30.880000,13.890000,271.430000,13.550000,170.490000,32.67,55.980000,9.550000,13.550000,10.330000,30.540000,101.090000,115.820000,26.060000,10.210000,36.67,75,94.087296,45.93,38.33,76.67,32.66,32.67,44,84,175,229.63,36.66,110,79,79,32.67,36.67

52,12:45-13:00,30.880000,13.810000,271.430000,13.480000,170.490000,32.99,55.980000,9.550000,13.480000,10.330000,30.540000,101.090000,115.820000,26.060000,10.210000,36.67,75,91.47376,45.93,38.33,76.67,32.66,32.67,44,84.33,175,229.63,36.66,110,79,79,32.67,36.67

53,13:00-13:15,30.880000,13.760000,271.430000,13.430000,170.490000,33.37,55.980000,9.550000,13.430000,10.330000,30.540000,101.090000,115.820000,26.060000,10.370000,36.67,75,90.440048,45.93,38.33,76.67,32.66,32.67,44,83.97,175,229.63,36.66,110,79,79,32.67,36.67

54,13:15-13:30,30.880000,13.690000,271.430000,13.360000,170.490000,33.39,55.980000,9.550000,13.360000,10.330000,29.520000,101.090000,115.820000,26.060000,10.370000,36.67,75,90.781368,45.93,35,70,32.66,32.67,44,83.63,175,229.63,36.66,110,79,79,32.67,36.67

55,13:30-13:45,30.880000,13.390000,271.430000,13.060000,170.490000,33.93,55.980000,9.550000,13.060000,10.330000,29.520000,101.090000,115.820000,26.060000,10.370000,36.67,75,85.466528,45.93,35.33,70.67,32.66,32.67,41.5,83.2,175,229.63,36.66,110,79,79,32.67,36.67

56,13:45-14:00,30.880000,13.120000,271.430000,12.810000,170.490000,34.43,55.980000,9.550000,12.810000,10.330000,29.520000,101.090000,115.820000,26.060000,10.370000,36.67,75,82.492168,45.93,35.33,70.67,32.66,32.67,41,81.97,175,229.63,36.66,110,79,79,32.67,36.67

57,14:00-14:15,30.880000,12.950000,271.430000,12.630000,170.490000,35.97,55.980000,9.650000,12.630000,10.330000,29.480000,101.090000,115.820000,26.060000,10.370000,36.67,73.5,80.541768,45.93,34.33,68.67,32.66,32.67,40,81.33,171.5,229.63,38.34,115,79,79,32.67,38.33

58,14:15-14:30,30.880000,12.600000,271.430000,12.290000,170.490000,37.27,55.980000,9.650000,12.290000,10.330000,29.520000,101.090000,115.820000,26.060000,10.370000,35.33,72,79.459296,45.93,35,70,32.66,32.67,39.7,79.8,168,229.63,38.34,115,79,79,32.67,38.33

59,14:30-14:45,30.880000,11.940000,271.430000,11.640000,170.490000,38.98,55.980000,9.650000,11.640000,10.330000,29.480000,101.090000,115.820000,30.880000,10.370000,35.33,69,77.18708,45.93,35.66,71.34,32.66,32.67,39,77.67,161,229.63,38.34,115,79,79,32.67,38.33

60,14:45-15:00,30.880000,12.230000,271.430000,11.940000,170.490000,39.95,55.980000,9.650000,11.940000,10.330000,30.450000,101.090000,115.820000,30.880000,10.370000,35.33,66,73.491072,43.77,36,72,32.66,32.67,38.34,74.47,154,218.88,38.34,115,79,79,32.67,38.33

61,15:00-15:15,30.880000,11.060000,271.430000,10.790000,170.490000,40.72,55.980000,9.830000,10.790000,10.330000,30.450000,101.090000,115.820000,30.880000,10.750000,35.33,63,70.565472,41.5,34.33,68.67,32.66,32.67,37.01,71,147,207.51,38.34,115,79,79,32.67,38.33

62,15:15-15:30,30.880000,10.970000,271.430000,10.710000,170.490000,42.75,55.980000,9.830000,10.710000,10.330000,30.450000,101.090000,115.820000,30.880000,10.750000,36.67,58.5,65.92352,39.11,32.66,65.34,32.66,32.67,35.59,67.23,136.5,195.57,39.16,117.5,76.67,76.67,32.67,39.17

63,15:30-15:45,30.880000,10.230000,271.430000,9.980000,222.940000,43.02,55.980000,9.280000,9.980000,10.330000,28.520000,101.090000,115.820000,30.880000,10.750000,36.67,51,60.286864,36.53,29.66,59.34,32.66,32.67,33.31,63.23,119,182.67,39.16,117.5,76.67,76.67,32.67,39.17

64,15:45-16:00,30.880000,9.290000,271.430000,9.060000,222.940000,43.02,55.980000,9.280000,9.060000,10.330000,28.520000,101.090000,115.820000,30.880000,10.750000,36.67,48,54.065088,33.77,28,56,32.66,32.67,30.77,58.93,112,168.88,39.16,117.5,76.67,76.67,32.67,39.17

65,16:00-16:15,30.880000,8.300000,271.430000,8.100000,222.940000,43.02,55.980000,9.700000,8.100000,10.400000,28.520000,101.090000,115.820000,30.880000,10.750000,36.67,43.5,47.219184,30.87,24.66,49.34,32.66,32.67,27.82,53.77,101.5,154.38,39.16,117.5,76.67,76.67,32.67,39.17

66,16:15-16:30,30.880000,7.410000,271.430000,7.230000,222.940000,43.02,55.980000,9.700000,7.230000,10.400000,28.520000,101.090000,115.820000,30.880000,10.750000,36.67,39,40.070968,28.01,21.33,42.67,32.66,32.67,25.68,48.97,91,140.04,39.16,117.5,76.67,76.67,32.67,39.17

67,16:30-16:45,30.880000,6.840000,271.430000,6.680000,222.940000,43.02,55.980000,9.700000,6.680000,10.400000,28.520000,101.090000,115.820000,30.880000,10.750000,36.67,34.5,33.615144,24.86,18,36,32.66,32.67,22.25,43.67,80.5,124.31,39.16,117.5,76.67,76.67,32.67,39.17

68,16:45-17:00,30.880000,5.770000,271.430000,5.620000,222.940000,43.02,55.980000,9.700000,5.620000,10.400000,28.520000,101.090000,115.820000,30.880000,10.750000,34,24,27.74444,21.76,16.67,33.33,33,33,19.68,37.73,56,108.78,38,114,76.67,76.67,26.62,38

69,17:00-17:15,30.880000,4.060000,271.430000,3.950000,222.940000,43.02,55.980000,10.030000,3.950000,10.400000,28.520000,101.090000,115.820000,30.880000,10.750000,34,21,22.28332,14.23,10.67,21.33,31.1,33,16.41,31.87,49,71.13,38,114,76.67,76.67,12.24,38

70,17:15-17:30,30.880000,3.500000,271.430000,3.420000,222.940000,43.02,55.980000,10.030000,3.420000,10.400000,28.520000,101.090000,115.820000,30.880000,10.750000,34,18,17.095256,12.56,10,20,21.6,30.1,15,26.43,42,62.8,38,114,76.67,76.67,4.44,38

71,17:30-17:45,30.880000,2.690000,271.430000,2.630000,222.940000,43.02,55.980000,0.000000,2.630000,10.400000,28.520000,101.090000,115.820000,30.880000,10.750000,34,15,12.375288,11.31,9.33,18.67,12.96,18.62,13.5,20.93,35,56.54,38,114,76.67,76.67,1.11,38

72,17:45-18:00,30.880000,1.980000,271.430000,1.930000,222.940000,43.02,55.980000,0.000000,1.930000,10.400000,29.520000,101.090000,115.820000,30.880000,10.750000,34,12,8.211184,9.15,8,16,8.64,9.72,11,15.83,28,45.74,38,114,76.67,76.67,0.05,38

73,18:00-18:15,30.880000,1.380000,271.430000,1.340000,222.940000,43.02,55.980000,0.000000,1.340000,10.370000,30.490000,81.510000,115.820000,30.880000,10.750000,34,9,4.544432,7.13,7.67,15.33,0,0,8.33,11.1,21,35.65,38,114,76.67,76.67,0,38

74,18:15-18:30,30.880000,0.880000,271.430000,0.860000,222.940000,43.02,55.980000,0.000000,0.860000,10.370000,30.490000,81.510000,115.820000,30.880000,10.750000,34.87,6,2.09668,4.93,5.33,10.67,0,0,5.69,7.13,14,24.67,38,114,76.67,76.67,0,38

75,18:30-18:45,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,55.980000,0.000000,0.000000,10.370000,30.490000,81.510000,115.820000,30.880000,10.750000,34.64,3,0.809416,2.8,4.33,8.67,0,0,3.58,3.07,7,14.02,38,114,76.67,76.67,0,38

76,18:45-19:00,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,55.980000,0.000000,0.000000,10.370000,29.480000,81.510000,115.820000,30.880000,10.750000,34.6,1.5,0.126776,1.52,3,6,0,0,2,0.33,3.5,7.62,38,114,76.67,76.67,0,38

77,19:00-19:15,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,0.000000,0.000000,10.370000,29.480000,81.510000,115.820000,30.880000,10.750000,34.21,0.6,0,0.44,1.67,3.33,0,0,0.87,0.03,1.4,2.19,37.91,113.72,76.67,76.67,0,37.91

78,19:15-19:30,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,0.000000,0.000000,10.370000,29.480000,81.510000,115.820000,30.880000,10.750000,33.59,0,0,0.13,0.33,0.67,0,0,0.19,0,0,0.67,37.38,112.15,76.67,76.67,0,37.38

79,19:30-19:45,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,0.000000,0.000000,10.370000,29.480000,81.510000,115.820000,30.880000,10.750000,32.69,0,0,0,0,0,0,0,0,0,0,0.02,35.97,107.96,76.67,76.67,0,35.99

80,19:45-20:00,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,0.000000,0.000000,10.370000,29.480000,81.510000,115.820000,30.880000,10.750000,33.45,0,0,0,0,0,0,0,0,0,0,0,35.39,106.18,76.67,76.67,0,35.39

81,20:00-20:15,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,11.140000,0.000000,10.330000,29.480000,81.510000,115.820000,30.880000,10.750000,32.98,0,0,0,0,0,0,0,0,0,0,0,35.03,105.1,76.67,76.67,0,35.03

82,20:15-20:30,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,11.140000,0.000000,10.330000,29.480000,81.510000,115.820000,30.880000,10.750000,31.71,0,0,0,0,0,0,0,0,0,0,0,34.71,104.13,76.67,76.67,0,34.71

83,20:30-20:45,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,11.140000,0.000000,10.440000,29.480000,81.510000,115.820000,30.880000,10.750000,31.42,0,0,0,0,0,0,0,0,0,0,0,34.33,103.01,76.67,76.67,0,34.34

84,20:45-21:00,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,11.140000,0.000000,10.440000,29.480000,81.510000,115.820000,30.880000,10.750000,31.23,0,0,0,0,0,0,0,0,0,0,0,34.15,102.48,76.67,76.67,0,34.16

85,21:00-21:15,30.880000,0.000000,271.430000,0.000000,222.940000,43.02,74.000000,11.320000,0.000000,10.440000,30.490000,81.510000,115.820000,30.880000,10.750000,35,0,0,0,0,0,0,0,0,0,0,0,36.66,110,74.73,74.73,0,36.67

86,21:15-21:30,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.320000,0.000000,10.440000,30.490000,81.510000,115.820000,30.880000,10.750000,35,0,0,0,0,0,0,0,0,0,0,0,36.66,110,75,75,0,36.67

87,21:30-21:45,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.320000,0.000000,10.440000,30.450000,81.510000,111.570000,30.880000,10.750000,35,0,0,0,0,0,0,0,0,0,0,0,36.66,110,75,75,0,36.67

88,21:45-22:00,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.320000,0.000000,10.440000,29.480000,81.510000,109.200000,30.880000,10.750000,35,0,0,0,0,0,0,0,0,0,0,0,36.66,110,75,75,0,36.67

89,22:00-22:15,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.320000,0.000000,10.440000,30.490000,81.510000,109.200000,30.880000,10.750000,25.56,0,0,0,0,0,0,0,0,0,0,0,36.66,110,75,75,0,36.67

90,22:15-22:30,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.320000,0.000000,10.440000,29.520000,81.510000,109.200000,30.880000,10.750000,25.61,0,0,0,0,0,0,0,0,0,0,0,36.66,110,75,75,0,36.67

91,22:30-22:45,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.320000,0.000000,10.440000,30.570000,81.510000,113.460000,30.880000,10.750000,25.65,0,0,0,0,0,0,0,0,0,0,0,30.95,92.85,75,75,0,30.95

92,22:45-23:00,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.320000,0.000000,10.440000,29.610000,81.510000,115.820000,30.880000,10.750000,26.13,0,0,0,0,0,0,0,0,0,0,0,31.06,93.15,66.42,66.42,0,31.05

93,23:00-23:15,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.140000,0.000000,10.440000,30.620000,81.510000,115.820000,30.880000,10.750000,26.32,0,0,0,0,0,0,0,0,0,0,0,31.02,93.08,66.62,66.62,0,31.03

94,23:15-23:30,30.880000,0.000000,271.430000,0.000000,222.940000,42.42,74.000000,11.140000,0.000000,10.440000,30.620000,81.510000,115.820000,30.880000,10.750000,26.47,0,0,0,0,0,0,0,0,0,0,0,31.89,95.65,67.77,67.77,0,31.88

