Block,Time Block,NNTPP,NLCTS2EXP,KGSU3AND4,NLCIIST2,BRBCL,DHAULIGNGA,DADRT2,DULHASTI,KGSU1AND2,FSTPP I & II,JHAJJAR,CHAMERA2,CHAMERA3,CHAMERA1,BSIUL,UNCHAHAR2,UNCHAHAR4,URI2,VALLURNTECL,URI,UNCHAHAR3,UNCHAHAR1,KOLDAM,KOTESHWR,KKNPPU2,KUDGI,MAPS,KHSTPP-II,KISHANGANGA,KKNP,NLCEXP,NJPC,NLCIIST1,NAPP,DADRI_RF,DADRI_LF,DADRI_GF,DADRI_CRF,AURY_RF,AURY_LF,ANTA_CRF,ANTA_RF,AURY_CRF,AURY_GF,ANTA_LF,ANTA_GF,TALA,TALST2,TANAKPUR,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,SASAN,RAPPD,RSTPSU7,RAPPC,SALAL,RAPPB,SIMHST1,RAMPUR,SEWA2,RSTPSU1TO6,RIHAND3,RIHAND1,RIHAND2,NTPL,PARBATI3,PARBATI2,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,0,0,24.12,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,336.87,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

54,13:15-13:30,0,0,0,0,23.17,40.99,101.5,36.99,0,13.86,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,336.87,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

55,13:30-13:45,0,0,0,0,24.12,40.99,101.5,36.99,0,14.59,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,336.87,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

56,13:45-14:00,0,0,0,0,24.12,40.99,101.5,36.99,0,14.59,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,336.87,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

57,14:00-14:15,0,0,0,0,24.12,40.99,101.5,36.99,0,12.79,243.34,45.48,32.77,40.69,0,29.49,1.27,32.36,0,45.29,17.75,14.54,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,330.13,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,140.52,66.99,0,5.36,43.95,0,0,0,0,0

58,14:15-14:30,0,0,0,0,24.12,40.99,101.5,36.99,0,12.79,243.34,45.48,32.77,40.69,0,29.49,1.27,32.36,0,45.29,17.75,14.54,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,330.13,38.76,0,63.01,78.52,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,100.37,78.01,0,5.36,43.95,0,0,0,0,0

59,14:30-14:45,0,0,0,0,24.12,40.99,101.5,36.99,0,16.87,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.84,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,100.37,78.01,0,5.36,43.95,0,0,0,0,0

60,14:45-15:00,0,0,0,0,24.12,40.99,101.5,36.99,0,16.87,243.34,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.84,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,100.37,78.01,0,5.36,43.95,0,0,0,0,0

61,15:00-15:15,0,0,0,0,24.12,40.99,167.44,36.99,0,16.87,248.75,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

62,15:15-15:30,0,0,0,0,24.12,40.99,235.01,36.99,0,16.87,248.75,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

63,15:30-15:45,0,0,0,0,24.12,40.99,235.01,36.99,0,16.87,248.75,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.31,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

64,15:45-16:00,0,0,0,0,24.12,40.99,235.01,36.99,0,16.87,248.75,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.29,19.49,14.94,8.33,43.52,0,0,0,94.16,0.62,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.28,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

65,16:00-16:15,0,0,0,0,24.12,40.99,235.01,36.99,0,16.87,248.75,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.82,19.49,14.94,8.33,43.52,0,0,0,94.16,2.25,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.28,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

66,16:15-16:30,0,0,0,0,24.12,40.99,235.01,36.99,0,16.87,248.75,45.48,32.77,40.69,0,31.42,1.94,32.36,0,45.82,19.49,14.94,8.33,43.52,0,0,0,94.16,2.25,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,26.08,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

67,16:30-16:45,0,0,0,0,24.12,40.99,254.32,36.99,0,16.87,261.3,45.48,32.77,40.69,0,36.87,1.94,32.36,0,45.82,22.99,18.12,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.93,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

68,16:45-17:00,0,0,0,0,23.17,40.99,254.32,36.99,0,16.87,261.3,45.48,32.77,40.69,0,36.87,1.94,32.36,0,45.82,22.99,18.12,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.93,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

69,17:00-17:15,0,0,0,0,24.12,40.99,321.89,36.99,0,19.45,261.3,45.48,32.77,40.69,0,42.39,1.94,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.79,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

70,17:15-17:30,0,0,0,0,23.43,40.99,341.19,36.99,0,19.45,261.3,45.48,32.77,40.69,0,36.87,1.94,32.36,0,45.82,26.18,18.12,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.75,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

71,17:30-17:45,0,0,0,0,22.12,40.99,411.66,36.99,0,19.52,319.22,45.48,32.77,40.69,0,42.39,1.94,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.64,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

72,17:45-18:00,0,0,0,0,24.12,40.99,481.16,36.99,0,19.52,377.13,45.48,32.77,40.69,0,42.39,1.94,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

73,18:00-18:15,0,0,0,0,24.12,40.99,552.73,36.99,0,19.52,458.33,45.48,32.77,40.69,0,42.39,1.94,32.36,0,50.54,26.43,20.9,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.02,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

74,18:15-18:30,0,0,0,0,22.2,40.99,591.34,36.99,0,19.52,458.33,45.48,32.77,40.69,0,42.39,1.68,32.36,0,50.54,26.43,20.9,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.79,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

75,18:30-18:45,0,0,0,0,20.5,40.99,665.47,36.99,0,19.52,458.33,45.48,32.77,40.69,0,41.82,1.68,32.36,0,50.54,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.39,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,33.01,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

76,18:45-19:00,0,0,0,0,19.29,43.26,661.93,37.12,0,19.52,458.33,47.88,34.45,40.88,0,41.82,1.68,32.36,0,50.54,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,171.29,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.11,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,55.97,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

77,19:00-19:15,0,0,0,0,20.12,43.26,661.93,37.12,0,19.52,410.87,47.88,34.45,40.88,0,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,171.29,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.39,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,55.97,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

78,19:15-19:30,0,0,0,0,20.52,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,0,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,171.29,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,55.97,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

79,19:30-19:45,0,0,0,0,23.35,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,0,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,171.29,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.56,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,37.32,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

80,19:45-20:00,0,0,0,0,24.12,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,0,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,171.29,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.59,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,37.32,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

81,20:00-20:15,0,0,0,0,24.12,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,0,41.82,1.68,32.36,0,10.66,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,171.29,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.73,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,37.32,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

82,20:15-20:30,0,0,0,0,23.73,43.26,661.93,37.12,0,19.52,458.39,47.88,34.45,40.88,0,41.82,1.68,32.36,0,4.26,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,171.29,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,21.83,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,37.32,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

83,20:30-20:45,0,0,0,0,24.12,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,19.75,41.82,1.68,32.36,0,4.26,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,171.29,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.08,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,53.1,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

84,20:45-21:00,0,0,0,0,24.12,40.99,661.93,36.99,0,19.52,458.38,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,4.26,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.18,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,53.1,25.14,185.89,78.01,0,5.36,43.95,0,0,0,0,0

85,21:00-21:15,0,0,0,0,23.13,40.99,661.93,36.99,0,19.52,458.38,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,10.66,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,53.1,25.14,185.89,78.01,0,5.36,43.95,0,0,0,0,0

86,21:15-21:30,0,0,0,0,24.12,40.99,661.93,36.99,0,19.52,458.38,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,4.49,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,53.1,25.14,185.89,78.01,0,5.36,43.95,0,0,0,0,0

87,21:30-21:45,0,0,0,0,21.33,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,19.75,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.93,0,0,171.29,0,23.51,26.14,0,0,0,20.14,0,0,11.58,0,0,0,0,22.56,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,53.1,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

88,21:45-22:00,0,0,0,0,20.68,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,19.75,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.93,0,0,171.29,0,23.51,26.14,0,0,0,20.14,0,0,11.58,0,0,0,0,22.69,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,53.1,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

89,22:00-22:15,0,0,0,0,21.3,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,19.75,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.93,0,0,171.29,0,23.51,26.14,0,0,0,20.14,0,0,11.58,0,0,0,0,22.81,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,55.97,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

90,22:15-22:30,0,0,0,0,19.29,43.26,661.93,37.12,0,19.52,458.38,47.88,34.45,40.88,19.75,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.93,0,0,171.29,0,23.51,26.14,0,0,0,20.14,0,0,11.58,0,0,0,0,22.93,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.65,18.81,0,126.3,45.65,120.92,0,55.97,26.9,185.89,78.01,0,5.36,43.95,0,0,0,0,0

91,22:30-22:45,0,0,0,0,18.63,40.99,661.93,36.99,0,19.52,458.38,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,26.14,0,0,0,20.32,0,0,11.58,0,0,0,0,22.98,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,47.37,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

92,22:45-23:00,0,0,0,0,20.37,40.99,661.93,36.99,0,19.52,458.39,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,45.82,26.43,20.9,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,26.14,0,0,0,20.32,0,0,11.58,0,0,0,0,23.04,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,47.37,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

93,23:00-23:15,0,0,0,0,22.64,40.99,661.93,36.99,0,19.52,458.38,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,45.82,26.43,20.04,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,2.18,0,0,0,2.18,0,0,1.12,0,0,0,0,23.04,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,47.37,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

94,23:15-23:30,0,0,0,0,19.45,40.99,661.93,36.99,0,19.52,458.38,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,45.82,26.43,20.04,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.04,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,47.37,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

95,23:30-23:45,0,0,0,0,18.11,40.99,661.93,36.99,0,19.52,458.38,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,45.82,26.43,20.04,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.04,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,47.37,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

96,23:45-24:00,0,0,0,0,20.45,40.99,661.93,36.99,0,19.52,458.38,45.48,32.77,40.69,18.88,41.82,1.68,32.36,0,45.82,26.43,20.04,8.33,43.52,0,0,0,94.16,6.73,0,0,169.7,0,23.51,0,0,0,0,0,0,0,0,0,0,0,0,23.04,0,11.5,0,0,72.35,330.13,38.76,0,63.01,76.27,0,0,5.48,17.7,0,126.3,45.65,120.92,0,47.37,24.8,185.89,78.01,0,5.36,43.95,0,0,0,0,0

