Column1,Time,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,GNA/NR/2025/04/01/5285,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/8456,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/1333,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/9334,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/04/01/2597,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/4565,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/7960,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04)
24,05:45-06:00,0,0,0,0,0,0,18,0,54,3,45.33,0,0,18,9,45.33,0,0,0,0,2.89,0,9.62,6.93,271.98,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,3.61,260.29,5.34,0,0,0,48.1,1.99,5.37,0,14.41,14.41,1.77,1.78,30.28

25,06:00-06:15,0,0,0,0,0,0,16.83,0,50.51,3,42,3.6,0,16.83,7.66,42,2.2,0,0,0.43,2.89,0,9.62,6.93,271.98,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,3.61,260.29,5.34,0,0,0,48.1,1.99,5.37,0,14.41,14.41,1.77,1.78,29.77

26,06:15-06:30,0,0,0,0,0.23,0.77,16,0,48,3,39.33,14.58,0,16,7.66,39.33,15.45,1.15,0,3.08,2.89,0,9.62,6.93,271.98,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,3.61,260.29,5.34,0,0,0,48.1,1.99,5.37,0,30.5,0,1.77,1.78,28.76

27,06:30-06:45,0,0,0,1,0.36,0.19,15.33,1,46.01,3,36.67,21.57,1,15.33,7.34,36.67,22.87,1.81,1,7.79,2.89,0,9.62,6.93,271.98,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,3.61,260.29,5.34,0,0,0,48.1,1.99,5.37,0,30.5,30.5,1.77,1.78,28.76

28,06:45-07:00,1,1,1,3,1.46,1.47,14.5,4,43.5,3,34,28.32,4,14.5,7,34,30.3,7.3,2,13.48,2.89,0.23,9.62,6.93,271.98,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0.3,9.62,3.61,260.29,5.34,0,0.3,0,48.1,1.99,5.37,0,30.5,30.5,1.77,1.78,28.26

29,07:00-07:15,6,7,3,5,3.12,4.28,18.17,14,54.49,3,31,32.42,9,18.17,6.66,31,32.42,15.62,3,20.69,2.89,0.66,9.62,6.93,271.98,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0.86,9.62,3.61,260.29,5.25,0,0.86,0,48.1,1.99,5.37,0,30.5,30.5,1.77,1.78,27.75

30,07:15-07:30,12,10,5,7,5.55,8.3,17,28,51,3,28.33,32.75,14,17,6.66,28.33,32.74,27.77,8,29.78,2.89,1.27,9.62,6.93,271.98,1.92,2.89,115.01,86.76,9.62,2.89,100.21,1.64,9.62,3.61,260.29,5.25,0,1.64,0,48.1,1.99,5.37,0,30.5,30.5,1.77,1.78,27.75

31,07:30-07:45,18,20,10,12,8.8,13.87,15.67,42,46.99,3,25.67,32,22,15.67,6.66,25.67,32,44.02,13,40.5,2.89,2.03,9.62,6.93,271.98,1.92,2.89,106.53,73.61,9.62,2.89,100.21,2.63,9.62,3.61,224.04,5.25,0,2.63,0,48.1,1.99,5.37,0,30.5,30.5,1.77,1.78,27.25

32,07:45-08:00,24,30,15,16,12.63,21.07,14.5,56,43.5,3,23.67,30.5,28,14.5,6.66,23.67,30.5,63.13,19,52.39,2.89,2.94,9.62,6.93,271.98,1.92,2.89,98.05,63.12,9.62,2.89,100.21,3.8,9.62,3.61,224.04,5.25,0,3.8,0,48.1,1.99,5.37,0,30.5,30.5,1.77,1.78,27.25

33,08:00-08:15,31,37,18,21,16.85,29.21,12.17,74,36.49,2.8,16.67,32.07,32.07,12.17,6.66,16.67,32.06,84.23,30,64.35,2.89,3.96,9.62,6.93,271.98,1.92,2.89,89.56,63.12,9.62,2.89,100.21,5.14,9.62,3.61,189.72,5.25,0,5.14,0,48.1,1.91,5.37,0,30.5,26.48,1.77,1.78,27.25

34,08:15-08:30,39,47,23,25,21.13,36.74,9.17,91,27.49,2.8,13.67,32.67,32.67,9.17,6.66,13.67,32.66,105.66,39,75.62,2.89,5.15,9.62,6.93,271.98,1.92,2.89,81.08,63.12,9.62,2.89,71.35,6.66,9.62,3.61,189.72,5.25,0,6.66,0,48.1,1.91,5.37,0,30.5,26.48,1.77,1.78,27.25

35,08:30-08:45,46,53,27,29,25.28,45.22,7,109,21,2.8,13.67,32.67,32.67,7,6.66,13.67,32.66,126.42,44,86.08,2.89,6.32,9.62,6.93,230.86,1.92,2.89,72.59,63.12,9.62,2.89,52.9,8.18,9.62,3.61,189.72,5.25,0,8.18,0,48.1,1.91,5.37,0,30.5,26.48,1.77,1.87,27.25

36,08:45-09:00,54,60,30,32,29.35,53.14,7,126,21,2.8,13.67,32.67,32.67,7,6.66,13.67,32.66,146.72,52,96.06,2.89,7.24,9.62,6.93,192.38,1.92,2.89,70.14,63.12,9.62,2.89,52.9,9.37,9.62,3.61,189.72,5.25,0,9.37,0,48.1,1.91,5.37,0,30.5,26.48,1.77,1.87,27.25

37,09:00-09:15,61,68,34,34,33.25,61.16,7,144,21,2.8,13.67,32.67,32.67,7,6.66,13.67,32.66,166.23,59,105.61,2.89,8.2,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,10.61,9.62,2.4,189.72,5.16,0,10.61,0,48.1,1.91,7.68,0,30,26.56,1.77,1.87,27.25

38,09:15-09:30,67,75,38,36,36.96,68.57,7,158,21,2.8,13.67,32.67,32.67,7,6.66,13.67,32.66,184.79,66,114.17,2.89,9.22,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,11.93,9.62,2.4,189.72,5.16,0,11.93,0,48.1,1.91,7.68,0,30,26.56,1.77,1.87,27.25

39,09:30-09:45,73,83,42,39,40.36,75.66,7,172,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,201.81,71,121.7,2.89,10.13,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,13.11,9.62,2.4,158.71,5.16,0,13.11,0,48.1,1.91,7.68,0,26.96,26.96,1.77,1.87,27.25

40,09:45-10:00,79,90,45,41,43.43,82.31,7,186,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,217.16,77,128.35,2.89,10.99,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,14.23,9.62,2.4,158.71,5.16,0,14.23,0,48.1,1.91,7.68,0,26.96,26.96,1.77,1.87,27.25

41,10:00-10:15,84,93,47,43,46.19,88.19,7,196,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,230.94,82,134.2,2.89,11.4,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,14.75,9.62,4.59,158.71,5.16,0,14.75,0,48.1,1.91,7.68,0,26.96,26.96,1.77,1.87,27.25

42,10:15-10:30,87,97,48,45,48.59,93.79,7,203,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,242.95,87,139.4,2.89,12.02,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,15.56,9.62,4.59,129.86,5.16,0,15.56,0,48.1,1.91,7.68,0,26.96,26.96,1.77,1.87,27.75

43,10:30-10:45,88,100,50,48,49.17,98.32,7,207,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,245.83,92,144.06,2.89,12.51,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,16.19,9.62,4.59,129.86,5.16,0,16.19,0,48.1,1.91,7.68,0,26.96,26.96,1.77,1.87,28.26

44,10:45-11:00,88,100,50,48,49.17,100,7,207,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,245.83,93,148.18,2.89,12.95,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,16.76,9.62,4.59,129.86,5.16,0,16.76,0,48.1,1.91,7.68,0,26.96,26.96,1.77,1.87,28.26

45,11:00-11:15,90,100,50,49,49.17,100,7,210,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,245.83,97,151.9,2.89,13.33,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.26,9.62,4.59,129.86,5.06,0,17.26,0,48.1,1.91,7.68,25.97,26.96,26.96,1.87,1.87,28.26

46,11:15-11:30,90,100,50,49,49.17,100,7,210,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,245.83,98,151.9,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,5.06,0,17.86,0,48.1,1.91,7.68,25.97,26.96,26.96,1.87,1.87,28.26

47,11:30-11:45,90,100,50,49,49.17,100,7,210,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,245.83,98,151.9,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,5.06,0,17.86,0,48.1,1.91,7.68,25.97,26.96,26.96,1.87,1.87,28.76

48,11:45-12:00,90,100,50,50,49.17,100,7,210,21,2.8,13.67,32.67,32.67,7,5.66,13.67,32.66,245.83,98,151.9,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,5.06,0,17.86,0,48.1,1.91,7.68,25.97,26.96,26.96,1.87,1.87,29.27

49,12:00-12:15,90,100,50,50,49.17,100,7,210,21,2.8,15,32.67,32.67,7,5.66,15,32.66,245.83,98,151.9,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,4.97,0,17.86,0,48.1,1.99,7.68,25.97,26.96,26.96,1.87,1.87,29.27

50,12:15-12:30,90,100,50,50,49.17,100,7,210,21,2.8,15,32.5,32.5,7,5.66,15,32.5,245.83,98,151.9,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,4.97,0,17.86,0,48.1,1.99,7.68,25.97,26.96,26.96,1.87,1.87,30.28

51,12:30-12:45,90,100,50,50,49.17,100,7,210,21,2.8,15,32.5,32.5,7,5.66,15,32.5,245.83,98,151.9,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,4.97,0,17.86,0,48.1,1.99,7.68,43.29,26.96,26.96,1.87,1.87,30.28

52,12:45-13:00,90,100,50,50,49.17,100,7,210,21,2.8,15,32.5,32.5,7,5.66,15,32.5,245.83,98,151.9,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,4.97,0,17.86,0,48.1,1.99,7.68,43.29,26.96,26.96,1.87,1.87,30.28

53,13:00-13:15,90,100,50,50,49.17,100,7,210,21,2.8,15,32.5,32.5,7,5.66,15,32.5,245.83,98,150.11,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,4.97,0,17.86,0,48.1,2.07,7.68,43.29,26.96,26.96,1.87,1.87,30.28

54,13:15-13:30,90,100,50,50,49.17,100,7,210,21,2.8,15,32.5,32.5,7,5.66,15,32.5,245.83,98,147.33,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,4.97,0,17.86,0,48.1,2.07,7.68,43.29,26.96,26.96,1.87,1.87,30.28

55,13:30-13:45,90,100,50,50,49.17,100,7,210,21,2.8,15,32.5,32.5,7,5.66,15,32.5,245.83,98,143.56,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,4.97,0,17.86,0,48.1,2.07,7.68,43.29,26.96,26.96,1.87,1.87,30.28

56,13:45-14:00,90,100,50,49,49.17,100,7,210,21,2.8,15,32.5,32.5,7,5.66,15,32.5,245.83,98,139.01,2.89,13.8,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.86,9.62,4.59,129.86,4.97,0,17.86,0,48.1,2.07,7.68,43.29,26.96,26.96,1.87,1.87,30.28

57,14:00-14:15,88,100,50,48,49.17,100,7,207,21,3,15,32.5,32.5,7,5.66,15,32.5,245.83,95,134.17,2.89,13.42,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,17.35,9.62,4.59,129.86,4.97,0,17.35,0,48.1,2.07,7.68,43.29,26.96,26.96,2.05,1.87,30.78

58,14:15-14:30,87,99,49,48,49.17,100,7,203,21,3,15,32.5,32.5,7,5.66,15,32.5,245.83,93,129.08,2.89,12.99,9.62,7.22,149.59,1.92,2.89,70.14,45.92,9.62,2.89,52.9,16.81,9.62,4.59,129.86,4.97,0,16.81,0,48.1,2.07,7.68,43.29,26.96,26.96,2.05,1.87,30.78

59,14:30-14:45,84,97,48,47,49.17,100,7,196,21,3,15,32.67,32.67,7,5.66,15,32.66,245.83,92,123.53,2.89,12.56,9.62,7.22,192.38,1.92,2.89,70.14,45.92,9.62,2.89,52.9,16.25,9.62,4.59,129.86,4.97,0,16.25,0,48.1,2.07,7.68,43.29,26.96,26.96,2.05,1.87,30.78

60,14:45-15:00,81,92,46,45,49.17,100,7.17,189,21.49,3,15,32.67,32.67,7.17,5.66,15,32.66,245.83,91,112.54,2.89,12.15,9.62,7.22,230.86,1.92,2.89,70.14,45.92,9.62,2.89,52.9,15.73,9.62,4.59,129.86,4.97,0,15.73,0,48.1,2.07,7.68,43.29,26.96,26.96,2.05,1.87,30.78

61,15:00-15:15,78,89,45,40,48.95,100,7.67,182,22.99,3.2,15,32.67,32.67,7.67,5.66,15,32.66,244.76,87,106.46,2.89,11.44,9.62,7.22,271.98,1.92,2.89,70.14,45.92,9.62,2.89,52.9,14.8,9.62,4.59,129.86,4.88,0,14.8,0,48.1,2.15,7.68,43.29,26.96,26.96,2.24,1.87,30.78

62,15:15-15:30,73,83,42,37,46.45,95.03,8.33,172,25.01,3.2,16.33,32.67,32.67,8.33,6.66,16.33,32.66,232.22,83,100.18,2.89,10.98,9.62,7.22,271.98,1.92,2.89,70.14,45.92,9.62,2.89,52.9,14.21,9.62,4.59,129.86,4.88,0,14.21,0,48.1,2.15,7.68,43.29,26.96,26.96,2.24,1.87,30.78

63,15:30-15:45,69,80,40,35,43.49,89.31,9,161,27,11,18,32.67,32.67,9,7,18,32.66,217.43,76,92.83,2.89,10.22,9.62,7.22,271.98,1.92,2.89,70.14,45.92,9.62,2.89,52.9,13.23,9.62,4.59,129.86,4.88,0,13.23,0,48.1,2.15,7.68,43.29,26.96,26.96,2.24,1.87,31.29

64,15:45-16:00,64,73,37,32,40.61,83.4,9.5,151,28.5,10.6,19.33,32.67,32.67,9.5,7,19.33,32.66,203.07,69,84.43,2.89,9.69,9.62,7.22,271.98,1.92,2.89,70.14,45.92,9.62,2.89,52.9,12.55,9.62,4.59,129.86,4.88,0,12.55,0,48.1,2.15,7.68,43.29,26.96,26.96,2.24,1.87,31.29

65,16:00-16:15,58,68,34,30,36.97,77.57,8.17,137,24.49,10,23.67,32.67,32.67,8.17,7.66,23.67,32.66,184.84,63,75.04,2.89,8.76,9.62,7.22,271.98,1.92,2.89,70.14,63.12,9.62,2.89,81.76,11.33,9.62,4.59,177.95,4.88,0,11.33,50,48.1,2.15,7.68,43.29,26.96,26.96,2.42,2.02,29.27

66,16:15-16:30,52,60,30,26,33.44,71.32,8.5,123,25.5,9.6,28.33,32.67,32.67,8.5,8,28.33,32.66,167.17,57,64.94,2.89,7.95,9.62,7.22,271.98,1.92,2.89,70.14,63.12,9.62,2.89,100.21,10.29,9.62,4.59,189.72,4.88,0,10.29,50,48.1,2.15,7.68,43.29,26.96,26.96,2.42,2.02,29.27

67,16:30-16:45,45,51,26,23,29.65,63.85,12.67,105,37.99,16.41,33.33,32.67,32.67,12.67,11.66,33.33,32.66,148.25,50,56.3,2.89,7.25,9.62,7.22,271.98,1.92,2.89,70.14,63.12,9.62,2.89,100.21,9.38,9.62,4.59,189.72,4.88,0,9.38,50,48.1,2.15,7.68,43.29,26.96,26.96,2.42,2.02,29.77

68,16:45-17:00,37,43,21,19,25.79,56.33,14.5,88,43.5,15.01,38.67,32.67,32.67,14.5,12,38.67,32.66,128.93,43,46.57,2.89,5.97,9.62,7.22,271.98,1.92,2.89,70.14,63.12,9.62,2.89,100.21,7.72,9.62,4.59,189.72,4.88,0,7.72,50,48.1,2.15,7.68,43.29,26.96,26.96,2.42,2.02,30.28

