Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/3642,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9072,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/10/01/9582,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/8106,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06
7,01:30-01:45,0,0,9.33,3.57,5.99,37.24,28,0,0,14.67,7,9.34,14.67,6.4,0,0,0,0,0,0,0,0,272.57,26.87,261.73,0,37.24,37.24,30.28,0,3.3,12.42,0,70.29,12.42,3.34,0,100.43,26.87

8,01:45-02:00,0,0,9.33,3.57,5.99,37.24,28,0,0,13.33,6.66,9.34,13.33,6.2,0,0,0,0,0,0,0,0,250.64,26.87,205.86,0,37.24,37.24,30.28,0,3.3,12.42,0,70.29,12.42,3.34,0,100.43,26.87

9,02:00-02:15,0,0,9.17,3.49,5.99,37.24,27.5,0,0,28,6.66,9.16,28,6,0,0,0,0,0,0,0,0,272.57,26.87,234.78,0,37.24,37.24,29.78,0,3.22,12.42,0,70.29,12.42,3.25,0,72.3,26.87

10,02:15-02:30,0,0,9,3.49,5.99,37.24,27,0,0,27.33,6.66,9,27.33,6,0,0,0,0,0,0,0,0,272.57,26.87,225.14,0,37.24,37.24,29.78,0,3.22,12.42,0,70.29,12.42,3.25,0,72.3,26.87

11,02:30-02:45,0,0,8.83,3.49,5.99,37.24,26.5,0,0,26.67,6.66,8.84,26.67,6,0,0,0,0,0,0,0,0,272.57,26.87,205.86,0,37.24,37.24,29.78,0,3.22,12.42,0,70.29,12.42,3.25,0,72.3,26.87

12,02:45-03:00,0,0,8.67,3.49,5.99,37.24,26,0,0,25.67,6.66,8.66,25.67,6,0,0,0,0,0,0,0,0,272.57,26.87,205.86,0,37.24,37.24,29.78,0,3.22,12.42,0,70.29,12.42,3.25,0,61.7,26.87

13,03:00-03:15,0,0,8.33,3.41,5.89,37.24,25,0,0,16.67,6.66,8.34,16.67,6,0,0,0,0,0,0,0,0,250.64,29.37,205.86,0,37.24,37.24,29.78,0,3.22,12.42,0,70.29,12.42,3.25,0,76.16,29.37

14,03:15-03:30,0,0,8.17,3.41,5.89,37.24,24.5,0,0,16,6.66,8.16,16,6,0,0,0,0,0,0,0,0,231.36,29.37,205.86,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,71.34,29.37

15,03:30-03:45,0,0,8,3.41,5.89,37.24,24,0,0,15,6.66,8,15,6,0,0,0,0,0,0,0,0,212.08,29.37,185.7,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,53.02,29.37

16,03:45-04:00,0,0,7.83,3.41,5.89,37.24,23.5,0,0,15,6.66,7.84,15,6,0,0,0,0,0,0,0,0,212.08,29.37,185.7,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,53.02,29.37

17,04:00-04:15,0,0,7.67,3.34,5.89,37.24,23,0,0,15,6.66,7.66,15,6,0,0,0,0,0,0,0,0,212.08,29.37,185.7,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,53.02,29.37

18,04:15-04:30,0,0,7.5,3.34,5.89,37.24,22.5,0,0,15,6.66,7.5,15,6,0,0,0,0,0,0,0,0,212.08,29.37,185.7,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,53.02,29.37

19,04:30-04:45,0,0,7.33,3.34,5.89,37.24,22,0,0,15,6.66,7.34,15,6,0,0,0,0,0,0,0,0,212.08,29.37,183.78,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,53.02,29.37

20,04:45-05:00,0,0,7.33,3.34,5.89,37.24,22,0,0,15,6.66,7.34,15,6,0,0,0,0,0,0,0,0,212.08,29.37,183.78,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,53.02,29.37

21,05:00-05:15,0,0,7.33,3.34,5.89,37.24,22,0,0,15,6.66,7.34,15,6,0,0,0,0,0,0,0,0,212.08,29.37,178.96,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,53.02,29.37

22,05:15-05:30,0,0,7.33,3.34,5.89,37.24,22,0,0,16,6.66,7.34,16,6,0,0,0,0,0,0,0,0,212.08,29.37,178.96,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,53.02,29.37

23,05:30-05:45,0,0,7.33,3.34,5.89,37.24,22,0,0,17.33,6.66,7.34,17.33,6,0,0,0,0,0,0,0,0,212.08,29.37,205.86,0,37.24,37.24,29.27,0,3.22,12.42,0,70.29,12.42,3.25,0,61.7,29.37

24,05:45-06:00,0,0,7.33,3.34,5.89,37.24,22,0,0,18.67,6.66,7.34,18.67,6,0,0,0,0,0,0,0,0,212.08,29.37,205.86,0,37.24,37.24,28.26,0,3.22,12.42,0,70.29,12.42,3.25,0,61.7,29.37

25,06:00-06:15,8.25,3,7.33,3.26,5.79,37.24,22,8.08,0,15,6.66,7.34,15,6,0,0,0,0,1,0,0,0,212.08,29.37,205.86,0,37.24,37.24,28.26,0,3.22,12.42,0,70.29,12.42,3.25,0,81.94,29.37

26,06:15-06:30,17.65,8,7.33,3.26,5.79,37.24,22,17.29,0.02,15,6.66,7.34,15,6,0,0,1,0,2,1,0,0,212.08,29.37,205.86,0,37.24,37.24,28.26,0,3.14,12.42,0,70.29,12.42,3.25,0,81.94,29.37

27,06:30-06:45,29.39,11,7.33,3.26,5.79,37.24,22,28.79,2.23,15,6.66,7.34,15,6,0.45,0,3,1,5,4,2,0.09,212.08,29.37,205.86,0,37.24,37.24,28.26,0.38,3.14,12.42,0.38,70.29,12.42,3.25,0.39,81.94,29.37

28,06:45-07:00,33,14,7.33,3.26,5.79,37.24,22,33,5.69,15,6.66,7.34,15,6,2.23,2,4,3,8,7,3,0.45,212.08,29.37,205.86,0,37.24,37.24,28.26,0.69,3.14,12.42,0.69,70.29,12.42,3.25,0.7,81.94,29.37

29,07:00-07:15,33,16,7.33,3.26,5.79,37.24,22,33,9.85,15,6.66,7.34,15,6,7.87,5,5,6,10,14,7,1.57,212.08,29.37,205.86,0,37.24,37.24,28.26,1.16,3.14,12.42,1.16,70.29,12.42,3.25,1.18,81.94,29.37

30,07:15-07:30,33,23,7.33,3.26,5.79,37.24,22,33,14.29,15,6.66,7.34,15,6,15.48,7,7,10,15,25,10,3.1,212.08,29.37,205.86,0,37.24,37.24,28.26,2.18,3.14,12.42,2.18,70.29,12.42,3.25,2.23,100.43,29.37

31,07:30-07:45,32.67,32.66,7.33,3.26,5.79,37.24,22,32.67,18.7,15,6.66,7.34,15,6,30.88,9,9,16,18,39,15,6.18,212.08,29.37,205.86,0,37.24,37.24,28.26,2.96,3.14,12.42,2.96,70.29,12.42,3.25,3.04,81.94,29.37

32,07:45-08:00,33,33,7.33,3.26,5.79,37.24,22,33,23.78,15,6.66,7.34,15,6,48.31,14,12,22,25,53,19,9.66,212.08,29.37,171.24,0,37.24,37.24,28.26,3.75,3.14,12.42,3.75,70.29,12.42,3.25,3.84,72.3,29.37

33,08:00-08:15,33,33,7.33,3.26,5.79,37.24,22,33,28.99,15,6.66,7.34,15,6,65.66,19,15,28,32,67,24,13.13,212.08,29.37,171.24,0,37.24,37.24,28.26,4.66,3.14,12.42,4.66,70.29,12.42,3.25,4.78,72.3,29.37

34,08:15-08:30,33,33,7.33,3.26,5.79,37.24,22,33,34.27,15,6.66,7.34,15,6,84.73,23,19,34,39,81,32,16.95,212.08,29.37,171.24,0,37.24,37.24,28.26,5.57,3.14,12.42,5.57,70.29,12.42,3.25,5.71,62.66,29.37

35,08:30-08:45,33,33,7.33,3.26,5.79,37.24,22,33,40.89,15,6.66,7.34,15,6,103.23,24,22,40,46,95,38,20.65,231.36,29.37,171.24,0,37.24,37.24,28.77,6.48,3.14,12.42,6.48,70.29,12.42,3.25,6.65,62.66,29.37

36,08:45-09:00,33,33,7.33,3.26,5.79,37.24,22,33,47.49,15,6.66,7.34,15,6,120.53,27,25,46,53,109,45,24.1,250.64,29.37,171.24,0,37.24,37.24,28.77,7.39,3.14,12.42,7.39,70.29,12.42,3.25,7.57,62.66,29.37

37,09:00-09:15,33,33,7.33,3.26,5.71,37.24,22,33,54.06,15,6.66,7.34,15,6,125.47,28,28,51,60,119,53,25.09,272.57,34.37,205.86,0,37.24,37.24,28.77,8.18,3.07,12.42,8.18,70.29,12.42,3.15,8.38,62.66,34.37

38,09:15-09:30,33,33,7.33,3.26,5.71,37.24,22,33,60.74,15,6.66,7.34,15,6,133.8,31,32,57,66,133,60,26.76,272.57,34.37,205.86,0,37.24,37.24,28.77,9.02,3.07,12.42,9.02,70.29,12.42,3.15,9.25,62.66,34.37

39,09:30-09:45,33,33,7.33,3.26,5.71,37.24,22,33,65.56,15,6.66,7.34,15,6,154.63,33,35,63,72,147,65,30.93,272.57,34.37,205.86,0,37.24,37.24,29.27,9.89,3.07,12.42,9.89,70.29,12.42,3.15,10.13,53.02,34.37

40,09:45-10:00,33,33,7.33,3.26,5.71,37.24,22,33,70.73,15,6.66,7.34,15,6,171.3,35,37,69,77,161,71,34.26,272.57,34.37,205.86,0,37.24,37.24,29.27,10.98,3.07,12.42,10.98,70.29,12.42,3.15,11.26,67.48,34.37

41,10:00-10:15,33,33,7.33,3.26,5.71,37.24,22,33,73.78,15,6.66,7.34,15,6,176.21,39,39,73,83,172,74,35.24,250.64,36.04,205.86,0,37.24,37.24,29.27,11.59,3.07,12.42,11.59,70.29,12.42,3.15,11.88,67.19,36.04

42,10:15-10:30,33,33,7.33,3.26,5.71,37.24,22,33,74.47,15,6.66,7.34,15,6,183.86,41,41,78,87,182,77,36.77,231.36,36.04,205.86,0,37.24,37.24,29.27,12.67,3.07,12.42,12.67,70.29,12.42,3.15,12.99,76.15,36.04

43,10:30-10:45,33,33,7.33,3.26,5.71,37.24,22,33,76.67,15,6.66,7.34,15,6,204.68,41,43,81,90,189,82,40.94,212.08,37.7,205.86,0,37.24,37.24,29.27,13.33,3.07,12.42,13.33,70.29,12.42,3.15,13.67,67.19,37.7

44,10:45-11:00,33,33,7.33,3.26,5.71,37.24,22,33,77.08,15,6.66,7.34,15,6,205.76,42,44,82,93,193,84,41.15,231.36,37.7,205.86,0,37.24,37.24,29.27,14.06,3.07,12.42,14.06,70.29,12.42,3.15,14.41,67.19,37.7

45,11:00-11:15,33,33,7.33,3.26,5.71,37.24,22,33,77.49,15,6.66,7.34,15,6,200,43,45,82,95,193,85,40,231.36,37.7,195.34,0,37.24,37.24,29.27,14.68,2.91,12.42,14.68,70.29,12.42,3.15,15.05,53.02,37.7

46,11:15-11:30,33,33,7.33,3.26,5.71,37.24,22,33,77.61,15,6.66,7.34,15,6,200,43,45,82,95,193,86,40,212.08,37.7,182.81,0,37.24,37.24,29.27,15.28,2.91,12.42,15.28,70.29,12.42,3.15,15.66,53.02,37.7

47,11:30-11:45,33,33,7.33,3.26,5.71,37.24,22,33,77.86,13.33,6.66,7.34,13.33,6,200,45,45,82,95,193,89,40,212.08,37.7,174.14,0,37.24,37.24,31.29,15.28,2.91,12.42,15.28,70.29,12.42,3.15,15.66,53.02,37.7

48,11:45-12:00,33,33,7.33,3.26,5.71,37.24,22,33,77.05,13.33,6.66,7.34,13.33,6,200,45,45,82,95,193,89,40,212.08,37.7,170.28,0,37.24,37.24,31.29,15.28,2.91,12.42,15.28,70.29,12.42,3.15,15.66,53.02,37.7

49,12:00-12:15,33,33,7.17,3.41,5.71,37.24,21.5,33,76.81,13.33,6.66,7.16,13.33,6,191.67,45,45,84,95,196,90,38.33,212.08,37.7,176.06,0,37.24,37.24,31.29,15.28,3.07,12.42,15.28,70.29,12.42,3.25,15.66,53.02,37.7

50,12:15-12:30,33,33,7.17,3.41,5.71,37.24,21.5,33,75.37,13.33,6.66,7.16,13.33,6,187.76,45,45,84,95,196,90,37.55,212.08,37.7,170.28,0,37.24,37.24,31.29,15.28,3.07,12.42,15.28,70.29,12.42,3.25,15.66,53.02,37.7

51,12:30-12:45,33,33,6.67,3.41,5.71,37.24,20,33,72.77,13.33,6.66,6.66,13.33,6,155.68,45,45,84,95,196,88,31.14,212.08,37.7,170.28,0,37.24,37.24,31.29,15.28,3.07,12.42,15.28,70.29,12.42,3.25,15.66,53.02,37.7

52,12:45-13:00,33,33,6.67,3.41,5.71,37.24,20,33,69.88,13.33,6.66,6.66,13.33,6,150.95,45,45,84,95,196,88,30.19,212.08,37.7,170.28,0,37.24,37.24,31.29,15.28,3.07,12.42,15.28,70.29,12.42,3.25,15.66,53.02,37.7

53,13:00-13:15,33,33,6.67,3.41,5.71,37.24,20,33,67.09,13.33,6.66,6.66,13.33,6,146.64,44,45,84,95,196,86,29.33,212.08,37.7,170.28,0,37.24,37.24,31.29,15.28,3.22,12.42,15.28,70.29,12.42,3.25,15.66,53.02,37.7

54,13:15-13:30,33,33,6.67,3.41,5.71,37.24,20,33,64.39,13.33,6.66,6.66,13.33,6,140.13,42,45,84,95,196,86,28.02,212.08,37.7,170.03,0,37.24,37.24,31.29,15.28,3.22,12.42,15.28,70.29,12.42,3.25,15.66,53.02,37.7

55,13:30-13:45,33,33,6.67,3.41,5.71,37.24,20,33,81.15,13.33,6.66,6.66,13.33,6,136.6,41,45,84,93,196,83,27.32,231.36,37.7,170.03,0,37.24,37.24,31.29,15.28,3.22,12.42,15.28,70.29,12.42,3.25,15.66,53.02,37.7

56,13:45-14:00,33,33,6.67,3.41,5.71,37.24,20,33,78.1,13.33,6.66,6.66,13.33,6,136.16,41,43,81,91,189,82,27.23,250.64,37.7,189.56,0,37.24,37.24,31.29,14.55,3.22,12.42,14.55,70.29,12.42,3.25,14.92,53.02,37.7

57,14:00-14:15,33,33,6.67,3.57,5.71,37.24,20,33,75.03,13.33,6.66,6.66,13.33,6,170.15,38,42,79,88,186,78,34.03,272.57,37.7,233.85,0,37.24,37.24,31.29,14.12,3.45,12.42,14.12,66.13,12.42,3.25,14.48,53.02,37.7

58,14:15-14:30,33,33,6.67,3.57,5.71,37.24,20,33,71.63,13.33,6.66,6.66,13.33,6,166.78,37,41,78,85,182,73,33.35,272.57,37.7,231.92,0,37.24,37.24,31.29,13.59,3.45,12.42,13.59,66.13,12.42,3.25,13.93,53.02,37.7

59,14:30-14:45,33,33,6.67,3.57,5.71,37.24,20,33,66.52,13.33,6.66,6.66,13.33,6,152.8,34,38,73,80,172,73,30.56,272.57,37.7,235.78,0,37.24,37.24,31.29,13.23,3.45,12.42,13.23,66.13,12.42,3.25,13.56,53.02,37.7

60,14:45-15:00,33,33,6.67,3.57,5.71,37.24,20,33,61.16,13.33,6.66,6.66,13.33,6,140.61,33,36,69,75,161,67,28.12,272.57,37.7,234.81,0,37.24,37.24,31.29,12.6,3.45,12.42,12.6,66.13,12.42,3.25,12.91,53.02,37.7

61,15:00-15:15,33,33,6.67,3.57,5.71,37.24,20,33,64.64,13.33,6.66,6.66,13.33,6,160.95,32,32,64,66,151,63,32.19,272.57,37.7,197.27,0,37.24,37.24,31.29,10.04,3.61,12.42,10.04,66.13,12.42,3.25,10.29,53.02,37.7

62,15:15-15:30,33,33,6.67,3.57,5.71,37.24,20,33,57.8,13.33,6.66,6.66,13.33,6,146.51,29,29,58,62,137,60,29.3,272.57,37.7,245.47,0,37.24,37.24,31.29,9.29,3.61,12.42,9.29,66.13,12.42,3.25,9.52,65.55,37.7

63,15:30-15:45,33,33,6.67,3.57,5.71,37.24,20,33,50.75,13.33,6.66,6.66,13.33,6,98.98,26,26,54,55,126,47,19.79,272.57,37.7,261.73,0,37.24,37.24,31.29,8.56,3.61,12.42,8.56,66.13,12.42,3.25,8.77,94.47,37.7

64,15:45-16:00,33,33,6.67,3.57,5.71,37.24,20,33,43.33,14.33,6.66,6.66,14.33,6,88.04,23,23,48,47,112,43,17.61,272.57,37.7,261.73,0,37.24,37.24,31.29,7.81,3.61,12.42,7.81,66.13,12.42,3.25,8.01,100.43,37.7

65,16:00-16:15,33,33,6.67,3.72,5.71,37.24,20,33,35.44,15,6.66,6.66,15,6,77.63,16,19,42,41,98,33,15.53,272.57,37.7,261.73,0,37.24,37.24,31.29,6.94,3.68,12.42,6.94,66.13,12.42,3.34,7.11,100.43,37.7

66,16:15-16:30,33,33,6.67,3.72,5.71,37.24,20,33,27.42,15.67,6.66,6.66,15.67,6,68.23,12,17,36,35,84,25,13.65,272.57,37.7,261.73,0,37.24,37.24,31.29,6.24,3.68,12.42,6.24,66.13,12.42,3.34,6.4,100.43,37.7

67,16:30-16:45,33,32,6.67,3.72,5.71,37.24,20,33,19.86,14.33,6.66,6.66,14.33,6,57.5,9,13,30,27,70,20,11.5,272.57,35.64,261.73,0,37.24,37.24,30.28,5.5,3.68,12.42,5.5,66.13,12.42,3.34,5.63,81.42,35.64

68,16:45-17:00,33,19,6.67,3.72,5.71,37.24,20,33,13.13,14.33,6.66,6.66,14.33,6,46.47,8,10,24,20,56,17,9.29,272.57,35.64,261.73,0,37.24,37.24,30.28,4.68,3.68,12.42,4.68,85.02,12.42,3.34,4.8,81.42,35.64

69,17:00-17:15,28.33,14,6.67,3.88,5.79,39.52,20,28.2,7.98,14.33,6.66,6.66,14.33,6,35.97,7,6,18,14,42,15,7.19,272.57,37.7,261.73,0,39.52,39.52,30.78,3.9,3.84,12.42,3.9,66.13,12.42,3.34,3.99,81.42,37.7

70,17:15-17:30,12.13,7,6.67,3.88,5.79,39.52,20,12.64,4.94,14.33,6.66,6.66,14.33,6,25.93,5,3,12,7,28,13,5.18,272.57,35.64,261.73,0,39.52,39.52,30.78,3.18,3.84,12.42,3.18,66.13,12.42,3.34,3.26,81.42,35.64

71,17:30-17:45,1.12,2,6.67,3.88,5.79,39.52,20,2.06,2.71,14.33,6.66,6.66,14.33,6,16.29,2,1,7,2,18,10,3.26,272.57,35.64,261.73,0,39.52,39.52,31.29,2.43,3.84,12.42,2.43,66.13,12.42,3.34,2.48,81.42,35.64

72,17:45-18:00,0,0,6.67,3.88,5.79,39.52,20,0,0.58,14.33,6.66,6.66,14.33,6,8.54,2,0,4,1,11,8,1.71,272.57,35.64,261.73,0,39.52,39.52,31.29,1.75,3.84,12.42,1.75,66.13,12.42,3.34,1.8,81.42,35.64

73,18:00-18:15,0,0,6.67,3.88,5.89,39.52,20,0,0,14.33,6.66,6.66,14.33,6,3.92,0,0,2,0,5,5,0.78,272.57,42.83,231.36,0,39.52,39.52,31.29,1.34,3.84,12.42,1.34,66.13,12.42,3.43,1.37,81.42,32.4

74,18:15-18:30,0,0,6.67,3.88,5.89,39.52,20,0,0,14.33,6.66,6.66,14.33,6,1.18,0,0,0,0,1,2,0.24,272.57,42.83,231.36,0,39.52,39.52,31.29,0.95,3.84,12.42,0.95,66.13,12.42,3.43,0.97,81.42,32.4

75,18:30-18:45,0,0,6.67,3.88,5.89,39.52,20,0,0,14.33,6.66,6.66,14.33,10,0.12,0,0,0,0,0,0,0.02,272.57,42.83,231.36,0,39.52,39.52,31.29,0.49,3.84,12.42,0.49,66.13,12.42,3.43,0.5,81.42,32.4

76,18:45-19:00,0,0,6.67,3.88,5.89,39.52,20,0,0,14.33,6.66,6.66,14.33,10,0.03,0,0,0,0,0,0,0,272.57,42.83,231.36,0,39.52,39.52,31.29,0.17,3.84,12.42,0.17,66.13,12.42,3.43,0.18,81.42,32.4

77,19:00-19:15,0,0,6.67,3.72,5.99,39.52,20,0,0,14.33,6.66,6.66,14.33,9.8,0.02,0,0,0,0,0,0,0,272.57,42.83,231.36,0,39.52,39.52,31.29,0,3.68,12.42,0,66.13,12.42,3.43,0,81.42,36.39

78,19:15-19:30,0,0,6.67,3.72,5.99,39.52,20,0,0,14.33,6.66,6.66,14.33,9.6,0,0,0,0,0,0,0,0,272.57,42.83,231.36,0,39.52,39.52,31.29,0,3.68,12.42,0,66.13,12.42,3.43,0,81.42,32.4

79,19:30-19:45,0,0,6.67,3.72,5.99,39.52,20,0,0,14.33,6.66,6.66,14.33,9.6,0,0,0,0,0,0,0,0,272.57,32,231.36,0,39.52,39.52,31.29,0,3.68,12.42,0,66.13,12.42,3.43,0,81.42,32.4

80,19:45-20:00,0,0,6.67,3.72,5.99,39.52,20,0,0,14.33,6.66,6.66,14.33,9.2,0,0,0,0,0,0,0,0,272.57,32,231.36,0,39.52,39.52,31.29,0,3.68,12.42,0,66.13,12.42,3.43,0,81.42,32.4

81,20:00-20:15,0,0,6.67,3.72,6.07,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,24.8,231.36,0,39.52,39.52,31.29,0,3.61,12.42,0,66.13,12.42,3.43,0,81.42,24.8

82,20:15-20:30,0,0,6.67,3.72,6.07,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,24.8,231.36,0,39.52,39.52,31.29,0,3.61,12.42,0,66.13,12.42,3.43,0,81.42,24.8

83,20:30-20:45,0,0,6.67,3.72,6.07,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,24.8,231.36,0,39.52,39.52,31.29,0,3.61,12.42,0,66.13,12.42,3.43,0,81.42,24.8

84,20:45-21:00,0,0,6.67,3.72,6.07,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,24.8,231.36,0,39.52,39.52,31.29,0,3.61,12.42,0,70.29,12.42,3.43,0,81.42,24.8

85,21:00-21:15,0,0,6.67,3.72,6.17,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,18.98,231.36,0,39.52,39.52,31.29,0,3.61,12.42,0,70.29,12.42,3.34,0,81.42,18.98

86,21:15-21:30,0,0,6.67,3.72,6.17,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,18.98,231.36,0,39.52,39.52,31.29,0,3.61,12.42,0,70.29,12.42,3.34,0,81.42,18.98

87,21:30-21:45,0,0,6.67,3.72,6.17,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,18.98,231.36,0,39.52,39.52,30.78,0,3.61,12.42,0,70.29,12.42,3.34,0,81.42,18.98

88,21:45-22:00,0,0,6.67,3.72,6.17,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,18.98,231.36,0,39.52,39.52,30.78,0,3.61,12.42,0,70.29,12.42,3.34,0,81.42,18.98

89,22:00-22:15,0,0,6.67,3.57,6.17,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,18.98,231.36,0,39.52,39.52,30.78,0,3.53,12.42,0,70.29,12.42,3.34,0,81.42,18.98

90,22:15-22:30,0,0,6.67,3.57,6.17,39.52,20,0,0,14.33,6.66,6.66,14.33,6.8,0,0,0,0,0,0,0,0,272.57,18.98,231.36,0,39.52,39.52,30.78,0,3.53,12.42,0,70.29,12.42,3.34,0,81.42,18.98

