Block,Time Block,KUDGI,KOTESHWR,KOLDAM,DULHASTI,KKNPPU2,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,JHAJJAR,KHSTPP-I,DHAULIGNGA,FSTPP I & II,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,URI,ANTA_CRF,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,CHAMERA2,DADRT2,CHAMERA1,BSIUL,CHAMERA3,BRBCL,UNCHAHAR1,TEHRIPSP,UNCHAHAR2,TEHRI,TelanganaSTPP,SASAN,SINGRAULI,RIHAND1,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,RIHAND3,RIHAND2,TALST2,TALA,SINGRAULI_HYDRO,TANDA2,TANAKPUR,NLCEXP,PARBATI2,RAPPD,NLCIIST1,RAPPB,NJPC,NLCIIST2,NLCTS2EXP,NAPP,RAMPUR,NNTPP,RAPPC,NTPL,PARBATI3,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,39.1,8.31,53.38,0,0,0,94.01,0,4.53,261.78,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,36.07,26.02,45.41,115.8,40.62,0,32.71,24.09,17.69,0,41.78,64.8,0,336.35,87.73,94.76,0,0,0,0,49.28,17.68,126.1,120.74,0,20.83,0,2.94,10.62,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

7,01:30-01:45,0,39.1,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,18.84,45.41,53.15,40.62,0,32.71,24.09,14.44,0,30.67,64.8,0,336.35,87.73,94.76,0,0,0,0,49.28,17.68,126.1,120.74,0,20.83,0,2.94,10.62,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

8,01:45-02:00,0,39.1,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,18.84,45.41,4.96,40.62,0,32.71,24.09,14.44,0,30.67,64.8,0,336.35,87.73,94.76,0,0,0,0,49.28,17.68,126.1,120.74,0,20.83,0,2.94,10.62,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

9,02:00-02:15,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,36.07,22.35,45.41,11.62,40.62,0,32.71,24.09,14.44,0,36.1,64.8,0,336.35,87.73,94.76,0,0,0,0,49.28,17.68,124.43,120.74,0,20.83,0,2.94,10.62,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

10,02:15-02:30,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,36.07,22.35,45.41,4.96,40.62,0,32.71,24.09,14.44,0,36.1,64.8,0,336.35,87.73,94.76,0,0,0,0,49.28,17.68,124.43,120.74,0,20.83,0,2.94,10.62,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

11,02:30-02:45,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,22.35,45.41,4.96,40.62,0,32.71,24.09,14.44,0,36.3,64.8,0,336.35,87.73,94.76,0,0,0,0,49.28,17.68,124.43,120.74,0,20.83,0,2.94,10.62,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

12,02:45-03:00,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,22.35,45.41,4.96,40.62,0,32.71,24.09,14.44,0,35.97,64.8,0,336.35,87.73,94.76,0,0,0,0,49.28,17.68,124.43,120.74,0,20.83,0,2.94,10.62,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

13,03:00-03:15,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,36.07,18.84,45.41,4.96,40.62,0,32.71,24.09,14.44,0,30.67,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.97,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

14,03:15-03:30,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.91,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,36.07,18.84,45.41,4.96,40.62,0,32.71,24.09,14.44,0,30.67,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.97,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

15,03:30-03:45,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,18.84,45.41,4.96,40.62,0,32.71,24.09,14.44,0,30.67,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.97,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

16,03:45-04:00,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.91,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,18.84,45.41,4.96,40.62,0,32.71,24.09,14.44,0,30.67,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.97,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

17,04:00-04:15,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,36.07,22.3,45.41,4.96,40.62,0,32.71,24.09,14.44,0,35.46,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.97,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

18,04:15-04:30,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,36.07,22.3,45.41,4.96,40.62,0,32.71,24.09,14.44,0,35.46,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.97,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

19,04:30-04:45,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.3,45.41,4.96,40.62,0,32.71,24.09,14.44,0,35.46,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.68,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

20,04:45-05:00,0,19.56,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.3,45.41,4.96,40.62,0,32.71,24.09,16.57,0,35.63,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.68,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

21,05:00-05:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,35.21,40.92,15.69,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,36.07,15.88,45.41,4.96,40.62,0,32.71,24.09,11.88,0,23.85,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.68,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

22,05:15-05:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,35.21,40.92,15.69,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,36.07,17.33,45.41,4.96,40.62,0,32.71,24.09,12.48,0,27.63,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.33,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

23,05:30-05:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,35.21,40.92,15.69,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,17.33,45.41,4.96,40.62,0,32.71,24.09,12.47,0,27.56,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,20.11,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

24,05:45-06:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,35.21,40.92,15.69,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,17.33,45.41,4.96,40.62,0,32.71,24.09,12.47,0,27.56,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.78,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

25,06:00-06:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,273.83,43.88,40.92,15.69,0,0,0,0,0,0,0,0,0,0,0,46.81,0,1.71,0,30.04,17.09,45.41,4.96,40.62,0,32.71,24.09,13.45,0,27.49,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.63,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

26,06:15-06:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,273.83,43.88,40.92,15.69,0,0,0,0,0,0,0,0,0,0,0,51.07,0,1.71,0,30.04,16.4,45.41,4.96,40.62,0,32.71,24.09,13.18,0,26.76,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.57,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

27,06:30-06:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,273.83,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,51.07,0,1.71,0,30.04,22.51,45.41,4.96,40.62,0,32.71,24.09,17.69,0,36.4,64.8,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.36,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

28,06:45-07:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,273.83,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,51.07,0,1.71,0,30.04,22.51,45.41,4.96,40.62,0,32.71,24.09,17.69,0,36.4,48.59,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.36,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

29,07:00-07:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.51,45.41,4.96,40.62,0,32.71,24.09,17.69,0,36.4,48.59,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.36,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

30,07:15-07:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,18.08,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.51,45.41,4.96,40.62,0,32.71,24.09,17.69,0,36.4,32.4,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.44,0,2.94,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

31,07:30-07:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.91,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.51,45.41,4.96,40.62,0,32.71,24.09,17.69,0,36.4,16.2,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.44,0,4.41,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

32,07:45-08:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.91,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.51,45.41,4.96,40.62,0,32.71,24.09,17.69,0,36.4,0,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.56,0,4.41,9.5,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

33,08:00-08:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,11.68,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,16.17,45.41,4.96,40.62,0,32.71,24.09,14.52,0,31.8,0,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.75,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

34,08:15-08:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,10.97,0,0,0,0,0,0,0,0,0,0,0,51.07,0,2.23,0,30.04,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.75,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

35,08:30-08:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,10.97,0,0,0,0,0,0,0,0,0,0,0,51.07,0,2.23,0,30.04,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.75,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

36,08:45-09:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,10.97,0,0,0,0,0,0,0,0,0,0,0,51.07,0,2.23,0,30.04,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,44.8,17.68,124.43,120.74,0,19.75,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

37,09:00-09:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,10.97,0,0,0,0,0,0,0,0,0,0,0,51.07,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,53.75,17.68,124.43,120.74,0,20.46,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

38,09:15-09:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,10.97,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,53.75,17.68,124.43,120.74,0,20.46,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

39,09:30-09:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,10.97,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,53.75,17.68,124.43,120.74,0,20.83,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

40,09:45-10:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,53.75,17.68,124.43,120.74,0,20.83,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

41,10:00-10:15,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,51.52,17.68,124.43,120.74,0,21.11,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

42,10:15-10:30,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,51.07,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,51.52,17.68,124.43,120.74,0,21.11,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

43,10:30-10:45,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,51.07,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,33.6,17.68,124.43,120.74,0,21.37,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

44,10:45-11:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,87.73,94.76,0,0,0,0,33.6,17.68,124.43,120.74,0,23.49,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

45,11:00-11:15,0,9.77,8.31,53.38,0,0,0,75.28,0,4.53,245.84,35.21,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,37.24,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,75.64,65.05,0,0,0,0,33.6,17.68,92.62,96.43,0,23.49,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

46,11:15-11:30,0,9.77,8.31,53.38,0,0,0,75.28,0,4.53,245.84,35.21,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,16.17,45.41,4.96,40.62,0,32.71,24.09,13.32,0,30.25,0,0,336.35,75.39,64.16,0,0,0,0,33.6,17.68,92.62,96.43,0,23.49,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

47,11:30-11:45,0,9.77,8.31,53.38,0,0,0,75.28,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,23.13,45.41,4.96,40.62,0,32.71,24.09,18.31,0,40.48,0,0,336.35,75.39,64.16,0,0,0,0,61.61,17.68,92.62,96.43,0,23.49,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

48,11:45-12:00,0,9.77,8.31,53.38,0,0,0,75.28,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,23.13,45.41,4.96,40.62,0,32.71,24.09,18.31,0,40.48,0,0,336.35,75.39,64.16,0,0,0,0,67.2,17.68,92.62,96.43,0,23.49,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

49,12:00-12:15,0,9.77,8.31,53.38,0,0,0,75.28,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,23.13,45.41,4.96,40.62,0,32.71,24.09,18.31,0,40.48,0,0,336.35,75.39,64.16,0,0,0,0,67.2,17.68,92.62,96.43,0,23.49,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

50,12:15-12:30,0,9.77,8.31,53.38,0,0,0,75.28,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,26.29,23.13,45.41,4.96,40.62,0,32.71,24.09,18.31,0,40.48,0,0,336.35,75.39,64.16,0,0,0,0,67.2,17.68,92.62,96.43,0,23.24,0,4.41,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

51,12:30-12:45,0,9.77,8.31,53.38,0,0,0,91.29,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.37,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,336.35,87.73,64.16,0,0,0,0,67.2,17.68,92.62,96.43,0,23.1,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

52,12:45-13:00,0,9.77,8.31,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,12.8,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.37,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,336.35,87.73,94.76,0,0,0,0,67.2,17.68,124.43,120.74,0,23.1,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

53,13:00-13:15,0,9.77,7.47,53.38,0,0,0,94.01,0,4.53,245.84,43.88,40.92,15.56,0,0,0,0,0,0,0,0,0,0,0,46.81,0,2.23,0,30.04,22.46,45.41,4.96,40.62,0,32.71,24.09,17.28,0,36.48,0,0,336.35,87.73,94.76,0,0,0,0,69.44,17.68,124.43,120.74,0,23.1,0,2.94,11.48,0,23.74,23.45,0,0,169.43,0,0,23.59,5.49,0,62.74,0,0,0,0,0,0,0,0

