Block,Time,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/01082024/31082024/jitpl,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/03082024/03082024/IEX_240802-01871,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/03082024/03082024/DD20240803NR26018,NR/03082024/03082024/HPX-TAMCTG-020824-01969,NR/01082024/31082024/SKS-Raigarh,NR/01082024/30082024/	NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01082024/15082024/APL-Raigarh,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/19092033/Chanju/TPDDL/01082024
6,01:15-01:30,66.67,0,0,0,0,0,23.66,0,0,0,66.67,0,29.34,0,0,20.8,88,0,29.33,0,0,0.000000,12.170000,0.000000,0.000000,205.690000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,14.010000,70.190000,57.500000,38.530000,29.270000,4.910000,192.640000,30.820000,70.310000,272.340000,0.000000,0.000000,0.000000,16.830000

7,01:30-01:45,66.67,0,0,0,0,0,24.34,0,0,0,66.67,0,29.66,0,0,20.4,89,0,29.67,0,0,0.000000,12.170000,0.000000,0.000000,205.690000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,14.010000,70.190000,57.500000,38.530000,29.270000,4.910000,192.640000,30.820000,52.980000,272.340000,0.000000,0.000000,0.000000,16.830000

8,01:45-02:00,66.67,0,0,0,0,0,24.66,0,0,0,66.67,0,31.16,0,0,19.8,93.5,0,31.17,0,0,0.000000,12.170000,0.000000,0.000000,178.810000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,14.010000,70.190000,57.500000,38.530000,29.270000,4.910000,192.640000,30.820000,52.980000,272.340000,0.000000,0.000000,0.000000,16.830000

9,02:00-02:15,66.67,0,0,0,0,0,25,0,0,0,66.67,0,31.34,0,0,19.2,94,0,31.33,0,0,0.000000,12.170000,0.000000,0.000000,244.250000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,76.370000,38.530000,29.270000,4.720000,192.640000,25.560000,52.980000,272.340000,0.000000,0.000000,0.000000,16.830000

10,02:15-02:30,66.67,0,0,0,0,0,25,0,0,0,66.67,0,31,0,0,18.8,93,0,31,0,0,0.000000,12.170000,0.000000,0.000000,226.910000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,76.370000,38.530000,29.270000,4.720000,192.640000,25.560000,52.980000,272.340000,0.000000,0.000000,0.000000,16.830000

11,02:30-02:45,66.67,0,0,0,0,0,24.66,0,0,0,66.67,0,30,0,0,18.6,90,0,30,0,0,0.000000,12.170000,0.000000,0.000000,224.380000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,76.370000,38.530000,28.260000,4.720000,192.640000,25.560000,52.980000,272.340000,0.000000,0.000000,0.000000,16.830000

12,02:45-03:00,73.33,0,0,0,0,0,24.66,0,0,0,73.33,0,29,0,0,18.6,87,0,29,0,0,0.000000,12.170000,0.000000,0.000000,168.560000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,57.500000,38.530000,28.260000,4.720000,192.640000,25.560000,52.980000,272.340000,0.000000,0.000000,0.000000,16.830000

13,03:00-03:15,76.67,0,0,0,0,0,24.66,0,0,0,76.67,0,32.16,0,0,18.4,96.5,0,32.17,0,0,0.000000,12.170000,0.000000,0.000000,168.560000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,57.500000,0.000000,29.270000,5.000000,192.640000,25.560000,52.980000,272.340000,0.000000,0.000000,0.000000,16.360000

14,03:15-03:30,76.67,0,0,0,0,0,24.66,0,0,0,76.67,0,33.34,0,0,18.4,100,0,33.33,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,57.500000,0.000000,29.270000,5.000000,192.640000,25.560000,52.980000,231.170000,0.000000,0.000000,0.000000,16.360000

15,03:30-03:45,76.67,0,0,0,0,0,24.66,0,0,0,76.67,0,34,0,0,12.01,102,0,34,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,57.500000,0.000000,29.270000,5.000000,192.640000,25.560000,52.980000,231.170000,0.000000,0.000000,0.000000,16.360000

16,03:45-04:00,76.67,0,0,0,0,0,24.34,0,0,0,76.67,0,34.16,0,0,12.01,102.5,0,34.17,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,57.500000,0.000000,29.270000,5.000000,192.640000,25.560000,52.980000,231.170000,0.000000,0.000000,0.000000,16.360000

17,04:00-04:15,76.67,0,0,0,0,0,23.34,0,0,0,76.67,0,34.34,0,0,12.01,103,0,34.33,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,57.500000,0.000000,29.270000,4.820000,192.640000,25.560000,52.980000,192.640000,0.000000,0.000000,0.000000,16.360000

18,04:15-04:30,76.67,0,0,0,0,0,23,0,0,0,76.67,0,33.66,0,0,12.01,101,0,33.67,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,57.500000,0.000000,29.270000,4.820000,192.640000,25.560000,52.980000,192.640000,0.000000,0.000000,0.000000,16.360000

19,04:30-04:45,76.67,0,0,0,0,0,22.34,0,0,0,76.67,0,33.34,0,0,12.01,100,0,33.33,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,33.710000,0.000000,30.280000,4.820000,192.640000,25.560000,52.980000,192.640000,0.000000,0.000000,0.000000,16.360000

20,04:45-05:00,76.67,0,0,0,0,0,23.34,0,0,0,76.67,0,33,0,0,11.61,99,0,33,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.560000,70.190000,33.710000,0.000000,30.280000,4.820000,192.640000,25.560000,52.980000,192.640000,0.000000,0.000000,0.000000,16.360000

21,05:00-05:15,76.67,0,0,0,0,0,24.34,0,0,0,76.67,0,32.16,0,0,11.21,96.5,0,32.17,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.280000,4.630000,192.640000,25.920000,52.980000,149.790000,0.000000,0.000000,0.000000,16.360000

22,05:15-05:30,76.67,0,0,0,0,0,25.34,0,0,0,76.67,0,32,0,0,10.81,96,0,32,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.280000,4.630000,192.640000,25.920000,52.980000,149.790000,0.000000,0.000000,0.000000,16.360000

23,05:30-05:45,76.67,0,0,0,0,0,26.34,0,0,0,76.67,0,31.66,0,0,13.8,95,0,31.67,0,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.280000,4.630000,192.640000,25.920000,52.980000,192.640000,0.000000,0.000000,0.000000,16.360000

24,05:45-06:00,76.67,0,0,0,0,0,27.34,0,0,0,76.67,0,31.66,0,0,13.59,95,0,31.67,0.29241,0,0.000000,12.170000,0.000000,0.000000,110.770000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.280000,4.630000,192.640000,25.920000,52.980000,231.170000,0.000000,0.000000,0.000000,16.360000

25,06:00-06:15,76.67,0,1,9.93,1,0,27,0.82,1,6,76.67,0,31.5,10.24,0.15,13.76,94.5,0.77,31.5,1.618002,1,0.000000,12.170000,0.000000,0.000000,166.590000,0.000000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.770000,4.450000,192.640000,25.920000,52.980000,272.340000,0.000000,0.000000,0.000000,15.910000

26,06:15-06:30,76.67,1,2,15.63,4,0,26.66,2.92,2,8,76.67,0,30.34,16.11,0.61,14.01,91,3.05,30.33,2.04687,1,0.000000,12.170000,0.000000,0.300000,166.590000,0.300000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.770000,4.450000,192.640000,25.920000,52.980000,272.340000,0.000000,0.310000,0.000000,15.910000

27,06:30-06:45,76.67,3,3,25.64,7,0,26.34,4.94,5,12,76.67,0,30.16,26.43,1.48,14.9,90.5,7.42,30.17,2.72916,3,0.000000,12.170000,0.000000,0.580000,166.590000,0.580000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,28.760000,4.450000,192.640000,25.920000,52.980000,272.340000,0.000000,0.600000,0.000000,15.910000

28,06:45-07:00,76.67,4,5,33,14,0,27.34,7.94,8,16,76.67,0,30.34,33,2.47,15.45,91,12.35,30.33,4.990464,6,0.000000,12.170000,0.000000,0.900000,166.590000,0.900000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,4.450000,192.640000,25.920000,52.980000,272.340000,0.000000,0.920000,0.000000,15.910000

29,07:00-07:15,76.67,5,7,33,21,0,28.34,11,10,18,76.67,0,30.5,33,3.39,9,91.5,16.96,30.5,10.224603,9,0.000000,12.170000,0.000000,1.320000,166.590000,1.320000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,4.310000,192.640000,25.920000,52.980000,272.340000,0.000000,1.350000,0.000000,15.910000

30,07:15-07:30,76.67,6,9.5,33,28,0,29.66,14,12,22,76.67,0,30.5,33,5.04,9,91.5,25.21,30.5,11.335761,12,0.000000,12.170000,0.000000,1.650000,110.770000,1.650000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,4.310000,192.640000,25.920000,52.980000,231.170000,0.000000,1.700000,0.000000,15.910000

31,07:30-07:45,80,7,7,32.67,39,0,30.34,17,15,32.67,80,0,30.5,32.66,5.39,9,91.5,26.96,30.5,12.758823,16,0.000000,12.170000,0.000000,2.070000,110.770000,2.070000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,4.310000,192.640000,25.920000,52.980000,192.640000,0.000000,2.130000,0.000000,15.910000

32,07:45:08:00,80,9,7.5,32.67,49,0,31.66,21,19,32.67,80,0,30.5,32.66,5.89,9,91.5,29.46,30.5,15.117597,21,0.000000,12.170000,0.000000,2.690000,110.770000,2.690000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,4.310000,192.640000,25.920000,52.980000,192.640000,0.000000,2.760000,0.000000,15.910000

33,08:00-08:15,80,12,9,33,51,0,32.34,20,25,33,80,0,30.16,33,6.06,7.2,90.5,30.29,30.17,20.556423,22,0.000000,12.170000,0.000000,2.960000,110.770000,2.960000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.280000,4.170000,192.640000,25.920000,52.980000,192.640000,0.000000,3.040000,0.000000,13.610000

34,08:15-08:30,80,15,9.5,33,61,0,32.66,22,31,33,80,0,30.16,33,6.21,7.2,90.5,31.04,30.17,22.535064,26,0.000000,12.170000,0.000000,3.310000,110.770000,3.310000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.280000,4.170000,192.640000,25.920000,52.980000,192.640000,0.000000,3.400000,0.000000,13.610000

35,08:30-08:45,80,17,13,33,71,0,32.66,23,36,33,80,0,29.66,33,8.46,7.2,89,42.3,29.67,24.786621,31,0.000000,12.170000,0.000000,3.700000,110.770000,3.700000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.280000,4.170000,192.640000,25.920000,52.980000,149.790000,0.000000,3.790000,0.000000,13.610000

36,08:45:09:00,80,20,14,33,82,0,32.34,27,42,33,80,0,29.16,33,10,7.2,87.5,49.98,29.17,34.650585,35,0.000000,12.170000,0.000000,4.080000,110.770000,4.080000,0.000000,48.160000,48.160000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.280000,4.170000,192.640000,25.920000,52.980000,149.790000,0.000000,4.180000,0.000000,13.610000

37,09:00:09:15,80,24,16,33,105,0,32.66,27,51,33,80,0,29.5,33,8.85,7.6,88.5,44.27,29.5,58.842639,45,0.000000,12.170000,0.000000,4.460000,110.770000,4.460000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,4.070000,0.000000,25.920000,52.980000,149.790000,0.000000,4.570000,2.180000,13.610000

38,09:15-09:30,80,27,18,33,116,0,32.34,27,56,33,80,0,29.16,33,10.01,7.6,87.5,50.03,29.17,65.412117,49,0.000000,12.170000,0.000000,3.820000,110.770000,3.820000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,30.270000,4.070000,0.000000,25.920000,52.980000,149.790000,0.000000,3.920000,2.180000,13.610000

39,09:30-09:45,80,29,25,33,126,0,31.66,42,61,33,80,0,29,33,15.05,7.6,87,75.26,29,68.81382,54,0.000000,12.170000,0.000000,4.310000,110.770000,4.310000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,4.070000,0.000000,25.920000,52.980000,149.790000,0.000000,4.410000,1.750000,13.610000

40,09:45-10:00,80,31,26,33,137,0,33.66,47,66,33,80,0,28.34,33,15.95,7.6,85,79.73,28.33,71.864631,58,0.000000,12.170000,0.000000,4.750000,110.770000,4.750000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,4.070000,0.000000,25.920000,52.980000,149.790000,0.000000,4.860000,1.750000,13.610000

41,10:00-10:15,80,35,27,33,144,0,34,60,73,33,80,0,28.16,33,17.17,7.6,84.5,85.83,28.17,75.451527,61,0.000000,12.170000,0.000000,5.130000,110.770000,5.130000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,3.890000,0.000000,25.920000,52.980000,149.790000,0.000000,5.250000,2.020000,13.610000

42,10:15-10:30,80,37,29,33,147,0,33.66,63,78,33,80,0,27.84,33,18.68,7.6,83.5,93.4,27.83,79.603749,63,0.000000,12.170000,0.000000,5.510000,110.770000,5.510000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,3.890000,0.000000,25.920000,52.980000,149.790000,0.000000,5.640000,2.020000,13.610000

43,10:30-10:45,68.33,36,29,33,154,0,31,60,76,33,68.33,0,27.66,33,13,7.6,83,65.02,27.67,83.161404,66,0.000000,12.170000,0.000000,6.220000,110.770000,6.220000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,3.890000,0.000000,25.920000,52.980000,149.790000,0.000000,6.370000,2.020000,13.610000

44,10:45-11:00,68.33,38,30,33,161,0,31,60,79,33,68.33,0,32.5,33,13.33,7.6,97.5,66.67,32.5,77.937012,69,0.000000,12.170000,0.000000,9.460000,110.770000,9.460000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,29.270000,3.890000,0.000000,25.920000,52.980000,149.790000,0.000000,9.700000,2.020000,13.610000

45,11:00-11:15,68.33,37,23,33,179,0,31,62,78,33,68.33,0,32.5,33,20.83,7.6,97.5,104.15,32.5,71.83539,76,0.000000,12.170000,0.000000,10.040000,110.770000,10.040000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,26.250000,3.890000,0.000000,25.920000,52.980000,149.790000,0.000000,10.290000,2.020000,13.610000

46,11:15-11:30,68.33,39,25,33,179,0,31,63,81,33,68.33,0,32.5,33,20.45,7.6,97.5,102.23,32.5,64.944261,76,0.000000,12.170000,0.000000,10.640000,110.770000,10.640000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,26.250000,3.890000,0.000000,25.920000,52.980000,192.640000,0.000000,10.910000,2.020000,13.610000

47,11:30-11:45,68.33,36,38,33,161,0,31,75,76,33,68.33,0,32.5,33,19.74,7.6,97.5,98.73,32.5,65.977443,69,0.000000,12.170000,0.000000,11.320000,110.770000,11.320000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,26.250000,3.890000,0.000000,25.920000,52.980000,192.640000,0.000000,11.600000,2.020000,13.610000

48,11:45-12:00,68.33,37,39.5,33,168,0,31,77,78,33,68.33,0,32.5,33,18.63,7.6,97.5,93.13,32.5,66.981384,72,0.000000,12.170000,0.000000,11.510000,110.770000,11.510000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,26.250000,3.890000,0.000000,25.920000,52.980000,231.170000,0.000000,11.790000,2.020000,13.610000

49,12:00-12:15,68.33,40,41,33,168,0,31,80,85,33,68.33,0,32.5,33,13.33,7.6,97.5,66.67,32.5,61.649775,72,0.000000,12.170000,0.000000,11.610000,110.770000,11.610000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,26.250000,3.990000,0.000000,25.920000,52.980000,231.170000,0.000000,11.900000,2.020000,17.290000

50,12:15-12:30,68.33,40,43,33,172,0,31,80,85,33,68.33,0,32.5,33,13.33,7.6,97.5,66.67,32.5,62.760933,73,0.000000,12.170000,0.000000,11.650000,110.770000,11.650000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,26.250000,3.990000,0.000000,25.920000,52.980000,231.170000,0.000000,11.950000,2.020000,17.290000

51,12:30-12:45,73.33,42,38,33,165,0,36.66,78,88,33,73.33,0,32.5,33,13.33,7.6,97.5,66.67,32.5,77.030541,70,0.000000,12.170000,0.000000,11.700000,110.770000,11.700000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,26.250000,3.990000,0.000000,25.920000,52.980000,231.170000,0.000000,11.990000,2.020000,17.290000

52,12:45-13:00,73.33,42,41,33,168,0,36.66,78,88,33,73.33,0,32.5,33,13.33,7.6,97.5,66.67,32.5,90.364437,72,0.000000,12.170000,0.000000,11.780000,110.770000,11.780000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,26.250000,3.990000,0.000000,25.920000,52.980000,192.640000,0.000000,12.070000,2.020000,17.290000

53,13:00-13:15,73.33,42,38,33,172,0,36.66,78,88,33,73.33,0,32.5,33,13.33,7.6,97.5,66.67,32.5,101.27133,73,0.000000,12.170000,0.000000,11.790000,110.770000,11.790000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,27.250000,4.170000,0.000000,25.920000,52.980000,149.790000,0.000000,12.080000,2.020000,17.290000

54,13:15-13:30,73.33,42,38,33,172,0,36.66,78,88,33,73.33,0,32.5,33,13.33,7.6,97.5,66.67,32.5,109.312605,73,0.000000,12.170000,0.000000,11.680000,110.770000,11.680000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,27.250000,4.170000,0.000000,25.920000,52.980000,149.790000,0.000000,11.980000,2.020000,17.290000

55,13:30-13:45,73.33,40,35,33,168,0,36.66,63,84,33,73.33,0,32.5,33,21.6,7.6,97.5,108.01,32.5,96.456312,72,0.000000,12.170000,0.000000,11.570000,110.770000,11.570000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,27.250000,4.170000,0.000000,25.920000,52.980000,192.640000,0.000000,11.860000,2.020000,17.290000

56,13:45-14:00,73.33,40,35,33,168,0,36.66,62,84,33,73.33,0,32.5,33,21.46,7.6,97.5,107.31,32.5,97.304301,72,0.000000,12.170000,0.000000,13.770000,158.930000,13.770000,0.000000,0.000000,0.000000,96.320000,96.320000,12.410000,0.000000,0.000000,25.920000,70.190000,57.500000,0.000000,27.250000,4.170000,0.000000,25.920000,52.980000,231.170000,0.000000,14.110000,2.020000,17.290000

