Block,Time Block,KGSU3AND4,NLCEXP,MAPS,NJPC,NLCIIST1,NAPP,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,TANAKPUR,SIMHST2,UNCHAHAR3,SINGRAULI,TALA,TEHRI,TelanganaSTPP,UNCHAHAR2,TANDA2,UNCHAHAR1,SINGRAULI_HYDRO,SIMHST1,TALST2,TEHRIPSP,URI,VALLURNTECL,UNCHAHAR4,URI2,RAPPD,RSTPSU7,SALAL,SEWA2,RAMPUR,RIHAND3,NNTPP,RAPPC,NTPL,RIHAND2,PARBATI3,PARBATI2,SASAN,RIHAND1,RAPPB,RSTPSU1TO6,NLCTS2EXP,NLCIIST2,BSIUL,JHAJJAR,CHAMERA3,KGSU1AND2,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA1,DADRT2,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,4.07,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,82.53,0,6.8,89.26,0,65.92,0,93.2,74.26,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,13.37,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

7,01:30-01:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,5.21,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,82.53,0,6.8,89.26,0,65.92,0,93.2,74.26,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,13.55,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

8,01:45-02:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,5.21,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,82.53,0,6.8,89.26,0,65.92,0,93.2,74.26,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,13.38,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

9,02:00-02:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,5.21,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,82.53,0,6.8,89.26,0,65.92,0,93.2,74.26,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,13.44,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

10,02:15-02:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,5.21,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,82.53,0,6.8,89.26,0,65.92,0,93.2,74.26,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,13.47,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

11,02:30-02:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,5.21,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,82.53,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,13.28,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

12,02:45-03:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,5.21,28.22,0,43.07,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,82.53,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,13.95,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

13,03:00-03:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,5.21,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,80.28,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,14.29,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

14,03:15-03:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,5.21,28.22,0,43.07,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,80.28,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,15.9,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

15,03:30-03:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,3.78,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,80.28,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,17.49,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

16,03:45-04:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.96,147.31,3.78,28.22,0,43.06,5.96,21.09,1.15,0,0,0,49.08,0,1.7,36.87,24.3,0,80.28,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,413.53,33.91,0,17.31,47.25,42.37,18.94,38.4,40.73,532.29,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

17,04:00-04:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,25.98,147.31,3.78,28.22,0,41.94,2.22,20.46,1.15,0,0,0,49.08,0,1.11,36.87,24.3,0,80.28,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,406.92,33.91,0,19.39,47.25,42.37,18.94,38.4,40.73,529.9,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

18,04:15-04:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,25.97,147.31,3.78,28.22,0,41.94,2.22,20.46,1.15,0,0,0,49.08,0,1.11,36.87,24.3,0,80.28,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,406.14,33.91,0,21.36,47.25,42.37,18.94,38.4,40.73,529.9,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

19,04:30-04:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,25.98,147.31,3.78,28.22,0,41.94,2.22,20.45,1.15,0,0,0,49.08,0,1.11,36.87,24.3,0,80.28,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,379.76,33.91,0,21.5,47.25,42.37,18.94,38.4,40.73,525.86,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

20,04:45-05:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.42,147.31,3.16,28.22,0,42.82,3.16,20.77,1.15,0,0,0,49.08,0,1.11,36.87,24.3,0,80.28,0,6.8,89.26,0,65.92,0,93.2,75.75,56.09,404.66,62.24,0,0,0,0,12.6,360.43,33.91,0,21.26,47.25,42.37,18.94,38.4,40.73,472.18,0,0,10.29,8.42,41.33,10.09,143.3,0,0,0,0,0,0

21,05:00-05:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.42,147.31,3.16,28.22,0,42.82,3.74,20.77,1.15,0,0,0,49.08,0,2.43,36.87,24.3,0,80.28,0,6.8,95.72,0,65.92,0,105.97,75.75,56.09,404.66,72.99,0,0,0,0,12.6,321.78,33.91,0,24.15,47.25,42.37,18.94,38.4,40.73,483.77,0,0,10.29,8.42,44.27,10.09,143.3,0,0,0,0,0,0

22,05:15-05:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,24.86,147.31,3.16,28.22,0,42.82,3.74,20.77,1.15,0,0,0,49.08,0,1.93,36.87,24.3,0,80.28,0,6.8,95.72,0,65.92,0,105.97,75.75,56.09,404.66,72.99,0,0,0,0,12.6,312.11,33.91,0,22.6,47.25,42.37,18.94,38.4,40.73,346.77,0,0,10.29,8.42,44.29,10.09,143.3,0,0,0,0,0,0

23,05:30-05:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,26.42,147.31,2.44,28.22,0,42.82,3.74,20.77,1.15,0,0,0,49.08,0,1.93,36.87,24.3,0,80.28,0,6.8,95.72,0,65.92,0,105.97,75.75,56.09,404.66,72.99,0,0,0,0,12.6,265.1,33.91,0,22.68,47.25,42.37,16.52,38.4,40.73,241.36,0,0,10.29,8.42,36.25,10.09,123.49,0,0,0,0,0,0

24,05:45-06:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,17.35,132.37,2.44,28.22,0,28.04,1.59,13.63,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,93.86,0,65.92,0,97.34,75.75,56.09,404.66,65.93,0,0,0,0,12.6,231.28,33.91,0,21.01,47.25,42.37,15.47,38.4,40.73,164.06,0,0,10.29,8.42,27.49,10.09,95.76,0,0,0,0,0,0

25,06:00-06:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.99,132.37,1.3,28.22,0,23.37,1.59,11.12,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,93.86,0,65.92,0,97.34,75.75,56.09,404.66,65.93,0,0,0,0,12.6,179.99,33.91,0,22.65,47.25,42.37,13.59,38.4,40.73,24.62,0,0,10.29,8.42,27.49,10.09,95.73,0,0,0,0,0,0

26,06:15-06:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,132.37,1.48,28.22,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,93.86,0,65.92,0,97.34,75.75,56.09,404.66,65.93,0,0,0,0,12.6,168.65,33.91,0,24.15,47.25,42.37,12.95,38.4,40.73,4.98,0,0,10.29,8.42,27.49,10.09,95.72,0,0,0,0,0,0

27,06:30-06:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,132.37,1.48,28.22,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,93.86,0,65.92,0,97.34,66.83,56.09,404.66,65.93,0,0,0,0,12.6,168.65,33.91,0,23.85,47.25,42.37,12.95,38.4,40.73,4.98,0,0,10.29,8.42,27.49,10.09,95.73,0,0,0,0,0,0

28,06:45-07:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,132.37,1.48,28.22,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,93.86,0,65.92,0,97.34,66.83,56.09,404.66,65.93,0,0,0,0,12.6,168.65,33.91,0,18.51,47.25,42.37,12.95,38.4,40.73,4.98,0,0,10.29,8.42,27.49,10.09,95.73,0,0,0,0,0,0

29,07:00-07:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,0,28.22,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,66.83,56.09,404.66,63.7,0,0,0,0,12.6,315.53,33.91,0,18.78,47.25,42.37,10.39,38.4,40.73,4.98,0,0,10.29,8.42,24.66,10.09,95.17,0,0,0,0,0,0

30,07:15-07:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,0,28.22,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,66.83,56.09,404.66,63.7,0,0,0,0,12.6,315.53,33.91,0,21.37,47.25,42.37,10.18,38.4,40.73,4.98,0,0,10.29,8.42,24.66,10.09,95.17,0,0,0,0,0,0

31,07:30-07:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,0,28.22,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,66.83,56.09,404.66,63.7,0,0,0,0,12.6,315.53,33.91,0,18.46,47.25,42.37,10.18,38.4,40.73,4.98,0,0,10.29,8.42,24.66,10.09,78.82,0,0,0,0,0,0

32,07:45-08:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,0,28.22,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,66.83,56.09,404.66,63.7,0,0,0,0,12.6,315.53,33.91,0,18.33,47.25,42.37,10.18,38.4,40.73,4.98,0,0,10.29,8.42,24.66,10.09,78.82,0,0,0,0,0,0

33,08:00-08:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,142.81,0.85,28.22,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,122,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,315.53,33.91,0,20.28,47.25,42.37,12.98,38.4,40.73,4.98,0,0,10.29,8.42,26.87,10.09,93.56,0,0,0,0,0,0

34,08:15-08:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,126.93,1.3,23.32,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,122,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,315.53,33.91,0,18.87,47.25,42.37,12.98,38.4,40.73,4.98,0,0,10.29,8.42,26.87,10.09,93.56,0,0,0,0,0,0

35,08:30-08:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,124.18,1.3,9.4,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,122,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,18.66,47.25,42.37,12.98,38.4,40.73,4.98,0,0,10.29,8.42,26.87,10.09,93.56,0,0,0,0,0,0

36,08:45-09:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,124.18,2.78,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,122,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,17.4,47.25,42.37,12.98,38.4,40.73,4.98,0,0,10.29,8.42,26.87,10.09,93.56,0,0,0,0,0,0

37,09:00-09:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,124.18,2.78,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,122,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,16.84,47.25,42.37,12.98,38.4,40.73,4.98,0,0,10.29,8.42,26.87,10.09,93.56,0,0,0,0,0,0

38,09:15-09:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,124.18,2.78,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,122,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,16.38,47.25,42.37,12.98,38.4,40.73,4.98,0,0,10.29,8.42,26.87,10.09,93.56,0,0,0,0,0,0

39,09:30-09:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,126.41,2.78,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,122,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,20.21,47.25,42.37,12.98,38.4,40.73,4.98,0,0,10.29,8.42,28.08,10.09,93.56,0,0,0,0,0,0

40,09:45-10:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,128.14,2.78,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,122,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,21.06,47.25,42.37,12.98,38.4,40.73,4.98,0,0,10.29,8.42,28.08,10.09,93.56,0,0,0,0,0,0

41,10:00-10:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,140.75,5.05,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,125.19,0,65.92,0,119.45,65.35,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,18.73,47.25,42.37,10.18,38.4,40.73,4.98,0,0,10.29,8.42,28.08,10.09,78.82,0,0,0,0,0,0

42,10:15-10:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,142.22,5.05,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,125.19,0,65.92,0,119.45,65.35,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,18.75,47.25,42.37,10.18,38.4,40.73,4.98,0,0,10.29,8.42,28.08,10.09,78.82,0,0,0,0,0,0

43,10:30-10:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,141.16,5.34,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,125.19,0,65.92,0,119.45,65.35,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,14.92,47.25,42.37,10.18,38.4,40.73,4.98,0,0,10.29,8.42,28.08,10.09,95.17,0,0,0,0,0,0

44,10:45-11:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,142.81,5.34,0,0,23.37,1.59,10.1,1.15,0,0,0,49.08,0,0.61,36.87,24.3,0,80.28,0,6.8,125.19,0,65.92,0,119.45,65.35,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,14.55,47.25,42.37,10.18,38.4,40.73,4.98,0,0,10.29,8.42,28.08,10.09,95.17,0,0,0,0,0,0

45,11:00-11:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,142.81,9.49,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,125.19,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,14.41,47.25,31.78,12.95,38.4,27.15,4.98,0,0,10.29,8.42,28.08,10.09,95.17,0,0,0,0,0,0

46,11:15-11:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,142.81,9.49,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,125.19,0,65.92,0,119.45,66.83,56.09,404.66,93.5,0,0,0,0,12.6,218.9,33.91,0,13.43,47.25,31.78,12.95,38.4,27.15,4.98,0,0,10.29,8.42,28.08,10.09,95.17,0,0,0,0,0,0

47,11:30-11:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,5.34,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,15.85,47.25,31.78,12.95,38.4,13.58,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

48,11:45-12:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,4.34,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,20.43,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

49,12:00-12:15,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,9.09,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,24.09,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

50,12:15-12:30,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,9.09,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,23.47,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

51,12:30-12:45,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,9.15,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,19.2,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

52,12:45-13:00,0,0,0,175.05,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,12.74,127.87,9.15,0,0,23.37,1.59,10.1,1.15,0,0,0,51.2,0,0.61,36.87,24.3,0,80.28,0,6.8,91.14,0,65.92,0,94.89,65.35,56.09,404.66,63.7,0,0,0,0,6.3,218.9,33.91,0,19.51,47.25,31.78,12.95,38.4,0,4.98,0,0,10.29,8.42,28.08,20.18,95.17,0,0,0,0,0,0

