Block,Time,BSIUL,CHAMERA2,NLCEXP,NLCIIST2,RSTPSU7,TALA,UNCHAHAR3,UNCHAHAR4,AURY_CRF,KKNPPU2,KOTESHWR,PARBATI2,RAMPUR,RAPPC,RAPPD,RIHAND3,TANAKPUR,DADRI_CRF,KGSU1AND2,KHSTPP-II,SASAN,TALST2,VALLURNTECL,ANTA_CRF,ANTA_LF,ANTA_RF,DADRI_GF,DADRI_RF,CHAMERA1,DULHASTI,FSTPP I & II,NAPP,RAPPB,RIHAND2,RSTPSU1TO6,SALAL,SIMHST1,AURY_RF,KUDGI,MAPS,NLCIIST1,TEHRIPSP,BRBCL,CHAMERA3,KGSU3AND4,KISHANGANGA,NNTPP,TelanganaSTPP,URI2,ANTA_GF,AURY_GF,AURY_LF,DADRT2,DHAULIGNGA,KKNP,KOLDAM,NJPC,SEWA2,UNCHAHAR2,URI,DADRI_LF,JHAJJAR,KHSTPP-I,NLCTS2EXP,NTPL,PARBATI3,RIHAND1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR1
56,13:45-14:00,0,47.12,0,0,0,27.66,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.06,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,37.92,48.09,0,113.75,0,5.73,0,22.41

57,14:00-14:15,0,47.12,0,0,0,27.66,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.06,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,0,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,4.41,0,667.27,34.29,0,0,37.17,48.09,0,113.75,0,5.73,0,22.41

58,14:15-14:30,0,47.12,0,0,0,27.66,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.06,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,103.98,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,37.17,48.09,0,113.75,0,5.73,41.18,22.41

59,14:30-14:45,0,47.12,0,0,0,27.66,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.06,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,103.98,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,3.31,0,667.27,34.29,0,0,37.17,48.09,0,113.75,0,5.73,82.36,22.41

60,14:45-15:00,0,47.12,0,0,0,27.66,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,11.91,0,0,148.3,405,0,0,0,0,49.06,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,3.31,0,667.27,34.29,0,0,37.17,48.09,0,113.75,0,5.73,82.36,22.41

61,15:00-15:15,0,47.12,0,0,0,27.66,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,48.55,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

62,15:15-15:30,0,47.12,0,0,0,27.66,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,48.55,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

63,15:30-15:45,0,47.12,0,0,0,22.2,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,48.55,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,103.98,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

64,15:45-16:00,0,47.12,0,0,0,22.2,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,48.55,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,103.98,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

65,16:00-16:15,0,0,0,0,0,22.17,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,48.05,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,103.98,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

66,16:15-16:30,0,0,0,0,0,19.26,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,48.05,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,103.98,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,7.73,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

67,16:30-16:45,0,0,0,0,0,19.4,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,48.05,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,13.25,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

68,16:45-17:00,0,0,0,0,0,19.4,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,48.05,0,103.43,28.1,38.32,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,13.25,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

69,17:00-17:15,0,0,0,0,0,24.81,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,47.55,0,103.43,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,22.08,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

70,17:15-17:30,0,0,0,0,0,24.67,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,47.55,0,103.43,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,4.65,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,22.08,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

71,17:30-17:45,0,0,0,0,0,24.46,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,47.55,0,103.43,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,13.25,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

72,17:45-18:00,0,0,0,0,0,24.37,27.38,3.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,405,0,0,0,0,47.55,0,103.43,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,13.25,0,667.27,34.29,0,0,22.3,48.09,0,113.75,0,5.73,82.36,22.41

73,18:00-18:15,0,15.71,0,0,0,24.05,27.38,2.55,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,337.5,0,0,0,0,47.55,0,103.43,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.05,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,44.52,13.25,0,667.27,34.29,0,0,32.71,48.09,0,113.75,0,5.73,82.36,22.41

74,18:15-18:30,0,15.71,0,0,0,23.78,27.08,2.15,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,303.75,0,0,0,0,47.55,0,103.43,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,43.25,13.25,0,667.27,34.29,0,0,32.71,48.09,0,113.75,0,5.73,82.36,22.41

75,18:30-18:45,0,31.41,0,0,0,23.4,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,47.29,0,103.43,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.01,42.46,0,8.63,175.8,19.02,43.32,13.25,0,556.48,34.29,0,0,32.71,48.09,0,113.75,0,5.73,82.36,21.4

76,18:45-19:00,0,49.6,0,0,0,23.31,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,47.29,0,103.43,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,22.08,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

77,19:00-19:15,0,49.6,0,0,0,23.11,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,47.29,0,103.43,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,13.25,0,474.89,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

78,19:15-19:30,0,49.6,0,0,0,21.26,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,47.29,0,103.43,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,13.25,0,474.89,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

79,19:30-19:45,0,49.6,0,0,0,21.5,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,47.8,0,103.43,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,13.25,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

80,19:45-20:00,0,49.6,0,0,0,21.64,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,47.8,0,103.43,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.31,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,13.25,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

81,20:00-20:15,0,49.6,0,0,0,21.7,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,48.55,0,105.4,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,22.08,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

82,20:15-20:30,0,49.6,0,0,0,21.81,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,48.55,0,105.4,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,22.08,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

83,20:30-20:45,0,49.6,0,0,0,22.76,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,48.55,0,105.4,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,39.75,0,474.89,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

84,20:45-21:00,0,47.12,0,0,0,22.84,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,48.55,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.01,42.46,0,8.63,175.8,19.02,43.32,39.75,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

85,21:00-21:15,0,47.12,0,0,0,23.03,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,49.31,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.01,42.46,0,8.63,175.8,19.02,43.32,22.08,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

86,21:15-21:30,0,47.12,0,0,0,23.11,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,49.31,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.01,42.46,0,8.63,175.8,19.02,43.32,22.08,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

87,21:30-21:45,0,49.6,0,0,0,23.26,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,50.08,0,105.4,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,30.91,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

88,21:45-22:00,0,49.6,0,0,0,23.4,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,50.08,0,105.4,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,30.91,0,474.88,34.29,0,0,50.55,48.09,0,113.75,0,5.73,82.36,21.4

89,22:00-22:15,0,33.06,0,0,0,23.54,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,50.58,0,105.4,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,13.25,0,474.88,34.29,0,0,47.57,48.09,0,113.75,0,5.73,82.36,21.4

90,22:15-22:30,0,33.06,0,0,0,23.7,27.08,2.23,0,0,45.08,16.19,5.85,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,50.58,0,105.4,28.44,38.45,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,7.18,0,0,0,0,0,0,689.01,44.82,0,8.63,177.45,19.49,43.32,13.25,0,474.88,34.29,0,0,47.57,48.09,0,113.75,0,5.73,82.36,21.4

91,22:30-22:45,0,33.06,0,0,0,23.85,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,50.83,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.01,42.46,0,8.63,175.8,19.02,43.32,4.41,0,474.88,34.29,0,0,46.09,48.09,0,113.75,0,5.73,82.36,21.4

92,22:45-23:00,0,31.41,0,0,0,23.93,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,50.83,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.01,42.46,0,8.63,175.8,19.02,43.32,4.41,0,474.88,34.29,0,0,46.09,48.09,0,113.75,0,5.73,82.36,21.4

93,23:00-23:15,0,31.41,0,0,0,23.99,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,51.59,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.01,42.46,0,8.63,175.8,19.02,43.32,4.41,0,667.27,34.29,0,0,46.09,48.09,0,113.75,0,5.73,82.36,21.4

94,23:15-23:30,0,31.41,0,0,0,24.08,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,51.59,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.01,42.46,0,8.63,175.8,19.02,43.32,4.41,0,667.27,34.29,0,0,46.09,48.09,0,113.75,0,5.73,82.36,21.4

95,23:30-23:45,0,31.41,0,0,0,24.13,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,51.84,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,43.32,4.41,0,667.27,34.29,0,0,44.61,48.09,0,113.75,0,5.73,82.36,21.4

96,23:45-24:00,0,31.41,0,0,0,24.25,27.08,2.23,0,0,45.08,15.49,5.68,65.43,38.75,130.84,9.86,0,0,148.3,270,0,0,0,0,51.84,0,105.4,28.1,37.42,20.8,23.85,0,125.27,0,82.5,0,81.96,0,0,0,207.96,18.75,0,0,6.97,0,0,0,0,0,0,689.39,42.46,0,8.63,175.8,19.02,43.32,4.41,0,667.27,34.29,0,0,44.61,48.09,0,113.75,0,5.73,82.36,21.65

