Block,Time,KOLDAM,KOTESHWR,NLCEXP,NLCIIST2,RIHAND2,SALAL,UNCHAHAR2,URI,AURY_GF,DADRI_RF,BRBCL,CHAMERA2,DHAULIGNGA,JHAJJAR,KHSTPP-II,KUDGI,NNTPP,TEHRI,UNCHAHAR1,AURY_RF,DADRT2,KISHANGANGA,NLCTS2EXP,VALLURNTECL,DADRI_LF,NAPP,RAPPB,RIHAND1,RSTPSU1TO6,RSTPSU7,TANDA2,ANTA_LF,AURY_LF,CHAMERA1,KGSU3AND4,KHSTPP-I,MAPS,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_CRF,DADRI_CRF,DADRI_GF,BSIUL,PARBATI3,RAPPC,SIMHST1,TALA,TelanganaSTPP,ANTA_RF,DULHASTI,KGSU1AND2,KKNP,KKNPPU2,NLCIIST1,RAMPUR,RIHAND3,SASAN,SINGRAULI,ANTA_GF,AURY_CRF,CHAMERA3,FSTPP I & II,NJPC,NTPL,SEWA2,TALST2,TANAKPUR,UNCHAHAR4,URI2
6,01:15-01:30,0,8.87,0,0,118.76,55.77,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,3.2,0,18.83

7,01:30-01:45,0,8.87,0,0,118.76,55.77,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,3.2,0,4.57

8,01:45-02:00,0,8.87,0,0,118.76,55.77,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,3.2,0,4.57

9,02:00-02:15,0,8.87,0,0,118.76,55.77,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,3.2,0,4.57

10,02:15-02:30,0,8.87,0,0,118.76,12.78,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,10.25,0,4.57

11,02:30-02:45,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

12,02:45-03:00,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

13,03:00-03:15,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

14,03:15-03:30,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

15,03:30-03:45,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

16,03:45-04:00,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

17,04:00-04:15,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

18,04:15-04:30,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

19,04:30-04:45,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

20,04:45-05:00,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

21,05:00-05:15,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,15.56,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,20.83,0,0,0,2.82,0,4.57

22,05:15-05:30,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,31.13,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,39.86,0,0,0,2.82,0,4.57

23,05:30-05:45,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,7.93,436.2,98.87,0,0,31.13,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,1.1,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,46.4,0,0,0,10.25,0,4.57

24,05:45-06:00,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,10.57,436.2,98.87,0,0,46.69,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,29.09,66.85,0,6.52,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,416.25,139.68,0,70.59,9.68,17.38,70.17,0,0,0,10.25,0,4.57

25,06:00-06:15,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,4,19.81,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,6.52,3.82,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,416.25,139.68,0,70.59,19.36,17.38,93.56,0,0,0,2.82,0,4.57

26,06:15-06:30,0,19.72,0,0,118.76,1.4,21.19,1.44,0,0,20,26.34,36.55,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.88,66.85,0,13.04,16.55,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,416.25,139.68,0,70.59,29.06,17.38,116.95,0,5.27,0,2.82,0,4.57

27,06:30-06:45,0,19.72,0,0,118.76,1.4,21.19,36.43,0,0,20,26.34,36.55,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,11.85,0,45.22,0,0,0,26.39,28.88,66.85,0,13.04,16.55,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,416.25,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,2.82,0,4.57

28,06:45-07:00,0,19.72,0,0,118.76,1.4,21.19,36.43,0,0,20,26.34,36.55,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,28.05,0,45.22,0,0,0,26.39,28.88,66.85,0,13.04,16.55,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,416.25,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,2.82,0,4.57

29,07:00-07:15,0,19.72,0,0,118.76,1.4,21.19,2.76,0,0,20,26.34,31.7,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,28.05,0,45.22,0,0,0,26.39,28.88,66.85,0,13.04,16.55,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,416.25,139.68,0,70.59,29.06,17.38,140.34,0,10.54,0,2.82,0,4.57

30,07:15-07:30,0,19.72,0,0,118.76,1.4,21.19,1.44,0,0,20,26.34,29.06,434.9,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,28.05,0,45.22,0,0,0,26.39,28.88,66.85,0,6.52,16.55,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,416.25,139.68,0,70.59,29.06,17.38,140.34,0,5.27,0,2.82,0,4.57

31,07:30-07:45,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,3.33,19.81,434.9,98.87,0,0,62.24,20.56,0,678.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,28.05,0,45.22,0,0,0,26.39,28.88,66.85,0,6.52,16.55,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,416.25,139.68,0,70.59,9.68,17.38,140.34,0,0,0,2.82,0,4.57

32,07:45-08:00,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,10.57,434.9,98.87,0,0,62.24,20.56,0,678.78,0,0,0,22.47,43.15,0,92,0,0,0,0,0,28.05,0,45.22,0,0,0,26.39,28.88,66.85,0,6.52,3.56,53.04,0,0,0,0,32.96,0,0,0,0,0,124.32,416.25,139.68,0,70.59,0,17.38,123.11,0,0,0,2.82,0,4.57

33,08:00-08:15,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,7.93,436.2,98.87,0,0,62.24,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,12.25,0,45.22,0,0,0,26.39,28.77,66.85,0,1.1,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,93.56,0,0,0,2.82,0,4.57

34,08:15-08:30,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,46.69,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,12.25,0,45.22,0,0,0,26.39,28.77,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,70.17,0,0,0,2.82,0,4.57

35,08:30-08:45,0,8.87,0,0,118.76,1.4,21.19,36.43,0,0,20,1.87,0,436.2,98.87,0,0,31.13,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,46.78,0,0,0,2.82,0,4.57

36,08:45-09:00,0,8.87,0,0,118.76,13.95,21.19,36.43,0,0,20,1.87,0,436.2,98.87,0,0,15.56,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,18.94,0,0,0,2.82,0,4.57

37,09:00-09:15,0,8.87,0,0,118.76,55.77,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

38,09:15-09:30,0,8.87,0,0,118.76,55.77,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

39,09:30-09:45,0,8.87,0,0,118.76,55.77,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

40,09:45-10:00,0,8.87,0,0,118.76,55.77,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.77,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,2.82,0,4.57

41,10:00-10:15,0,8.87,0,0,118.76,12.78,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.46,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,8.33,0,4.57

42,10:15-10:30,0,8.87,0,0,118.76,1.4,21.19,1.44,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.46,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.07,0,4.57

43,10:30-10:45,0,8.87,0,0,118.76,1.4,21.19,36.43,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.46,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

44,10:45-11:00,0,8.87,0,0,118.76,1.4,21.19,36.43,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.46,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

45,11:00-11:15,0,8.87,0,0,118.76,1.4,21.19,3.31,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.46,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,18.83

46,11:15-11:30,0,8.87,0,0,118.76,1.4,21.19,1.11,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.46,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,18.83

47,11:30-11:45,0,8.87,0,0,118.76,1.4,21.19,1.11,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.35,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,18.83

48,11:45-12:00,0,8.87,0,0,118.76,1.4,21.19,1.11,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.35,66.85,0,0,0,53.04,0,0,0,0,16.48,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,18.83

49,12:00-12:15,0,8.87,0,0,118.76,1.4,21.19,1.11,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,18.83

50,12:15-12:30,0,8.87,0,0,118.76,1.4,21.19,1.11,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,8.33,0,18.83

51,12:30-12:45,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,8.33,0,4.57

52,12:45-13:00,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

53,13:00-13:15,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

54,13:15-13:30,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

55,13:30-13:45,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

56,13:45-14:00,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,28.04,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,139.68,0,70.59,0,17.38,0,0,0,0,8.33,0,4.57

57,14:00-14:15,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,27.93,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,134.25,0,70.59,0,17.38,0,0,0,0,8.33,0,4.57

58,14:15-14:30,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,27.93,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,129,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

59,14:30-14:45,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,27.93,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

60,14:45-15:00,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,27.93,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

61,15:00-15:15,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,27.93,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,0,0,0,0,3.45,0,4.57

62,15:15-15:30,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,27.93,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,0,0,0,0,8.33,0,4.57

63,15:30-15:45,0,8.87,0,0,118.76,1.4,21.19,4.41,0,0,20,1.87,0,436.2,98.87,0,0,0,20.56,0,683.14,0,0,0,22.47,43.15,0,92,0,0,0,0,0,0,0,45.22,0,0,0,26.39,27.93,66.85,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,124.32,418.77,123,0,70.59,0,17.38,0,0,0,0,8.33,0,4.57

