Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/30072024/30072024/IEX_240729-01767,NR/01102023/31052040/LT-31,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/31102037/L_NR_2019_11,NR/30072024/30072024/IEX_240729-01765,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/R2,NR/30092023/26122029/SH-06,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14
57,14:00-14:15,272.340000,6.200000,208.050000,26.710000,86.880000,0.000000,12.330000,0.000000,115.140000,12.630000,31.290000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,26.710000,12.410000,0.000000,0.000000,12.330000,100.350000,0.000000,14.680000,4.820000,14.530000,0.000000,14.720000,33,7.34,33,39,20,42,25,172,225,33,83,8.33,20,43.01,8.34,109.936413,73,45,85

58,14:15-14:30,272.340000,6.200000,208.050000,20.640000,86.880000,0.000000,13.050000,0.000000,115.140000,13.380000,31.290000,0.000000,0.000000,6.130000,0.000000,0.000000,0.000000,20.640000,12.410000,0.000000,0.000000,13.050000,100.350000,0.000000,14.680000,4.820000,14.530000,0.000000,14.720000,33,7.34,33,38,20,41.5,25,165,223.33,33,80,8.33,20,43.01,8.34,111.515427,70,44.67,84

59,14:30-14:45,272.340000,6.200000,208.050000,20.640000,86.880000,0.000000,12.550000,0.000000,115.140000,12.860000,31.290000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,20.640000,12.410000,0.000000,0.000000,12.550000,100.350000,0.000000,14.680000,4.820000,14.530000,0.000000,14.720000,33,7.34,33,38,20,40.5,25,165,218.59,33,80,8.33,20,43.01,8.34,101.602728,70,43.72,83

60,14:45-15:00,272.340000,6.200000,208.050000,20.640000,86.880000,0.000000,12.070000,0.000000,115.140000,12.370000,31.290000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,20.640000,12.410000,0.000000,0.000000,12.070000,100.350000,0.000000,14.680000,4.820000,14.530000,0.000000,14.720000,33,7.34,33,36,20,40,25,158,202.37,33,76,8.33,20,43.01,8.34,91.602306,67,40.47,77

61,15:00-15:15,272.340000,6.200000,208.050000,16.060000,86.880000,0.000000,11.390000,0.000000,115.140000,11.680000,31.290000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,16.060000,12.410000,0.000000,0.000000,11.390000,100.350000,0.000000,14.680000,5.100000,14.530000,0.000000,14.720000,33,7.34,33,35,16.67,38.5,22.5,151,213.82,33,72,7.5,16.67,43.01,7.5,81.367956,64,42.76,70

62,15:15-15:30,272.340000,6.200000,208.050000,16.060000,86.880000,0.000000,10.660000,0.000000,115.140000,10.920000,31.290000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,16.060000,12.410000,0.000000,0.000000,10.660000,100.350000,0.000000,14.680000,5.100000,14.530000,0.000000,14.720000,33,7.34,33,32,16.67,35.5,22.5,140,191.18,33,68,7.5,16.67,43.01,7.5,71.075124,60,38.23,65

63,15:30-15:45,272.340000,5.620000,208.050000,1.300000,86.880000,0.000000,9.860000,0.000000,115.140000,10.100000,31.290000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,9.860000,100.350000,0.000000,14.680000,5.100000,14.530000,0.000000,14.720000,33,7.34,33,29,16.67,33.5,22.5,130,178.73,33,61,7.5,16.67,43.01,7.5,70.548786,55,35.74,60

64,15:45-16:00,272.340000,5.620000,208.050000,1.300000,86.880000,0.000000,9.120000,0.000000,115.140000,9.340000,31.290000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,9.120000,100.350000,0.000000,14.680000,5.100000,14.530000,0.000000,14.720000,33,7.34,33,27,16.67,30.5,22.5,119,169.42,33,56,7.5,16.67,43.01,7.5,68.940531,51,33.88,55

65,16:00-16:15,272.340000,5.620000,261.510000,1.300000,86.880000,0.000000,8.450000,0.000000,115.140000,8.660000,31.290000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,8.450000,100.350000,0.000000,14.680000,5.460000,14.530000,0.000000,14.720000,33,7.34,33,26,16.67,28.5,22.5,113,155.93,33,54,7.5,16.67,43.01,7.5,66.367323,48,31.18,53

66,16:15-16:30,272.340000,5.620000,261.510000,1.300000,86.880000,0.000000,7.530000,0.000000,115.140000,7.720000,31.290000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,7.530000,100.350000,0.000000,14.680000,5.460000,14.530000,0.000000,14.720000,33,7.34,33,24,16.67,26.5,25,102,149.33,33,49,8.33,16.67,43.01,8.34,62.702451,44,29.87,45

67,16:30-16:45,272.340000,7.740000,261.510000,1.300000,86.880000,0.000000,6.790000,0.000000,115.140000,6.960000,30.780000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,6.790000,100.350000,0.000000,14.680000,5.460000,14.530000,0.000000,14.720000,33,7.34,33,20,15,24.5,22.5,84,133.8,33,42,7.5,15,43.01,7.84,59.135049,36,26.76,42

68,16:45-17:00,272.340000,7.740000,261.510000,1.300000,86.880000,0.000000,5.840000,0.000000,115.140000,6.000000,30.780000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,5.840000,100.350000,0.000000,14.680000,5.460000,14.530000,0.000000,14.720000,33,7.34,23.7,17,15,19.5,22.5,74,121.3,30.99,35,7.5,15,43.01,8.93,50.840352,31,24.26,37

69,17:00-17:15,272.340000,7.740000,261.510000,1.300000,86.880000,0.000000,4.800000,0.000000,115.140000,4.920000,30.780000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,4.800000,100.350000,0.000000,14.680000,5.840000,14.530000,0.000000,14.720000,33,7.34,16.4,13,15,17.5,22.5,63,104.63,24.4,27,7.5,15,43.01,7.5,42.682113,27,20.93,30

70,17:15-17:30,272.340000,7.740000,261.510000,1.300000,86.880000,0.000000,3.930000,0.000000,115.140000,4.030000,30.780000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,3.930000,100.350000,0.000000,14.680000,5.840000,14.530000,0.000000,14.720000,27.88,7.34,8.2,11,15,14,22.5,49,96.3,17.91,22,7.5,15,43.01,7.5,34.621344,21,19.26,26

71,17:30-17:45,272.340000,7.740000,261.510000,1.300000,77.060000,0.000000,2.960000,0.000000,115.140000,3.040000,30.780000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,2.960000,100.350000,0.000000,14.680000,5.840000,14.530000,0.000000,14.720000,22.21,7.34,2.7,7,15,11,22.5,39,82.7,11.81,16,7.5,15,43.01,7.5,26.541081,16,16.54,22

72,17:45-18:00,272.340000,7.740000,261.510000,1.300000,77.060000,0.000000,2.200000,0.000000,115.140000,2.240000,30.780000,0.000000,0.000000,7.660000,0.000000,0.000000,0.000000,30.820000,12.410000,0.000000,0.000000,2.200000,100.350000,0.000000,14.680000,5.840000,14.530000,0.000000,14.720000,17.27,7.34,0,6,15,8,22.5,28,71.3,7.55,12,7.5,15,43.01,7.5,19.035891,12,14.26,16

73,18:00-18:15,272.340000,9.920000,261.510000,1.300000,77.060000,0.000000,1.670000,72.240000,115.140000,1.720000,31.290000,96.320000,96.320000,7.660000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,1.670000,100.350000,48.160000,14.680000,6.300000,14.530000,0.000000,14.720000,0,6.66,0,3,14.67,7,21,18,58.8,0,7,7,14.67,43.01,7,12.563883,7,11.76,12

74,18:15-18:30,272.340000,9.920000,261.510000,1.300000,77.060000,0.000000,1.230000,72.240000,115.140000,1.260000,31.290000,96.320000,96.320000,7.660000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,1.230000,100.350000,48.160000,14.680000,6.300000,14.530000,0.000000,14.720000,0,6.66,0,2,14.67,5,21,11,46.3,0,3,7,14.67,43.01,7,7.319997,4,9.26,8

75,18:30-18:45,272.340000,9.920000,261.510000,30.820000,77.060000,0.000000,0.580000,72.240000,115.140000,0.600000,31.290000,96.320000,96.320000,7.660000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.580000,94.190000,48.160000,14.680000,6.300000,14.530000,0.000000,14.720000,0,6.66,0,1,14.67,3,21,7,29.63,0,1,7,14.67,43.01,7,2.465991,3,5.93,6

76,18:45-19:00,272.340000,9.920000,261.510000,30.820000,77.060000,0.000000,0.340000,72.240000,115.140000,0.350000,31.290000,96.320000,96.320000,7.660000,0.000000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.340000,94.190000,48.160000,14.680000,6.300000,14.530000,0.000000,14.720000,0,6.66,0,0,14.67,2,21,4,17.13,0,0,7,14.67,43.01,7,0.428868,1,3.43,4

77,19:00-19:15,272.340000,9.920000,261.510000,30.820000,77.060000,48.160000,0.070000,34.930000,115.140000,0.070000,31.290000,96.320000,96.320000,7.660000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.070000,94.190000,48.160000,14.680000,6.480000,14.530000,0.000000,14.720000,0,6.66,0,0,14.67,1,21,1,12.97,0,0,7,14.67,43.01,7,0,0,2.59,2

78,19:15-19:30,272.340000,9.920000,261.510000,30.820000,77.060000,48.160000,0.010000,34.930000,115.140000,0.010000,31.290000,96.320000,96.320000,7.660000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.010000,94.190000,48.160000,14.680000,6.480000,14.530000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,1,7.13,0,0,7,14.67,43.01,7,0,0,1.43,1

79,19:30-19:45,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.290000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.480000,15.450000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,0,1.18,0,0,7,14.67,43.01,7,0,0,0.23,0

80,19:45-20:00,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.290000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.480000,15.450000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,0,0.29,0,0,7,14.67,43.01,7,0,0,0.06,0

81,20:00-20:15,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.290000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.760000,15.450000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,0,0,0,0,7,14.67,43.01,7,0,0,0,0

82,20:15-20:30,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.290000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.760000,15.450000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,0,0,0,0,7,14.67,43.01,7,0,0,0,0

83,20:30-20:45,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.760000,15.450000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,0,0,0,0,7,14.67,43.01,7,0,0,0,0

84,20:45-21:00,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.760000,15.450000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,0,0,0,0,7,14.67,43.01,7,0,0,0,0

85,21:00-21:15,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.760000,15.450000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,0,0,0,0,7,14.67,42.41,7,0,0,0,0

86,21:15-21:30,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.760000,15.450000,0.000000,14.720000,0,6.66,0,0,14.67,0,21,0,0,0,0,7,14.67,42.41,7,0,0,0,0

87,21:30-21:45,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.760000,15.450000,0.000000,14.720000,0,12.34,0,0,22.67,0,29,0,0,0,0,9.67,22.67,42.01,9.66,0,0,0,0

88,21:45-22:00,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,34.930000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.760000,15.450000,0.000000,14.720000,0,12.34,0,0,22.67,0,29.5,0,0,0,0,9.83,22.67,42.01,9.84,0,0,0,0

89,22:00-22:15,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,72.240000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.480000,15.450000,0.000000,14.720000,0,12.66,0,0,22.67,0,30.5,0,0,0,0,10.17,22.67,42.01,10.16,0,0,0,0

90,22:15-22:30,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,72.240000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.480000,15.450000,0.000000,14.720000,0,13,0,0,23.33,0,25,0,0,0,0,8.33,23.33,42.01,8.34,0,0,0,0

91,22:30-22:45,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,72.240000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.480000,15.450000,0.000000,14.720000,0,9.34,0,0,16.67,0,25,0,0,0,0,8.33,16.67,42.01,8.34,0,0,0,0

92,22:45-23:00,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,72.240000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.480000,15.450000,0.000000,14.720000,0,9.34,0,0,16.67,0,25,0,0,0,0,8.33,16.67,42.01,8.34,0,0,0,0

93,23:00-23:15,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,72.240000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.300000,15.450000,0.000000,14.720000,0,9.34,0,0,16.67,0,25.5,0,0,0,0,8.5,16.67,42.01,8.5,0,0,0,0

94,23:15-23:30,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,72.240000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.300000,15.450000,0.000000,14.720000,0,9.34,0,0,16.67,0,26,0,0,0,0,8.67,16.67,42.01,8.66,0,0,0,0

95,23:30-23:45,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,72.240000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.300000,15.450000,0.000000,14.720000,0,9.34,0,0,16.67,0,27,0,0,0,0,9,16.67,42.01,9,0,0,0,0

96,23:45-24:00,272.340000,0.000000,261.510000,30.820000,77.060000,48.160000,0.000000,72.240000,115.140000,0.000000,31.280000,96.320000,96.320000,0.000000,24.080000,0.000000,24.080000,30.820000,12.410000,0.000000,0.000000,0.000000,94.190000,48.160000,14.680000,6.300000,15.450000,0.000000,14.720000,0,9.34,0,0,16.67,0,27.5,0,0,0,0,9.17,16.67,42.01,9.16,0,0,0,0

