Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/02/01/2594,GNA/SR/2025/02/01/6460,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/16/1380,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/9969,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/SR/2025/02/01/7432,NR/30092023/26122029/SH-06,GNA/NR/2025/02/01/5886,NR/30092023/31122025/SH-07,GNA/NR/2025/02/01/4863,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/16/1676,GNA/WR/2025/01/01/8625,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11
75,18:30-18:45,0,0,23.07,75,29.27,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,31,8.65,31,8.65,13.33,13.34,7.17,6.67,0,0,0,0.98,0,0,21.49,0,0.35,7.17,0,0,0,1.77,0,29.01,200,50,257.23,0,0,1.38,100.15,271.81,0.92

76,18:45-19:00,0,0,23.07,75,29.27,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,31,8.65,31,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,28.41,200,50,257.23,0,0,1.38,100.15,271.81,0.92

77,19:00-19:15,0,0,23.07,75,29.77,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,31,8.65,31,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,28.01,200,50,257.23,0,0,1.47,100.15,271.81,0.92

78,19:15-19:30,0,0,23.07,75,29.77,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,31,8.65,31,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,28.01,200,50,257.23,0,0,1.47,100.15,271.81,0.92

79,19:30-19:45,0,0,23.07,75,29.77,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,31,8.65,31,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,26.61,200,50,257.23,0,0,1.47,100.15,271.81,0.92

80,19:45-20:00,0,0,23.07,75,29.27,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,31,8.65,31,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,26.41,200,50,257.23,0,0,1.47,100.15,271.81,0.92

81,20:00-20:15,0,0,23.07,75,29.27,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,32,8.65,17.67,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,24.21,150,50,257.23,0,0,1.47,100.15,271.81,0.92

82,20:15-20:30,0,0,23.07,75,29.27,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,32,8.65,17.67,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,24.21,150,50,257.23,0,0,1.47,100.15,271.81,0.92

83,20:30-20:45,0,0,23.07,75,29.27,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,32,8.65,17.67,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,19.01,150,50,257.23,0,0,1.47,100.15,271.81,0.92

84,20:45-21:00,0,0,23.07,75,28.76,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,32,8.65,17.67,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,19.01,150,50,257.23,0,0,1.47,100.15,271.81,0.92

85,21:00-21:15,0,0,23.07,75,28.76,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,32,8.65,17.67,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,19.01,150,50,257.23,0,0,1.38,100.15,271.81,0.92

86,21:15-21:30,0,0,23.07,75,28.76,0,86.71,23.07,22.11,0,0.62,1.25,57.69,50,32,8.65,17.67,8.65,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,19.21,150,50,257.23,0,0,1.38,100.15,271.81,0.92

87,21:30-21:45,0,0,23.07,75,28.26,0,86.71,23.07,22.11,0,0.62,1.25,53.44,50,32,8.65,25.65,7.21,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,17.01,150,50,257.23,0,0,1.38,100.15,271.81,0.92

88,21:45-22:00,0,0,23.07,75,28.26,0,86.71,23.07,22.11,0,0.62,1.25,49.2,50,32,8.65,25.65,7.21,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,17.01,150,50,257.23,0,0,1.38,100.15,271.81,0.92

89,22:00-22:15,0,0,23.07,75,28.26,15.85,75.49,23.07,22.11,0,0.62,1.25,44.96,50,32,8.65,25.65,7.21,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,11,150,50,257.23,47.56,0,1.38,100.15,271.81,0.92

90,22:15-22:30,0,0,23.07,75,27.75,15.85,75.49,23.07,22.11,0,0.62,1.25,35.82,50,32,8.65,25.65,7.21,14.67,14.66,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,10.6,150,50,221.97,47.56,0,1.38,100.15,271.81,0.92

91,22:30-22:45,0,0,23.07,75,27.75,15.85,75.49,23.07,22.11,0,0.62,1.25,35.82,50,32,8.65,25.65,7.21,14,14,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,7.4,150,50,192.69,47.56,0,1.38,100.15,271.81,0.92

92,22:45-23:00,0,0,23.07,75,27.75,15.85,65,23.07,22.11,0,0.62,1.25,35.82,50,32,8.65,25.65,7.21,13.33,13.34,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,7.4,150,50,192.69,47.56,0,1.38,100.15,271.81,0.92

93,23:00-23:15,0,0,23.07,75,27.25,15.85,65,23.07,22.11,0,0.62,1.2,35.82,50,32,8.65,25.65,7.21,13.67,13.66,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,7.4,150,50,192.69,47.56,0,1.38,100.15,271.81,0.92

94,23:15-23:30,0,0,23.07,75,27.25,15.85,65,23.07,22.11,0,0.62,1.2,35.82,50,32,8.65,25.65,7.21,13.67,13.66,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,7.4,150,50,192.69,47.56,0,1.38,100.15,271.81,0.92

95,23:30-23:45,0,0,23.07,75,27.25,15.85,65,23.07,22.11,0,0.62,1.2,35.82,50,32,8.65,25.65,7.21,13.67,13.66,7.17,6.67,0,0,0,0,0,0,21.49,0,0,7.17,0,0,0,0,0,7.4,150,50,192.69,47.56,0,1.38,100.15,271.81,0.92

96,23:45-24:00,0,0,23.07,75,27.25,15.85,65,23.07,22.11,0,0.62,1.2,35.82,50,32,8.65,25.65,7.21,13.67,13.66,6.67,6.67,0,0,0,0,0,0,19.99,0,0,6.67,0,0,0,0,0,7.4,150,50,192.69,47.56,0,1.38,100.15,271.81,0.92

