Block,Time,L_NR_2023_04,L_NR_2012_04,LT-59,LT-35,L_NR_2012_02,LT-36,L_NR_2020_02,SH-07,LT-05,LT-31,L_NR_2012_07,L_NR_2019_11,SH-06,L_NR_2012_01,L_NR_2020_05,L_NR_2023_07,L_NR_2019_06,L_NR_2021_12,L_NR_2019_05,L_NR_2020_06,L_NR_2022_10,L_NR_2023_10,L_NR_2019_19,L_NR_2021_13,L_NR_2022_08,L_NR_2021_16,L_NR_2020_07,L_NR_2022_09,L_NR_2018_61,L_NR_2021_14,L_NR_2019_07,L_NR_2021_17,L_NR_2021_15
17,04:00-04:15,28.830000,272.870000,6.870000,0.000000,262.540000,0.000000,5.780000,31.050000,58.210000,0.000000,0.000000,6.790000,31.050000,101.630000,47.94,0,0,0,0,15.98,48.29,0,0,0,12.16,0,15.99,48.29,12.24,0,0,0,0

18,04:15-04:30,28.830000,272.870000,6.870000,0.000000,262.540000,0.000000,5.780000,31.050000,58.210000,0.000000,0.000000,6.790000,31.050000,101.630000,46.98,0,0,0,0,15.66,47.91,0,0,0,11.95,0,15.66,47.91,12.23,0,0,0,0

19,04:30-04:45,28.830000,272.870000,6.870000,0.000000,262.540000,0.000000,5.780000,31.050000,58.210000,0.000000,0.000000,6.790000,31.050000,101.630000,46.17,0,0,0,0,15.39,47.44,0,0,0,11.64,0,15.4,47.44,8.01,0,0,0,0

20,04:45-05:00,28.830000,272.870000,6.870000,0.000000,262.540000,0.000000,5.780000,31.050000,58.210000,0.000000,0.000000,6.790000,31.050000,101.630000,32.83,0,0,0,0,10.94,34.88,0,0,0,8.44,0,10.94,34.88,8.16,0,0,0,0

21,05:00-05:15,28.830000,272.870000,7.490000,0.000000,262.540000,0.000000,5.780000,31.050000,58.210000,0.000000,0.000000,6.560000,31.050000,101.630000,32.32,0,0,0,0,10.77,34.21,0,0,0,8.96,0,10.78,34.21,8.47,0,0,0,0

22,05:15-05:30,28.830000,272.870000,7.490000,0.000000,262.540000,0.000000,5.780000,31.050000,58.210000,0.000000,0.000000,6.560000,31.050000,101.630000,31.66,0,0,0,0,10.55,33.54,0,0,0,9.63,0,10.56,33.54,8.83,0,0,0,0

23,05:30-05:45,28.830000,272.870000,7.490000,0.000000,262.540000,0.000000,6.530000,31.050000,58.210000,0.000000,0.000000,7.710000,31.050000,101.630000,30.67,0,0,0,0,10.22,32.97,0,0,0,9.16,0,10.24,32.97,9.19,0,0,0,0

24,05:45-06:00,28.830000,272.870000,7.490000,0.000000,262.540000,0.000000,6.530000,31.050000,58.210000,0.000000,0.000000,7.710000,31.050000,101.630000,29.25,0,0,0,0,9.75,32.88,0,0,0,9.17,0.67,9.75,32.88,9.06,0,0,0.33,0

25,06:00-06:15,28.830000,272.870000,7.330000,0.000000,262.540000,0.000000,6.530000,31.050000,58.210000,0.000000,0.000000,7.330000,31.050000,101.630000,27.83,0,0,0,3.55,9.28,33.23,0,0.1948,0,8.02,2,9.26,33.23,13.74,0,1.12,1,0

26,06:15-06:30,28.830000,272.870000,7.330000,0.010000,262.540000,0.010000,6.530000,31.050000,58.210000,0.010000,0.000000,7.330000,31.050000,101.630000,26.66,0.35,0,0,8.75,8.89,33.33,0.15,1.6071,0,7.53,3.33,8.88,33.33,13.34,0,2.32,1.67,0

27,06:30-06:45,28.830000,272.870000,7.330000,0.150000,262.540000,0.150000,6.530000,31.050000,58.210000,0.150000,0.000000,7.330000,31.050000,101.630000,29.47,1.77,0,1.13,15.49,9.82,32.8,0.76,3.2629,0.23,10.47,4,9.83,32.8,13.14,0.31,6.18,2,1

28,06:45-07:00,28.830000,272.870000,7.330000,0.490000,262.540000,0.500000,6.530000,31.050000,58.210000,0.490000,0.000000,7.330000,31.050000,101.630000,29.35,5.25,15.3,5.65,25.45,9.78,32.53,2.25,4.9187,1.13,10.14,6.67,9.8,32.53,12.67,1.55,11.58,3.33,2

29,07:00-07:15,28.870000,272.870000,7.180000,0.990000,262.540000,1.020000,6.350000,31.050000,58.210000,0.990000,0.000000,7.330000,31.050000,101.630000,28.91,10.56,29.78,12.75,31.83,9.64,32.17,4.53,7.32448,2.55,9.69,9.33,9.63,32.17,12.32,3.1,16.98,4.67,4

30,07:15-07:30,28.870000,272.870000,7.180000,1.620000,262.540000,1.660000,6.350000,31.050000,58.210000,1.620000,0.000000,7.330000,31.050000,101.630000,28.11,17.38,31.65,21.68,31.65,9.37,31.85,7.45,10.80166,4.34,9.36,12,9.38,31.85,11.77,6.2,23.15,6,7

31,07:30-07:45,28.870000,272.870000,7.180000,2.410000,262.540000,2.460000,6.350000,31.050000,58.210000,2.410000,0.000000,7.330000,31.050000,101.630000,27.48,25.27,29.48,41.68,29.49,9.16,31.59,10.83,15.44764,8.33,8.96,21.33,9.16,31.59,19.36,9.3,29.48,10.67,9

32,07:45:08:00,28.870000,272.870000,7.180000,3.270000,262.540000,3.350000,6.350000,31.050000,58.210000,3.270000,0.000000,7.330000,31.050000,101.630000,26.88,33.91,29.65,57.73,29.65,8.96,32.6,14.53,19.31442,11.55,8.7,26,8.96,32.6,19.35,16.77,29.65,13,10.1

33,08:00-08:15,29.880000,272.870000,10.150000,4.190000,262.540000,4.300000,6.160000,31.050000,58.210000,4.190000,0.000000,9.260000,31.050000,101.630000,38.78,42.52,31.18,74.63,31.19,12.93,41.87,18.22,22.95718,14.92,11.77,25,12.92,41.87,19.48,20,31.18,12,13.13

34,08:15-08:30,29.880000,272.870000,10.150000,5.140000,262.540000,5.260000,6.160000,31.050000,58.210000,5.140000,0.000000,9.260000,31.050000,101.630000,37.92,50.76,31.18,94.55,31.19,12.64,40.87,21.75,26.43436,18.91,11.55,29,12.65,40.87,19.62,23.33,31.18,14,14

35,08:30-08:45,29.880000,272.870000,10.150000,6.050000,262.540000,6.210000,7.930000,31.050000,58.210000,6.050000,0.000000,9.260000,31.050000,101.630000,37,59.11,31.52,115.46,31.51,12.33,39.88,25.33,30.01868,23.09,11.21,32,12.34,39.88,19.86,26.67,31.52,16,17.5

36,08:45:09:00,29.880000,272.870000,10.150000,6.960000,262.540000,7.130000,7.930000,31.050000,58.210000,6.960000,0.000000,9.260000,31.050000,101.630000,36.28,67.71,31.52,134.53,31.51,12.1,20.07,29.02,33.7491,26.91,10.84,41,12.09,20.07,29.86,31.67,31.52,20,18

37,09:00:09:15,29.840000,272.870000,10.150000,7.800000,262.540000,8.000000,7.930000,31.050000,58.210000,7.800000,0.000000,9.260000,31.050000,101.630000,35.58,78.02,31.85,152.66,31.85,11.86,20.44,33.44,38.93078,30.53,10.46,47,11.85,20.44,29.3,36.67,31.85,24,19

38,09:15-09:30,29.840000,272.870000,10.150000,8.600000,262.540000,8.820000,7.930000,31.050000,58.210000,8.600000,0.000000,9.260000,31.050000,101.630000,22.5,90.06,31.85,171.27,31.85,7.5,20.66,38.6,44.2196,34.25,8.13,54,7.5,20.66,29.24,56.13,31.85,27,27.65

39,09:30-09:45,29.840000,272.870000,10.150000,9.320000,262.540000,9.560000,7.930000,31.050000,58.210000,9.320000,0.000000,9.260000,31.050000,101.630000,22.5,103.61,32.53,187.78,32.54,7.5,20.88,44.41,48.9922,37.55,7.87,57.34,7.5,20.88,29.51,61.84,32.53,28.66,29.95

40,09:45-10:00,29.840000,272.870000,10.150000,9.960000,262.540000,10.210000,7.930000,31.050000,58.210000,9.960000,0.000000,9.260000,31.050000,101.630000,22.5,116.86,32.53,202.74,32.54,7.5,21.11,50.08,54.17388,40.55,7.8,62.67,7.5,21.11,29.05,66.86,32.53,31.33,32.05

41,10:00-10:15,30.770000,272.870000,9.990000,10.510000,262.540000,10.770000,7.650000,31.050000,58.210000,10.510000,0.000000,10.810000,31.050000,101.630000,22.5,168,32.53,216.28,32.54,7.5,21.48,72,58.28416,43.25,7.36,89,7.5,21.48,28.4,71.51,32.53,45,33.83

42,10:15-10:30,30.770000,272.870000,9.990000,10.940000,262.540000,11.210000,7.650000,31.050000,58.210000,10.940000,0.000000,10.810000,31.050000,101.630000,22.5,171.5,32.53,227.38,32.54,7.5,33.22,73.5,62.00484,45.48,7,87,7.5,33.22,27.7,75.57,32.53,44,24

43,10:30-10:45,30.770000,272.870000,9.990000,11.320000,262.540000,11.600000,7.650000,31.050000,58.210000,11.320000,0.000000,10.810000,31.050000,101.630000,39.26,178.5,32.53,229.17,32.54,13.09,32.66,76.5,73.3422,45.83,7,86,13.08,32.66,27.27,79.2,32.53,43,24

44,10:45-11:00,30.770000,272.870000,9.990000,11.630000,262.540000,11.920000,7.650000,31.050000,58.210000,11.630000,0.000000,10.810000,31.050000,101.630000,39.16,182,32.67,229.17,32.66,13.05,31.97,78,76.2155,45.83,10.21,85,13.06,31.97,25.78,81.13,32.67,42,25

45,11:00-11:15,27.750000,272.870000,9.990000,11.880000,262.540000,12.180000,8.390000,31.050000,58.210000,11.880000,0.000000,10.420000,31.050000,101.630000,39.38,182,32.67,229.17,32.66,13.13,32.21,78,77.17976,45.83,9.88,84,13.12,32.21,25.59,50,32.67,42,30

46,11:15-11:30,27.750000,272.870000,9.990000,12.040000,262.540000,12.350000,8.390000,31.050000,58.210000,12.040000,0.000000,10.420000,31.050000,101.630000,39.32,182,32.67,229.17,32.66,13.11,32.48,78,77.16028,45.83,9.54,83,13.1,32.48,25.41,55,32.67,42,32

47,11:30-11:45,27.750000,272.870000,10.340000,12.110000,262.540000,12.410000,8.390000,31.050000,58.210000,12.110000,0.000000,10.420000,31.050000,101.630000,39.3,182,32.67,229.17,32.66,13.1,32.76,78,76.8486,45.83,9.21,82,13.1,32.76,25.43,60,32.67,41,34

48,11:45-12:00,27.750000,272.870000,10.340000,12.180000,262.540000,12.480000,8.390000,31.050000,58.210000,12.180000,0.000000,10.420000,31.050000,101.630000,40.55,182,32.67,208.33,32.66,13.52,33.32,78,74.91034,41.67,9.11,81,13.5,33.32,25.47,63.33,32.67,41,35

49,12:00-12:15,27.750000,272.870000,10.340000,12.190000,262.540000,12.480000,8.120000,31.050000,58.210000,12.190000,0.000000,10.420000,31.050000,101.630000,41.97,182,32.67,208.33,32.66,13.99,33.31,78,73.22532,41.67,9.29,65.34,13.98,33.31,25.54,66.67,32.67,32.66,36

50,12:15-12:30,27.750000,272.870000,10.340000,12.140000,262.540000,12.440000,8.120000,31.050000,58.210000,12.140000,0.000000,10.420000,31.050000,101.630000,33.83,182,32.67,208.33,32.66,11.28,34.72,78,73.59544,41.67,9.52,80,11.26,34.72,25.64,70,32.67,40,36

51,12:30-12:45,26.780000,272.870000,10.340000,12.140000,262.540000,12.440000,8.120000,31.050000,33.290000,12.140000,0.000000,10.420000,31.050000,101.630000,34.76,178.5,32.67,208.33,32.66,11.59,29.52,76.5,73.3909,41.67,7.88,80,11.57,29.52,21.84,73.33,32.67,40,38

52,12:45-13:00,26.780000,272.870000,10.340000,13.230000,262.540000,13.550000,8.120000,31.050000,33.290000,13.230000,0.000000,10.420000,31.050000,101.630000,36.03,176.4,32.67,208.33,32.66,12.01,29.38,75.6,72.74806,41.67,7.75,81.34,12.01,29.38,21.79,76.67,32.67,40.66,38

53,13:00-13:15,26.780000,272.870000,10.340000,13.190000,262.540000,13.520000,7.930000,31.050000,33.290000,13.190000,0.000000,10.420000,31.050000,101.630000,37.81,175,32.67,208.33,32.66,12.6,29.68,75,69.85528,41.67,7.95,81.34,12.6,29.68,21.89,78.99,32.67,40.66,41

54,13:15-13:30,26.780000,272.870000,10.340000,13.170000,262.540000,13.490000,7.930000,31.050000,33.290000,13.170000,0.000000,10.420000,31.050000,101.630000,39.76,171.5,32.67,208.33,32.66,13.26,29.69,73.5,66.58264,41.67,8.08,79.34,13.25,29.69,22.01,78.98,32.67,39.66,41

55,13:30-13:45,26.780000,272.870000,10.340000,13.140000,262.540000,13.470000,7.930000,31.050000,33.290000,13.140000,0.000000,10.420000,31.050000,101.630000,27.5,171.5,32.67,225,32.66,9.17,22.09,73.5,70.1767,45,7,77.34,9.16,22.09,22.79,78.83,32.67,38.66,41

56,13:45-14:00,26.780000,272.870000,10.340000,12.780000,262.540000,13.100000,7.930000,31.050000,33.290000,12.780000,0.000000,10.420000,31.050000,101.630000,27.5,171.5,32.67,225,32.66,9.17,22.24,73.5,69.70918,45,7,76,9.16,22.24,23.03,77.85,32.67,38,41

57,14:00-14:15,26.780000,272.870000,10.340000,12.490000,262.540000,12.800000,7.280000,31.050000,33.290000,12.490000,0.000000,10.420000,31.050000,101.630000,27.65,169.4,32.67,225,32.66,9.22,22.66,72.6,69.43646,45,7.36,80,9.21,22.66,20.06,76.08,32.67,40,38

58,14:15-14:30,26.780000,272.870000,10.340000,12.170000,262.540000,12.470000,7.280000,31.050000,58.210000,12.170000,0.000000,10.420000,31.050000,101.630000,29.23,164.5,32.67,225,32.66,9.74,23.4,70.5,67.55664,45,7.66,75.34,9.75,23.4,20.85,74.13,32.67,37.66,36

59,14:30-14:45,29.690000,272.870000,10.340000,11.690000,262.540000,11.990000,7.280000,31.050000,58.210000,11.690000,0.000000,10.420000,31.050000,101.630000,30.79,155.4,32.67,221.3,32.66,10.26,24.58,66.6,64.94632,44.26,8.11,74.67,10.27,24.58,21.04,72.38,32.67,37.33,40

60,14:45-15:00,29.690000,272.870000,10.340000,11.200000,262.540000,11.490000,7.280000,31.050000,58.210000,11.200000,0.000000,10.420000,31.050000,101.630000,32.53,171.5,32.67,218.8,32.66,10.85,26.28,73.5,61.48862,43.76,8.4,70,10.84,26.28,21.37,69.04,32.67,35,39

61,15:00-15:15,29.690000,272.870000,10.340000,10.780000,262.540000,11.050000,7.090000,31.050000,58.210000,10.780000,0.000000,10.420000,31.050000,101.630000,35,161,32.67,212.97,32.66,11.67,26.79,69,48.91428,42.59,8.62,70,11.66,26.79,22.04,65.35,32.67,35,37

62,15:15-15:30,29.690000,272.870000,10.340000,10.320000,262.540000,10.580000,7.090000,31.050000,58.210000,10.320000,0.000000,10.420000,31.050000,101.630000,35,151.9,32.67,204.44,32.66,11.67,30.42,65.1,45.03776,40.89,11.5,63.34,11.66,30.42,35.01,66.16,32.67,31.66,35

63,15:30-15:45,29.690000,272.870000,10.340000,9.670000,262.540000,9.910000,7.090000,31.050000,58.210000,9.670000,0.000000,10.420000,31.050000,101.630000,35,142.1,32.67,190.37,32.66,11.67,31.23,60.9,40.91774,38.07,12.05,62.67,11.66,31.23,34.86,61.32,32.67,31.33,34.3

64,15:45-16:00,29.690000,272.870000,10.340000,10.090000,262.540000,10.340000,7.090000,31.050000,58.210000,10.090000,0.000000,10.420000,31.050000,101.630000,35,128.1,32.67,192.98,32.66,11.67,32.17,54.9,36.44708,38.6,12.33,58,11.66,32.17,34.42,55.85,32.67,29,32.28

65,16:00-16:15,29.690000,272.870000,10.340000,9.090000,262.540000,9.320000,6.910000,31.050000,58.210000,9.090000,0.000000,10.420000,31.050000,101.630000,35,116.2,32.67,175.35,32.66,11.67,33.37,49.8,31.87902,35.07,12.87,45,11.66,33.37,34.04,50.25,32.67,23,28

66,16:15-16:30,29.690000,272.870000,10.340000,8.030000,262.540000,8.230000,6.910000,31.050000,58.210000,8.030000,0.000000,10.420000,31.050000,101.630000,37.1,101.5,32.67,156.61,32.66,12.37,34.84,43.5,26.92136,31.32,13.26,39,12.36,34.84,34,44.35,32.67,20,24

67,16:30-16:45,29.690000,272.870000,10.340000,7.000000,262.540000,7.180000,6.910000,31.050000,58.210000,7.000000,0.000000,10.420000,31.050000,101.630000,56.49,87.5,33,137.37,33,18.83,36.47,37.5,23.24938,27.47,13.93,39,18.84,36.47,33.48,38.32,31.64,19,21

68,16:45-17:00,29.690000,272.870000,10.340000,5.910000,262.540000,6.060000,6.910000,31.050000,58.210000,5.910000,0.000000,10.420000,31.050000,101.630000,58.35,73.5,33,116.53,33,19.45,37.51,31.5,18.73976,23.31,17.84,37,19.46,37.51,32.68,31.96,19.29,18,19

69,17:00-17:15,29.690000,272.870000,10.340000,4.830000,262.540000,4.950000,6.710000,31.050000,58.210000,4.830000,74.390000,10.420000,31.050000,101.630000,59.71,59.5,22.31,95.88,30.48,19.9,46.84,25.5,13.51912,19.18,18.84,35,19.9,46.84,35.68,25.44,15.44,17,16

70,17:15-17:30,29.690000,272.870000,10.340000,3.710000,262.540000,3.800000,6.710000,31.050000,58.210000,3.710000,74.390000,10.420000,31.050000,101.630000,61.25,42,10.4,73.56,20.15,20.42,47.84,18,8.82444,14.71,19.84,17,20.41,47.84,35.6,19.08,11.58,9,13

71,17:30-17:45,29.690000,272.870000,10.340000,2.780000,262.540000,2.850000,8.120000,31.050000,58.210000,2.780000,55.500000,10.420000,31.050000,101.630000,63.25,35,0.36,52.27,14.3,21.08,48.84,15,5.51284,10.45,20.51,15,21.09,48.84,34.88,12.77,6.75,7,10

72,17:45-18:00,29.690000,272.870000,10.340000,1.890000,262.540000,1.940000,8.120000,31.050000,58.210000,1.890000,55.500000,10.420000,31.050000,101.630000,79.35,28,0,35.48,5.88,26.45,62.24,12,2.98044,7.1,21.17,12,26.45,62.24,34.08,7.14,2.08,6,9.34

73,18:00-18:15,29.690000,272.870000,10.460000,1.150000,262.540000,1.170000,8.390000,31.050000,58.210000,1.150000,74.390000,10.420000,31.050000,101.630000,79.06,17.5,0,22.36,0,26.35,62.24,7.5,0.62336,4.47,21.84,11,26.36,62.24,32.48,0.94,0,5,6.14

74,18:15-18:30,29.690000,272.870000,10.460000,0.570000,262.540000,0.580000,8.390000,31.050000,58.210000,0.570000,74.390000,10.420000,31.050000,101.630000,78.86,10.5,0,12.11,0,26.29,62.15,4.5,0.06818,2.42,22.17,9,26.29,62.15,39.09,0.31,0,5,3.72

75,18:30-18:45,29.690000,272.870000,10.460000,0.140000,262.540000,0.140000,8.390000,43.170000,58.210000,0.140000,74.390000,10.420000,43.170000,101.630000,78.44,7,0,5.08,0,26.15,61.93,3,0,1.01,30.28,7,26.15,61.93,38.6,0,0,3,2.18

76,18:45-19:00,29.690000,272.870000,10.460000,0.000000,262.540000,0.000000,8.390000,43.170000,58.210000,0.000000,74.390000,10.420000,43.170000,101.630000,77.58,0,0,0.53,0,25.86,61.13,0,0,0.11,30.07,3,25.87,61.13,37.6,0,0,2,0.96

77,19:00-19:15,29.690000,272.870000,10.460000,0.000000,262.540000,0.000000,8.590000,43.170000,58.210000,0.000000,74.390000,10.420000,43.170000,101.630000,101.76,0,0,0,0,33.92,61.09,0,0,0,29.84,0,33.92,61.09,36.91,0,0,0,0

78,19:15-19:30,29.690000,272.870000,10.460000,0.000000,262.540000,0.000000,8.590000,43.170000,58.210000,0.000000,74.390000,10.420000,43.170000,101.630000,102.4,0,0,0,0,34.13,61.1,0,0,0,29.78,0,34.14,61.1,36.33,0,0,0,0

79,19:30-19:45,29.690000,272.870000,10.460000,0.000000,262.540000,0.000000,8.590000,34.640000,58.210000,0.000000,74.390000,10.420000,34.640000,101.630000,102.13,0,0,0,0,34.04,60.77,0,0,0,29.62,0,34.05,60.77,35.35,0,0,0,0

80,19:45-20:00,29.690000,272.870000,10.460000,0.000000,262.540000,0.000000,8.590000,34.640000,58.210000,0.000000,74.390000,10.420000,34.640000,101.630000,100.76,0,0,0,0,33.59,60.29,0,0,0,29.55,0,33.58,60.29,33.96,0,0,0,0

81,20:00-20:15,28.720000,272.870000,10.460000,0.000000,262.540000,0.000000,7.180000,34.640000,58.210000,0.000000,74.390000,10.420000,34.640000,101.630000,99.62,0,0,0,0,33.21,59.33,0,0,0,29.41,0,33.2,59.33,27.08,0,0,0,0

82,20:15-20:30,28.720000,272.870000,10.460000,0.000000,262.540000,0.000000,7.180000,34.640000,58.210000,0.000000,74.390000,10.420000,34.640000,101.630000,99.6,0,0,0,0,33.2,58.27,0,0,0,29.18,0,33.19,58.27,26.28,0,0,0,0

83,20:30-20:45,28.720000,272.870000,10.460000,0.000000,262.540000,0.000000,7.180000,34.640000,58.210000,0.000000,74.390000,10.420000,34.640000,101.630000,98.61,0,0,0,0,32.87,57.4,0,0,0,28.51,0,32.87,57.4,25.6,0,0,0,0

84,20:45-21:00,28.720000,272.870000,10.460000,0.000000,262.540000,0.000000,7.180000,34.640000,58.210000,0.000000,74.390000,10.420000,34.640000,101.630000,57.26,0,0,0,0,19.09,56.38,0,0,0,27.51,0,19.08,56.38,24.49,0,0,0,0

85,21:00-21:15,27.750000,272.870000,10.460000,0.000000,262.540000,0.000000,7.000000,31.050000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,56.26,0,0,0,0,18.75,54,0,0,0,18.84,0,18.76,54,14.16,0,0,0,0

86,21:15-21:30,27.750000,272.870000,10.460000,0.000000,262.540000,0.000000,7.000000,31.050000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,55.26,0,0,0,0,18.42,51.33,0,0,0,17.51,0,18.42,51.33,13.7,0,0,0,0

87,21:30-21:45,25.810000,272.870000,10.460000,0.000000,262.540000,0.000000,7.000000,17.040000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,53.76,0,0,0,0,17.92,43.59,0,0,0,16.51,0,17.92,43.59,13.16,0,0,0,0

88,21:45-22:00,25.810000,272.870000,10.460000,0.000000,262.540000,0.000000,7.000000,17.040000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,52.76,0,0,0,0,17.59,42.84,0,0,0,15.17,0,17.58,42.84,13.09,0,0,0,0

89,22:00-22:15,29.840000,272.870000,10.460000,0.000000,262.540000,0.000000,6.810000,17.040000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,49.76,0,0,0,0,16.59,41.84,0,0,0,14.51,0,16.58,41.84,12.4,0,0,0,0

90,22:15-22:30,29.840000,272.870000,10.460000,0.000000,262.540000,0.000000,6.810000,17.040000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,30.26,0,0,0,0,10.09,26.84,0,0,0,13.63,0,10.08,26.84,10.07,0,0,0,0

91,22:30-22:45,29.840000,272.870000,10.460000,0.000000,262.540000,0.000000,6.810000,24.500000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,30.76,0,0,0,0,10.25,27,0,0,0,9.34,0,10.26,27,10.59,0,0,0,0

92,22:45-23:00,29.840000,272.870000,10.460000,0.000000,262.540000,0.000000,6.810000,24.500000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,31.26,0,0,0,0,10.42,27.51,0,0,0,9.06,0,10.42,27.51,10.98,0,0,0,0

93,23:00-23:15,29.880000,272.870000,10.460000,0.000000,262.540000,0.000000,6.810000,24.500000,58.210000,0.000000,74.390000,10.030000,31.050000,101.630000,32.76,0,0,0,0,10.92,28.51,0,0,0,8.99,0,10.92,28.51,11.31,0,0,0,0

