Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01062024/30062024/R2,NR/01102023/31052040/LT-31,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/05012040/L_NR_2020_02,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/IEPL01,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12
13,03:00-03:15,0.000000,48.290000,100.620000,0.000000,68.120000,0.000000,16.110000,5.440000,7.150000,0.000000,273.080000,66.250000,24.140000,0.000000,24.140000,12.080000,30.910000,30.910000,237.590000,24.140000,7.110000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,30.280000,48.290000,16,0,32.02,0,0,0,0,38.67,0,38.67,0,0,0,0,48,0,0,16,0,13,0

14,03:15-03:30,0.000000,48.290000,100.620000,0.000000,68.120000,0.000000,16.110000,5.440000,7.150000,0.000000,273.080000,66.250000,24.140000,0.000000,24.140000,12.080000,30.910000,30.910000,188.690000,24.140000,7.110000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,15.67,0,32.02,0,0,0,0,38,0,38,0,0,0,0,47,0,0,15.66,0,12.66,0

15,03:30-03:45,0.000000,48.290000,100.620000,0.000000,68.120000,0.000000,16.110000,6.220000,7.150000,0.000000,273.080000,66.250000,24.140000,0.000000,24.140000,12.080000,30.910000,30.910000,188.690000,24.140000,7.110000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,15.83,0,32.02,0,0,0,0,37.67,0,37.67,0,0,0,0,47.5,0,0,15.84,0,12.66,0

16,03:45-04:00,0.000000,48.290000,100.620000,0.000000,68.120000,0.000000,16.110000,6.220000,7.150000,0.000000,231.790000,66.250000,24.140000,0.000000,24.140000,12.080000,30.910000,30.910000,188.690000,24.140000,7.110000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,15.5,0,32.02,0,0,0,0,37.33,0,37.33,0,0,0,0,46.5,0,0,15.5,0,12.66,0

17,04:00-04:15,0.000000,48.290000,100.620000,0.000000,57.660000,0.000000,16.110000,6.220000,6.920000,0.000000,193.160000,66.250000,24.140000,0.000000,24.140000,11.900000,30.910000,30.910000,188.690000,24.140000,6.960000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,15.5,0,32.02,0,0,0,0,36.67,0,36.67,0,0,0,0,46.5,0,0,15.5,0,12.34,0

18,04:15-04:30,0.000000,48.290000,100.620000,0.000000,57.660000,0.000000,16.110000,6.220000,6.920000,0.000000,193.160000,66.250000,24.140000,0.000000,24.140000,11.900000,30.910000,30.910000,188.690000,24.140000,6.960000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,15,0,32.02,0,0,0,0,36.67,0,36.67,0,0,0,0,45,0,0,15,0,12.34,0

19,04:30-04:45,0.000000,48.290000,100.620000,0.000000,57.660000,0.000000,16.110000,6.060000,6.920000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,11.900000,30.910000,30.910000,188.690000,24.140000,6.960000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,15,0,32.02,0,0,0,0,41.67,0,41.67,0,0,0,0,45,0,0,15,0,12.34,0

20,04:45-05:00,0.000000,48.290000,77.260000,0.000000,57.660000,0.000000,16.110000,6.060000,6.920000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,11.900000,30.910000,30.910000,188.690000,24.140000,6.960000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,15,0,31.62,0,0,0,0,41.33,0,41.33,0,0,0,0,45,0,0,15,0,12,0

21,05:00-05:15,0.000000,48.290000,53.120000,0.000000,57.660000,0.000000,16.110000,6.060000,6.920000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,11.710000,30.910000,30.910000,188.690000,24.140000,6.830000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.770000,48.290000,15,0,31.42,0,0,0,0,41,0,41,0,0,0,0,45,0,0,15,0,11.66,0

22,05:15-05:30,0.000000,48.290000,53.120000,0.000000,57.660000,0.000000,16.110000,6.060000,6.920000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,11.710000,30.910000,30.910000,188.690000,24.140000,6.830000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,15.17,0,30.82,0,0,0,0,40.67,0,40.67,0,0,0,0,45.5,0,0,15.16,0,11.66,0

23,05:30-05:45,0.000000,48.290000,53.120000,0.000000,57.660000,0.000000,16.110000,5.820000,6.920000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,11.710000,30.910000,30.910000,160.440000,24.140000,6.830000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,14.67,0,24.01,0,0,0,0,40.33,0,40.33,0,0,1.295686,0,44,0,0,14.66,0,11.34,0

24,05:45-06:00,0.000000,48.290000,53.120000,0.000000,57.660000,0.000000,16.110000,5.820000,6.920000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,11.710000,30.910000,30.910000,160.440000,24.140000,6.830000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,29.260000,48.290000,14.17,0,24.01,0,0,0.11,0,40,0.17,40,0,0,2.688792,0,42.5,0,0.2,14.16,0,11.34,0.58

25,06:00-06:15,0.000000,48.290000,53.120000,0.000000,57.660000,0.000000,16.110000,5.820000,6.680000,0.000000,150.190000,66.250000,24.140000,0.000000,24.140000,11.520000,30.910000,30.910000,179.750000,24.140000,6.550000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.760000,48.290000,13.5,0,23.81,1,0,0.46,9.2,38.33,1.58,38.33,0,1,3.429184,6.94,40.5,1,1,13.5,0,11.34,2.29

26,06:15-06:30,0.140000,48.290000,53.120000,0.140000,57.660000,0.000000,16.110000,5.820000,6.680000,0.000000,150.190000,66.250000,24.140000,0.140000,24.140000,11.520000,30.910000,30.910000,179.750000,24.140000,6.550000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.260000,48.290000,13,1,23.81,4,0,1.03,19.2,36.67,3.6,36.67,0,2,7.023982,10.1,39,1,2,13,2,11,5.17

27,06:30-06:45,0.620000,48.290000,53.120000,0.640000,57.660000,0.000000,7.670000,5.820000,6.680000,0.000000,150.190000,66.250000,24.140000,0.620000,24.140000,11.520000,30.910000,30.910000,163.220000,24.140000,6.550000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,27.750000,48.290000,12.5,3,23.21,7,0,1.84,24.88,36.67,6.2,36.67,0,5,11.037686,14.55,37.5,3,5,12.5,5,10.66,9.18

28,06:45-07:00,0.970000,48.290000,53.120000,0.990000,57.660000,0.000000,3.860000,5.820000,6.680000,0.000000,150.190000,66.250000,24.140000,0.970000,24.140000,11.520000,30.910000,30.910000,130.380000,24.140000,6.550000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.740000,48.290000,12.5,4,22.61,14,0,2.87,28.33,35.67,9.01,35.67,0,8,15.918428,20.72,37.5,6,6,12.5,10,10,14.35

29,07:00-07:15,1.390000,48.290000,53.120000,1.430000,57.660000,0.000000,3.860000,5.750000,6.530000,0.000000,150.190000,66.250000,24.140000,1.390000,24.140000,11.340000,30.910000,30.910000,130.380000,24.140000,6.410000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.240000,48.290000,11.83,5,14,21,0,4.13,20.03,34.33,13.94,34.33,0,11,21.510336,20.02,35.5,9,8,11.84,18,9.34,20.66

30,07:15-07:30,1.900000,48.290000,53.120000,1.950000,57.660000,0.000000,3.860000,5.750000,6.530000,0.000000,150.190000,66.250000,24.140000,1.900000,24.140000,11.340000,30.910000,30.910000,130.380000,24.140000,6.410000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.240000,48.290000,11.67,8,13.8,35,0,6.78,19.52,33.33,18.06,33.33,0,16,27.686764,19.51,35,15,12.86,11.66,19.52,8.66,33.89

31,07:30-07:45,2.480000,48.290000,53.120000,2.550000,57.660000,0.000000,3.860000,5.750000,6.530000,0.000000,150.190000,70.420000,24.140000,2.480000,24.140000,11.340000,30.910000,30.910000,130.380000,24.140000,6.410000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.240000,48.290000,11.33,12,9.01,49,0,9.98,20.52,30,23.11,30,0,23,40.224718,20.51,34,21,16.18,11.34,20.52,8.34,49.93

32,07:45:08:00,3.590000,48.290000,53.120000,3.690000,57.660000,0.000000,3.860000,5.750000,6.530000,0.000000,150.190000,70.420000,24.140000,3.590000,24.140000,11.340000,30.910000,30.910000,110.100000,24.140000,6.410000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,26.240000,48.290000,10.83,15,9.01,63,0,13.49,21.18,26.67,27.79,26.67,0,31,47.521476,21.19,32.5,27,19.59,10.84,21.18,8.34,67.43

33,08:00-08:15,4.700000,48.290000,53.120000,4.810000,57.660000,0.000000,3.860000,5.750000,6.530000,0.000000,150.190000,70.420000,24.140000,4.700000,24.140000,11.340000,30.910000,30.910000,110.100000,24.140000,6.270000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.260000,48.290000,10,19,9.01,77,0,17.03,21.52,23.33,33.82,23.33,0,39,55.022816,21.51,30,33,22.69,10,21.52,8.34,85.16

34,08:15-08:30,5.840000,48.290000,53.120000,5.980000,57.660000,0.000000,3.860000,5.750000,6.530000,0.000000,150.190000,70.420000,24.140000,5.840000,24.140000,11.340000,30.910000,30.910000,110.100000,24.140000,6.270000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.260000,48.290000,9.17,23,9.01,91,0,20.53,23.02,23.33,39.51,23.33,0,45,62.680028,23.01,27.5,39,25.41,9.16,23.02,8.34,102.63

35,08:30-08:45,6.890000,48.290000,53.120000,7.060000,57.660000,0.000000,3.860000,5.750000,6.530000,0.000000,150.190000,70.420000,24.140000,6.890000,24.140000,11.340000,30.910000,30.910000,111.070000,24.140000,6.270000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.260000,48.290000,9,26,9.01,109,0,26.27,24.35,21.67,48.26,21.67,0,52,70.220336,24.35,27,46,28.39,9,24.35,8.34,131.38

36,08:45:09:00,7.910000,48.290000,53.120000,8.100000,57.660000,0.000000,3.860000,5.750000,6.530000,0.000000,150.190000,70.420000,24.140000,7.910000,24.140000,11.340000,30.910000,30.910000,111.070000,24.140000,6.270000,24.140000,24.140000,24.140000,0.000000,38.630000,24.690000,48.290000,28.760000,48.290000,8.67,29,9.01,123,0,29.51,24.82,20,55.62,20,0,59,77.59503,24.81,26,52,30.9,8.66,24.82,8.34,147.58

37,09:00:09:15,10.100000,0.000000,53.120000,10.360000,57.660000,0.000000,3.860000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,10.100000,24.140000,11.150000,30.910000,30.910000,111.070000,0.000000,6.130000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,29.260000,0.000000,8.67,32,12.41,137,0,32.62,26.32,20,62.55,20,0,64,84.696948,26.31,26,58,33.38,8.66,26.32,8.34,163.11

38,09:15-09:30,10.980000,0.000000,53.120000,11.260000,57.660000,0.000000,3.860000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,10.980000,24.140000,11.150000,30.910000,30.910000,111.070000,0.000000,6.130000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,29.260000,0.000000,8.67,35,12.6,147,0,35.77,26.65,20,69.02,20,0,69,91.214346,26.65,26,63,36.28,8.66,26.65,8.34,178.86

39,09:30-09:45,11.780000,0.000000,53.120000,12.070000,57.660000,0.000000,3.860000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,11.780000,24.140000,11.150000,30.910000,30.910000,111.070000,0.000000,6.130000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,29.260000,0.000000,8.67,34,12.8,147,0,38.82,27.15,37.56,75.03,37.56,0,69,97.381032,27.15,26,63,38.16,8.66,27.15,8.34,194.12

40,09:45-10:00,12.500000,0.000000,53.120000,12.810000,57.660000,0.000000,3.860000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,12.500000,24.140000,11.150000,30.910000,30.910000,111.070000,0.000000,6.130000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,28.760000,0.000000,8.67,37,12.6,158,0,41.5,27.15,38.85,80.37,38.85,0,73,103.469782,27.15,26,67,40.08,8.66,27.15,8.34,207.49

41,10:00-10:15,13.220000,0.000000,53.120000,13.540000,57.660000,0.000000,12.300000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,13.220000,24.140000,11.150000,30.910000,30.910000,111.070000,0.000000,5.990000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,26.740000,0.000000,18.89,40,8.61,175,0,44.14,27.32,40.21,85,40.21,0,80,108.23362,27.31,56.66,75,41.66,18.88,27.32,13.2,220.69

42,10:15-10:30,13.780000,0.000000,53.120000,14.120000,57.660000,0.000000,12.300000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,13.780000,24.140000,11.150000,30.910000,30.910000,111.070000,0.000000,5.990000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,26.740000,0.000000,19.77,42,9.21,182,0,46.55,27.32,42.54,89.2,42.54,0,85,111.721256,27.31,59.31,78,43.5,19.78,27.32,14.08,232.73

43,10:30-10:45,14.280000,0.000000,53.120000,14.630000,57.660000,0.000000,12.300000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,14.280000,24.140000,11.150000,30.910000,30.910000,111.070000,0.000000,5.990000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,26.740000,0.000000,12.5,44,9.81,189,0,47.5,27.65,43.54,91.54,43.54,0,89,112.880554,27.65,37.5,81,44,12.5,27.65,11,237.5

44,10:45-11:00,14.760000,0.000000,53.120000,15.140000,57.660000,0.000000,12.300000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,14.760000,24.140000,11.150000,30.910000,30.910000,111.070000,0.000000,5.990000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.720000,0.000000,12.83,46,10.61,189,0,47.5,27.65,44.88,92.38,44.88,0,91,116.07593,27.65,38.5,81,44.5,12.84,27.65,11.66,237.5

45,11:00-11:15,15.140000,0.000000,53.120000,15.510000,57.660000,0.000000,12.300000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,15.140000,24.140000,11.070000,30.910000,22.180000,111.070000,0.000000,5.850000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.720000,0.000000,13.17,47,13.4,193,0,47.5,27.82,46.21,92.49,46.21,0,93,118.638076,27.81,39.5,82,44.5,13.16,27.82,12.34,237.5

46,11:15-11:30,15.470000,0.000000,53.120000,15.860000,57.660000,0.000000,12.300000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,15.470000,24.140000,11.070000,30.910000,22.180000,111.070000,0.000000,5.850000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.720000,0.000000,13.67,47,14.4,193,0,47.5,28.15,48.54,92.45,48.54,0,93,120.489056,28.15,41,82,44.5,13.66,28.15,13,237.5

47,11:30-11:45,15.710000,0.000000,53.120000,16.100000,57.660000,0.000000,12.210000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,15.710000,24.140000,11.620000,22.180000,22.180000,111.070000,0.000000,5.850000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.720000,0.000000,14.33,47,15.4,193,0,47.5,28.32,50.09,92.53,50.09,0,93,120.031182,28.31,43,82,44.5,14.34,28.32,13.66,237.5

48,11:45-12:00,15.710000,0.000000,53.120000,16.100000,57.660000,0.000000,12.210000,5.750000,6.370000,0.000000,150.190000,70.420000,24.140000,15.710000,24.140000,11.620000,22.180000,22.180000,111.070000,0.000000,5.850000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.720000,0.000000,15,47,15.2,193,0,47.5,28.32,50.21,92.71,50.21,0,93,119.173886,28.31,45,82,44.5,15,28.32,14.34,237.5

49,12:00-12:15,15.710000,0.000000,53.120000,16.100000,57.660000,0.000000,12.210000,5.750000,6.530000,0.000000,150.190000,66.250000,24.140000,15.710000,24.140000,11.520000,22.180000,22.180000,111.070000,0.000000,5.850000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.720000,0.000000,12,47,18.8,193,0,47.5,28.98,50.21,92.81,50.21,0,93,117.946394,28.99,36,82,44.5,12,28.98,8.54,237.5

50,12:15-12:30,15.710000,0.000000,53.120000,16.100000,57.660000,0.000000,12.210000,5.750000,6.530000,0.000000,150.190000,66.250000,24.140000,15.710000,24.140000,11.520000,22.180000,22.180000,111.070000,0.000000,5.850000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.720000,0.000000,12.33,47,20.2,193,0,47.5,29.32,54.42,92.77,54.42,0,93,115.822638,29.31,37,82,44.5,12.34,29.32,8.53,237.5

51,12:30-12:45,15.710000,0.000000,53.120000,16.100000,57.660000,0.000000,12.210000,5.750000,6.530000,0.000000,150.190000,66.250000,24.140000,15.710000,24.140000,11.520000,22.180000,22.180000,111.070000,0.000000,5.850000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,24.220000,0.000000,12.67,47,22.61,193,0,47.5,29.32,49.21,92.72,49.21,0,93,115.033536,29.31,38,82,44.5,12.66,29.32,8.84,237.5

52,12:45-13:00,15.710000,0.000000,53.120000,16.100000,57.660000,0.000000,12.210000,5.750000,6.530000,0.000000,150.190000,66.250000,24.140000,15.710000,24.140000,11.520000,22.180000,22.180000,111.070000,0.000000,5.850000,24.140000,24.140000,24.140000,0.000000,0.000000,24.690000,48.290000,23.210000,0.000000,13,47,23.61,193,0,47.5,29.15,50.54,92.67,50.54,0,93,113.952174,29.15,39,82,44.5,13,29.15,9.36,237.5

