Block,Time,KHSTPP-I,MAPS,NLCIIST2,RAPPC,TANAKPUR,URI,DADRI_CRF,DADRI_RF,CHAMERA3,KKNP,NLCIIST1,SIMHST1,SIMHST2,UNCHAHAR1,ANTA_GF,DHAULIGNGA,KHSTPP-II,KISHANGANGA,KOLDAM,RIHAND1,DADRI_GF,NNTPP,RAPPB,RSTPSU1TO6,RSTPSU7,UNCHAHAR2,URI2,DADRI_LF,KOTESHWR,NLCTS2EXP,TALA,TEHRI,UNCHAHAR4,BSIUL,CHAMERA1,CHAMERA2,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KKNPPU2,PARBATI3,RAMPUR,TALST2,TelanganaSTPP,VALLURNTECL,ANTA_CRF,ANTA_LF,AURY_GF,AURY_LF,AURY_RF,BRBCL,DADRT2,NJPC,NLCEXP,RIHAND2,SASAN,SEWA2,SINGRAULI,TANDA2,ANTA_RF,AURY_CRF,FSTPP I & II,KUDGI,NAPP,NTPL,RIHAND3,SALAL,SINGRAULI_HYDRO,UNCHAHAR3
9,02:00-02:15,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.83,0,20.8,0,44.21,0,124.32,41.83,0,26.39

10,02:15-02:30,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.83,0,20.8,0,44.21,0,124.32,41.83,0,26.39

11,02:30-02:45,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,44.83,0,20.8,0,44.21,0,124.32,41.83,0,26.39

12,02:45-03:00,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,41.83,0,26.39

13,03:00-03:15,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,41.83,0,26.39

14,03:15-03:30,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,9.29,0,26.39

15,03:30-03:45,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,1.4,0,26.39

16,03:45-04:00,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,1.4,0,26.39

17,04:00-04:15,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,1.4,0,26.39

18,04:15-04:30,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.05,0,20.8,0,44.21,0,124.32,1.4,0,26.39

19,04:30-04:45,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.25,0,20.8,0,44.21,0,124.32,1.4,0,26.39

20,04:45-05:00,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.25,0,20.8,0,44.21,0,124.32,1.4,0,26.39

21,05:00-05:15,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.25,0,20.8,0,44.21,0,124.32,1.4,0,26.39

22,05:15-05:30,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,0,0,118.75,416.25,0,125.96,0,45.25,0,20.8,0,44.21,0,124.32,1.4,0,26.39

23,05:30-05:45,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,21.31,0,118.75,416.25,0,125.96,0,45.25,0,20.8,0,44.21,0,124.32,1.4,0,26.39

24,05:45-06:00,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,14.93,0,0,0,0,16.48,654.3,0,0,0,0,0,0,0,0,0,0,0,0,71.46,20,683.14,46.79,0,118.75,416.25,0,125.96,0,45.25,0,20.8,0,44.21,0,124.32,1.4,0,26.39

25,06:00-06:15,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,14.93,0,0,0,0,16.48,654.3,0,0,0,3.82,0,0,0,0,0,0,0,0,71.46,20,683.14,70.17,0,118.75,416.25,0,125.96,0,45.25,0,20.8,0,44.21,0,124.32,1.4,0,26.39

26,06:15-06:30,33.69,0,0,25.88,0,1.11,0,69.05,0,0,0,0,0,10.27,0,7.92,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,29.86,0,0,0,3.33,16.48,654.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,683.14,93.56,0,118.75,416.25,0,125.96,0,45.47,0,20.8,0,44.21,0,124.32,1.4,0,26.39

27,06:30-06:45,33.69,0,0,25.88,0,1.11,0,69.05,9.67,0,0,0,0,10.27,0,10.57,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,44.79,0,2.2,12.01,13.17,16.48,624.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,683.14,93.56,0,118.75,416.25,0,125.96,0,45.47,0,20.8,0,44.21,0,124.32,1.4,0,26.39

28,06:45-07:00,33.69,0,0,25.88,0,1.11,0,69.05,19.38,0,0,0,0,10.27,0,16.59,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,9.86,0,0,62.24,0,13.04,12.25,26.34,32.95,594.3,0,0,0,16.55,0,0,0,0,0,0,0,0,71.46,20,683.14,93.56,0,118.75,416.25,0,125.96,0,45.47,0,20.8,0,44.21,0,124.32,1.4,0,26.39

29,07:00-07:15,33.69,0,0,25.88,0,1.11,0,69.05,19.38,0,0,0,0,10.27,0,19.81,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,9.86,0,0,62.24,0,13.04,28.1,26.34,32.95,594.3,0,0,0,16.55,0,0,0,0,0,0,0,0,70.59,20,682.79,93.56,0,118.75,416.25,7.9,125.96,0,45.47,0,20.3,0,44.21,0,124.32,1.4,0,26.39

30,07:15-07:30,33.69,0,0,25.88,0,1.11,0,69.05,19.38,0,0,0,0,10.27,0,27.41,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,9.86,0,0,62.24,0,13.04,28.1,26.34,32.95,574.3,0,0,0,16.55,0,0,0,0,0,0,0,0,70.59,20,682.79,93.56,0,118.75,416.25,7.9,125.96,0,45.47,0,20.3,0,44.21,0,124.32,1.4,0,26.39

31,07:30-07:45,33.69,0,0,25.88,0,26.49,0,69.05,19.38,0,0,0,0,10.27,0,27.41,148.3,0,0,92,0,0,0,0,0,42.39,10.76,23.57,9.86,0,0,62.24,0,13.04,28.1,26.34,32.95,574.3,0,0,0,16.55,0,0,0,0,0,0,0,0,70.59,20,682.79,103.04,0,118.75,416.25,8.19,125.96,0,45.47,0,20.3,0,44.21,0,124.32,1.4,0,26.39

32,07:45-08:00,33.69,0,0,25.88,0,26.49,0,69.05,19.38,0,0,0,0,10.27,0,27.41,148.3,0,0,92,0,0,0,0,0,42.39,10.76,23.57,9.86,0,0,62.24,0,13.04,28.1,26.34,32.95,574.3,0,0,0,3.56,0,0,0,0,0,0,0,0,70.59,20,682.79,103.04,0,118.75,416.25,8.19,125.96,0,45.47,0,20.3,0,44.21,0,124.32,1.4,0,26.39

33,08:00-08:15,33.69,0,0,25.88,5.76,1.66,0,69.05,19.38,0,0,0,0,10.27,0,27.41,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,9.86,0,0,62.24,0,13.04,28.1,26.34,32.95,554.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,103.04,0,118.75,416.25,8.19,125.96,0,45.47,0,20.3,0,44.21,0,124.32,1.4,0,26.39

34,08:15-08:30,33.69,0,0,25.88,5.76,1.66,0,69.05,19.38,0,0,0,0,10.27,0,27.41,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,9.86,0,0,62.24,0,13.04,28.1,26.34,32.95,554.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,103.04,0,118.75,416.25,8.19,125.96,0,45.47,0,20.3,0,44.21,0,124.32,1.4,0,26.39

35,08:30-08:45,33.69,0,0,25.88,5.76,26.49,0,69.05,9.67,0,0,0,0,10.27,0,16.25,148.3,0,0,92,0,0,0,0,0,42.39,10.76,23.57,8.88,0,0,62.24,0,2.2,12.01,13.17,16.48,554.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,103.04,0,118.75,416.25,0,125.96,0,45.25,0,20.3,0,44.21,0,124.32,1.4,0,26.39

36,08:45-09:00,33.69,0,0,25.88,5.76,26.49,0,69.05,1.27,0,0,0,0,10.27,0,9.12,148.3,0,0,92,0,0,0,0,0,42.39,10.76,23.57,8.88,0,0,46.68,0,0,0,3.33,16.48,554.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,100.19,0,118.75,416.25,0,125.96,0,45.05,0,20.3,0,44.21,0,124.32,1.4,0,26.39

37,09:00-09:15,33.69,0,0,25.88,5.76,1.66,0,69.05,0,0,0,0,0,10.27,0,9.12,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,44.17,0,0,0,0,16.48,524.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,75.76,0,118.75,416.25,0,125.96,0,44.83,0,20.3,0,44.21,0,124.32,1.4,0,26.39

38,09:15-09:30,33.69,0,0,25.88,5.76,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,31.12,0,0,0,0,16.48,524.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,70.17,0,118.75,416.25,0,125.96,0,44.83,0,20.3,0,44.21,0,124.32,1.4,0,26.39

39,09:30-09:45,33.69,0,0,25.88,0.51,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,31.12,0,0,0,0,0,524.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,70.17,0,118.75,416.25,0,125.96,0,44.63,0,20.3,0,44.21,0,124.32,1.4,0,26.39

40,09:45-10:00,33.69,0,0,25.88,0.51,1.66,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,14.93,0,0,0,0,0,524.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,682.79,46.79,0,118.75,416.25,0,125.96,0,44.41,0,20.3,0,44.21,0,124.32,1.4,0,26.39

41,10:00-10:15,33.69,0,0,25.88,0.51,26.49,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,10.76,23.57,8.88,0,0,0,0,0,0,0,0,494.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,23.39,0,118.75,416.25,0,125.96,0,44.31,0,20.3,0,44.21,0,124.32,1.4,0,26.39

42,10:15-10:30,33.69,0,0,25.88,0.51,26.49,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,10.76,23.57,8.88,0,0,0,0,0,0,0,0,494.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,44.31,0,20.3,0,44.21,0,124.32,1.4,0,26.39

43,10:30-10:45,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,494.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,44.1,0,20.3,0,44.21,0,124.32,1.4,0,26.39

44,10:45-11:00,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,494.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,43.89,0,20.3,0,44.21,0,124.32,1.4,0,26.39

45,11:00-11:15,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,43.68,0,20.3,0,44.21,0,124.32,1.4,0,26.39

46,11:15-11:30,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,43.68,0,20.3,0,44.21,0,124.32,1.4,0,26.39

47,11:30-11:45,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,43.47,0,20.3,0,44.21,0,124.32,1.4,0,26.39

48,11:45-12:00,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,43.47,0,20.3,0,44.21,0,124.32,1.4,0,26.39

49,12:00-12:15,33.69,0,0,25.88,0.51,8.83,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,43.36,0,20.3,0,44.21,0,124.32,2.9,0,26.39

50,12:15-12:30,33.69,0,0,25.88,0.51,8.83,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,43.16,0,20.3,0,44.21,0,124.32,2.9,0,26.39

51,12:30-12:45,33.69,0,0,25.88,0.51,9.93,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,43.16,0,20.3,0,44.21,0,124.32,2.9,0,26.39

52,12:45-13:00,33.69,0,0,25.88,0.51,9.93,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,2.9,0,26.39

53,13:00-13:15,33.69,0,0,25.88,0.51,2.21,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,2.9,0,26.39

54,13:15-13:30,33.69,0,0,25.88,0.51,2.21,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,2.9,0,26.39

55,13:30-13:45,33.69,0,0,25.88,0.51,12.15,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,2.9,0,26.39

56,13:45-14:00,33.69,0,0,25.88,0.51,12.15,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.74,0,20.3,0,44.21,0,124.32,2.9,0,26.39

57,14:00-14:15,33.69,0,0,25.88,0.51,13.8,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,2.9,0,26.39

58,14:15-14:30,33.69,0,0,25.88,0.51,13.8,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,2.9,0,26.39

59,14:30-14:45,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,2.9,0,26.39

60,14:45-15:00,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,9.29,0,26.39

61,15:00-15:15,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,41.83,0,26.39

62,15:15-15:30,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,0,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,41.83,0,26.39

63,15:30-15:45,33.69,0,0,25.88,0.51,1.11,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,15.06,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,41.83,0,26.39

64,15:45-16:00,33.69,0,0,25.88,0.51,26.49,0,69.05,0,0,0,0,0,10.27,0,0,148.3,0,0,92,0,0,0,0,0,42.39,4.31,23.57,8.88,0,0,15.56,0,0,0,0,0,654.3,0,0,0,0,0,0,0,0,0,0,0,0,70.59,20,683.14,0,0,118.75,416.25,0,125.96,0,42.94,0,20.3,0,44.21,0,124.32,41.83,0,26.39

