Column1,Time,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/jitpl,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/16082024/31082024/MPL/24-25/STOA/128,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/15082037/GNA_NR_2012_01,NR/16082024/31082024/APL-Raigarh_august,NR/30092023/26122029/SH-06,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/06022042/L_NR_2012_02,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/SKS-Raigarh,NR/01102023/14082046/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17
8,01:45-02:00,70.37,0,6.39,57.65,24.68,0,0,0,273.05,0,0,26.2006,12.26,5.01,21.25,10,0,0,30,0,0,53.11,96.57,26.2006,96.57,171.55,38.63,48.28,24.14,31.29,12.44,0,22,0,9.34,22,0,0,0,10,0,0,0,0,6.96,0

9,02:00-02:15,70.37,0,6.39,57.65,24.68,0,0,0,231.77,0,0,26.7799,14.11,4.88,21.25,10.17,0,0,30.5,0,0,53.11,96.57,26.7799,96.57,171.55,38.63,48.28,24.14,31.29,12.44,0,29,0,8.66,29,0,0,0,10.16,0,0,0,0,6.96,0

10,02:15-02:30,70.37,0,6.39,57.65,24.68,0,0,0,193.14,0,0,26.7799,14.11,4.88,21.25,10.33,0,0,31,0,0,53.11,96.57,26.7799,96.57,171.55,38.63,48.28,24.14,31.29,12.44,0,29.67,0,8.34,29.67,0,0,0,10.34,0,0,0,0,6.96,0

11,02:30-02:45,70.37,0,6.39,57.65,24.68,0,0,0,193.14,0,0,26.7799,14.11,4.88,21.25,13,0,0,39,0,0,53.11,96.57,26.7799,96.57,171.55,38.63,48.28,24.14,31.29,12.44,0,30.33,0,8.34,30.33,0,0,0,13,0,0,0,0,6.96,0

12,02:45-03:00,70.37,0,6.39,57.65,24.68,0,0,0,193.14,0,0,26.7799,14.11,4.88,21.25,12.83,0,0,38.5,0,0,53.11,96.57,26.7799,96.57,171.55,38.63,48.28,24.14,31.29,12.44,0,31,0,8.34,31,0,0,0,12.84,0,0,0,0,6.96,0

13,03:00-03:15,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,14.11,4.69,21.25,13,0,0,39,0,0,53.11,96.57,26.7799,96.57,171.55,0,48.28,24.14,31.29,12.44,0,30.33,0,8.34,30.33,0,0,0,13,0,0,0,0,6.96,0

14,03:15-03:30,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,14.11,4.69,21.25,13.17,0,0,39.5,0,0,53.11,96.57,26.7799,96.57,171.55,0,48.28,24.14,31.29,12.44,0,29.67,0,8.34,29.67,0,0,0,13.16,0,0,0,0,6.96,0

15,03:30-03:45,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,14.11,4.69,21.25,13,0,0,39,0,0,53.11,96.57,26.7799,96.57,171.55,0,48.28,24.14,31.29,12.44,0,29,0,8.34,29,0,0,0,13,0,0,0,0,6.96,0

16,03:45-04:00,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,14.11,4.69,21.25,12.83,0,0,38.5,0,0,53.11,96.57,26.7799,96.57,171.55,0,48.28,24.14,31.29,12.44,0,28.33,0,8.34,28.33,0,0,0,12.84,0,0,0,0,6.96,0

17,04:00-04:15,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,17.79,4.55,21.25,12.5,0,0,37.5,0,0,53.11,96.57,26.7799,96.57,149.68,0,48.28,24.14,31.29,12.44,0,28,0,8.34,28,0,0,0,12.5,0,0,0,0,6.96,0

18,04:15-04:30,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,17.79,4.55,21.25,12.17,0,0,36.5,0,0,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,31.29,12.44,0,28.33,0,8.34,28.33,0,0,0,12.16,0,0,0,0,6.96,0

19,04:30-04:45,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,17.79,4.55,21.25,11.67,0,0,35,0,0,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,31.29,12.44,0,27.33,0,8.34,27.33,0,0,0,11.66,0,0,0,0,6.96,0

20,04:45-05:00,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,17.79,4.55,21.25,11.67,0,0,35,0,0,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,31.29,12.44,0,27,0,8.34,27,0,0,0,11.66,0,0,0,0,6.96,0

21,05:00-05:15,70.37,0,6.39,57.65,24.68,0,0,0,150.18,0,0,26.7799,17.79,4.41,21.25,11.67,0,0,35,0,0,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,31.29,12.44,0,33.33,0,11.66,33.33,0,0,0,11.66,0,0,0,0,6.96,0

22,05:15-05:30,70.37,0,6.39,57.65,24.68,0,0,0,193.14,0,0,26.7799,17.79,4.41,21.25,11.67,0,0,35,0,0,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,31.29,12.44,0,33.67,0,12.34,33.67,0,0,0,11.66,0,0,0,0,6.96,0

23,05:30-05:45,70.37,0,6.39,57.65,24.68,0,0,0,193.14,0,0,26.7799,17.79,4.41,21.25,11.67,0,0,35,0,0,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,31.29,12.44,0,34,0,12.34,34,0,0,0,11.66,0,0,0,0,6.96,0

24,05:45-06:00,70.37,0,6.39,57.65,24.68,0,0,0,231.77,0,0,26.7799,17.79,4.41,21.25,11.67,0,0,35,0,0,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,31.29,12.44,0,34,0,13,34,0,0,0,11.66,0,0,0,0,6.96,0

25,06:00-06:15,70.37,0,6.39,57.65,24.68,0,0,0,273.05,0,0,26.7799,17.33,4.32,21.25,11.67,7.96,0,35,8.44,1.44,100.61,96.57,26.7799,96.57,145.74,0,48.28,24.14,31.29,12.44,0,34,1,13.34,34,1,2.48,1,11.66,0,0.82,0.5,1,6.96,0

26,06:15-06:30,70.37,0,6.39,57.65,24.68,0,0,0,273.05,0,0,26.7799,17.33,4.32,21.25,11,12.52,1,33,13.29,4.21,100.61,96.57,26.7799,96.57,145.74,0,48.28,24.14,30.79,12.44,0,33.33,4,13.34,33.33,1,5.63,2,11,0,2.92,1.13,2,6.96,1

27,06:30-06:45,70.37,0,6.39,57.65,24.68,0,0.71,0.73,273.05,0,0.71,26.7799,17.33,4.32,21.25,10.67,20.56,5,32,21.8,5.54,100.61,96.57,26.7799,96.57,145.74,0,48.28,24.14,30.79,12.44,0,33,7,13,33,3,9.58,3,10.66,0,4.94,1.91,5,6.96,3

28,06:45-07:00,70.37,0,6.39,57.65,24.68,0,1.04,1.07,273.05,0,1.04,26.7799,17.33,4.32,21.25,10.5,33,12,31.5,33,8,100.61,96.57,26.7799,96.57,111.06,0,48.28,24.14,30.28,12.44,0,32.67,14,12.34,32.67,6,14.29,5,10.5,0,7.94,2.86,8,6.96,4

29,07:00-07:15,70.37,0,6.39,57.65,24.68,0,1.53,1.55,273.05,0,1.53,26.7799,17.33,4.32,21.25,10.5,33,20,31.5,33,10.9,100.61,96.57,26.7799,96.57,111.06,0,48.28,24.14,30.28,12.44,0,32.67,21,11.66,32.67,9,21.25,7,10.5,0,10,4.25,10,6.96,5

30,07:15-07:30,70.37,0,6.39,57.65,24.68,0,2.05,2.11,273.05,0,2.05,26.7799,17.33,4.32,21.25,10.33,33,30,31,33,14.2,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,30.28,12.44,0,33,28,11.34,33,12,29.39,8,10.34,0,13,5.88,12,6.96,6

31,07:30-07:45,70.37,0,6.39,57.65,24.68,0,2.63,2.7,273.05,0,2.63,26.7799,17.33,4.32,21.25,10.33,32.67,32.66,31,32.67,20.87,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,30.79,12.44,0,33,46,11,33,19,39.42,13,10.34,0,17,7.88,20,6.96,10

32,07:45-08:00,70.37,0,6.39,57.65,24.68,0,3.42,3.52,273.05,0,3.42,26.7799,17.33,4.32,21.25,10.5,33,33,31.5,33,25.39,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,30.79,12.44,0,32.67,56,10.34,32.67,24,48.63,16,10.5,0,20,9.72,27,6.96,13

33,08:00-08:15,70.37,0,6.39,57.65,24.68,0,4.23,4.35,231.77,0,4.23,26.7799,17.33,4.18,21.25,10.67,33,33,32,33,30.1,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,29.77,12.44,0,32.33,70,10,32.33,30,64.97,20,10.66,0,24,12.99,31,6.96,15

34,08:15-08:30,70.37,0,6.39,57.65,24.68,0,5.03,5.17,193.14,0,5.03,26.7799,17.33,4.18,21.25,10.17,33,33,30.5,33,34.94,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,30.27,12.44,0,32.33,84,10,32.33,36,79.56,23,10.16,0,31,15.91,38,6.96,18

35,08:30-08:45,70.37,0,6.39,57.65,24.68,0,5.85,6.01,150.18,0,5.85,26.7799,17.33,4.18,21.25,10.67,33,33,32,33,40.13,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,30.27,12.44,0,33,98,10,33,42,95.01,26,10.66,0,38,19,45,6.96,21

36,08:45-09:00,70.37,0,6.39,57.65,24.68,0,6.65,6.82,150.18,0,6.65,26.7799,17.33,4.18,21.25,11.17,33,33,33.5,33,45.47,53.11,96.57,26.7799,96.57,111.06,0,48.28,24.14,30.28,12.44,0,33,112,10,33,48,111.18,29,11.16,0,45,22.23,51,6.96,24

37,09:00-09:15,70.37,0,4.2,57.65,24.68,0,7.35,7.53,150.18,0,7.35,26.7799,17.33,4.08,0,11.33,33,33,34,33,50.66,53.11,0,26.7799,0,111.06,0,0,0,30.28,12.44,0,33.67,123,10,33.67,52,129.18,32,11.34,0,53,25.84,59,6.96,28

38,09:15-09:30,70.37,0,4.2,57.65,24.68,0,8.03,8.23,150.18,0,8.03,26.7799,17.33,4.08,0,11.33,33,33,34,33,55.52,53.11,0,26.7799,0,111.06,0,0,0,28.27,12.44,0,34,133,10.34,34,57,145.78,34,11.34,0,57,29.15,59,6.96,28

39,09:30-09:45,70.37,0,4.2,57.65,24.68,0,9.12,9.34,150.18,0,9.12,26.7799,17.33,4.08,0,11.17,33,33,33.5,33,63.74,53.11,0,26.7799,0,111.06,0,0,0,28.27,12.44,0,25,144,10.34,25,61,169.78,38,11.16,0,64,33.96,67,6.96,32

40,09:45-10:00,70.37,0,4.2,57.65,24.68,0,9.74,9.99,150.18,0,9.74,26.7799,17.33,4.08,0,11,33,33,33,33,72.07,53.11,0,26.7799,0,111.06,0,0,0,29.27,12.44,0,25.33,154,10.34,25.33,66,186.13,39.5,11,0,68,37.23,73,6.96,35

41,10:00-10:15,70.37,0,4.2,57.65,24.68,0,12.73,13.04,150.18,0,12.73,26.7799,17.33,4.08,0,9.17,33,33,27.5,33,79.72,53.11,0,26.7799,0,111.06,0,0,0,29.27,12.44,0,25.67,161,10.34,25.67,69,195.52,41,9.16,0,74,39.1,81,6.96,39

42,10:15-10:30,70.37,0,4.2,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,8.83,33,33,26.5,33,82.12,53.11,0,26.7799,0,111.06,0,0,0,29.27,12.44,0,26.33,168,10.34,26.33,72,204.54,42.5,8.84,0,78,40.91,87,6.96,41

43,10:30-10:45,70.37,0,4.2,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,11.67,33,33,35,33,79.28,53.11,0,26.7799,0,111.06,0,0,0,29.27,12.44,0,31.67,182,10.34,31.67,78,213.84,43.5,11.66,0,81,42.77,90,6.96,43

44,10:45-11:00,70.37,0,4.2,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,11.5,33,33,34.5,33,76.75,53.11,0,26.7799,0,111.06,0,0,0,29.27,12.44,0,32.33,186,10.34,32.33,79,222.88,43.5,11.5,0,84,44.57,90,6.96,43

45,11:00-11:15,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,15,33,33,45,33,73.18,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,38.33,189,10.66,38.33,81,228.4,45,15,0,86,45.68,91,6.96,43

46,11:15-11:30,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,15.33,33,33,46,33,68.8,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,38.33,189,11.34,38.33,81,228.4,45,15.34,0,87,45.68,91,6.96,44

47,11:30-11:45,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,15.67,33,33,47,33,75.37,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,38.67,189,11.66,38.67,81,228.4,46,15.66,0,88,45.68,91,6.96,44

48,11:45-12:00,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,15.83,33,33,47.5,33,81.81,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,38.67,189,12.34,38.67,81,228.4,46,15.84,0,88,45.68,91,6.96,44

49,12:00-12:15,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,16,33,33,48,33,87.43,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,37,189,9.66,37,81,228.4,46,16,0,88,45.68,91,6.96,44

50,12:15-12:30,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,16.17,33,33,48.5,33,91.52,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,36.67,189,10.66,36.67,81,228.4,46,16.16,0,88,45.68,91,6.96,44

51,12:30-12:45,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,11.67,33,33,35,33,92.01,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,37,189,11.66,37,81,230,46,11.66,0,89,46,90,6.96,43

52,12:45-13:00,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.33,4.08,0,11.83,33,33,35.5,33,92.05,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,37,189,12.66,37,81,230,46,11.84,0,89,46,90,6.96,43

53,13:00-13:15,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.79,4.18,0,16,33,33,48,33,91.28,53.11,0,26.7799,0,111.06,0,0,0,28.26,12.44,0,43.33,189,15.34,43.33,81,230,45,16,0,89,46,90,6.96,43

54,13:15-13:30,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.79,4.18,0,16.17,33,33,48.5,33,89.58,53.11,0,26.7799,0,111.06,0,0,0,28.26,12.44,0,43.33,189,15.34,43.33,81,230,45,16.16,0,89,46,90,6.96,43

55,13:30-13:45,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.79,4.18,0,16.33,33,33,49,33,61.1,53.11,0,26.7799,0,111.06,0,0,0,28.26,12.44,0,44.33,189,15.66,44.33,81,230,44.5,16.34,0,90,46,89,6.96,43

56,13:45-14:00,70.37,0,4.06,57.65,24.68,0,15.22,15.6,150.18,0,15.22,26.7799,17.79,4.18,0,16.67,33,33,50,33,65.08,53.11,0,26.7799,0,111.06,0,0,0,28.26,12.44,0,44.67,186,15.66,44.67,79,230,44.5,16.66,0,90,46,88,6.96,42

57,14:00-14:15,70.37,0,4.06,57.65,24.68,0,15.22,15.6,193.14,0,15.22,26.7799,17.79,4.36,0,17,33,33,51,33,68.4,53.11,0,26.7799,0,111.06,0,0,0,28.26,12.44,0,45.67,182,15.66,45.67,78,230,44.5,17,0,89,46,86,6.96,41

58,14:15-14:30,70.37,0,4.06,57.65,24.68,0,14.29,14.65,193.14,0,14.29,26.7799,17.79,4.36,0,17.5,33,33,52.5,33,71.04,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,46.33,175,16,46.33,75,229.5,43.5,17.5,0,89,45.9,83,6.96,40

59,14:30-14:45,70.37,0,4.06,57.65,24.68,0,13.74,14.08,231.77,0,13.74,26.7799,17.79,4.36,0,18,33,33,54,33,69.05,53.11,0,26.7799,0,111.06,0,0,0,28.76,12.44,0,47.33,172,16.34,47.33,73,227.76,43,18,0,86,45.55,83,6.96,40

60,14:45-15:00,70.37,0,4.06,62.45,24.68,0,13.19,13.52,273.05,0,13.19,26.7799,17.79,4.36,0,18.5,33,33,55.5,33,66.63,53.11,0,26.7799,0,159.34,0,0,0,28.76,12.44,0,49.33,165,16.66,49.33,70,215.86,42,18.5,0,80,43.17,80,6.96,38

61,15:00-15:15,70.37,0,4.06,76.57,24.68,0,12.59,12.9,273.05,0,12.59,24.0835,17.79,4.83,0,18.5,33,33,55.5,33,72.76,53.11,0,24.0835,0,207.63,0,0,0,28.76,12.44,0,49.33,158,17,49.33,67,203.45,41,18.5,0,75,40.69,76,6.96,37

62,15:15-15:30,70.37,0,4.06,76.57,24.68,0,12.06,12.37,273.05,0,12.06,24.0835,17.79,4.83,0,18.17,33,33,54.5,33,68.23,53.11,0,24.0835,0,227.5,0,0,0,28.76,12.44,0,49,147,17.34,49,63,187.71,38,18.16,0,70,37.54,71,6.96,34

63,15:30-15:45,70.37,0,4.06,76.57,24.68,0,11.71,12,273.05,0,11.71,24.0835,17.79,4.83,0,18,33,33,54,33,63.04,53.11,0,24.0835,0,227.5,0,0,0,28.76,12.44,0,47.67,137,16.66,47.67,58,175.05,36,18,0,65,35.01,66,6.96,32

64,15:45-16:00,70.37,0,4.06,76.57,24.68,0,10.33,10.58,273.05,0,10.33,24.0835,17.79,4.83,0,17.67,33,33,53,33,57.65,53.11,0,24.0835,0,227.5,0,0,0,28.76,12.44,0,46.33,126,16.66,46.33,54,161.88,33,17.66,0,61,32.38,61,6.96,29

65,16:00-16:15,70.37,0,3.89,76.57,24.68,0,9.66,9.9,273.05,0,9.66,24.0835,17.79,5.21,0,15,33,33,45,33,51.57,53.11,0,24.0835,0,227.5,0,0,0,28.76,12.44,0,41.67,116,14.66,41.67,49,152.44,30,15,0,55,30.49,55,6.96,27

66,16:15-16:30,70.37,0,3.89,76.57,24.68,0,8.96,9.18,273.05,0,8.96,24.0835,17.79,5.21,0,15.33,33,33,46,33,45.03,53.11,0,24.0835,0,227.5,0,0,0,29.27,12.44,0,42,102,14.66,42,43,137.3,28,15.34,0,48,27.46,51,6.96,24

67,16:30-16:45,70.37,0,3.89,76.57,24.68,0,7.49,7.69,273.05,0,7.49,24.0835,17.79,5.21,0,15.5,33,22,46.5,33,38.14,53.11,0,24.0835,0,227.5,0,0,0,29.27,12.44,0,42.67,88,14.66,42.67,37,126.63,26,15.5,0,44,25.32,46,31.68,22

68,16:45-17:00,70.37,0,3.89,76.57,24.68,0,6.46,6.62,273.05,0,6.46,24.0835,17.79,5.21,0,15.83,33,12,47.5,33,31.86,53.11,0,24.0835,0,227.5,0,0,0,29.27,12.44,0,43.33,77,14.66,43.33,33,111.02,21,15.84,0,37,22.2,41,31.28,19

69,17:00-17:15,70.37,0,3.89,76.57,24.68,0,5.3,5.44,273.05,0,5.3,24.0835,18.25,5.67,21.25,16,31.32,7,48,33,25.77,100.61,96.57,24.0835,96.57,227.5,0,48.28,24.14,29.27,12.44,0,44,63,15,44,27,84.97,18,16,0,31,16.99,36,31.41,17

70,17:15-17:30,70.37,0,3.89,76.57,24.68,0,4.35,4.45,273.05,0,4.35,24.0835,18.25,5.67,21.25,16,25.44,1,48,27,20.02,100.61,96.57,24.0835,96.57,227.5,0,48.28,24.14,30.27,12.44,0,45,53,15,45,22,66.94,15,16,0,26,13.39,32,30.96,15

71,17:30-17:45,70.37,0,3.89,76.57,24.68,0,3.27,3.36,273.05,0,3.27,24.0835,18.25,5.67,21.25,16.17,20.26,0,48.5,21.52,14.58,100.61,96.57,24.0835,96.57,227.5,0,48.28,24.14,30.27,12.44,0,45.67,39,18.34,45.67,16,52.77,12,16.16,0,22,10.55,24,29.75,11

72,17:45-18:00,70.37,0,3.89,76.57,24.68,0,2.42,2.48,273.05,0,2.42,24.0835,18.25,5.67,21.25,16.33,15.75,0,49,16.73,9.63,100.61,96.57,24.0835,96.57,227.5,0,48.28,24.14,29.27,12.44,0,47.33,28,17.66,47.33,12,42.26,8,16.34,0,15,8.45,12,28.62,6

73,18:00-18:15,70.37,0,4.68,76.57,24.68,0,1.84,1.89,273.05,0,1.84,24.0835,19.18,5.94,21.25,16.5,0,0,49.5,0,5.68,100.61,96.57,24.0835,96.57,227.5,0,48.28,24.14,30.28,12.44,0,48.33,18,17.34,48.33,7,35.31,7,16.5,0,12,7.06,7,16.46,3

74,18:15-18:30,70.37,0,5.48,87.11,24.68,0,1.35,1.39,273.05,0,1.35,23.1255,19.18,5.94,21.25,16.5,0,0,49.5,0,2.84,100.61,96.57,23.1255,96.57,262.19,0,48.28,24.14,30.28,12.44,0,47.33,11,17,47.33,4,26.67,5,16.5,0,8,5.33,3,16.54,2

75,18:30-18:45,70.37,0,6.27,76.57,24.68,0,0.65,0.67,273.05,0,0.65,23.1255,19.18,5.94,21.25,18.33,0,0,55,0,0.32,82.08,96.57,23.1255,96.57,227.5,0,48.28,24.14,30.28,12.44,0,48,7,16.66,48,3,18.6,3,18.34,0,6,3.72,1,15.77,1

76,18:45-19:00,70.37,0,6.39,76.57,24.68,0,0.38,0.39,273.05,0,0.38,23.1255,19.18,5.94,21.25,18.33,0,0,55,0,0,53.11,96.57,23.1255,96.57,227.5,0,48.28,24.14,30.79,12.44,0,47,4,16.34,47,1,11.38,2,18.34,0,4,2.27,0,15.11,0

