Block,Time,NJPC,NLCIIST1,NNTPP,RIHAND2,RIHAND3,TANDA2,TelanganaSTPP,UNCHAHAR4,AURY_GF,DHAULIGNGA,KGSU1AND2,KGSU3AND4,PARBATI3,RIHAND1,TALA,TALST2,AURY_LF,AURY_RF,DADRI_CRF,DADRI_RF,DADRT2,DULHASTI,KUDGI,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA1,KISHANGANGA,KOTESHWR,MAPS,NLCEXP,ANTA_LF,AURY_CRF,DADRI_GF,JHAJJAR,KKNPPU2,NLCIIST2,NLCTS2EXP,RAMPUR,SALAL,TEHRI,ANTA_RF,CHAMERA3,FSTPP I & II,KHSTPP-II,RAPPB,RSTPSU1TO6,UNCHAHAR1,VALLURNTECL,BSIUL,KHSTPP-I,KKNP,NTPL,RAPPC,SEWA2,SIMHST2,SINGRAULI,TANAKPUR,URI2,ANTA_CRF,DADRI_LF,BRBCL,CHAMERA2,KOLDAM,NAPP,RSTPSU7,SASAN,UNCHAHAR3,URI,ANTA_GF
10,02:15-02:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,44.42,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,20.97,0

11,02:30-02:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,44.21,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,20.97,0

12,02:45-03:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,44.21,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,20.97,0

13,03:00-03:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.2,0,44.42,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,20.97,0

14,03:15-03:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.2,0,44.42,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,20.97,0

15,03:30-03:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.2,0,44.42,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,20.97,0

16,03:45-04:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.2,0,44.52,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,20.97,0

17,04:00-04:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,0,44.52,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,35.33,0

18,04:15-04:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,0,44.52,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,35.33,0

19,04:30-04:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,12.1,44.52,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,35.33,0

20,04:45-05:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,12.1,44.52,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,35.33,0

21,05:00-05:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,24.19,44.52,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,35.33,0

22,05:15-05:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,36.29,44.52,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,418.77,26.4,35.33,0

23,05:30-05:45,18.94,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,36.29,44.73,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,393.75,26.4,35.33,0

24,05:45-06:00,18.94,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,36.29,44.73,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,365.62,26.4,35.33,0

25,06:00-06:15,41.67,0,0,118.76,62.16,0,0,0,0,0,0,0,3.57,92,0,0,0,70.81,0,59.73,682.78,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,36.29,44.73,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,337.5,26.4,35.33,0

26,06:15-06:30,58.05,0,0,118.76,62.16,0,0,0,0,0,0,0,16.54,92,0,0,0,70.81,0,59.73,682.78,16.48,0,0,0.71,42.39,0,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,48.38,44.73,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,39.51,0,20.29,0,337.5,26.4,35.33,0

27,06:30-06:45,83.33,0,0,118.76,62.16,0,0,0,0,0,0,0,16.54,92,0,0,0,70.81,0,59.73,682.79,32.96,0,0,0.71,42.39,14.05,0,17.75,0,0,0,0,0,434.65,0,0,0,0,54.61,48.38,44.73,9.68,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,39.51,0,20.29,0,337.5,26.4,35.33,0

28,06:45-07:00,113.64,0,0,118.76,62.16,0,0,0,0,7.92,0,0,16.54,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.71,42.39,28.1,0,39.05,0,0,0,0,0,434.65,0,0,0,0,54.61,49.9,44.73,29.06,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.79,0,139.69,0,24.21,0,0,20,39.51,0,20.29,0,337.5,26.4,35.33,0

29,07:00-07:15,113.64,0,0,118.76,62.16,0,0,0,0,15.85,0,0,16.54,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.71,42.39,28.1,0,39.05,0,0,0,0,0,434.65,0,0,0,0,54.61,49.9,44.73,29.06,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.79,0,139.69,0,24.21,0,0,20,39.51,0,20.29,0,337.5,26.4,33.12,0

30,07:15-07:30,113.64,0,0,118.76,62.16,0,0,0,0,15.85,0,0,16.54,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.71,42.39,28.1,0,39.05,0,0,0,0,0,434.65,0,0,0,0,54.61,49.9,44.73,29.06,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.79,0,139.69,0,24.21,0,0,20,39.51,0,20.29,0,337.5,26.4,33.12,0

31,07:30-07:45,113.64,0,0,118.76,62.16,0,0,0,0,15.85,0,0,16.54,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.71,42.39,28.1,0,39.05,0,0,0,0,0,434.65,0,0,0,0,54.61,49.9,44.73,29.06,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.79,0,139.69,0,26.9,0,0,20,39.51,0,20.29,0,309.38,26.4,33.12,0

32,07:45-08:00,113.64,0,0,118.76,62.16,0,0,0,0,15.85,0,0,3.82,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.71,42.39,28.1,0,39.05,0,0,0,0,0,434.65,0,0,0,0,54.61,49.9,44.73,29.06,20.8,148.3,0,0,19.98,0,0,45.53,0,0,25.76,16.79,0,139.69,0,26.9,0,0,20,39.51,0,20.29,0,281.25,26.4,33.12,0

33,08:00-08:15,113.64,0,0,118.76,62.16,0,0,0,0,15.85,0,0,0,92,0,0,0,70.81,0,59.73,682.79,49.43,0,0,0.71,42.39,28.1,0,39.05,0,0,0,0,0,434.65,0,0,0,0,54.61,49.9,44.52,29.06,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.79,0,139.69,0,32.28,0,0,20,39.51,0,20.29,0,253.12,26.4,33.12,0

34,08:15-08:30,113.64,0,0,118.76,62.16,0,0,0,0,7.92,0,0,0,92,0,0,0,70.81,0,59.73,682.79,32.96,0,0,0.71,42.39,28.1,0,17.75,0,0,0,0,0,434.65,0,0,0,0,54.61,48.63,44.42,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,13.17,0,20.29,0,236.25,26.4,33.12,0

35,08:30-08:45,83.43,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,682.79,16.48,0,0,0.71,42.39,28.1,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,48.63,44.42,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,26.34,0,20.29,0,236.25,26.4,33.12,0

36,08:45-09:00,58.05,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,682.79,16.48,0,0,0.71,42.39,28.1,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,36.29,44.42,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,26.34,0,20.29,0,236.25,26.4,33.12,0

37,09:00-09:15,41.67,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,682.79,16.48,0,0,0.71,42.39,28.1,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,36.29,44.21,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,26.34,0,20.29,0,236.25,26.4,33.12,0

38,09:15-09:30,20.26,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,682.79,16.48,0,0,0.71,42.39,42.15,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,48.63,43.99,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,26.34,0,20.29,0,236.25,26.4,33.12,0

39,09:30-09:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,682.79,16.48,0,0,0.71,42.39,42.15,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,48.63,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,26.34,0,20.29,0,236.25,26.4,37.53,0

40,09:45-10:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,638.72,16.48,0,0,0.71,42.39,42.15,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,48.63,43.57,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,26.34,0,20.29,0,236.25,26.4,37.53,0

41,10:00-10:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,598.68,16.48,0,0,0.71,42.39,42.15,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,48.63,43.47,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,13.17,0,20.29,0,236.25,26.4,37.53,0

42,10:15-10:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,42.15,0,8.87,0,0,0,0,0,434.65,0,0,0,0,54.61,36.29,43.26,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,32.28,0,0,20,13.17,0,20.29,0,236.25,26.4,37.53,0

43,10:30-10:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.19,43.05,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,236.25,26.4,37.53,0

44,10:45-11:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,16.48,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,12.16,42.84,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,13.17,0,20.29,0,236.25,26.4,37.53,0

45,11:00-11:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,37.63,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,42.73,0,20.8,148.3,0,0,17.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,21.53,0,0,20,0,0,20.29,0,236.25,23.77,37.53,0

46,11:15-11:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,42.52,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,21.53,0,0,20,0,0,20.29,0,236.25,26.4,37.53,0

47,11:30-11:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,42.52,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,6.79,21.53,0,0,20,0,0,20.29,0,236.25,26.4,37.53,0

48,11:45-12:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,42.32,0,18.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,6.79,21.53,0,0,20,0,0,20.29,0,236.25,26.4,37.53,0

49,12:00-12:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,42.32,0,19.79,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,5.76,32.28,0,0,20,0,0,20.29,0,236.25,26.4,37.53,0

50,12:15-12:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,42,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,5.76,32.28,0,0,20,0,0,20.29,0,236.25,26.4,37.53,0

51,12:30-12:45,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,41.9,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,5.76,24.21,0,0,20,0,0,20.29,0,236.25,26.4,33.12,0

52,12:45-13:00,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,41.9,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,5.76,24.21,0,0,20,0,0,20.29,0,236.25,26.4,33.12,0

53,13:00-13:15,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,41.9,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,0,0,20.29,0,236.25,26.4,33.12,0

54,13:15-13:30,0,0,0,118.76,62.16,0,0,0,0,0,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,41.68,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,12,0,20.29,0,236.25,26.4,33.12,0

55,13:30-13:45,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,41.68,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,12,0,20.29,0,236.25,26.4,33.12,0

56,13:45-14:00,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,0,41.48,0,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,12,0,20.29,0,236.25,26.4,33.12,0

57,14:00-14:15,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,12.41,41.48,9.68,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,12,0,20.29,0,247.5,26.4,33.12,0

58,14:15-14:30,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,12.41,41.48,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,12,0,20.29,0,258.75,26.4,33.12,0

59,14:30-14:45,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.83,41.48,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,12,0,20.29,0,270,26.4,33.12,0

60,14:45-15:00,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.83,41.48,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,24.21,0,0,20,12,0,20.29,0,281.25,26.4,33.12,0

61,15:00-15:15,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.83,41.48,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,26.9,0,0,20,26.34,0,20.29,0,292.5,26.4,28.71,0

62,15:15-15:30,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.83,41.48,19.35,20.8,148.3,0,0,19.98,0,0,45.83,0,0,25.76,16.53,0,139.69,0,26.9,0,0,20,39.51,0,20.29,0,303.75,26.4,28.71,0

63,15:30-15:45,0,0,0,118.76,62.16,0,0,0,0,9.14,0,0,0,92,0,0,0,70.81,0,59.73,683.14,0,0,0,0.71,42.39,42.66,0,8.87,0,0,0,0,0,434.65,0,0,0,0,55.77,24.83,41.48,19.35,20.8,148.3,0,0,18.27,0,0,45.83,0,0,25.76,16.53,0,139.69,0,26.9,0,0,20,39.51,0,20.29,0,315,26.4,28.71,0

