Block,Time,CHAMERA2,KHSTPP-I,NLCEXP,RAMPUR,UNCHAHAR2,ANTA_CRF,BSIUL,JHAJJAR,KGSU1AND2,NLCTS2EXP,NNTPP,RAPPB,RAPPC,RIHAND2,SINGRAULI,TEHRI,DADRI_GF,DADRI_LF,CHAMERA1,KOLDAM,KOTESHWR,NTPL,SINGRAULI_HYDRO,TALST2,ANTA_RF,DADRI_CRF,MAPS,NLCIIST1,RIHAND3,SIMHST1,UNCHAHAR3,UNCHAHAR4,URI,BRBCL,DHAULIGNGA,KGSU3AND4,KHSTPP-II,KISHANGANGA,SALAL,SASAN,ANTA_LF,AURY_RF,CHAMERA3,DULHASTI,NAPP,PARBATI3,RIHAND1,RSTPSU1TO6,SIMHST2,TANDA2,TelanganaSTPP,UNCHAHAR1,URI2,VALLURNTECL,AURY_CRF,KUDGI,NLCIIST2,RSTPSU7,SEWA2,ANTA_GF,AURY_LF,DADRI_RF,DADRT2,FSTPP I & II,KKNP,KKNPPU2,NJPC,TALA,TANAKPUR,AURY_GF
22,05:15-05:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,45.04,0,0,0,124.33,0,26.4,0,0.66,18.02,0,0,148.3,0,1.4,193.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,18.94,0,1.28,0

23,05:30-05:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,45.04,0,0,0,124.33,0,26.4,0,0.66,18.02,0,0,148.3,0,1.4,193.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,18.94,0,1.28,0

24,05:45-06:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,45.04,0,0,0,124.33,0,26.4,0,0.66,18.02,0,0,148.3,0,1.4,193.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,18.94,0,1.28,0

25,06:00-06:15,2,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,45.04,0,0,0,124.33,0,26.4,0,0.66,18.02,0,0,148.3,0,1.4,193.5,0,53.75,0,16.48,44.11,3.82,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,46.78,0,1.28,0

26,06:15-06:30,3.34,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,44.8,0,23.56,0,0,17.75,0,0,0,45.04,0,0,0,124.33,0,26.4,0,0.66,18.02,0,0,148.3,0,1.4,193.5,0,53.75,0,16.48,44.11,16.54,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,70.17,0,1.28,0

27,06:30-06:45,7.99,33.69,0,0,42.39,0,2.2,651.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,12.01,0,26.62,0,0,0,45.26,0,0,0,124.33,0,26.4,0,0.66,18.02,7.92,0,148.3,0,1.4,193.5,0,53.75,9.68,32.96,44.11,16.54,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,93.56,0,1.28,0

28,06:45-07:00,31.99,33.69,0,0,42.39,0,13.04,620.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,12.25,0,39.05,0,0,0,45.26,0,0,0,124.33,0,26.4,0,0.66,18.02,27.41,0,148.3,0,1.4,193.5,0,53.75,29.06,32.96,44.11,16.54,92,0,0,0,0,10.28,4.31,0,0,0,0,0,7.9,0,0,69.05,682.79,20.8,0,0,116.95,0,1.28,0

29,07:00-07:15,31.99,33.69,0,0,42.39,0,13.04,591.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,45.26,0,0,0,124.33,0,26.4,0,1.33,18.02,27.41,0,148.3,0,1.4,193.5,0,53.75,29.06,32.96,44.11,16.54,92,0,0,0,0,10.28,4.31,0,0,0,0,0,7.9,0,0,69.05,682.79,20.8,0,0,116.95,0,1.28,0

30,07:15-07:30,31.99,33.69,0,0,42.39,0,13.04,591.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,45.26,0,0,0,124.33,0,26.4,0,1.33,18.02,27.41,0,148.3,0,1.4,193.5,0,53.75,29.06,32.96,44.11,16.54,92,0,0,0,0,10.28,4.31,0,0,0,0,0,7.9,0,0,69.05,682.79,20.8,0,0,116.95,0,1.28,0

31,07:30-07:45,31.99,33.69,0,0,42.39,0,13.04,591.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,45.26,0,0,0,124.33,0,26.4,0,26.49,18.02,27.41,0,148.3,0,1.4,193.5,0,53.75,29.06,32.96,44.11,16.54,92,0,0,0,0,10.28,4.31,0,0,0,0,0,8.19,0,0,69.05,682.79,20.8,0,0,116.95,0,1.28,0

32,07:45-08:00,31.99,33.69,0,0,42.39,0,13.04,591.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,45.26,0,0,0,124.33,0,26.4,0,26.49,18.02,27.41,0,148.3,0,1.4,193.5,0,53.75,29.06,32.96,44.11,3.57,92,0,0,0,0,10.28,4.31,0,0,0,0,0,8.19,0,0,69.05,682.78,20.8,0,0,116.95,0,1.28,0

33,08:00-08:15,31.99,33.69,0,0,42.39,0,13.04,570.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,45.26,0,0,0,124.33,0,26.4,0,26.49,18.02,27.41,0,148.3,0,1.4,202.5,0,53.75,19.38,32.96,44.11,0,92,0,0,0,0,10.28,10.76,0,0,0,0,0,8.19,0,0,69.05,682.79,20.8,0,0,93.56,0,1.28,0

34,08:15-08:30,31.99,33.69,0,0,42.39,0,13.04,560.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,28.1,0,39.05,0,0,0,45.26,0,0,0,124.33,0,26.4,0,26.49,18.02,15.92,0,148.3,0,1.4,213.75,0,53.75,19.38,32.96,44.11,0,92,0,0,0,0,10.28,10.76,0,0,0,0,0,8.19,0,0,69.05,682.78,20.8,0,0,70.17,0,1.28,0

35,08:30-08:45,4,33.69,0,0,42.39,0,2.2,580.98,0,0,0,0,53.8,118.76,139.69,62.24,0,23.56,12.01,0,19.72,0,0,0,44.94,0,0,0,124.33,0,26.4,0,3.31,18.02,15.92,0,148.3,0,1.4,225,0,53.75,1.27,16.48,44.11,0,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,46.78,0,7.81,0

36,08:45-09:00,0,33.69,0,0,42.39,0,0,570.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,0,0,8.87,0,0,0,44.94,0,0,0,124.33,0,26.4,0,2.21,18.02,7.92,0,148.3,0,1.4,236.25,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,46.78,0,7.81,0

37,09:00-09:15,0,33.69,0,0,42.39,0,0,535.98,0,0,0,0,53.8,118.76,139.69,46.68,0,23.56,0,0,8.87,0,0,0,44.42,0,0,0,124.33,0,26.4,0,3.31,18.02,0,0,148.3,0,1.4,247.5,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,46.78,0,7.81,0

38,09:15-09:30,0,33.69,0,0,42.39,0,0,535.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,44.42,0,0,0,124.33,0,26.4,0,26.49,18.02,0,0,148.3,0,1.4,258.75,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,10.76,0,0,0,0,0,0,0,0,69.05,682.79,20.8,0,0,23.39,0,7.81,0

39,09:30-09:45,0,33.69,0,0,42.39,0,0,535.98,0,0,0,0,53.8,118.76,139.69,31.13,0,23.56,0,0,8.87,0,0,0,44.42,0,0,0,124.33,0,26.4,0,26.49,20,0,0,148.3,0,1.4,270,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,682.79,19.88,0,0,20.93,0,7.81,0

40,09:45-10:00,0,33.69,0,0,42.39,0,0,535.98,0,0,0,0,53.8,118.76,139.69,30.49,0,23.56,0,0,8.87,0,0,0,44.1,0,0,0,124.33,0,26.4,0,26.49,20,0,0,148.3,0,1.4,270,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,7.81,0

41,10:00-10:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,29.86,0,23.56,0,0,8.87,0,0,0,43.89,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,1.4,270,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

42,10:15-10:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,29.86,0,23.56,0,0,8.87,0,0,0,43.89,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,1.4,270,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

43,10:30-10:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,29.86,0,23.56,0,0,8.87,0,0,0,43.68,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,1.4,270,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

44,10:45-11:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,29.86,0,23.56,0,0,8.87,0,0,0,43.68,0,0,0,124.33,0,26.4,0,3.31,20,0,0,148.3,0,1.4,270,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

45,11:00-11:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,29.86,0,23.56,0,0,8.87,0,0,0,43.47,0,0,0,124.33,0,26.4,0,1.66,20,0,0,148.3,0,1.4,270,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

46,11:15-11:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,29.86,0,23.56,0,0,8.87,0,0,0,43.47,0,0,0,124.33,0,26.4,0,1.66,20,0,0,148.3,0,1.4,270,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

47,11:30-11:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,29.86,0,23.56,0,0,8.87,0,0,0,43.05,0,0,0,124.33,0,26.4,0,1.66,20,0,0,148.3,0,1.4,292.5,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

48,11:45-12:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,29.86,0,23.56,0,0,8.87,0,0,0,43.05,0,0,0,124.33,0,26.4,0,1.66,20,0,0,148.3,0,1.4,303.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

49,12:00-12:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.56,0,23.56,0,0,8.87,0,0,0,42.84,0,0,0,124.33,0,26.4,0,1.11,20,0,0,148.3,0,1.4,315,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

50,12:15-12:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.56,0,23.56,0,0,8.87,0,0,0,42.84,0,0,0,124.33,0,26.4,0,1.11,20,0,0,148.3,0,1.4,326.25,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,19.88,0,0,0,0,2.05,0

51,12:30-12:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.56,0,23.56,0,0,8.87,0,0,0,42.84,0,0,0,124.33,0,26.4,0,1.11,20,0,0,148.3,0,1.4,337.5,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

52,12:45-13:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.56,0,23.56,0,0,8.87,0,0,0,42.84,0,0,0,124.33,0,26.4,0,1.11,20,0,0,148.3,0,1.4,348.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

53,13:00-13:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,42.63,0,0,0,124.33,0,26.4,0,1.11,20,0,0,148.3,0,1.4,348.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

54,13:15-13:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,42.63,0,0,0,124.33,0,26.4,0,1.11,20,0,0,148.3,0,1.4,348.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

55,13:30-13:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,42.63,0,0,0,124.33,0,26.4,0,1.11,20,0,0,148.3,0,1.4,348.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

56,13:45-14:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,42.63,0,0,0,124.33,0,26.4,0,1.11,20,0,0,148.3,0,1.4,348.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

57,14:00-14:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,42.52,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,348.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

58,14:15-14:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,42.52,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,348.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

59,14:30-14:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,0,0,23.56,0,0,8.87,0,0,0,42.52,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,348.75,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

60,14:45-15:00,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.56,0,23.56,0,0,8.87,0,0,0,42.52,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,360,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

61,15:00-15:15,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.56,0,23.56,0,0,8.87,0,0,0,42.73,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,371.25,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

62,15:15-15:30,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.56,0,23.56,0,0,8.87,0,0,0,42.73,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,382.5,0,53.75,0,0,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

63,15:30-15:45,0,33.69,0,0,42.39,0,0,651.98,0,0,0,0,53.8,118.76,139.69,15.56,0,23.56,0,0,8.87,0,0,0,42.73,0,0,0,124.33,0,26.4,0,0.66,20,0,0,148.3,0,1.4,393.75,0,53.75,0,16.48,44.11,0,92,0,0,0,0,10.28,4.31,0,0,0,0,0,0,0,0,69.05,683.14,20.8,0,0,0,0,2.05,0

