Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NLCEXP,TALST2,NNTPP,SIMHST2,RSTPSU1TO6,VALLURNTECL,SIMHST1,RSTPSU7,NTPL,TelanganaSTPP,NLCIIST1,NLCIIST2,NLCTS2EXP,KKNP,MAPS,KUDGI,KKNPPU2,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
51,12:30-12:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,2.780217,48.499828,482.443799,0,51.128,0,5.124,33.12,42.14808,6.5208,0,100.480604,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,388.125

52,12:45-13:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,5.560434,48.499828,482.443799,0,65.072,0,5.124,33.12,42.14808,6.5208,0,100.480604,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,394.875

53,13:00-13:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,5.124,38.64,42.14808,13.0416,0,100.480604,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,400.5

54,13:15-13:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,80.178,0,5.124,38.64,42.14808,13.0416,0,100.480604,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,406.125

55,13:30-13:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,80.178,0,5.124,38.64,42.14808,13.0416,0,100.480604,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,410.625

56,13:45-14:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,5.124,33.12,42.14808,13.0416,0,100.480604,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,410.625

57,14:00-14:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,5.124,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,410.625

58,14:15-14:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,44.906625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,5.124,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.07,0,20.0018,410.625

59,14:30-14:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,43.606625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,5.124,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,410.625

60,14:45-15:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,5.124,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,410.625

61,15:00-15:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,5.124,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,410.625

62,15:15-15:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,5.124,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,410.625

63,15:30-15:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,0,613.715947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,12.1695,33.12,42.14808,6.5208,0,99.122758,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,414

64,15:45-16:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,0,603.315947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,482.443799,0,75.53,0,12.1695,33.12,42.14808,6.5208,0,99.122758,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,414

65,16:00-16:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,0,602.315947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,324.043799,0,75.53,0,5.124,33.12,42.14808,6.5208,0,97.764912,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,414

66,16:15-16:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,0,610.515947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,324.043799,0,75.53,0,5.124,33.12,42.14808,6.5208,0,97.764912,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,414

67,16:30-16:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,0,602.315947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,257.443799,0,75.53,0,3.843,33.12,42.14808,6.5208,0,97.764912,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,414

68,16:45-17:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,12.685976,595.315947,179.962454,59.175403,10.235073,34.831253,10.884034,47.405245,8.340651,48.499828,275.343799,0,75.53,0,3.843,33.12,42.14808,6.5208,0,97.764912,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,414

69,17:00-17:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,12.685976,613.715947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.340651,48.499828,482.443799,0,75.53,0,12.1695,33.12,42.14808,6.5208,0,97.764912,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,414

70,17:15-17:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.038981,104.927443,5.534073,43.606625,12.685976,613.715947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.340651,48.499828,482.443799,0,75.53,0,12.1695,33.12,42.14808,6.5208,0,97.764912,0,0,0,0,0,78.916487,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,18.348,0,20.0018,414

71,17:30-17:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,0,37.890519,27.638981,104.927443,5.534073,43.606625,12.685976,613.715947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.340651,48.499828,482.443799,0,75.53,0,3.843,33.12,42.14808,6.5208,0,97.764912,0,0,0,0,0,78.916488,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

72,17:45-18:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,10.597614,37.890519,27.638981,104.927443,5.534073,44.906625,12.685976,613.715947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.340651,48.499828,482.443799,0,75.53,0,3.843,33.12,42.14808,6.5208,0,97.764912,0,0,0,0,0,77.57892,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

73,18:00-18:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.630299,0,1.082873,21.195229,37.890519,27.638981,104.927443,5.534073,44.906625,18.800617,688.715947,179.962454,59.175403,10.235073,34.831253,32.652103,47.405245,8.340651,48.499828,482.443799,0,75.53,0,3.843,33.12,42.14808,1.1,0,97.764912,0,0,0,0,0,77.578921,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

74,18:15-18:30,67.990882,127.380717,121.484996,7.628735,6.745516,94.455943,22.630299,0,1.082873,31.792843,37.890519,27.038981,104.927443,5.534073,43.606625,18.800617,688.715947,179.962454,59.175403,10.235073,34.831253,32.652103,47.405245,8.340651,48.499828,482.443799,0,75.53,0,3.843,33.12,42.14808,2.2,0,97.764912,0,0,0,0,0,80.254057,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

75,18:30-18:45,67.990882,127.380717,121.484996,6.102988,6.745516,94.455943,22.230299,0,1.082873,44.302809,37.890519,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,32.652103,47.405245,8.340651,48.499828,472.943799,9.798912,75.53,0,3.843,33.12,42.14808,3.3,0,97.764912,0,0,0,0,0,77.578921,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

76,18:45-19:00,67.990882,127.380717,121.484996,9.154482,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,9.798912,75.53,0,3.843,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,47.574867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

77,19:00-19:15,67.990882,127.380717,121.484996,58.790083,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,9.798912,75.53,0,3.843,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

78,19:15-19:30,67.990882,127.380717,121.484996,58.790083,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,9.798912,75.53,0,3.843,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

79,19:30-19:45,67.990882,127.380717,121.484996,58.790083,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,9.798912,75.53,0,12.1695,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

80,19:45-20:00,67.990882,127.380717,121.484996,58.790083,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,9.798912,75.53,0,3.843,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,47.574866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

81,20:00-20:15,67.990882,127.380717,121.484996,58.790083,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,9.798912,75.53,0,3.843,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

82,20:15-20:30,67.990882,127.380717,121.484996,58.790083,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,9.798912,75.53,0,12.1695,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

83,20:30-20:45,67.990882,127.380717,121.484996,19.529561,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,9.798912,75.53,0,3.843,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

84,20:45-21:00,67.990882,127.380717,121.484996,16.783217,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,7.7,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

85,21:00-21:15,67.990882,127.380717,121.484996,16.783217,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,7.7,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

86,21:15-21:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,7.7,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

87,21:30-21:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,7.7,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

88,21:45-22:00,67.990882,127.380717,121.484996,4.272091,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,19.597823,75.53,0,12.1695,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

89,22:00-22:15,67.990882,127.380717,121.484996,4.272091,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,19.6614,0,97.764912,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

90,22:15-22:30,67.990882,127.380717,121.484996,4.272091,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,19.6614,0,99.122758,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

91,22:30-22:45,67.990882,127.380717,121.484996,4.272091,6.922624,94.455943,22.230299,0,1.082873,45.577709,39.149702,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,182.023944,59.175403,10.235073,34.831253,43.536137,47.405245,8.340651,49.907044,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,19.6614,0,99.122758,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

92,22:45-23:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,104.927443,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,32.652103,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

93,23:00-23:15,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,98.484964,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

94,23:15-23:30,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,98.484964,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

95,23:30-23:45,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,98.484964,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,3.843,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

96,23:45-24:00,67.990882,127.380717,121.484996,4.272091,6.745516,94.455943,22.230299,0,1.082873,42.390457,37.890519,27.038981,98.484964,5.534073,43.606625,18.800617,685.215947,179.962454,59.175403,10.235073,34.831253,21.768069,47.405245,8.214278,48.499828,472.943799,19.597823,75.53,0,12.1695,33.12,42.14808,13.0416,0,99.122758,0,0,0,0,0,77.578921,0,48.226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,17.514,0,20.0018,414

