Block,Time Block,KOTESHWR,KUDGI,KKNPPU2,KOLDAM,KKNP,KISHANGANGA,RAMPUR,PARBATI3,NTPL,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KHSTPP-II,KHSTPP-I,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRT2,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,DADRI_GF,ANTA_CRF,ANTA_RF,DADRI_CRF,ANTA_LF,AURY_LF,AURY_GF,DADRI_RF,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,BRBCL,MAPS,NJPC,NAPP,RIHAND2,SASAN,TANDA2,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TALST2,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,TANAKPUR,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
29,07:00-07:15,18.92,0,0,0,0,0,0,31.76,0,0,0,0,0,0,142.31,43.11,36.13,47.43,15.47,235.52,0,0,210.7,11.37,27.89,18.77,25.28,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,37.61,29.87,14.86,0,0,18.07,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,2.24,10.11,99.95,119.3,0,0,0,0,0,0

30,07:15-07:30,18.92,0,0,0,0,0,0,31.76,0,0,0,0,0,0,122.66,37.16,36.13,47.43,15.47,235.52,0,0,234.69,0,27.89,18.77,25.28,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,37.61,29.87,14.86,0,0,18.07,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,13.39,5.06,99.95,119.3,0,0,0,0,0,0

31,07:30-07:45,8.51,0,0,0,0,0,0,31.76,0,0,0,0,0,0,122.66,37.16,26.37,31.63,15.47,235.52,0,0,258.68,0,18.58,6.26,25.28,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,2.65,14.33,14.86,0,0,18.07,14.38,0,109.05,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,76.17,0,99.95,119.3,0,0,0,0,0,0

32,07:45-08:00,8.51,0,0,0,0,0,0,4.88,0,0,0,0,0,0,122.66,37.16,17.49,31.63,15.47,235.52,0,0,282.67,0,9.29,1.06,25.28,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,18.07,14.38,0,81.97,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,76.17,0,99.95,119.3,0,0,0,0,0,0

33,08:00-08:15,8.51,0,0,0,0,0,0,2.45,0,0,0,0,0,0,122.66,37.16,8.74,31.63,14.05,235.52,0,0,287.29,0,9.29,0,25.28,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,18.07,14.39,0,70.97,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,76.17,0,99.95,119.3,0,0,0,0,0,0

34,08:15-08:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,8.74,31.63,13.91,235.52,0,0,287.29,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,18.07,14.39,0,39.99,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,76.17,0,99.95,119.3,0,0,0,0,0,0

35,08:30-08:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,8.74,31.63,13.91,235.52,0,0,258.68,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,22.45,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,13.39,0,99.95,119.3,0,0,0,0,0,0

36,08:45-09:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,8.74,31.63,13.91,235.52,0,0,210.7,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,22.45,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,99.95,119.3,0,0,0,0,0,0

37,09:00-09:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,0,15.81,13.91,235.52,0,0,180.27,0,0,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,99.95,119.3,0,0,0,0,0,0

38,09:15-09:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,0,15.81,13.91,235.52,0,0,180.27,0,0,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,2.65,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,99.95,119.3,0,0,0,0,0,0

39,09:30-09:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,0,15.81,13.91,235.52,0,0,180.27,0,0,0,12.64,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,37.61,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,11.43,0,12.26,0,99.95,119.3,0,0,0,0,0,0

40,09:45-10:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,0,15.81,13.91,235.52,0,0,180.27,0,0,0,12.64,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,37.61,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,99.95,119.3,0,0,0,0,0,0

41,10:00-10:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,0,15.81,13.91,235.52,0,0,180.27,0,0,0,12.64,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,2.65,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,99.95,119.3,0,0,0,0,0,0

42,10:15-10:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,37.16,0,15.81,13.91,235.52,0,0,180.27,0,0,0,12.64,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,99.95,119.3,0,0,0,0,0,0

43,10:30-10:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66,31.73,0,31.63,13.91,235.52,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,99.95,119.3,0,0,0,0,0,0

44,10:45-11:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.73,0,31.63,13.91,235.52,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,99.95,119.3,0,0,0,0,0,0

45,11:00-11:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.73,0,31.63,13.91,235.52,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,12.26,0,99.95,119.3,0,0,0,0,0,0

46,11:15-11:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.73,0,31.63,13.91,235.52,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,12.26,0,99.95,119.3,0,0,0,0,0,0

47,11:30-11:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.73,0,31.63,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,12.26,0,86.78,119.3,0,0,0,0,0,0

48,11:45-12:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.73,0,31.63,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,12.26,0,86.78,119.3,0,0,0,0,0,0

49,12:00-12:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.73,0,15.81,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,12.26,0,86.78,119.3,0,0,0,0,0,0

50,12:15-12:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.73,0,15.81,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,12.26,0,86.78,119.3,0,0,0,0,0,0

51,12:30-12:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.46,0,15.81,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,12.26,0,86.78,119.3,0,0,0,0,0,0

52,12:45-13:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,31.46,0,15.81,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,5.53,0,12.26,0,86.78,119.3,0,0,0,0,0,0

53,13:00-13:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,125.35,31.46,0,15.81,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,37.61,0,14.86,0,0,4.39,14.39,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,11.43,0,12.26,0,86.78,119.3,0,0,0,0,0,0

54,13:15-13:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,125.35,31.46,0,15.81,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,37.61,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,11.43,0,12.26,0,86.78,119.3,0,0,0,0,0,0

55,13:30-13:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,125.35,31.46,0,15.81,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

56,13:45-14:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,125.35,31.46,0,15.81,13.91,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

57,14:00-14:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,125.35,28.99,0,31.63,15.01,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

58,14:15-14:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,0,31.63,17.2,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

59,14:30-14:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,0,31.63,17.2,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,20.9,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

60,14:45-15:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,0,31.63,17.2,231.46,0,0,180.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,22.45,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

