Block,Time,CHAMERA2,KKNP,KOTESHWR,RAPPD,RSTPSU7,SASAN,TALA,CHAMERA1,DHAULIGNGA,FSTPP I & II,KHSTPP-II,NNTPP,PARBATI2,RAPPC,SALAL,VALLURNTECL,AURY_LF,CHAMERA3,DULHASTI,KISHANGANGA,NAPP,RSTPSU1TO6,DADRI_LF,DADRT2,KUDGI,NLCTS2EXP,PARBATI3,RAPPB,RIHAND1,TANAKPUR,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,ANTA_LF,KGSU3AND4,SIMHST1,SIMHST2,SINGRAULI,AURY_GF,BSIUL,JHAJJAR,KGSU1AND2,MAPS,NJPC,NLCEXP,NLCIIST1,RAMPUR,RIHAND3,TALST2,TANDA2,UNCHAHAR3,DADRI_CRF,DADRI_GF,DADRI_RF,BRBCL,KHSTPP-I,KKNPPU2,NLCIIST2,ANTA_GF,AURY_CRF,KOLDAM,NTPL,RIHAND2,SEWA2,SINGRAULI_HYDRO,TEHRIPSP,URI,ANTA_CRF,ANTA_RF,AURY_RF
54,13:15-13:30,31.4,0,10.14,23.87,0,279.18,28.22,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,48.16,79.22

55,13:30-13:45,31.4,0,10.14,23.87,0,279.18,28.22,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,48.16,79.22

56,13:45-14:00,31.4,0,0,23.87,0,279.18,28.34,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,48.16,79.22

57,14:00-14:15,31.4,0,0,23.87,0,279.18,28.34,32.39,42.46,18.76,98.87,0,11.25,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,11.91,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,47.53,79.22

58,14:15-14:30,31.4,0,0,23.87,0,279.18,28.34,32.39,42.46,18.76,98.87,0,11.25,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,11.91,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,47.53,79.22

59,14:30-14:45,31.4,0,0,23.87,0,279.18,22.84,32.39,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,11.91,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,47.53,79.22

60,14:45-15:00,31.4,0,10.14,23.87,0,279.18,22.84,32.39,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,11.91,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,47.53,79.22

61,15:00-15:15,47.12,0,10.14,23.87,0,279.18,22.84,32.39,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,11.91,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,47.53,79.22

62,15:15-15:30,47.12,0,10.14,23.87,0,279.18,22.84,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,11.91,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,36.43,0,47.53,79.22

63,15:30-15:45,47.12,0,10.14,23.87,0,279.18,22.4,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,35.68,0,98.32,3.85,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,47.53,79.22

64,15:45-16:00,47.12,0,10.14,23.87,0,279.18,22.25,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,35.68,0,98.32,3.85,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,47.53,79.22

65,16:00-16:15,47.12,0,3.95,23.87,0,274.5,21.99,37.92,42.46,18.76,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.38,0,0,35.68,0,98.32,3.85,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.36,0,125.27,12.22,0,0,48.57,0,46.9,79.22

66,16:15-16:30,47.12,0,0,23.87,0,274.5,21.99,32.39,42.46,18.76,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.38,0,0,35.68,0,98.32,11.91,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,7.13,0,125.27,12.22,0,0,48.57,0,46.9,79.22

67,16:30-16:45,38.14,0,0,23.87,0,274.5,22.44,42.15,42.46,18.76,98.87,0,11.25,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,549.38,0,0,37.17,0,98.32,11.91,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,7.13,0,125.27,12.22,0,0,48.57,0,46.27,79.22

68,16:45-17:00,38.14,0,10.14,23.87,0,274.5,22.44,42.15,42.46,18.76,98.87,0,11.25,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,549.38,0,0,37.17,0,98.32,11.91,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

69,17:00-17:15,38.14,0,10.14,23.87,0,274.5,22.25,42.15,42.46,18.76,98.87,0,9.86,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,549.38,0,0,41.62,0,98.32,11.91,16.35,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

70,17:15-17:30,38.14,0,10.14,23.87,0,274.5,22.11,42.15,42.46,18.76,98.87,0,9.86,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,549.38,0,0,41.62,0,98.32,11.91,32.69,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

71,17:30-17:45,38.14,0,10.14,23.87,0,274.5,21.93,42.15,42.46,18.76,98.87,0,9.86,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,549.38,0,0,46.08,0,98.32,11.91,49.04,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

72,17:45-18:00,38.14,0,10.14,23.87,0,274.5,21.78,42.15,42.46,18.76,98.87,0,9.86,65.1,66.23,0,0,26.77,55.38,6.96,23.98,0,23.71,549.38,0,0,46.08,0,98.32,11.91,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

73,18:00-18:15,47.12,0,10.14,23.87,0,274.5,19.03,42.15,42.46,19.46,98.87,0,9.86,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.38,0,0,52.03,0,98.32,9.86,66.62,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

74,18:15-18:30,47.12,0,20.29,23.87,0,274.5,18.72,42.15,42.46,19.46,98.87,0,9.86,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.38,0,0,52.03,0,98.32,9.86,66.62,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

75,18:30-18:45,47.12,0,30.43,23.87,0,274.5,25.23,42.15,42.46,19.46,98.87,0,9.86,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.38,0,0,52.03,0,98.32,9.86,66.62,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

76,18:45-19:00,47.12,0,40.57,23.87,0,274.5,25.23,42.15,42.46,19.46,98.87,0,9.86,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.38,0,0,52.03,0,98.32,9.86,66.62,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.27,79.22

77,19:00-19:15,47.12,0,40.57,23.87,0,274.5,24.44,42.15,42.46,19.46,98.87,0,9.86,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.38,0,0,41.62,0,98.32,0,66.62,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,46.53,79.22

78,19:15-19:30,49.59,0,44.64,23.87,0,274.5,24.44,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.38,0,0,57.98,0,98.32,0,66.62,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,0,48.57,0,46.53,79.22

79,19:30-19:45,49.59,0,44.64,23.87,0,265.5,24.44,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.38,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,0,48.57,0,46.9,79.22

80,19:45-20:00,49.59,0,44.64,23.87,0,265.5,24.72,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.38,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,0,48.57,0,46.9,79.22

81,20:00-20:15,49.59,0,44.64,23.87,0,265.5,24.72,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.38,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,47.53,79.22

82,20:15-20:30,49.59,0,44.64,23.87,0,265.5,24.81,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.38,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,47.53,79.22

83,20:30-20:45,49.59,0,44.64,23.87,0,265.5,24.87,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.38,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,47.53,79.22

84,20:45-21:00,49.59,0,44.64,23.87,0,265.5,25.02,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.38,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,47.53,79.22

85,21:00-21:15,49.59,0,44.64,23.87,0,265.5,25.17,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.38,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,48.16,79.22

86,21:15-21:30,47.12,0,40.57,23.87,0,265.5,25.31,42.15,42.46,19.46,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.38,0,0,14.87,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,83.18,48.57,0,48.16,79.22

87,21:30-21:45,47.12,0,40.57,23.87,0,265.5,25.46,42.15,42.46,19.46,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,549.09,0,0,23.78,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,83.18,48.57,0,48.16,79.22

88,21:45-22:00,49.59,0,44.64,23.87,0,265.5,25.61,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,549.02,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,48.16,79.22

89,22:00-22:15,49.59,0,44.64,23.87,0,265.5,25.61,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,548.45,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,50.06,79.22

90,22:15-22:30,49.59,0,44.64,23.87,0,265.5,25.75,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,548.45,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,50.06,79.22

91,22:30-22:45,49.59,0,44.64,23.87,0,265.5,25.75,42.27,44.81,19.46,98.87,0,14.07,65.1,66.23,0,0,35.69,57.67,7.18,23.98,0,23.71,548.45,0,0,57.98,0,98.32,0,67.23,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,20.46,667.25,0,0,177.44,0,0,5.84,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.99,0,83.18,48.57,0,50.06,79.74

92,22:45-23:00,47.12,0,40.57,23.87,0,265.5,25.75,42.15,42.46,19.46,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,548.45,0,0,37.17,0,98.32,0,66,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,83.18,48.57,0,50.06,79.74

93,23:00-23:15,47.12,0,40.57,23.87,0,265.5,25.9,42.15,42.46,19.46,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,548.45,0,0,41.62,0,98.32,0,66,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,83.18,48.57,0,51.33,79.74

94,23:15-23:30,47.12,0,40.57,23.87,0,265.5,25.9,42.15,42.46,19.46,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,548.45,0,0,41.62,0,98.32,0,66,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.33,79.74

95,23:30-23:45,47.12,0,40.57,23.87,0,265.5,25.9,42.15,42.46,19.46,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,548.45,0,0,41.62,0,98.32,0,66,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.33,79.74

96,23:45-24:00,47.12,0,40.57,23.87,0,265.5,25.9,42.15,42.46,19.46,98.87,0,11.25,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,548.45,0,0,41.62,0,98.32,0,66,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,13.04,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.33,79.74

