Block,Time,NAPP,SIMHST2,SINGRAULI_HYDRO,TANDA2,ANTA_RF,CHAMERA3,KGSU1AND2,KUDGI,RAPPB,RIHAND3,URI2,ANTA_CRF,DADRI_LF,DADRT2,DHAULIGNGA,FSTPP I & II,RIHAND2,RSTPSU1TO6,RSTPSU7,SALAL,SIMHST1,TANAKPUR,AURY_CRF,DADRI_GF,KHSTPP-II,KOLDAM,NLCTS2EXP,NNTPP,PARBATI3,TALA,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,AURY_RF,KKNPPU2,KOTESHWR,SEWA2,SINGRAULI,TEHRI,CHAMERA1,JHAJJAR,KHSTPP-I,KISHANGANGA,MAPS,NJPC,NTPL,RAPPC,VALLURNTECL,ANTA_LF,AURY_GF,DADRI_RF,BRBCL,DULHASTI,KKNP,NLCEXP,NLCIIST2,SASAN,UNCHAHAR4,ANTA_GF,AURY_LF,BSIUL,CHAMERA2,KGSU3AND4,NLCIIST1,RAMPUR,RIHAND1,TALST2,UNCHAHAR1,URI,DADRI_CRF
6,01:15-01:30,46.3,0,0,0.08,48.26,21.37,0,0,0,127.6,36.35,0,0,686.07,40.4,20.8,121.71,0,0,83.67,0,13,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,11.58,133.98,76.9,28.1,608.81,44.92,1.44,0,167.1,0,60.38,0,0,0,101.31,20,53.79,0,0,0,225,1.62,0,0,6.52,44.22,0,0,3.54,47.33,0,20.96,50.23,0

7,01:30-01:45,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,36.35,0,0,686.07,40.4,20.8,121.71,0,0,79.38,0,13,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,11.58,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20,53.79,0,0,0,225,1.62,0,0,6.52,44.22,0,0,3.34,47.33,0,20.96,44.71,0

8,01:45-02:00,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,36.35,0,0,686.07,40.4,20.8,121.71,0,0,79.38,0,13,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,5.75,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20,53.79,0,0,0,225,1.62,0,0,6.52,28.34,0,0,3.34,47.33,0,20.96,44.71,0

9,02:00-02:15,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,36.35,0,0,686.07,40.4,20.8,121.71,0,0,79.38,0,13,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,5.75,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

10,02:15-02:30,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,36.35,0,0,686.07,40.4,20.8,121.71,0,0,79.38,0,13,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,0,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

11,02:30-02:45,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,36.35,0,0,686.07,40.4,20.8,121.71,0,0,79.38,0,11.91,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,0,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

12,02:45-03:00,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,36.35,0,0,686.07,40.4,20.8,121.71,0,0,79.38,0,11.91,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,0,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

13,03:00-03:15,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,79.38,0,11.78,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,0,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

14,03:15-03:30,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,79.38,0,11.78,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,0,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,50.23,0

15,03:30-03:45,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.78,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,0,133.98,76.9,28.1,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,50.23,0

16,03:45-04:00,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.78,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,0,133.98,76.9,14.05,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,50.23,0

17,04:00-04:15,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,13,0,0,98.87,4.01,0,0,17.56,10.64,0,19.62,0,78.06,0,38.64,0,133.98,76.9,14.05,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

18,04:15-04:30,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,13,0,0,98.87,4.01,0,0,17.56,10.49,0,19.62,0,78.06,0,38.64,0,133.98,76.9,14.05,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

19,04:30-04:45,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,49.97,0,13,0,0,98.87,4.01,0,0,17.56,10.35,0,19.62,0,78.06,0,38.64,0,133.98,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

20,04:45-05:00,46.3,0,0,1.37,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,49.97,0,13,0,0,98.87,4.01,0,0,17.56,10.09,0,19.62,0,78.06,0,38.64,0,133.98,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,50.23,0

21,05:00-05:15,46.3,0,0,1.63,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,49.97,0,13,0,0,98.87,4.01,0,0,17.56,9.82,0,19.62,0,78.06,0,38.64,0,133.98,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,50.23,0

22,05:15-05:30,46.3,0,0,1.73,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,49.97,0,13,0,0,98.87,4.01,0,0,21.08,9.5,0,19.62,0,78.06,0,38.64,0,133.98,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,50.23,0

23,05:30-05:45,46.3,0,0,1.73,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,49.97,0,11.78,0,0,98.87,4.01,0,0,25.3,9.23,0,19.62,0,78.06,0,38.64,0,133.98,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

24,05:45-06:00,46.3,0,0,1.73,48.26,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,49.97,0,11.78,0,0,98.87,4.01,0,0,54.11,8.96,0,19.62,0,78.06,0,38.64,0,133.98,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,101.31,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

25,06:00-06:15,46.3,0,0,1.85,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,49.97,0,11.91,0,0,98.87,4.01,0,0,54.11,8.96,0,19.62,0,78.06,0,38.64,0,133.98,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

26,06:15-06:30,46.3,0,0,1.85,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,49.97,0,11.91,0,0,98.87,4.01,0,0,54.11,8.96,0,19.62,0,78.06,0,38.64,0,133.98,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,20.01,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

27,06:30-06:45,46.3,0,0,1.97,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,54.11,8.96,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,14.99,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

28,06:45-07:00,46.3,0,0,1.97,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,54.11,8.96,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,14.99,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

29,07:00-07:15,46.3,0,0,1.97,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,54.11,9.03,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,14.99,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

30,07:15-07:30,46.3,0,0,2.09,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,17.56,9.17,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,14.99,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

31,07:30-07:45,46.3,0,0,2.09,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,15.46,9.31,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

32,07:45-08:00,46.3,0,0,2.2,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,15.46,9.31,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

33,08:00-08:15,46.3,0,0,2.2,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,15.46,12.52,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

34,08:15-08:30,46.3,0,0,2.32,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,15.46,12.52,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

35,08:30-08:45,46.3,0,0,2.43,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,15.46,12.52,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,155.2,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,3.34,47.33,0,20.96,44.71,0

36,08:45-09:00,46.3,0,0,2.55,47.07,21.37,0,0,0,127.6,33.98,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,11.91,0,0,98.87,4.01,0,0,15.46,12.52,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,115.88,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,2.53,47.33,0,20.96,44.71,0

37,09:00-09:15,46.3,0,0,2.66,47.07,21.37,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,115.88,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,2.53,47.33,0,20.96,44.71,0

38,09:15-09:30,46.3,0,0,2.78,47.07,21.37,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,115.88,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,26.85,0,0,2.53,47.33,0,20.96,44.71,0

39,09:30-09:45,46.3,0,0,2.89,47.07,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,115.88,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.53,47.33,0,20.96,44.71,0

40,09:45-10:00,46.3,0,0,2.89,47.07,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,78.06,0,38.64,0,141.78,76.9,0,608.81,44.92,1.44,0,115.88,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.53,47.33,0,20.96,44.71,0

41,10:00-10:15,46.3,0,0,2.89,46.83,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,115.88,0,60.38,0,0,0,99.17,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.53,47.33,0,20.96,44.71,0

42,10:15-10:30,46.3,0,0,2.89,46.83,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,115.88,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.53,47.33,0,20.96,50.23,0

43,10:30-10:45,46.3,0,0,2.89,46.83,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,50.23,0

44,10:45-11:00,46.3,0,0,2.89,46.83,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,50.23,0

45,11:00-11:15,46.3,0,0,2.89,46.83,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,44.71,0

46,11:15-11:30,46.3,0,0,2.89,46.83,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,51.13,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,44.71,0

47,11:30-11:45,46.3,0,0,2.89,46.83,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,44.71,0

48,11:45-12:00,46.3,0,0,2.89,46.83,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,44.71,0

49,12:00-12:15,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,44.71,0

50,12:15-12:30,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,44.71,0

51,12:30-12:45,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,19.32,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,13.43,0,0,3.08,47.33,0,20.96,44.71,0

52,12:45-13:00,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,19.32,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,13.43,0,0,3.08,47.33,0,20.96,44.71,0

53,13:00-13:15,46.3,0,0,2.89,46.48,7.74,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,19.32,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,10.45,0,0,3.08,47.33,0,20.96,44.71,0

54,13:15-13:30,46.3,0,0,2.89,46.48,7.74,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.81,0,19.32,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,10.45,0,0,3.08,47.33,0,20.96,44.71,0

55,13:30-13:45,46.3,0,0,2.89,46.48,7.74,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,3.51,12.23,0,19.62,0,77.81,0,19.32,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,10.45,0,0,3.08,47.33,0,20.96,44.71,0

56,13:45-14:00,46.3,0,0,2.89,46.48,7.74,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,3.51,12.23,0,19.62,0,77.81,0,19.32,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,10.45,0,0,3.08,47.33,0,20.96,44.71,0

57,14:00-14:15,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.58,0,19.32,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,13.43,0,0,3.08,47.33,0,20.96,44.71,0

58,14:15-14:30,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,38.35,0,11.91,0,0,98.87,4.01,0,0,15.46,12.23,0,19.62,0,77.58,0,19.32,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,13.43,0,0,3.08,47.33,0,20.96,44.71,0

