Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,GNA/WR/2025/01/01/8625,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/03/01/7500,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/5143,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/1906,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/6891,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07
8,01:45-02:00,0,0,0,0,0,0,0,0,0,5.2,59.51,19.83,45.34,0,0,0,12,45.33,19.83,0,0,26.99,6.36,200,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,3.07,100.4,26.99,260.78,79.27,3.5,66.13,6.75,86.93

9,02:00-02:15,0,0,0,0,0,0,0,0,0,5.2,58.99,19.67,44.66,0,0,0,15.34,44.67,19.67,0,0,26.99,6.36,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,3.07,100.4,26.99,260.78,79.27,3.27,70.28,6.75,86.93

10,02:15-02:30,0,0,0,0,0,0,0,0,0,5,58.5,19.5,44.34,0,0,0,14.66,44.33,19.5,0,0,26.99,6.36,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,3.07,100.4,26.99,260.78,79.27,3.27,70.28,6.75,86.93

11,02:30-02:45,0,0,0,0,0,0,0,0,0,5.2,57.49,19.17,46.66,0,0,0,14.34,46.67,19.17,0,0,26.99,6.36,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,3.07,100.4,26.99,260.78,79.27,3.27,70.28,6.75,86.93

12,02:45-03:00,0,0,0,0,0,0,0,0,0,5.2,57,19,46.34,0,0,0,14,46.33,19,0,0,26.99,6.36,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,3.07,100.4,26.99,260.78,79.27,3.27,70.28,6.75,86.93

13,03:00-03:15,0,0,0,0,0,0,0,0,0,5.2,55.99,18.67,55,0,0,0,14.34,55,18.67,0,0,26.99,6.27,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.77,100.4,26.99,260.78,79.27,3.27,70.28,6.75,86.93

14,03:15-03:30,0,0,0,0,0,0,0,0,0,5.2,55.01,18.33,54,0,0,0,14,54,18.33,0,0,26.99,6.27,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.77,100.4,26.99,260.78,79.27,3.27,70.28,6.75,86.93

15,03:30-03:45,0,0,0,0,0,0,0,0,0,4.8,60,20,53.34,0,0,0,14,53.33,20,0,0,26.99,6.27,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.77,100.4,26.99,229.27,79.27,3.27,70.28,6.75,74.72

16,03:45-04:00,0,0,0,0,0,0,0,0,0,4.6,59.51,19.83,52,0,0,0,13.34,52,19.83,0,0,26.99,6.27,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.77,100.4,26.99,229.27,79.27,3.27,70.28,6.75,74.72

17,04:00-04:15,0,0,0,0,0,0,0,0,0,4.8,67.5,22.5,51.34,0,0,0,12.66,51.33,22.5,0,0,26.99,6.18,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.77,100.4,26.99,260.78,79.27,3.11,66.13,6.75,86.93

18,04:15-04:30,0,0,0,0,0,0,0,0,0,5,67.01,22.33,50,0,0,0,12,50,22.33,0,0,26.99,6.18,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.77,100.4,26.99,260.78,79.27,3.11,66.13,6.75,86.93

19,04:30-04:45,0,0,0,0,0,0,0,0,0,5.2,66,22,49.34,0,0,0,16.66,49.33,22,0,0,26.99,6.18,0,1.49,30.78,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.46,100.4,26.99,260.78,79.27,1.55,66.13,6.75,86.93

20,04:45-05:00,0,0,0,0,0,0,0,0,0,5.8,64.99,21.67,48.34,0,0,0,16.66,48.33,21.67,0,0,26.99,6.18,0,1.49,30.78,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.46,100.4,26.99,260.78,79.27,1.55,66.13,6.75,86.93

21,05:00-05:15,0,0,0,0,0,0,0,0,0,6,63.49,21.17,43.34,0,0,0,16.66,43.33,21.17,0,0,26.99,6.09,0,1.49,30.78,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.46,100.4,26.99,260.78,79.27,2.72,66.13,6.75,86.93

22,05:15-05:30,0,0,0,0,0,0,0,0,0,5.8,62.51,20.83,43.34,0,0,0,16.34,43.33,20.83,0,0,26.99,6.09,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.46,100.4,26.99,260.78,79.27,2.72,66.13,6.75,86.93

23,05:30-05:45,0,0,0,0,0,0,0,0,0,5.2,60.49,20.17,42.66,0,0,0,15.34,42.67,20.17,0,0,26.99,6.09,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.46,100.4,26.99,260.78,79.27,2.72,66.13,6.75,86.93

24,05:45-06:00,0,0,0,0,0,0,0,0,0,5,58.99,19.67,42,0,0,0,14.34,42,19.67,0,0,26.99,6.09,0,1.49,30.28,0,42,17.35,8.67,0,237.82,0,23.41,23.41,0,272.49,23.41,2.46,100.4,26.99,260.78,79.27,2.72,115.26,6.75,86.93

25,06:00-06:15,0,0,0,0,0,0,0,0,0,5,45,15,41,0,7.95,7.41,13.66,41,15,0,0,25.87,5.99,0,1.59,29.27,0,42,17.35,8.67,0,0,0,23.41,23.41,0,272.49,23.41,2.3,100.4,32,260.78,0,2.72,115.26,6.75,86.93

26,06:15-06:30,0,0,0,0,0,0,0,0,0,5.2,43.99,14.67,40.34,0,15.29,14.28,13,40.33,14.67,0.04,0,25.87,5.99,0,1.59,29.27,0,42,17.35,8.67,0,0,0,23.41,23.41,0,272.49,23.41,2.3,100.4,32,260.78,0,2.72,115.26,6.75,86.93

27,06:30-06:45,0,0,0,0,0,0,0.03,0,0,5.2,42.49,14.17,39.66,1,22.65,21.15,12.34,39.67,14.17,2.81,0,25.87,5.99,0,1.59,29.27,0,42,17.35,8.67,0,0,0,23.41,23.41,0,272.49,23.41,2.3,100.4,32,260.78,0,2.72,115.26,6.75,86.93

28,06:45-07:00,1,0,1.02,1,2,0.2,0.07,1,1,5.2,40.5,13.5,38.34,4,25.09,24.36,11.66,38.33,13.5,7.93,0,25.87,5.99,0,1.59,28.26,0,42,17.35,8.67,0,0,0,23.41,23.41,0,272.49,23.41,2.3,100.4,32,260.78,0,2.72,115.26,6.75,86.93

29,07:00-07:15,4,1,4.11,3,3,0.82,0.35,7,3,4.8,38.51,12.83,37.66,9,31.61,31.42,11,37.67,12.83,14.66,0,32,5.91,0,1.59,28.26,0,0,17.35,8.67,0.12,0,0.12,28.91,28.91,0.12,272.49,28.91,2.3,100.4,25.87,260.78,0,2.72,106.75,6.75,86.93

30,07:15-07:30,7,3,9.24,4,7,1.85,2.48,10,5,5,36,12,35.66,13.99,32.72,32.72,10.34,35.67,12,23.25,0,32,5.91,0,1.59,28.26,0,0,17.35,8.67,0.26,0,0.26,28.91,28.91,0.26,272.49,28.91,2.3,100.4,25.87,260.78,0,2.72,98.25,6.75,86.93

31,07:30-07:45,21,9,16.42,7,10,3.29,5.1,10,5,4.6,34.01,11.33,33.66,22,33,33,10,33.67,11.33,32.91,0,32,5.91,0,1.59,27.25,0,0,17.35,8.67,1.12,0,1.12,28.91,28.91,1.12,272.49,28.91,2.3,100.4,25.87,260.78,0,2.72,89.75,6.75,86.93

32,07:45-08:00,35,15,35.72,12,16,7.15,11.54,17,8,4,31.99,10.67,32,29,31.4,31.4,10,32,10.67,43.16,0,32,5.91,0,1.59,26.24,0,0,17.35,8.67,2.34,0,2.34,28.91,28.91,2.34,272.49,28.91,2.3,100.4,25.87,212.59,0,2.72,81.25,6.75,64.2

33,08:00-08:15,46,19,55.98,16,22,11.2,20.54,25,13,3.8,30,10,31.34,33,33,33,10,31.33,10,53.47,0,26.99,5.91,0,1.59,26.24,0,0,17.35,8.67,3.79,0,3.79,31.8,31.8,3.79,272.49,31.8,2.15,53,26.99,194.89,0,2.18,72.74,6.75,64.2

34,08:15-08:30,60,25,75.45,23,27,15.09,27.77,37,18,4,28.5,9.5,30.66,33,33,33,10,30.67,9.5,63.73,0,26.99,5.91,0,1.59,26.24,0,0,17.35,8.67,5.29,0,5.29,31.8,31.8,5.29,272.49,31.8,2.15,53,26.99,194.89,0,2.18,70.28,6.75,64.2

35,08:30-08:45,88,37,97.85,25,35,19.57,35.44,43,22,4,25.99,8.67,30.34,33,33,33,10,30.33,8.67,73.44,0,26.99,5.91,0,1.59,26.24,0,0,17.35,8.67,6.79,0,6.79,31.8,31.8,6.79,272.49,31.8,2.15,53,26.99,194.89,0,2.18,70.28,6.75,64.2

36,08:45-09:00,105,45,116.17,30,45,23.24,45.13,53,27,3.4,24,8,30,33,33,33,10,30,8,92.19,0,26.99,5.91,0,1.59,26.24,0,0,17.35,8.67,8.31,0,8.31,31.8,31.8,8.31,272.49,31.8,2.15,53,26.99,194.89,0,2.18,70.28,6.75,64.2

37,09:00-09:15,119,51,145.92,33,54,29.19,52.76,58,29,7,25.01,8.33,26,33,33,33,8.34,26,8.33,102.31,0,26.99,5.81,0,1.59,26.24,0,0,17.35,8.67,9.82,0,9.82,31.8,31.8,9.82,272.49,31.8,2.15,100.4,26.99,194.89,0,2.18,70.28,6.75,64.2

38,09:15-09:30,133,57,165.83,36,62,33.17,59.94,65,33,7,24.49,8.17,27.34,33,33,33,8.66,27.33,8.17,111.66,0,26.99,5.81,0,1.59,26.24,0,0,17.35,8.67,11.09,0,11.09,31.8,31.8,11.09,272.49,31.8,2.15,100.4,26.99,194.89,0,2.18,70.28,6.75,64.2

39,09:30-09:45,147,63,196.1,39,68,39.22,66.6,73,37,7,24,8,28.66,33,33,33,8.34,28.67,8,120.13,0,26.99,5.81,0,1.59,26.24,0,0,17.35,8.67,12.31,0,12.31,31.8,31.8,12.31,272.49,31.8,2.15,100.4,26.99,194.89,0,2.18,70.28,6.75,64.2

40,09:45-10:00,158,67,213.49,41,75,42.7,72.53,80,40,7,22.99,7.67,30,33,33,33,8,30,7.67,127.53,0,26.99,5.81,0,1.59,27.25,0,0,17.35,8.67,13.34,0,13.34,31.8,31.8,13.34,272.49,31.8,2.15,53,26.99,194.89,0,2.18,70.28,6.75,64.2

41,10:00-10:15,175,75,228.91,42,82,45.78,88.64,87,43,7,22.5,7.5,29.34,33,33,33,7.66,29.33,7.5,134.34,0,26.99,5.81,0,1.69,27.25,0,0,17.35,8.67,14.47,0,14.47,31.8,31.8,14.47,272.49,31.8,2.07,53,26.99,163.83,0,2.02,70.28,6.75,46.26

42,10:15-10:30,186,79,240.47,43,88,48.1,94.14,93,47,7,22.5,7.5,29.66,33,33,33,7.34,29.67,7.5,140.48,0,26.99,5.81,0,1.69,27.25,0,0,17.35,8.67,15.29,0,15.29,31.8,31.8,15.29,272.49,31.8,2.07,53,26.99,163.83,0,2.02,70.28,6.75,46.26

43,10:30-10:45,196,84,241.67,45,92,48.33,96.67,97,48,7,22.5,7.5,30.34,33,33,33,7,30.33,7.5,145.25,0,26.99,5.81,0,1.69,27.25,0,0,17.35,8.67,16.03,0,16.03,31.8,31.8,16.03,272.49,31.8,2.07,53,26.99,163.83,0,2.02,70.28,6.75,46.26

44,10:45-11:00,196,84,241.67,47,94,48.33,96.67,97,48,7,22.5,7.5,30.66,33,33,33,7,30.67,7.5,147.97,0,26.99,5.81,0,1.69,26.24,0,0,17.35,8.67,16.71,0,16.71,31.8,31.8,16.71,231.29,31.8,2.07,53,26.99,163.83,0,2.02,70.28,6.75,46.26

45,11:00-11:15,207,88,241.67,49,98,48.33,96.67,97,48,7,22.5,7.5,31.34,33,33,33,7,31.33,7.5,149.82,0,26.99,5.71,0,1.69,26.24,0,0,17.35,8.67,17.32,0,17.32,36.62,36.62,17.32,192.74,36.62,2.15,53,26.99,163.83,0,2.02,70.28,6.75,46.26

46,11:15-11:30,200,85,241.67,49,98,48.33,96.67,97,48,7,28.99,9.67,32,33,33,33,7,32,9.67,153.81,0,26.99,5.71,0,1.69,26.24,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,192.74,36.62,2.15,53,26.99,163.83,0,2.02,70.28,6.75,46.26

47,11:30-11:45,210,90,241.67,49,98,48.33,96.67,97,48,7,30,10,34.66,33,33,33,7,34.67,10,153.81,0,26.99,5.71,0,1.69,26.24,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,192.74,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

48,11:45-12:00,210,90,241.67,50,98,48.33,96.67,97,48,7,31.99,10.67,36.34,33,33,33,7,36.33,10.67,153.81,0,26.99,5.71,0,1.69,27.25,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,192.74,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

49,12:00-12:15,210,90,241.67,50,98,48.33,96.67,97,48,7,43.99,14.67,46.66,33,33,33,8.66,46.67,14.67,153.81,0,26.99,5.71,0,1.77,28.26,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,149.86,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

50,12:15-12:30,210,90,241.67,50,98,48.33,96.67,97,48,7,46.01,15.33,47.34,33,33,33,10.34,47.33,15.33,153.81,0,26.99,5.71,0,1.77,28.26,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,149.86,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

51,12:30-12:45,210,90,241.67,50,98,48.33,96.67,100,50,7,48,16,48.34,33,33,33,15,48.33,16,153.81,0,26.99,5.71,0,1.77,28.26,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,149.86,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

52,12:45-13:00,210,90,241.67,50,98,48.33,96.67,100,50,7,51,17,48.66,33,33,33,15.34,48.67,17,153.81,0,26.99,5.71,0,1.77,28.26,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,149.86,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

53,13:00-13:15,210,90,241.67,50,98,48.33,100,100,50,7,52.5,17.5,49.34,33,33,33,15.66,49.33,17.5,153.81,0,26.99,5.63,0,1.77,28.26,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,149.86,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

54,13:15-13:30,210,90,241.67,50,98,48.33,100,100,50,7,55.01,18.33,50.34,33,33,33,16,50.33,18.33,153.81,0,26.99,5.63,0,1.77,28.26,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,149.86,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

55,13:30-13:45,210,90,241.67,50,98,48.33,100,100,50,7,55.99,18.67,52,33,33,33,16.34,52,18.67,153.81,0,26.99,5.63,0,1.77,28.26,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,149.86,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

56,13:45-14:00,210,90,241.67,49,98,48.33,100,98,49,7,57.49,19.17,53.66,33,33,33,16.66,53.67,19.17,149.33,0,26.99,5.63,0,1.77,28.26,0,0,17.35,8.67,17.86,0,17.86,36.62,36.62,17.86,149.86,36.62,2.15,53,26.99,138.77,0,2.33,70.28,6.75,46.26

57,14:00-14:15,210,90,245.83,48,97,49.17,100,98,49,7,52.5,17.5,55.34,33,33,33,17.34,55.33,17.5,146.71,0,26.99,5.63,0,1.87,29.27,0,0,17.35,8.67,17.86,0,17.86,32.77,32.77,17.86,149.86,32.77,2.23,53,26.99,138.77,0,2.64,70.28,6.75,46.26

58,14:15-14:30,210,90,245.83,47,95,49.17,100,95,48,7,53,17.66,57,33,33,33,18,57,17.67,143.3,0,26.99,5.63,0,1.87,30.28,0,0,17.35,8.67,17.41,0,17.41,32.77,32.77,17.41,149.86,32.77,2.23,53,26.99,138.77,0,2.64,70.28,6.75,46.26

59,14:30-14:45,210,90,245.83,46,93,49.17,100,92,46,7,55.01,18.33,59.34,33,33,33,19.34,59.33,18.33,138.33,0,26.99,5.63,0,1.87,30.28,0,0,17.35,8.67,16.72,0,16.72,32.77,32.77,16.72,149.86,32.77,2.23,53,26.99,138.77,0,2.64,70.28,6.75,46.26

60,14:45-15:00,200,85,245.83,44,92,49.17,100,90,45,7,57,19,61,33,33,33,20,61,19,132.79,0,26.99,5.63,0,1.87,30.28,0,0,17.35,8.67,16.12,0,16.12,32.77,32.77,16.12,149.86,32.77,2.23,53,26.99,138.77,0,2.64,70.28,6.75,46.26

61,15:00-15:15,182,78,241.67,42,88,48.33,98.67,87,43,7,59.51,19.83,61,33,33,33,15.34,61,19.83,126.56,0,26.99,5.53,0,1.87,31.29,0,0,17.35,8.67,15.45,0,15.45,32.77,32.77,15.45,192.74,32.77,2.3,53,26.99,138.77,0,2.64,70.28,6.75,46.26

62,15:15-15:30,172,73,237.66,40,85,47.53,92.37,82,41,7,61.5,20.5,57.66,33,33,33,16,57.67,20.5,118.96,0,26.99,5.53,0,1.87,31.29,0,0,17.35,8.67,14.62,0,14.62,32.77,32.77,14.62,231.29,32.77,2.3,53,26.99,138.77,0,2.64,70.28,6.75,46.26

63,15:30-15:45,161,69,221.4,37,78,44.28,86.76,70,35,7,64.5,21.5,55,33,33,33,16,55,21.5,110.78,0,26.99,5.53,0,1.87,31.29,0,0,17.35,8.67,13.7,0,13.7,32.77,32.77,13.7,272.49,32.77,2.3,53,26.99,163.83,0,2.64,70.28,6.75,46.26

64,15:45-16:00,151,64,204.8,34,73,40.96,80.74,67,33,7,66.49,22.17,53.34,33,33,33,16.66,53.33,22.17,102.02,0,26.99,5.53,0,1.87,31.29,0,0,17.35,8.67,12.64,0,12.64,32.77,32.77,12.64,272.49,32.77,2.3,53,26.99,194.89,0,2.64,70.28,6.75,46.26

65,16:00-16:15,126,54,187,32,66,37.4,74.45,59,29,7,55.01,18.33,55,33,33,33,14,55,18.33,92,0,26.99,5.63,0,1.77,31.29,0,0,17.35,8.67,11.55,0,11.55,32.77,32.77,11.55,272.49,32.77,2.53,100.4,26.99,226.39,0,2.49,66.13,6.75,58.47

66,16:15-16:30,112,48,167.37,28,59,33.47,67.78,51,26,8,55.01,18.33,54.34,33,33,33,14.66,54.33,18.33,82.65,0,26.99,5.63,0,1.77,31.29,0,0,17.35,8.67,10.29,0,10.29,32.77,32.77,10.29,272.49,32.77,2.53,100.4,26.99,226.39,0,2.49,66.13,6.75,76.41

67,16:30-16:45,98,42,148.35,25,51,29.67,60.3,41,20,9.4,54,18,53.34,33,33,33,14.66,53.33,18,72.53,0,26.99,5.63,0,1.77,31.29,0,0,17.35,8.67,7.94,0,7.94,32.77,32.77,7.94,272.49,32.77,2.53,100.4,26.99,260.78,0,2.49,66.13,6.75,86.93

68,16:45-17:00,88,37,128.8,21,43,25.76,52.68,34,17,10.8,52.5,17.5,51,33,33,33,15.34,51,17.5,60.26,0,26.99,5.63,0,1.77,31.29,0,0,17.35,8.67,6.72,0,6.72,32.77,32.77,6.72,272.49,32.77,2.53,100.4,26.99,260.78,0,2.49,66.13,6.75,86.93

69,17:00-17:15,70,30,99.7,16,36,19.94,44.54,29,15,11.81,51,17,48.66,33,33,33,15,48.67,17,48.38,100,26.99,5.81,0,1.77,31.29,0,0,17.35,8.67,5.41,0,5.41,36.62,36.62,5.41,272.49,36.62,2.46,0,26.99,260.78,0,2.72,66.13,6.75,86.93

70,17:15-17:30,53,22,80.93,12,29,16.19,37.08,21,11,12.81,49.5,16.5,48.34,16,31.47,31.28,15,48.33,16.5,37.09,100,26.99,5.81,0,1.77,31.29,0,0,17.35,8.67,4.06,0,4.06,36.62,36.62,4.06,272.49,36.62,2.46,0,26.99,260.78,0,2.72,66.13,6.75,86.93

71,17:30-17:45,35,15,62.88,7,21,12.58,28.71,15,7,13.21,49.5,16.5,52,7,19.15,19.19,14,52,16.5,26.28,100,26.99,5.81,0,1.77,31.29,0,0,17.35,8.67,2.82,0,2.82,36.62,36.62,2.82,272.49,36.62,2.46,0,26.99,260.78,0,2.72,66.13,6.75,86.93

72,17:45-18:00,18,7,45.39,4,13,9.08,19.76,9,5,13.21,49.01,16.33,51.66,1,10.33,10.06,13.34,51.67,16.33,16.84,100,26.99,5.81,0,1.77,31.29,0,0,17.35,8.67,1.65,0,1.65,36.62,36.62,1.65,272.49,36.62,2.46,0,26.99,260.78,0,2.72,66.13,6.75,86.93

73,18:00-18:15,7,3,30.36,3,8,6.07,14.33,5,3,11.81,57.49,19.17,51,0,0,0,12.34,51,19.17,9.83,100,24.84,5.99,0,1.82,31.29,50,0,17.35,8.67,0.81,0,0.81,36.62,36.62,0.81,272.49,36.62,2.46,0,24.84,260.78,0,2.87,115.26,6.75,86.93

74,18:15-18:30,4,1,18.63,1,5,3.73,8.13,2,1,11.21,57.49,19.17,50,0,0,0,11.34,50,19.17,5.55,100,24.84,5.99,0,1.82,31.29,50,0,17.35,8.67,0.25,0,0.25,36.62,36.62,0.25,272.49,36.62,2.46,0,24.84,260.78,0,2.87,115.26,6.75,86.93

75,18:30-18:45,1,0,8.94,0,2,1.79,3.28,1,0,11,57.49,19.17,49.34,0,0,0,18.34,49.33,19.17,1.17,100,31,5.99,50,1.82,31.29,50,0,17.35,8.67,0.05,0,0.05,36.62,36.62,0.05,272.49,36.62,2.46,0,31,260.78,0,2.87,115.26,6.75,86.93

