Time,Block,WR/2023/20256/A/1046,NR/2023/17064/A,NR/2023/17901/A/1000,NR/2023/17905/A/990,NR/2023/18012/C,WR/2023/18560/A,WR/2023/18560/A/II,NR/2023/18010/C,NR/2023/18009/C,NR/2023/16187/A,WR/2023/20254/A/1043,Total
27,06:30-06:45,0.000000,100.000000,0.430000,1.930000,0,0.000000,100.000000,0,3.040000,0.000000,0.000000,205.4

28,06:45-07:00,0.000000,100.000000,0.430000,1.930000,0,0.000000,100.000000,0,3.040000,0.000000,0.000000,205.4

29,07:00-07:15,0.000000,100.000000,0.580000,1.930000,0,0.000000,100.000000,0.14,3.040000,0.000000,0.000000,205.69

30,07:15-07:30,0.000000,100.000000,0.580000,1.930000,0,0.000000,100.000000,0.32,3.040000,0.000000,0.000000,205.87

31,07:30-07:45,0.000000,100.000000,0.580000,1.930000,0,0.000000,100.000000,0.49,3.040000,0.000000,0.000000,206.04

32,07:45:08:00,0.000000,100.000000,0.580000,1.930000,0,0.000000,100.000000,0.82,3.040000,0.000000,0.000000,206.37

33,08:00-08:15,0.000000,50.000000,0.960000,1.930000,0,0.000000,100.000000,1.22,3.040000,0.000000,0.000000,157.15

34,08:15-08:30,0.000000,50.000000,0.960000,1.930000,0,0.000000,100.000000,1.45,3.040000,0.000000,0.000000,157.38

35,08:30-08:45,0.000000,50.000000,0.960000,1.930000,0,0.000000,100.000000,2.63,3.040000,0.000000,0.000000,158.56

36,08:45:09:00,0.000000,50.000000,0.960000,1.930000,0,0.000000,100.000000,2.72,3.040000,0.000000,0.000000,158.65

37,09:00:09:15,0.000000,50.000000,0.960000,1.930000,24.11,0.000000,100.000000,3.34,2.940000,0.000000,0.000000,183.28

38,09:15-09:30,0.000000,50.000000,0.960000,1.930000,24.11,0.000000,100.000000,3.55,2.940000,0.000000,0.000000,183.49

39,09:30-09:45,0.000000,50.000000,0.960000,1.930000,24.11,0.000000,100.000000,4.41,2.940000,0.000000,0.000000,184.35

40,09:45-10:00,0.000000,50.000000,0.960000,1.930000,24.11,0.000000,100.000000,3.95,2.940000,0.000000,0.000000,183.89

41,10:00-10:15,0.000000,50.000000,0.960000,1.930000,24.11,0.000000,100.000000,4.72,2.940000,0.000000,0.000000,184.66

42,10:15-10:30,0.000000,50.000000,0.960000,1.930000,24.11,0.000000,100.000000,5.26,2.940000,0.000000,0.000000,185.2

43,10:30-10:45,0.000000,50.000000,0.960000,1.930000,24.11,0.000000,100.000000,4.16,2.940000,0.000000,0.000000,184.1

44,10:45-11:00,0.000000,50.000000,0.960000,1.930000,24.11,0.000000,100.000000,4.38,2.940000,0.000000,0.000000,184.32

45,11:00-11:15,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,4.43,2.940000,0.000000,0.000000,234.37

46,11:15-11:30,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,5.79,2.940000,0.000000,0.000000,235.73

47,11:30-11:45,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,5.16,2.940000,0.000000,0.000000,235.1

48,11:45-12:00,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,6.13,2.940000,0.000000,0.000000,236.07

49,12:00-12:15,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,5.41,2.940000,0.000000,0.000000,235.35

50,12:15-12:30,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,5.84,2.940000,0.000000,0.000000,235.78

51,12:30-12:45,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,6.14,2.940000,0.000000,0.000000,236.08

52,12:45-13:00,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,5.56,2.940000,0.000000,0.000000,235.5

53,13:00-13:15,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,3.86,2.940000,0.000000,0.000000,233.8

54,13:15-13:30,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,6.28,2.940000,0.000000,0.000000,236.22

55,13:30-13:45,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,4.65,2.940000,0.000000,0.000000,234.59

56,13:45-14:00,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,4.7,2.940000,0.000000,0.000000,234.64

57,14:00-14:15,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,3.27,2.940000,0.000000,0.000000,233.21

58,14:15-14:30,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,1.44,2.940000,0.000000,0.000000,231.38

59,14:30-14:45,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,1.69,2.940000,0.000000,0.000000,231.63

60,14:45-15:00,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,3.09,2.940000,0.000000,0.000000,233.03

61,15:00-15:15,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,3.47,2.940000,0.000000,0.000000,233.41

62,15:15-15:30,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,2.94,2.940000,0.000000,0.000000,232.88

63,15:30-15:45,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,2.52,2.940000,0.000000,0.000000,232.46

64,15:45-16:00,0.000000,100.000000,0.960000,1.930000,24.11,0.000000,100.000000,1.92,2.940000,0.000000,0.000000,231.86

65,16:00-16:15,0.000000,100.000000,0.630000,1.930000,24.11,0.000000,100.000000,1.76,2.940000,0.000000,0.000000,231.37

66,16:15-16:30,0.000000,100.000000,0.630000,1.930000,24.11,0.000000,100.000000,0.87,2.940000,0.000000,0.000000,230.48

67,16:30-16:45,0.000000,100.000000,0.630000,1.930000,24.11,0.000000,100.000000,0.82,2.940000,0.000000,0.000000,230.43

68,16:45-17:00,0.000000,100.000000,0.630000,1.930000,19.29,0.000000,100.000000,0.87,2.940000,0.000000,0.000000,225.66

69,17:00-17:15,0.000000,100.000000,0.580000,1.930000,0,0.000000,100.000000,0.53,2.940000,0.000000,0.000000,205.98

70,17:15-17:30,0.000000,100.000000,0.580000,1.930000,0,0.000000,100.000000,0.27,2.940000,0.000000,0.000000,205.72

71,17:30-17:45,0.000000,100.000000,0.580000,1.930000,0,0.000000,100.000000,0.15,2.940000,0.000000,0.000000,205.6

72,17:45-18:00,0.000000,100.000000,0.580000,1.930000,0,0.000000,100.000000,0,2.940000,0.000000,0.000000,205.45

73,18:00-18:15,25.000000,100.000000,0.630000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,285.6

74,18:15-18:30,25.000000,100.000000,0.630000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,285.6

75,18:30-18:45,25.000000,100.000000,0.630000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,285.6

76,18:45-19:00,25.000000,100.000000,0.630000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,285.6

77,19:00-19:15,25.000000,100.000000,0.630000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,285.6

78,19:15-19:30,25.000000,100.000000,0.630000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,285.6

79,19:30-19:45,25.000000,100.000000,0.630000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,285.6

80,19:45-20:00,25.000000,100.000000,0.630000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,285.6

81,20:00-20:15,25.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,185.55

82,20:15-20:30,25.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,185.55

83,20:30-20:45,25.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,185.55

84,20:45-21:00,25.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,185.55

85,21:00-21:15,25.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,185.55

86,21:15-21:30,25.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,185.55

87,21:30-21:45,25.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,185.55

88,21:45-22:00,25.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,0.000000,55.000000,185.55

89,22:00-22:15,0.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,76.880000,55.000000,237.43

90,22:15-22:30,0.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,76.880000,55.000000,237.43

91,22:30-22:45,0.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,76.880000,55.000000,237.43

92,22:45-23:00,0.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,76.880000,55.000000,237.43

93,23:00-23:15,0.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,76.880000,0.000000,182.43

94,23:15-23:30,0.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,76.880000,0.000000,182.43

95,23:30-23:45,0.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,76.880000,0.000000,182.43

96,23:45-24:00,0.000000,0.000000,0.580000,1.930000,0,100.000000,0.000000,0,3.040000,76.880000,0.000000,182.43

