Block,Time,NLCIIST1,SIMHST1,TEHRI,UNCHAHAR3,ANTA_RF,DADRI_CRF,DADRI_LF,CHAMERA1,DADRT2,KOLDAM,NAPP,NLCEXP,NNTPP,RAPPC,RIHAND1,UNCHAHAR4,URI2,AURY_CRF,DADRI_GF,BRBCL,NLCTS2EXP,RSTPSU1TO6,SASAN,UNCHAHAR2,ANTA_LF,BSIUL,CHAMERA2,FSTPP I & II,NJPC,NLCIIST2,PARBATI3,RAMPUR,TALST2,VALLURNTECL,DHAULIGNGA,KHSTPP-I,KUDGI,RSTPSU7,SALAL,DADRI_RF,CHAMERA3,KGSU1AND2,KHSTPP-II,KKNP,KKNPPU2,RIHAND3,SINGRAULI,TANAKPUR,ANTA_CRF,AURY_LF,AURY_RF,DULHASTI,KGSU3AND4,KOTESHWR,MAPS,NTPL,RAPPB,SEWA2,TALA,TelanganaSTPP,ANTA_GF,JHAJJAR,KISHANGANGA,RIHAND2,SIMHST2,SINGRAULI_HYDRO,TANDA2,UNCHAHAR1,URI,AURY_GF
31,07:30-07:45,0,0,17.72,27.05,47.31,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,23.65,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,17.56,3.54,0,0,0,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.32,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

32,07:45-08:00,0,0,17.72,27.05,47.31,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,23.65,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,17.56,3.54,0,0,0,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.32,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

33,08:00-08:15,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,23.65,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,17.56,3.54,0,0,10.05,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.29,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

34,08:15-08:30,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,23.65,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,17.56,3.54,0,0,20.11,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.25,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

35,08:30-08:45,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,23.65,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,17.56,3.54,0,0,30.16,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.11,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

36,08:45-09:00,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,23.65,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,17.56,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.32,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

37,09:00-09:15,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,20.68,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.21,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

38,09:15-09:30,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,20.68,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.25,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

39,09:30-09:45,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,20.68,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.21,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

40,09:45-10:00,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,20.68,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.21,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

41,10:00-10:15,0,0,17.72,27.05,46.72,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,20.68,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.35,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

42,10:15-10:30,0,0,17.72,27.05,46.13,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,20.68,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.49,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

43,10:30-10:45,0,0,17.72,27.05,46.13,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.49,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

44,10:45-11:00,0,0,17.72,27.05,46.13,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,62.1,36.36,0,9.66,0,0,0,0,12.41,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

45,11:00-11:15,0,0,17.72,27.05,46.13,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,0,12.41,0,0,413.81,2.88,121.71,0,0,2.89,17.46,35.33,0

46,11:15-11:30,0,0,17.72,27.05,46.13,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,0,12.41,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

47,11:30-11:45,0,0,17.72,27.05,46.13,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.17,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

48,11:45-12:00,0,0,17.72,27.05,46.13,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,11.9,0,0,413.81,2.88,121.71,0,0,2.89,17.46,36.43,0

49,12:00-12:15,0,0,17.72,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.05,0,0,413.81,2.88,121.71,0,0,2.89,17.46,36.43,0

50,12:15-12:30,0,0,17.72,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.05,0,0,413.81,2.88,121.71,0,0,2.89,17.46,36.43,0

51,12:30-12:45,0,0,17.72,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.17,0,0,413.81,2.88,121.71,0,0,2.89,17.46,36.43,0

52,12:45-13:00,0,0,17.72,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.25,0,0,413.81,2.88,121.71,0,0,2.89,17.46,36.43,0

53,13:00-13:15,0,0,17.72,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.29,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

54,13:15-13:30,0,0,17.72,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.41,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

55,13:30-13:45,0,0,17.65,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.56,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

56,13:45-14:00,0,0,17,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.61,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

57,14:00-14:15,0,0,17,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.61,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

