Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/2197,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/3428,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1599,GNA/SR/2024/12/01/6968,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1766,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/1899,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/1475,GNA/WR/2024/10/15/7089,L_NR_2019_19,GNA/WR/2024/11/01/4200,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07
16,03:45-04:00,0,0,0,33.33,5,100.01,24,0,0,0,33.33,71.67,0,0,0,0,71.66,0,0,57.43,1.07,22.3,0,47.56,8.74,0,142.69,150,25.73,1.53,22.3,70.15,65.42,8.74,0,0.69,74.81,52.91,0,26.23,0,0,0,1.56,0

17,04:00-04:15,0,0,0,33.33,5,100.01,21.33,0,0,0,33.33,71,0,0,0,0,71,0,0,57.43,1.07,22.3,0,47.56,8.74,0,142.69,150,0,1.53,22.3,70.15,65.42,8.74,0,0.69,74.81,52.91,0,26.23,0,0,0,1.65,0

18,04:15-04:30,0,0,0,33.33,5,100.01,20.33,0,0,0,33.33,70.33,0,0,0,0,70.34,0,0,57.43,1.07,22.3,0,47.56,8.74,0,142.69,150,0,1.53,22.3,70.15,65.42,8.74,0,0.69,74.81,52.91,0,26.23,0,0,0,1.65,0

19,04:30-04:45,0,0,0,33.33,5,100.01,21,0,0,0,33.33,69.67,0,0,0,0,69.66,0,0,57.43,1.07,22.3,0,47.56,8.74,0,142.69,150,0,1.53,22.3,70.15,65.42,8.74,0,0.69,74.81,52.91,0,26.23,0,0,0,1.65,0

20,04:45-05:00,0,0,0,33.33,5,100.01,20.67,0,0,0,33.33,68.33,0,0,0,0,68.34,0,0,57.43,1.07,22.3,0,47.56,8.74,0,142.69,150,0,1.53,22.3,70.15,65.42,8.74,0,0.69,74.81,52.91,0,26.23,0,0,0,1.65,0

21,05:00-05:15,0,0,0,33.33,5,100.01,20.33,0,0,0,33.33,67,0,0,0,0,67,0,0,57.43,1.07,22.3,0,47.56,8.74,0,142.69,150,0,1.53,22.3,70.15,69.26,8.74,0,0.69,74.81,100.22,0,26.23,0,0,0,1.56,0

22,05:15-05:30,0,0,0,33.33,5,100.01,20,0,0,0,33.33,65,0,0,0,0,65,0,0,57.43,1.07,22.3,0,47.56,8.74,0,142.69,150,0,1.53,22.3,70.15,99.39,8.74,0,0.69,74.81,100.22,0,26.23,0,0,0,1.56,0

23,05:30-05:45,0,0,0,33.33,5,100.01,19.67,0,0,0,33.33,62.67,0,0,0,0,62.66,0,0,64.09,1.07,22.3,0,47.56,8.74,0,142.69,150,0,1.53,22.3,70.15,99.39,8.74,0,0.69,74.81,100.22,0,26.23,0,0,0,1.56,0

24,05:45-06:00,0,0,0,33.33,5,100.01,19.33,0,0,0,33.33,60,0,0,0,0,60,0,0,64.09,1.07,22.3,0,47.56,8.74,0,142.69,150,0,1.53,22.3,70.15,99.39,8.74,0,0.69,96.2,100.22,0,26.23,0,0,0,1.56,0

25,06:00-06:15,0,0,0.56,33.33,5,100.01,22.33,0,0,0,33.33,75,0,0,0,0,75,0,0,64.09,1.07,22.3,0,0,8.74,0,0,150,0,1.53,22.3,66,99.39,8.74,0,0.69,115.44,100.22,0,26.23,0,0,0,1.65,0

26,06:15-06:30,0,0,1.05,33.33,5,100.01,21.67,0,0,0,33.33,73.33,0,0,0,0,73.34,0,0.09,76.28,1.07,25.97,0,0,8.74,0,0,150,0,1.53,25.97,66,117.64,8.74,0,0.69,135.3,100.22,0,26.23,0,0,0,1.65,0

27,06:30-06:45,0.14,0,2.41,33.33,5,100.01,23.67,0,0,0,33.33,75,0,0,0,0,75,0,0.2,86.77,1.07,25.97,0,0,8.74,0,0,150,0,1.53,25.97,66,122.45,8.74,0,0.69,135.3,100.22,0,26.23,0,0,0,1.65,0

28,06:45-07:00,2.99,1,4.87,33.33,5,100.01,23,0,0,0,33.33,73.33,0,0,0,0,73.34,0,0.29,74.58,1.07,25.97,0,0,13.47,0,0,150,0,1.53,25.97,66,104.2,13.47,0,0.69,135.3,100.22,0,26.23,0,0,0,1.65,0

29,07:00-07:15,11.01,3,11.76,33.33,5,100.01,22.33,0.06,0,1,33.33,78.33,0,0.28,2,1,78.34,0,0.93,86.77,1.07,25.97,0.07,0,13.47,0.07,0,150,0,1.53,25.97,82.97,130.59,13.47,0,0.69,135.3,100.22,0.07,26.23,0,0.01,0,1.65,0

30,07:15-07:30,20.34,7,20.28,33.17,5,99.49,21.33,0.26,1,2,33.17,78.33,1,1.32,3,4,78.34,0,1.91,86.77,1.07,25.97,0.27,0,13.47,0.27,0,150,0,1.53,25.97,115.03,130.59,13.47,0,0.69,135.3,100.22,0.27,26.23,0,4.15,0,1.65,0

31,07:30-07:45,31.6,12,31.6,32.67,5,97.99,20.33,0.58,3,5,32.67,77.67,3,2.92,5,7,77.66,1,3.2,86.77,1.07,25.97,0.61,0,13.47,0.59,0,150,0,1.53,25.97,115.03,130.59,13.47,0,0.69,135.3,100.22,0.59,43.29,0,11.28,0,1.65,0

32,07:45-08:00,28.75,20,28.75,32.33,5,97.01,20,2.05,4,8,32.33,76.33,4,10.24,7,11,76.34,2,4.71,86.77,1.07,25.97,0.85,0,13.47,0.83,0,150,0,1.53,25.97,115.03,130.59,13.47,0,0.69,135.3,100.22,0.83,43.29,0,18.77,0,1.65,0

33,08:00-08:15,29.85,28,29.85,30,5,90,19,3.39,4,8,30,73.33,6,16.96,9,14,73.34,3,7.26,86.77,1.07,36.56,1.38,0,13.47,1.34,0,150,0,1.53,36.56,115.03,130.59,13.47,0,0,135.3,100.22,1.34,43.29,0,26.73,0,1.65,0

34,08:15-08:30,29.56,29.57,29.57,27,5,81,17.33,5.03,5,10,27,70,9,25.13,12,21,70,4,9.75,86.77,1.07,36.56,1.91,0,13.47,1.86,0,150,0,1.53,36.56,115.03,130.59,13.47,0,0,135.3,100.22,1.86,43.29,0,34.44,0,1.65,0

35,08:30-08:45,30.06,30.07,30.07,23.67,5,70.99,16,6.34,6,12,23.67,66,7,31.69,13,18,66,5,13.3,86.77,1.07,36.56,2.6,0,13.47,2.53,0,150,0,1.53,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,2.53,43.29,0,41.8,0,1.65,0

36,08:45-09:00,30.46,30.47,30.47,20.5,5,61.5,14.33,8.37,7,15,20.5,60,9,41.86,15,21,60,9,16.27,86.77,1.07,36.56,3.27,0,13.47,3.19,0,150,0,1.53,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,3.19,43.29,0,49.18,0,1.65,0

37,09:00-09:15,30.46,30.47,30.47,21.17,5,63.49,13,10.56,7,13,21.17,53.33,10,52.79,17,25,53.34,10,19.38,86.77,1.07,36.56,4.27,0,13.47,4.16,0,150,0,1.48,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,4.16,43.29,0,56.68,0,1.65,0

38,09:15-09:30,30.46,30.47,30.47,19.5,5,58.5,11.67,13.1,7,15,19.5,43.33,13,65.48,19,32,43.34,12,22.47,86.77,1.07,36.56,5.11,0,13.47,4.99,0,150,0,1.48,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,4.99,43.29,0,63.92,0,1.65,0

39,09:30-09:45,30.46,30.47,30.47,17.83,5,53.51,11,16.18,7,13,17.83,37.33,12,80.89,22,28,37.34,13,25.6,86.77,1.07,36.56,5.94,0,13.47,5.8,0,150,0,1.48,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,5.8,43.29,0,70.63,0,1.65,0

40,09:45-10:00,30.46,30.47,30.47,16.5,5,49.5,9.67,18.99,7,15,16.5,33,13,94.96,25,32,33,16,28.55,86.77,1.07,36.56,6.78,0,13.47,6.62,0,150,0,1.48,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,6.62,43.29,0,77.14,0,1.65,0

41,10:00-10:15,30.46,30.47,30.47,16,5,48,8.67,19.86,7,13,16,28.67,12,99.31,37,28,28.66,17,31.84,86.77,1.07,36.56,7.62,0,13.47,7.43,0,150,0,1.48,36.56,115.03,130.59,13.47,0,0,135.3,100.22,7.43,43.29,0,82.86,0,1.56,0

42,10:15-10:30,30.46,30.47,30.47,16.17,5,48.49,8.67,22.12,7,15,16.17,25.33,13,110.6,43,32,25.34,20,34.13,86.77,1.07,36.56,8.48,0,13.47,8.28,0,150,0,1.48,36.56,115.03,130.59,13.47,0,0,135.3,100.22,8.28,43.29,0,87.75,0,1.56,0

43,10:30-10:45,30.46,30.47,30.47,16.67,5,49.99,8.67,24.17,8,16,16.67,22,15,120.83,47,35,22,22,36.03,86.77,1.07,36.56,4,0,13.47,3.9,0,150,0,1.48,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,3.9,43.29,0,83.6,0,1.56,0

44,10:45-11:00,30.46,30.47,30.47,17.5,5,52.5,8.67,27.68,9,17,17.5,20.33,16,138.39,50,39,20.34,24,38.19,86.77,1.07,36.56,4.26,0,13.47,4.15,0,150,0,1.48,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,4.15,43.29,0,87.15,0,1.56,0

45,11:00-11:15,30.46,30.47,30.47,17.33,5,52.01,8.67,29.89,10,20,17.33,20.67,18,149.44,56,42,20.66,26,39.17,86.77,1.14,36.56,4.79,0,13.47,4.68,0,150,0,1.48,36.56,84.86,130.59,13.47,0,0.69,135.3,100.22,4.68,43.29,0,90.54,0,1.65,0

46,11:15-11:30,30.46,30.47,30.47,17.17,5,51.49,8.67,31.96,11,21,17.17,21,21,159.81,60,49,21,28,39.84,86.77,1.14,36.56,5.33,0,13.47,5.2,0,150,0,1.48,36.56,70.15,130.59,13.47,0,0.69,135.3,100.22,5.2,43.29,0,93.72,0,1.65,0

47,11:30-11:45,30.46,30.47,30.47,15.17,5,45.49,8.67,33.67,13,27,15.17,21.67,24,168.36,62,56,21.66,29,35.37,86.77,1.14,36.56,5.87,0,14.43,5.73,0,150,0,1.48,36.56,70.15,130.59,14.43,0,0.69,135.3,100.22,5.73,28.86,0,96.91,0,1.65,0

48,11:45-12:00,30.46,30.47,30.47,15.17,5,45.49,8.67,34.73,15,30,15.17,22.33,27,173.65,63,63,22.34,29,35.95,86.77,1.14,36.56,6.41,0,14.43,6.26,0,150,0,1.48,36.56,70.15,130.59,14.43,0,0.69,135.3,100.22,6.26,28.86,0,126.66,0,1.65,0

49,12:00-12:15,30.46,30.47,30.47,15.83,5,47.51,8.67,39.42,11,22,15.83,24.33,19,197.12,57,46,24.34,29,36.04,74.58,1.14,36.56,8.63,0,14.43,8.42,0,150,0,1.48,36.56,70.15,112.34,14.43,0,0,135.3,100.22,8.42,28.86,0,129.95,0,1.65,0

50,12:15-12:30,30.46,30.47,30.47,16.33,5,49.01,8.67,39.95,11,23,16.33,26,22,199.77,57,53,26,29,36.13,86.77,1.14,36.56,9.59,0,14.43,9.35,0,150,0,1.48,36.56,70.15,130.59,14.43,0,0,135.3,100.22,9.35,28.86,0,129.99,0,1.65,0

51,12:30-12:45,30.46,30.47,30.47,16.67,5,49.99,8.67,40.42,13,27,16.67,25.67,24,202.12,55,56,25.66,31,36.21,86.77,1.14,36.56,9.49,0,14.43,9.25,0,150,0,1.48,36.56,70.15,130.59,14.43,0,0.69,135.3,100.22,9.25,28.86,0,129.22,0,1.65,0

52,12:45-13:00,30.46,30.47,30.47,17.5,5,52.5,9,40.46,13,27,17.5,28.33,25,202.32,55,60,28.34,31,36.31,86.77,1.14,36.56,10.38,0,14.43,10.12,0,150,0,1.48,36.56,70.15,130.59,14.43,0,0.69,135.3,100.22,10.12,28.86,0,127.65,0,1.65,0

53,13:00-13:15,30.46,30.47,30.47,18.5,5,55.5,10,40.12,17,33,18.5,29.33,31,200.59,70,74,29.34,31,35.89,74.58,1.14,24.05,10.05,0,14.43,9.8,0,150,0,1.53,24.05,70.15,112.34,14.43,0,0.69,135.3,100.22,9.8,33.67,0,124.5,0,1.65,0

54,13:15-13:30,30.46,30.47,30.47,18.67,5,55.99,10.67,39.57,17,33,18.67,32.33,30,197.85,70,70,32.34,30,35.48,74.58,1.14,24.05,9.73,0,13.47,9.5,0,150,0,1.53,24.05,70.15,112.34,13.47,0,0.69,135.3,100.22,9.5,33.67,0,119.81,0,1.65,0

55,13:30-13:45,30.46,30.47,30.47,21.83,5,65.51,16,38.8,10,20,21.83,45.33,21,194.01,62,49,45.34,29,35.06,74.58,1.14,24.05,9.44,0,13.47,9.22,0,150,0,1.53,24.05,70.15,112.34,13.47,0,0.69,135.3,100.22,9.22,33.67,0,114.61,0,1.65,0

56,13:45-14:00,30.46,30.47,30.47,21.67,5,64.99,16.33,37.62,10,20,21.67,46.33,18,188.11,57,42,46.34,28,34.65,74.58,1.14,24.05,9.19,0,13.47,8.96,0,150,0,1.53,24.05,70.15,112.34,13.47,0,0.69,135.3,100.22,8.96,33.67,0,108.61,0,1.65,0

57,14:00-14:15,30.46,30.47,30.47,21.5,5,64.5,19.67,36.08,10,20,21.5,46.33,18,180.42,56,42,46.34,27,33.61,74.58,1.22,24.05,8.95,0,13.47,8.73,0,150,0,1.53,24.05,70.15,112.34,13.47,0,0.69,135.3,100.22,8.73,33.67,0,99.73,0,1.56,0

58,14:15-14:30,30.46,30.47,30.47,21.33,5,64.01,20,34.27,9,19,21.33,46.67,18,171.36,55,42,46.66,26,31.87,86.77,1.22,24.05,8.73,0,13.47,8.52,0,150,0,1.53,24.05,70.15,130.59,13.47,0,0.69,135.3,100.22,8.52,33.67,0,88.05,0,1.56,0

59,14:30-14:45,30.46,30.47,30.47,21.33,7.2,64.01,20.33,31.9,7,15,21.33,46.67,15,159.5,45,35,46.66,24,29.29,86.77,1.22,24.05,8.53,0,13.47,8.33,0,150,0,1.53,24.05,70.15,130.59,13.47,0,0.69,135.3,100.22,8.33,33.67,0,78.23,0,1.56,0

60,14:45-15:00,30.46,30.47,30.47,21.33,7.4,64.01,20.33,29.43,7,15,21.33,47,15,147.14,42,35,47,22,27.55,86.77,1.22,24.05,8.35,0,13.47,8.14,0,150,0,1.53,24.05,70.15,130.59,13.47,0,0.69,135.3,100.22,8.14,33.67,0,70.85,0,1.56,0

61,15:00-15:15,30.96,30.97,30.97,21.33,7.4,64.01,18.33,29.48,11,22,21.33,47.67,21,147.41,42,49,47.66,20,25.17,86.77,1.22,24.05,8.12,0,13.47,7.92,0,150,0,1.57,24.05,70.15,130.59,13.47,0,0.69,135.3,100.22,7.92,33.67,0,58.87,0,1.65,0

62,15:15-15:30,30.96,30.97,30.97,21.5,7.6,64.5,18.67,25.93,9,19,21.5,51,19,129.64,40,46,51,17,22.49,86.77,1.22,24.05,7.65,0,13.47,7.46,0,150,0,1.57,24.05,70.15,130.59,13.47,0,0.69,135.3,100.22,7.46,33.67,0,52.41,0,1.65,0

63,15:30-15:45,32.87,25,32.87,21.83,7.8,65.51,19,23.11,9,18,21.83,45,18,115.53,32,42,45,14,19.86,86.77,1.22,24.05,4.77,0,13.47,4.64,0,150,0,1.57,24.05,70.15,130.59,13.47,0,0.69,135.3,100.22,4.64,33.67,0,46.3,0,1.65,0

64,15:45-16:00,32.87,18,32.87,22.33,7.8,67.01,19.33,20.09,8,16,22.33,45.33,15,100.47,28,35,45.34,11,17.11,86.77,1.22,24.05,4.45,0,13.47,4.35,0,150,0,1.57,24.05,70.15,130.59,13.47,0,0.69,135.3,100.22,4.35,33.67,0,40.1,0,1.65,0

65,16:00-16:15,33,10,31.95,22.5,8,67.5,19.67,18.33,7,14,22.5,46,12,91.64,27,28,46,9,14.48,86.77,1.3,36.56,3.75,0,13.47,3.66,0,150,0,1.62,36.56,66,130.59,13.47,0,0.69,135.3,100.22,3.66,43.29,0,33.07,0,1.65,0

66,16:15-16:30,33,5,20.81,22.5,8.2,67.5,20,14.76,5,9,22.5,47.33,9,73.82,23,21,47.34,8,11.7,86.77,1.3,36.56,3.06,0,13.47,2.98,0,150,0,1.62,36.56,74.49,130.59,13.47,0,0.69,135.3,100.22,2.98,43.29,0,25.4,0,1.65,0

67,16:30-16:45,19.2,1,11.91,22.5,12.01,67.5,20,11.17,4,9,22.5,38.33,6,55.82,15,14,38.34,5,8.99,86.77,1.3,36.56,2.36,0,13.47,2.3,0,150,0,1.62,36.56,82.97,130.59,13.47,0,0.69,135.3,100.22,2.3,43.29,0,18.05,0,1.65,0

68,16:45-17:00,7.8,0,4.97,22.5,12.41,67.5,20.33,7.84,4,8,22.5,39.33,3,39.2,13,7,39.34,3,6.19,86.77,1.3,36.56,1.66,0,13.47,1.62,0,150,0,1.62,36.56,91.46,130.59,13.47,0,0.69,135.3,100.22,1.62,43.29,0,13.33,0,1.65,0

69,17:00-17:15,2.86,0,1.21,22.5,12.61,67.5,20.67,4.98,3,6,22.5,41.67,1,24.91,10,4,41.66,2,4.65,86.77,1.22,36.56,1.27,0,13.47,1.24,0,150,0,1.62,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,1.24,43.29,0,8.78,0,1.65,0

70,17:15-17:30,0.8,0,1.84,22.33,12.81,67.01,20.67,2.9,1,2,22.33,42.67,1,14.48,7,4,42.66,1,3.21,86.77,1.22,36.56,0.87,0,13.47,0.85,0,150,0,1.62,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,0.85,43.29,0,1.13,0,1.65,0

71,17:30-17:45,0.05,0,1.05,22.17,11,66.49,21,1.26,0,1,22.17,43.33,0,6.28,3,1,43.34,0,1.75,86.77,1.22,36.56,0.48,0,13.47,0.47,0,150,0,1.62,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,0.47,43.29,0,0,0,1.65,0

72,17:45-18:00,0.03,0,0.58,22,11.21,66,21.33,0.25,0,0,22,44,0,1.27,2,0,44,0,0.24,86.77,1.22,36.56,0.08,0,13.47,0.08,0,150,0,1.62,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,0.08,43.29,0,0,0,1.65,0

73,18:00-18:15,0,0,0,23,11.61,69,22,0,0,0,23,45,0,0.01,0,0,45,0,0.17,86.77,1.22,36.56,0.05,0,13.47,0.05,0,150,26.74,1.62,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,0.05,43.29,150,0,50,1.65,0

74,18:15-18:30,0,0,0,24.67,12.01,73.99,22.67,0,0,0,24.67,46,0,0,0,0,46,0,0.12,86.77,1.22,36.56,0.02,0,13.47,0.02,0,150,26.74,1.62,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,0.02,43.29,150,0,50,1.65,0

75,18:30-18:45,0,0,0,23.33,17.01,70.01,21.67,0,0,0,23.33,46.67,0,0,0,0,46.66,0,0,86.77,1.22,36.56,0.01,0,13.47,0.01,0,150,26.74,1.62,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,0.01,43.29,150,0,50,1.65,0

76,18:45-19:00,0,0,0,23.5,17.61,70.5,22.67,0,0,0,23.5,47.67,0,0,0,0,47.66,0,0,86.77,1.22,36.56,0,0,13.47,0,0,150,26.74,1.62,36.56,115.03,130.59,13.47,0,0.69,135.3,100.22,0,43.29,150,0,50,1.65,0

77,19:00-19:15,0,0,0,23.83,23.01,71.51,24,0,0,0,23.83,48.33,0,0,0,0,48.34,0,0,86.77,1.22,28.86,0,0,13.47,0,0,150,26.74,1.57,28.86,70.15,130.59,13.47,0,0.69,135.3,100.22,0,43.29,150,0,50,1.56,0

78,19:15-19:30,0,0,0,24.67,23.41,73.99,25,0,0,0,24.67,49.33,0,0,0,0,49.34,0,0,86.77,1.22,28.86,0,0,13.47,0,0,150,26.24,1.57,28.86,70.15,130.59,13.47,0,0.69,135.3,100.22,0,38.48,150,0,50,1.56,0

79,19:30-19:45,0,0,0,22.5,23.81,67.5,21.67,0,0,0,22.5,51.67,0,0,0,0,51.66,0,0,86.77,1.22,28.86,0,0,13.47,0,0,150,26.24,1.57,28.86,70.15,130.59,13.47,0,0.69,135.3,100.22,0,38.48,150,0,50,1.56,0

80,19:45-20:00,0,0,0,22.67,24.21,67.99,21.67,0,0,0,22.67,55,0,0,0,0,55,0,0,86.77,1.22,28.86,0,0,13.47,0,0,150,26.24,1.57,28.86,70.15,130.59,13.47,0,0.69,135.3,100.22,0,38.48,150,0,50,1.56,0

