Block,Time Block,NAPP,NLCIIST1,NLCEXP,NJPC,KUDGI,KOTESHWR,KKNP,KKNPPU2,KOLDAM,DHAULIGNGA,DADRT2,NLCIIST2,NTPL,RAMPUR,PARBATI3,DADRI_RF,KHSTPP-II,KISHANGANGA,FSTPP I & II,DULHASTI,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,AURY_GF,DADRI_LF,AURY_CRF,AURY_RF,DADRI_GF,ANTA_RF,AURY_LF,DADRI_CRF,ANTA_LF,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TALST2,TANAKPUR,UNCHAHAR3,TALA,TANDA2,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,UNCHAHAR4,ANTA_GF,URI2,URI,ANTA_CRF,VALLURNTECL,MAPS,RIHAND2,RSTPSU1TO6,SEWA2,RIHAND3,RSTPSU7,SALAL,SASAN,SIMHST1,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,NNTPP,NLCTS2EXP,RAPPC,RIHAND1,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,21.27,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,7.51,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,129.82,0,0,10.66,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

7,01:30-01:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,21.27,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,7.51,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,129.82,0,0,11.32,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

8,01:45-02:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,21.27,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,7.51,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,129.82,0,0,10.58,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

9,02:00-02:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,136.12,0,0,10.58,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

10,02:15-02:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,140.56,0,0,11.34,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

11,02:30-02:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,140.63,0,0,13.03,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

12,02:45-03:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,140.63,0,0,14.5,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

13,03:00-03:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,146.94,0,0,15.38,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

14,03:15-03:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,151.38,0,0,16.26,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

15,03:30-03:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,151.45,0,0,15.91,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

16,03:45-04:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,151.45,0,0,16.68,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

17,04:00-04:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,157.76,0,0,18.97,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

18,04:15-04:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,162.19,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

19,04:30-04:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,1.21,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,162.27,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

20,04:45-05:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,18.41,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,14.72,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,162.27,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

21,05:00-05:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,11.09,15.85,21.83,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,14.72,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,168.58,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

22,05:15-05:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,11.09,15.85,22.4,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,29.44,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,173.01,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

23,05:30-05:45,42.11,0,0,0,0,8.53,0,0,0,0,216.49,0,0,0,0,0,142.61,0,11.09,15.85,32.21,383.87,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,14.26,0,0,0,22.49,29.44,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,173.09,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

24,05:45-06:00,42.11,0,0,18.21,0,8.53,0,0,0,0,283.81,0,0,0,0,0,142.61,0,15.04,15.85,32.21,485.04,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,18.29,0,0,0,27.06,29.44,6.83,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,173.09,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

25,06:00-06:15,42.11,0,0,44.98,0,8.53,0,0,0,0,393.58,0,0,0,0,0,142.61,0,19.75,15.85,32.21,582.51,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,23.29,0,0,0,34.74,44.17,9.08,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,173.09,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

26,06:15-06:30,42.11,0,0,67.48,0,17.07,0,0,0,0,312.53,0,0,0,0,0,142.61,0,20,15.85,32.21,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.75,44.17,9.89,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,173.09,0,3.6,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

27,06:30-06:45,42.11,0,0,89.97,0,25.6,0,0,0,7.62,414,0,0,0,0,0,142.61,0,20,31.69,32.21,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,44.17,9.89,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,173.09,0,7.68,19.23,11.55,2.12,1.22,0,0,51.25,88.47,0,0,0,0,0,0

28,06:45-07:00,42.11,0,0,112.46,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.21,590.8,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,58.88,9.89,0,0,4.14,1.07,0,0,0,114.2,0,7.6,119.56,0,1.35,173.09,0,32.05,19.23,23.16,12.54,18.64,0,0,51.25,88.47,0,0,0,0,0,0

29,07:00-07:15,42.11,0,0,112.46,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.21,557.34,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,58.88,9.89,0,0,4.14,2.13,0,0,0,114.2,0,7.6,119.56,0,1.35,179.4,0,32.05,19.23,34.94,12.54,27.94,0,0,51.25,88.47,0,0,0,0,0,0

30,07:15-07:30,42.11,0,0,112.46,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.21,557.34,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,58.88,9.89,0,0,4.14,2.13,0,0,0,114.2,0,7.6,119.56,0,1.35,189.01,0,32.05,19.23,40.53,12.54,27.94,0,0,51.25,88.47,0,0,0,0,0,0

31,07:30-07:45,42.11,0,0,112.46,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.21,557.34,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,58.88,9.89,0,0,4.14,6.38,0,0,0,114.2,0,7.88,119.56,0,1.35,200.25,0,32.05,19.23,40.53,12.54,27.94,0,0,51.25,88.47,0,0,0,0,0,0

32,07:45-08:00,42.11,0,0,112.46,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.21,557.34,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,58.88,9.89,0,0,4.14,25.47,0,0,0,114.2,0,7.88,119.56,0,1.35,211.85,0,32.05,19.23,40.53,12.54,27.94,0,0,51.25,88.47,0,0,0,0,0,0

33,08:00-08:15,42.11,0,0,89.97,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.21,537.81,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,58.88,9.89,0,0,4.14,25.47,0,0,0,114.2,0,7.88,119.56,0,1.35,194.72,0,32.05,19.23,40.53,12.54,18.64,0,0,51.25,88.47,0,0,0,0,0,0

34,08:15-08:30,42.11,0,0,67.48,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.21,522.93,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,58.88,9.89,0,0,4.14,25.47,0,0,0,114.2,0,7.88,119.56,0,1.35,173.09,0,32.05,19.23,40.53,12.54,18.64,0,0,51.25,88.47,0,0,0,0,0,0

35,08:30-08:45,42.11,0,0,44.98,0,18.96,0,0,0,15.31,426.14,0,0,0,0,0,142.61,0,20,15.85,32.21,547.1,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,58.88,9.89,0,0,4.14,4.24,0,0,0,114.2,0,0,119.56,0,1.35,162.27,0,2.05,19.23,25.07,2.12,1.22,0,0,51.25,88.47,0,0,0,0,0,0

36,08:45-09:00,42.11,0,0,44.98,0,8.53,0,0,0,7.62,426.14,0,0,0,0,0,142.61,0,20,15.85,32.21,547.1,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,1.97,25.39,0,0,0,40.76,44.17,9.89,0,0,4.14,2.13,0,0,0,114.2,0,0,119.56,0,1.35,151.45,0,0,19.23,11.55,0,0,0,0,51.25,88.47,0,0,0,0,0,0

37,09:00-09:15,42.11,0,0,38.25,0,8.53,0,0,0,0,426.14,0,0,0,0,0,142.61,0,20,15.85,32.21,522.93,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,7.51,25.39,0,0,0,40.76,44.17,9.89,0,0,4.14,2.13,0,0,0,114.2,0,0,119.56,0,1.35,140.63,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

38,09:15-09:30,42.11,0,0,19.58,0,8.53,0,0,0,0,426.14,0,0,0,0,0,142.61,0,20,15.85,32.21,522.93,0,0,0,0,0,0,0,0,0,0,0,0,0,134.33,0,7.51,25.39,0,0,0,40.76,29.44,9.89,0,0,4.14,2.13,0,0,0,114.2,0,0,119.56,0,1.35,129.82,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

39,09:30-09:45,42.11,0,0,18.21,0,8.53,0,0,0,0,426.14,0,0,0,0,0,142.61,0,20,15.85,32.21,509,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,7.51,25.39,0,0,0,40.76,29.44,9.89,0,0,4.14,2.13,0,0,0,114.2,0,0,119.56,0,1.35,129.82,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

40,09:45-10:00,42.11,0,0,18.21,0,8.53,0,0,0,0,426.14,0,0,0,0,0,142.61,0,20,15.85,32.21,509,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,7.51,25.39,0,0,0,40.76,29.44,9.89,0,0,4.14,25.47,0,0,0,114.2,0,0,119.56,0,1.35,129.82,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

41,10:00-10:15,42.11,0,0,0,0,8.53,0,0,0,0,422.43,0,0,0,0,0,142.61,0,20,15.85,32.21,590.92,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,29.44,9.89,0,0,10.35,25.47,0,0,0,114.2,0,0,119.56,0,8.93,129.82,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

42,10:15-10:30,42.11,0,0,0,0,8.53,0,0,0,0,355.93,0,0,0,0,0,142.61,0,20,15.85,32.21,571.69,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,29.44,9.89,0,0,10.35,25.47,0,0,0,114.2,0,0,119.56,0,40.22,129.82,0,0,18.69,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

43,10:30-10:45,42.11,0,0,0,0,8.53,0,0,0,0,250.15,0,0,0,0,0,142.61,0,20,15.85,32.21,533.23,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,29.44,9.89,0,0,10.35,2.13,0,0,0,114.2,0,0,119.56,0,40.22,129.82,0,0,16.87,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

44,10:45-11:00,42.11,0,0,0,0,8.53,0,0,0,0,202.07,0,0,0,0,0,142.61,0,20,15.85,32.21,523.61,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,29.44,9.89,0,0,10.35,2.13,0,0,0,114.2,0,0,119.56,0,40.22,129.82,0,0,16.62,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

45,11:00-11:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,142.61,0,20,15.85,32.21,485.15,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,29.44,9.89,0,0,10.35,2.13,0,0,0,114.2,0,0,119.56,0,40.22,136.12,0,0,16.11,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

46,11:15-11:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,142.61,0,20,15.85,32.21,456.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,29.44,9.89,0,0,10.35,2.13,0,0,0,114.2,0,0,119.56,0,40.22,145.74,0,0,16.65,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

47,11:30-11:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,142.61,0,20,15.85,32.21,427.45,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,29.44,9.89,0,0,4.14,2.13,0,0,0,114.2,0,0,119.56,0,40.22,156.98,0,0,18.12,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

48,11:45-12:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,142.61,0,20,15.85,32.21,398.6,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,29.44,9.89,0,0,4.14,2.13,0,0,0,114.2,0,0,119.56,0,8.93,168.58,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

49,12:00-12:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,142.61,0,16.05,15.85,32.21,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,22.83,0,0,0,34.62,14.72,8.59,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,179.4,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

50,12:15-12:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,142.61,0,16.05,15.85,32.21,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,15.81,0,0,0,22.49,14.72,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,190.21,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

51,12:30-12:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,142.61,0,13.28,15.85,32.21,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,14.72,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

52,12:45-13:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,142.61,0,13.28,15.85,32.21,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

53,13:00-13:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,21.42,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

54,13:15-13:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,21.42,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

55,13:30-13:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,21.42,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

56,13:45-14:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,94.74,0,11.09,15.85,21.42,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

57,14:00-14:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,11.09,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

58,14:15-14:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,11.09,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

59,14:30-14:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,11.09,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,0,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

60,14:45-15:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,11.09,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,14.66,5.77,0,0,4.14,1.07,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

61,15:00-15:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,11.09,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,14.66,5.77,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

62,15:15-15:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,11.09,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,14.66,5.77,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

