Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,KAWAS-zLIQ,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-ComGas,GANDHAR-RLNG,KAWAS-ComGas,LARA-I,SASAN,KAWAS-RLNG,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,KHARGONE-I,VSTPS II,KAPS,TAPS-II,KAWAS-APM,KAWAS-NAPM
6,01:15-01:30,13.09,42.14808,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,52.992,1.095843,50.957572,31.561589,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.749204,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.51,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.72,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.674033,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

7,01:30-01:45,13.09,42.14808,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,52.992,1.095843,50.957572,31.561589,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,18.943052,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.51,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.79,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.674033,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

8,01:45-02:00,13.09,42.14808,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,37.004904,31.561589,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,18.943052,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.51,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.79,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.674033,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

9,02:00-02:15,6.49,42.14808,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,31.561589,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,9.360096,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.51,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.85,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.85492,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

10,02:15-02:30,6.49,42.14808,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,31.561589,27.350811,18.108732,30.855472,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.91,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.885132,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

11,02:30-02:45,6.49,42.14808,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,31.561589,27.350811,18.108732,30.855472,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.96,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.915342,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

12,02:45-03:00,6.49,42.14808,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,31.561589,27.350811,18.108732,15.349422,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.915342,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

13,03:00-03:15,6.49,42.14808,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,36.506751,27.350811,18.108732,15.349422,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

14,03:15-03:30,6.49,41.238,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,36.506751,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

15,03:30-03:45,6.49,26.07,147.214156,0.7686,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

16,03:45-04:00,6.49,12.64,147.214156,0.7686,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

17,04:00-04:15,6.49,0,147.214156,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

18,04:15-04:30,6.49,0,147.214156,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

19,04:30-04:45,6.49,0,147.214156,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.5,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

20,04:45-05:00,6.49,0,147.214156,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.5,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

21,05:00-05:15,6.49,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,52.992,1.116916,0,36.506751,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,0,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.5,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

22,05:15-05:30,6.49,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,52.992,1.116916,0,36.506751,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.663309,0,95.888555,122.432091,128.451291,0,0,24.402,21.51372,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.5,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

23,05:30-05:45,6.49,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,1.326619,0,95.888555,122.432091,128.451291,0,0,24.402,43.02744,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,96.00669,0,3.03,3.57,3.78,1.52,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.5,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

24,05:45-06:00,6.49,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,10.456189,667.076637,4.225255,9.137237,47.749204,0,2.155756,0,95.888555,122.432091,128.451291,0,0,24.402,69.91959,65.426238,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,96.00669,0,3.03,3.57,3.78,1.56,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.52,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

25,06:00-06:15,6.49,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,0,691.093984,20.912378,667.076637,4.225255,9.137237,47.749204,0,2.80722,0,95.888555,122.432091,128.451291,0,0,36.022,91.43331,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.56,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.52,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

26,06:15-06:30,13.09,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,0,6.017938,691.093984,31.368567,667.076637,4.225255,9.137237,47.749204,0,3.138875,0,95.888555,122.432091,128.451291,0,0,83.664,102.19017,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.56,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.52,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.02032,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

27,06:30-06:45,13.09,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,3.915669,11.155202,691.093984,41.824756,667.076637,4.225255,9.137237,47.749204,0,3.138875,0,95.888555,122.432091,128.451291,0,0,83.664,102.19017,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.56,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.05,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.020161,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

28,06:45-07:00,19.58,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,41.824756,667.076637,4.225255,9.137237,47.749204,0,3.138875,0,95.888555,122.432091,128.451291,0,0,83.664,102.19017,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.56,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.05,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.014026,0.001107,0.020161,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

29,07:00-07:15,19.58,0,147.214156,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,41.824756,667.076637,4.225255,0,47.749204,0,2.321583,0,95.888555,122.432091,128.451291,18.910588,0,83.664,75.29802,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

30,07:15-07:30,19.58,0,147.214156,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,20.912378,667.076637,4.225255,0,47.749204,0,1.492446,0,95.888555,122.432091,128.451291,37.821176,0,83.664,48.40587,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

31,07:30-07:45,19.58,13.983,147.214156,0.7686,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,20.912378,667.076637,4.225255,0,47.749204,0,0.829137,0,95.888555,122.432091,128.451291,56.92678,0,83.664,26.89215,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,2.94,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

