Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,KAWAS-zLIQ,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-ComGas,GANDHAR-RLNG,KAWAS-ComGas,LARA-I,SASAN,KAWAS-RLNG,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,KHARGONE-I,VSTPS II,KAPS,TAPS-II,KAWAS-APM,KAWAS-NAPM
66,16:15-16:30,13.09,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,52.992,1.011547,50.957572,32.639302,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.710688,0,95.888555,122.432091,128.451291,56.92678,0,12.782,23.127249,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

67,16:30-16:45,13.09,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,52.992,1.011547,50.957572,33.101178,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.710688,0,95.888555,122.432091,128.451291,56.92678,0,12.782,23.127249,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

68,16:45-17:00,6.5538,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.011547,50.957572,33.101178,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.710688,0,95.888555,122.432091,128.451291,56.92678,0,24.402,23.127249,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

69,17:00-17:15,6.5538,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.032621,50.957572,33.101178,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.710688,0,95.888555,122.432091,128.451291,56.92678,0,83.664,23.127249,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

70,17:15-17:30,6.5538,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.032621,50.957572,33.101178,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.710688,0,95.888555,122.432091,128.451291,56.92678,0,83.664,23.127249,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

71,17:30-17:45,6.5538,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.032621,50.957572,33.101178,27.350811,18.108732,30.855472,22.33242,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.710688,0,95.888555,122.432091,128.451291,56.92678,0,83.664,23.127249,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

72,17:45-18:00,6.5538,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.032621,50.957572,33.101178,27.350811,18.108732,30.855472,22.33242,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.710688,0,95.888555,122.432091,128.451291,56.92678,1.711277,83.664,23.127249,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

73,18:00-18:15,6.5538,0,132.710689,6.6612,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,30.855472,22.33242,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,1.326619,0,95.888555,122.432091,128.451291,56.92678,1.78333,83.664,43.02744,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019685,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

74,18:15-18:30,6.5538,12.64,132.710689,6.6612,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,30.949448,22.33242,691.093984,10.456189,667.076637,4.225255,9.137237,47.749204,0,2.321583,0,95.888555,122.432091,128.451291,56.92678,4.125078,83.664,75.29802,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019685,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

75,18:30-18:45,12.87,28.09872,132.710689,6.6612,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,30.949448,33.499365,691.093984,20.912378,667.076637,4.225255,27.411711,47.749204,0,2.973048,0,95.888555,122.432091,128.451291,56.92678,5.349991,24.402,96.81174,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019685,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

76,18:45-19:00,19.58,42.14808,132.710689,6.6612,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,4.225255,35.65751,47.749204,0,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019685,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

77,19:00-19:15,19.58,42.14808,132.710689,6.6612,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,4.225255,35.65751,47.749204,3.668474,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

78,19:15-19:30,19.58,42.14808,132.710689,6.6612,4.233847,22.444045,44.326064,2.392833,52.992,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,4.225255,35.65751,47.749204,7.336948,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

79,19:30-19:45,19.6614,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,52.992,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,4.225255,35.65751,47.749204,38.152132,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

80,19:45-20:00,19.6614,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,4.225255,35.65751,47.749204,38.152132,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

81,20:00-20:15,19.6614,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,4.225255,35.65751,47.749204,38.152132,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,89.519751,0,2.98,3.3,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

82,20:15-20:30,19.6614,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,31.368567,667.076637,4.225255,35.65751,47.749204,38.152132,3.636356,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,118.32546,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,89.519751,0,2.98,3.3,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

83,20:30-20:45,19.6614,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,31.368567,667.076637,4.225255,35.65751,47.749204,38.152132,3.138875,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,102.19017,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,89.519751,0,2.98,3.3,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

84,20:45-21:00,6.5538,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,20.912378,667.076637,4.225255,27.411711,47.749204,19.076066,2.451875,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,79.708333,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,89.519751,0,2.98,3.3,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

85,21:00-21:15,6.5538,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,9.092338,667.076637,4.225255,27.411711,47.749204,3.668474,2.451875,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,79.708333,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,89.519751,0,2.98,3.3,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

86,21:15-21:30,6.5538,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,0,667.076637,4.225255,27.411711,47.749204,0,2.333428,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,75.835863,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,89.519751,0,2.98,3.3,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

87,21:30-21:45,6.5538,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,0,667.076637,4.225255,27.411711,47.749204,0,2.451875,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,79.708333,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,89.519751,0,3.03,3.3,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

88,21:45-22:00,13.1076,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,0,667.076637,4.225255,27.411711,47.749204,0,2.973048,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,96.81174,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,89.519751,0,3.03,3.3,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

89,22:00-22:15,19.6614,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,0,667.076637,4.225255,28.971727,47.749204,0,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,90.817139,0,3.03,3.3,3.78,1.56,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.05,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

90,22:15-22:30,19.6614,42.14808,132.710689,0.6405,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,0,667.076637,4.225255,28.971727,47.749204,0,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,90.817139,0,3.03,3.3,3.78,1.56,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.05,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

91,22:30-22:45,19.6614,42.14808,132.710689,1.9215,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,0,667.076637,4.225255,28.971727,47.749204,0,4.086459,0,95.888555,122.432091,128.451291,56.92678,7.133322,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,90.817139,0,3.03,3.3,3.78,1.56,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.05,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

92,22:45-23:00,19.6614,42.14808,132.710689,1.9215,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,33.499365,691.093984,0,667.076637,4.225255,28.971727,47.749204,0,4.086459,0,95.888555,122.432091,128.451291,56.92678,5.349991,12.782,132.847221,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,90.817139,0,3.03,3.3,3.78,1.53,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

93,23:00-23:15,13.1076,42.14808,132.710689,1.9215,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.749204,0,3.138875,0,95.888555,122.432091,128.451291,56.92678,5.349991,24.402,102.19017,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,90.817139,0,3.03,3.3,3.78,1.53,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

94,23:15-23:30,13.1076,42.14808,132.710689,1.9215,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,33.101178,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.749204,0,2.321583,0,95.888555,122.432091,128.451291,37.821176,4.863629,24.402,75.29802,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,90.817139,0,3.03,3.3,3.78,1.53,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

95,23:30-23:45,13.1076,42.14808,132.710689,1.9215,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,32.331384,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.749204,0,1.492446,0,95.888555,122.432091,128.451291,37.821176,3.242419,36.022,48.40587,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,90.817139,0,3.03,3.3,3.78,1.53,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

96,23:45-24:00,13.1076,42.14808,132.710689,1.9215,4.233847,22.444045,44.326064,2.392833,48.576,1.053695,50.957572,32.331384,27.350811,18.108732,30.949448,22.310403,691.093984,0,667.076637,4.225255,27.85743,47.749204,0,1.326619,0,95.888555,122.432091,128.451291,37.821176,3.242419,36.022,43.242577,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,90.817139,0,3.03,3.3,3.78,1.53,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.389702,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

