Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2024/10/01/9072,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/6101,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/9582,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/3642,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/8106,NR/01102023/22052037/LT-59
17,04:00-04:15,8.66,0,10.66,0,21.67,101.07,0,21.67,0,0,10.67,32,0,0,0,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,75.43,207.16,26.87,0,26.87,26.45,29.77,3.36,6.02,8.82,3.36

18,04:15-04:30,9.34,0,10.34,0,20,101.07,0,20,0,0,10.33,31,0,0,0,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,75.43,207.16,26.87,0,26.87,26.45,29.77,3.36,6.02,8.82,3.36

19,04:30-04:45,9.34,0,9.84,0,19.33,101.07,0,19.33,0,0,9.83,29.5,0,0,0,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,75.43,207.16,26.87,0,26.87,26.45,29.77,3.36,6.02,8.82,3.36

20,04:45-05:00,8.66,0,9.34,0,18.33,101.07,0,18.33,0,0,9.33,28,0,0,0,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,75.43,207.16,26.87,0,26.87,26.45,29.77,3.36,6.02,8.82,3.36

21,05:00-05:15,6.66,0,7.5,0,17.33,53.36,0,17.33,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,75.43,207.16,26.87,0,26.87,26.45,29.77,3.36,6.02,8.82,3.36

22,05:15-05:30,6.66,0,7.5,0,15,82.46,0,15,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,75.43,207.16,26.87,0,26.87,26.45,29.77,3.36,6.02,8.82,3.36

23,05:30-05:45,6.66,0,7.5,0,20.67,101.07,0,20.67,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,75.43,207.16,26.87,0,26.87,26.45,29.77,3.36,6.02,8.82,3.36

24,05:45-06:00,6.66,0,7.5,0,20.67,101.07,0,20.67,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,75.43,207.16,26.87,0,26.87,26.45,29.77,3.36,6.02,8.82,3.36

25,06:00-06:15,6.66,8.5,7.5,8.5,21,101.07,0,21,3.1,0,7.5,22.5,0,0,1,0,0,0,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,97.01,207.16,26.87,0,26.87,26.45,29.77,3.27,6.02,8.82,3.28

26,06:15-06:30,6.66,18.2,7.5,18.2,21.67,101.07,0.58,21.67,8.2,0,7.5,22.5,0,0,2,0,1,1,6,0,26.45,67.91,26.45,0,35.37,8.82,3.08,0,97.01,207.16,26.87,0,26.87,26.45,29.77,3.27,6.02,8.82,3.28

27,06:30-06:45,6.66,27.58,10,27.57,22,101.07,3,22,11.2,0,10,30,0.46,0.09,5,2,4,3,6,1,26.45,67.91,26.45,0.4,35.37,8.82,3.08,0.39,104.77,207.16,26.87,0.39,26.87,26.45,28.26,3.27,6.02,8.82,3.28

28,06:45-07:00,6.66,28.05,9.84,28.05,22.67,101.07,5.81,22.67,14.3,2,9.83,29.5,2.28,0.45,8,3,7,4,6,3,26.45,67.91,26.45,0.73,35.37,8.82,3.08,0.71,111.56,207.16,26.87,0.71,26.87,26.45,28.26,3.27,6.02,8.82,3.28

29,07:00-07:15,6.66,26.8,9.66,26.8,23.33,101.07,8.8,23.33,17.3,5,9.67,29,8.03,1.6,10,7,14,5,6,6,26.45,67.91,26.45,1.22,35.37,8.82,3.08,1.19,119.32,207.16,26.87,1.19,26.87,26.45,27.25,3.27,5.93,8.82,3.28

30,07:15-07:30,6.66,26.45,9.16,26.45,24,101.07,12.39,24,24.5,7,9.17,27.5,15.8,3.16,15,10,25,7,6,10,26.45,67.91,26.45,2.3,35.37,8.82,3.08,2.24,126.11,207.16,26.87,2.24,26.87,26.45,27.25,3.27,5.93,8.82,3.28

31,07:30-07:45,6.66,27.7,8.84,27.7,18.33,53.36,15.99,18.33,27.7,7,8.83,26.5,31.52,6.3,18,15,39,9,6,16,26.45,67.91,26.45,3.13,35.37,8.82,3.08,3.06,126.11,207.16,26.87,3.06,26.87,26.45,26.24,3.27,5.93,8.82,3.28

32,07:45-08:00,6.66,28.37,8.34,28.36,18,53.36,20.34,18,28.37,10,8.33,25,49.29,9.86,25,19,53,12,6,22,26.45,67.91,26.45,3.96,35.37,8.82,3.08,3.87,132.9,172.33,26.87,3.87,26.87,26.45,26.24,3.27,5.93,8.82,3.28

33,08:00-08:15,6.66,29.03,8,29.04,18,53.36,24.65,18,29.03,15,8,24,67,13.4,34,23,67,16,6,28,26.45,67.91,26.45,4.93,35.37,8.82,3.08,4.8,139.69,172.33,26.87,4.8,26.87,26.45,26.24,3.27,5.93,8.82,3.43

34,08:15-08:30,6.66,30.2,7.5,30.2,18,53.36,28.71,18,30.2,19,7.5,22.5,86.47,17.29,41,31,81,19,6,34,26.45,67.91,26.45,5.88,35.37,8.82,3.08,5.74,146.49,172.33,26.87,5.74,26.87,26.45,26.24,3.27,5.93,8.82,3.43

35,08:30-08:45,6.66,31.23,7.5,31.24,17.67,53.36,33.39,17.67,31.23,23,7.5,22.5,100.08,20.01,49,37,95,24,6,40,26.45,67.91,26.45,6.85,35.37,8.82,3.08,6.69,156.19,172.33,26.87,6.69,26.87,26.45,26.24,3.27,5.93,8.82,3.43

36,08:45-09:00,6.66,31.57,7.5,31.56,17.33,53.36,38.99,17.33,31.57,26,7.5,22.5,116.83,23.37,56,43,109,27,6,46,26.45,67.91,26.45,7.81,35.37,8.82,3.08,7.62,156.19,172.33,26.87,7.62,26.87,26.45,26.24,3.27,5.93,8.82,3.43

37,09:00-09:15,6.66,32.23,7.5,32.24,17.67,53.36,45.27,17.67,32.23,28,7.5,22.5,132.42,26.48,63,50,123,30,6,52,26.45,67.91,26.45,8.64,35.37,8.82,3.08,8.43,156.19,172.33,26.87,8.43,26.87,26.45,25.23,3.27,5.93,8.82,3.43

38,09:15-09:30,6.66,32.5,7.5,32.5,17.67,53.36,51.51,17.67,32.5,31,7.5,22.5,147.3,29.46,70,57,137,33,6,58,26.45,67.91,26.45,9.54,35.37,8.82,3.08,9.3,156.19,172.33,26.87,9.3,26.87,26.45,25.23,3.27,5.93,8.82,3.43

39,09:30-09:45,6.66,32.67,7.5,32.66,17.67,53.36,56.49,17.67,32.67,33,7.5,22.5,160.37,32.07,75,63,151,36,6,64,26.45,67.91,26.45,10.45,35.37,8.82,3.08,10.2,156.19,172.33,26.87,10.2,26.87,26.45,25.23,3.27,5.93,8.82,3.43

40,09:45-10:00,6.66,32.67,7.5,32.66,18,53.36,60.95,18,32.67,35,7.5,22.5,173.69,34.74,79,68,161,38,6,69,26.45,67.91,26.45,10.45,35.37,8.82,3.08,10.19,156.19,172.33,26.87,10.19,26.87,26.45,25.23,3.27,5.93,8.82,3.43

41,10:00-10:15,6.66,32.67,7.5,32.66,17.33,53.36,65.59,17.33,32.67,37,7.5,22.5,171.74,34.35,85,76,172,40,6,73,26.45,67.91,26.45,11.02,35.37,8.82,2.93,10.75,156.19,172.33,26.87,10.75,26.87,26.45,25.23,3.27,5.83,8.82,3.43

42,10:15-10:30,6.66,32.67,7.5,32.66,17,53.36,70.07,17,32.67,39,7.5,22.5,182.81,36.56,89,80,182,43,6,78,26.45,67.91,26.45,12.05,35.37,8.82,2.93,11.76,156.19,172.33,26.87,11.76,26.87,26.45,25.23,3.27,5.83,8.82,3.43

43,10:30-10:45,6.66,33,7.16,32.66,16.67,53.36,28.4,16.67,32.67,41,7.17,21.5,187.49,37.5,90,81,189,43,6,81,26.45,0,26.45,12.68,35.37,8.82,2.93,12.37,156.19,172.33,26.87,12.37,26.87,26.45,25.23,3.27,5.83,8.82,3.43

44,10:45-11:00,6.66,33,7.16,32.84,16.33,53.36,30.35,16.33,32.83,42,7.17,21.5,190.88,38.17,93,83,196,44,6,84,26.45,0,26.45,14.04,35.37,8.82,2.93,13.7,156.19,172.33,26.87,13.7,26.87,26.45,25.23,3.27,5.83,8.82,3.43

45,11:00-11:15,6.66,33,7.16,32.84,15.67,53.36,32.14,15.67,32.83,43,7.17,21.5,186.22,37.24,95,83,196,45,6,84,26.45,0,26.45,14.66,35.37,8.82,2.93,14.31,156.19,172.33,26.87,14.31,26.87,26.45,24.22,3.27,5.83,8.82,3.43

46,11:15-11:30,6.66,33,7.16,32.84,15.33,53.36,33.87,15.33,32.83,43,7.17,21.5,185.74,37.15,95,84,196,45,6,84,26.45,0,26.45,14.74,35.37,8.82,2.93,14.37,156.19,172.33,26.87,14.37,26.87,26.45,24.22,3.27,5.83,8.82,3.43

47,11:30-11:45,6.66,33,7.16,32.84,14,53.36,34.29,14,32.83,44,7.17,21.5,190.91,38.18,95,85,196,45,6,84,26.45,0,26.45,14.74,48.2,8.82,2.93,14.37,156.19,172.33,26.87,14.37,26.87,26.45,24.22,3.27,5.83,8.82,3.43

48,11:45-12:00,6.66,33,7.16,32.84,14,53.36,34.82,14,32.83,44,7.17,21.5,200,40,95,86,196,45,6,84,26.45,0,26.45,14.74,52.48,8.82,2.93,14.37,156.19,172.33,26.87,14.37,26.87,26.45,24.22,3.27,5.83,8.82,3.43

49,12:00-12:15,6.66,33,7.16,32.84,14,53.36,35.23,14,32.83,43,7.17,21.5,212.5,42.5,93,85,193,45,6,82,26.45,0,26.45,14.74,56.76,8.82,3.08,14.37,156.19,172.33,26.87,14.37,26.87,26.45,25.23,3.36,5.83,8.82,3.51

50,12:15-12:30,6.66,33,7.16,32.84,14,53.36,35.46,14,32.83,43,7.17,21.5,212.5,42.5,93,85,193,45,6,82,26.45,0,26.45,14.74,61.04,8.82,3.08,14.37,156.19,172.33,26.87,14.37,26.87,26.45,25.23,3.36,5.83,8.82,3.51

51,12:30-12:45,6.66,33,7.16,32.84,14,53.36,38.16,14,32.83,43,7.17,21.5,212.5,42.5,93,86,193,44,6,82,26.45,0,26.45,14.74,65.32,8.82,3.08,14.37,156.19,172.33,26.87,14.37,26.87,26.45,25.23,3.36,5.83,8.82,3.51

52,12:45-13:00,6.66,33,7.16,32.84,14,53.36,40.28,14,32.83,43,7.17,21.5,212.5,42.5,92,86,193,44,6,82,26.45,0,26.45,14.74,69.59,8.82,3.08,14.37,156.19,172.33,26.87,14.37,26.87,26.45,25.23,3.36,5.83,8.82,3.51

53,13:00-13:15,6.66,33,7.16,32.84,14,53.36,43.89,14,32.83,41,7.17,21.5,190.5,38.1,92,83,179,44,6,76,26.45,0,26.45,14.74,69.59,8.82,3.24,14.37,156.19,172.33,26.87,14.37,26.87,26.45,26.24,3.36,5.83,8.82,3.51

54,13:15-13:30,6.66,33,7.16,32.84,14,53.36,48.66,14,32.83,40,7.17,21.5,187.67,37.53,91,83,179,44,6,76,26.45,0,26.45,14.74,69.59,8.82,3.24,14.37,156.19,172.33,26.87,14.37,26.87,26.45,26.24,3.36,5.83,8.82,3.51

55,13:30-13:45,6.66,33,7.16,32.84,14,53.36,50.71,14,32.83,38,7.17,21.5,161.45,32.29,90,78,179,43,6,76,26.45,0,26.45,14.74,69.59,8.82,3.24,14.37,156.19,172.33,26.87,14.37,26.87,26.45,26.24,3.36,5.83,8.82,3.51

56,13:45-14:00,6.66,33,7.16,32.84,14,53.36,52.42,14,32.83,38,7.17,21.5,156.03,31.2,88,77,179,42,6,76,26.45,0,26.45,11.79,69.59,8.82,3.24,11.51,156.19,172.33,26.87,11.51,26.87,26.45,26.24,3.36,5.83,8.82,3.51

57,14:00-14:15,6.66,33,7.16,32.84,14,53.36,53.72,14,32.83,36,7.17,21.5,155.6,31.12,85,72,182,40,6,78,26.45,0,26.45,11.4,69.59,8.82,3.47,11.13,156.19,172.33,26.87,11.13,26.87,26.45,26.24,3.36,5.83,8.82,3.59

58,14:15-14:30,6.66,33,7.16,32.84,14,53.36,54.63,14,32.83,35,7.17,21.5,152.2,30.44,80,67,179,38,6,76,26.45,0,26.45,11.21,69.59,8.82,3.47,10.93,156.19,172.33,26.87,10.93,26.87,26.45,26.24,3.36,5.83,8.82,3.59

59,14:30-14:45,6.66,33,7.16,32.84,14,53.36,54.26,14,32.83,33,7.17,21.5,145.79,29.16,76,67,172,36,6,73,26.45,0,26.45,10.62,69.59,8.82,3.47,10.36,156.19,172.33,26.87,10.36,26.87,26.45,26.24,3.36,5.83,8.82,3.59

60,14:45-15:00,6.66,33,7.16,32.84,14,53.36,52.7,14,32.83,32,7.17,21.5,133.3,26.66,71,65,165,34,6,70,26.45,0,26.45,10.12,70.73,8.82,3.47,9.87,156.19,172.33,26.87,9.87,26.87,26.45,26.24,3.36,5.83,8.82,3.59

61,15:00-15:15,6.66,33,7.16,32.84,14,53.36,64.18,14,32.83,30,7.17,21.5,121.48,24.29,66,53,154,32,6,66,26.45,0,26.45,9.43,70.73,8.82,3.63,9.2,156.19,207.16,26.87,9.2,26.87,26.45,26.24,3.36,5.83,8.82,3.59

62,15:15-15:30,6.66,33,7.16,32.84,14,53.36,57.57,14,32.83,27,7.17,21.5,107.35,21.47,62,50,140,29,6,60,26.45,0,26.45,8.73,70.73,8.82,3.63,8.51,156.19,207.16,26.87,8.51,26.87,26.45,28.26,3.36,5.83,8.82,3.59

63,15:30-15:45,6.66,33,7.16,32.84,14,53.36,52.3,14,32.83,24,7.17,21.5,110.22,22.04,54,45,126,26,6,54,26.45,0,26.45,8.03,70.73,8.82,3.63,7.84,156.19,207.16,26.87,7.84,26.87,26.45,28.26,3.36,5.83,8.82,3.59

64,15:45-16:00,6.66,33,7.16,32.84,14,53.36,46.59,14,32.83,22,7.17,21.5,94.08,18.81,47,42,112,23,6,48,26.45,0,26.45,7.34,70.73,8.82,3.63,7.16,156.19,207.16,26.87,7.16,26.87,26.45,28.76,3.36,5.83,8.82,3.59

65,16:00-16:15,6.66,33,7.34,32.84,14,53.36,40.25,14,32.83,19,7.33,22,100,20,41,38,98,19,6,42,26.45,0,26.45,6.51,70.73,8.82,3.71,6.36,169.77,207.16,26.87,6.36,26.87,26.45,28.76,3.45,5.83,8.82,3.59

66,16:15-16:30,6.66,33,7.34,32.84,14,53.36,33.48,14,32.83,15,7.33,22,91.67,18.33,34,30,84,16,6,36,26.45,0,26.45,5.86,70.73,8.82,3.71,5.72,189.17,207.16,26.87,5.72,26.87,26.45,29.27,3.45,5.83,8.82,3.59

67,16:30-16:45,11.34,33,7.34,32.84,14,53.36,24.6,14,32.83,11,7.33,22,79.54,15.91,27,27,70,13,8.6,30,26.45,0,26.45,5.17,70.73,8.82,3.71,5.04,213.42,207.16,26.87,5.04,26.87,26.45,29.27,3.45,5.83,8.82,3.59

68,16:45-17:00,11.34,33,7.34,33,14,53.36,18.39,14,20.4,8,7.33,22,65.25,13.05,20,23,56,10,8.2,24,26.45,0,26.45,4.4,70.73,8.82,3.71,4.29,213.42,207.16,26.87,4.29,26.87,26.45,30.28,3.45,5.83,8.82,3.59

69,17:00-17:15,11,28.33,12.66,29.68,40.33,101.07,12.59,40.33,14.3,7,12.67,38,51.32,10.26,15,17,42,7,10,18,26.45,0,26.45,3.66,70.73,8.82,3.86,3.57,232.82,263.38,26.3,3.57,26.3,26.45,30.78,3.45,5.93,8.82,3.74

70,17:15-17:30,10.34,12.13,12.5,13.3,39.33,101.07,7.23,39.33,7.1,5,12.5,37.5,37.38,7.48,8,13,28,4,9.6,12,26.45,0,26.45,2.99,70.73,8.82,3.86,2.91,252.23,263.38,26.3,2.91,26.3,26.45,30.78,3.45,5.93,8.82,3.74

71,17:30-17:45,6.66,1.12,12.16,2.17,16.67,101.07,1.91,16.67,2,2,12.17,36.5,23.45,4.69,4,10,14,2,8.6,6,26.45,0,26.45,2.28,70.73,8.82,3.86,2.23,274.3,263.38,26.3,2.23,26.3,26.45,30.78,3.45,5.93,8.82,3.74

72,17:45-18:00,6.66,0,11.34,0,16.67,101.07,0,16.67,0,2,11.33,34,9.52,1.9,1,8,4,0,8,1,26.45,0,26.45,1.64,70.73,8.82,3.86,1.6,274.3,263.38,26.3,1.6,26.3,26.45,30.78,3.45,5.93,8.82,3.74

73,18:00-18:15,6.66,0,7.5,0,16.67,101.07,0,16.67,0,0,7.5,22.5,5.36,1.07,0,4,2,0,7.6,1,26.45,0,26.45,1.25,70.73,8.82,3.86,1.22,274.3,263.38,26.3,1.22,26.3,26.45,31.29,3.45,6.02,8.82,3.9

74,18:15-18:30,6.66,0,7.5,0,16.67,101.07,0,16.67,0,0,7.5,22.5,2.38,0.48,0,2,0,0,7,0,26.45,0,26.45,0.89,70.73,8.82,3.86,0.87,274.3,263.38,26.3,0.87,26.3,26.45,31.29,3.45,6.02,8.82,3.9

75,18:30-18:45,6.66,0,7.5,0,16.67,53.36,0,16.67,0,0,7.5,22.5,0.53,0.11,0,0,0,0,6.8,0,26.45,0,26.45,0.46,70.73,8.82,3.86,0.44,274.3,263.38,26.3,0.44,26.3,26.45,31.29,3.45,6.02,8.82,3.9

76,18:45-19:00,6.66,0,7.5,0,16.33,53.36,0,16.33,0,0,7.5,22.5,0,0,0,0,0,0,6.6,0,26.45,0,26.45,0.16,70.73,8.82,3.86,0.16,274.3,242.12,26.3,0.16,26.3,26.45,31.29,3.45,6.02,8.82,3.9

77,19:00-19:15,6.66,0,7.5,0,16.33,53.36,0,16.33,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.71,0,274.3,257.64,26.3,0,26.3,26.45,31.29,3.45,6.11,8.82,3.9

78,19:15-19:30,6.66,0,7.5,0,16,53.36,0,16,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.71,0,274.3,243.09,26.3,0,26.3,26.45,30.28,3.45,6.11,8.82,3.9

79,19:30-19:45,6.66,0,7.5,0,15.67,53.36,0,15.67,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.71,0,274.3,238.24,26.3,0,26.3,26.45,30.28,3.45,6.11,8.82,3.9

80,19:45-20:00,6.66,0,7.5,0,16.33,53.36,0,16.33,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.71,0,274.3,257.64,26.3,0,26.3,26.45,30.28,3.45,6.11,8.82,3.9

81,20:00-20:15,6.66,0,7.5,0,15.67,101.07,0,15.67,0,0,7.5,22.5,0,0,0,0,0,0,10.4,0,26.45,0,26.45,0,70.73,8.82,3.63,0,274.3,263.38,26.3,0,26.3,26.45,30.28,3.45,6.21,8.82,3.74

82,20:15-20:30,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,10.4,0,26.45,0,26.45,0,70.73,8.82,3.63,0,274.3,263.38,26.3,0,26.3,26.45,30.28,3.45,6.21,8.82,3.74

83,20:30-20:45,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,10.2,0,26.45,0,26.45,0,70.73,8.82,3.63,0,274.3,263.38,26.3,0,26.3,26.45,30.28,3.45,6.21,8.82,3.74

84,20:45-21:00,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,10.2,0,26.45,0,26.45,0,70.73,8.82,3.63,0,274.3,263.38,26.3,0,26.3,26.45,30.28,3.45,6.21,8.82,3.74

85,21:00-21:15,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,8,0,26.45,0,26.45,0,70.73,8.82,3.55,0,274.3,263.38,26.3,0,26.3,26.45,30.28,3.45,6.21,8.82,3.74

86,21:15-21:30,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,7.8,0,26.45,0,26.45,0,70.73,8.82,3.55,0,274.3,263.38,26.3,0,26.3,26.45,30.28,3.45,6.21,8.82,3.74

87,21:30-21:45,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,7.6,0,26.45,0,26.45,0,70.73,8.82,3.55,0,274.3,263.38,23.85,0,23.85,26.45,29.77,3.45,6.21,8.82,3.74

88,21:45-22:00,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,7.6,0,26.45,0,26.45,0,70.73,8.82,3.55,0,274.3,263.38,23.85,0,23.85,26.45,29.77,3.45,6.21,8.82,3.74

