Column1,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/WR/2024/11/01/4200,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/10/15/7089,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/9042,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/5444,NR/30092023/26122029/SH-06,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07
18,04:15-04:30,57.56,0,70.29,26.91,171.26,0,0,53.03,26.03,0,0,1.71,2.15,30.28,261.61,8.68,8.68,87.2,1.9,26.03,17.35,3.13,149.93,26.03,26.91,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

19,04:30-04:45,57.56,0,70.29,26.87,171.26,0,0,53.03,26.03,0,0,1.71,2.15,30.78,261.61,8.68,8.68,87.2,1.9,26.03,17.35,3.13,149.93,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

20,04:45-05:00,57.56,0,70.29,26.87,171.26,0,0,53.03,26.03,0,0,1.71,2.15,30.78,261.61,8.68,8.68,87.2,1.9,26.03,17.35,3.13,149.93,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

21,05:00-05:15,57.56,0,70.29,3,171.26,0,0,53.03,26.03,0,0,1.71,2.15,30.78,261.61,8.68,8.68,87.2,1.9,26.03,17.35,3.13,192.82,26.03,3,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

22,05:15-05:30,57.56,0,70.29,3,205.88,0,0,53.03,26.03,0,0,1.71,2.15,30.78,261.61,8.68,8.68,87.2,1.9,26.03,17.35,3.13,231.38,26.03,3,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

23,05:30-05:45,57.56,0,70.29,3,205.88,0,0,53.03,26.03,0,0,1.71,2.15,30.78,261.61,8.68,8.68,87.2,1.9,26.03,17.35,3.13,272.6,26.03,3,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

24,05:45-06:00,68,0,70.29,3,205.88,0,0,53.03,26.03,0,0,1.71,2.15,30.78,261.61,8.68,8.68,87.2,1.9,26.03,17.35,3.13,272.6,26.03,3,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

25,06:00-06:15,68,0,70.29,3,261.75,0,0,53.03,26.03,0,0,1.71,2.15,30.78,0,8.68,8.68,0,1.9,26.03,17.35,3.13,272.6,26.03,3,7,0,0,0,0,0,2,0,0.79,7,21,0.81,7,13.34,6.66,0,0,13.33,0

26,06:15-06:30,68,0,70.29,3,261.75,0,0,100.44,26.03,0,0,1.71,2.15,30.28,0,8.68,8.68,0,1.9,26.03,17.35,3.13,272.6,26.03,3,7,0,0,0,0,0,4,0,2.38,7,21,5.23,7,13.34,6.66,0,0,13.33,0

27,06:30-06:45,86.96,0.31,70.29,3,261.75,0.31,0,100.44,26.03,0.32,0,1.71,2.15,0,0,8.68,8.68,0,1.9,26.03,17.35,3.13,272.6,26.03,3,7,0,0,0,0,0.01,8,0,9.83,7,21,10.87,7,13.34,6.66,0,0,13.33,0

28,06:45-07:00,86.96,0.71,70.29,3,261.75,0.71,0,100.44,26.03,0.72,0,1.71,2.15,0,0,8.68,8.68,0,1.9,26.03,17.35,3.13,272.6,26.03,3,7,1,0,3.55,1,0.2,12,0,19.14,7,21,19.33,7,13.34,6.66,0,0.04,13.33,1

29,07:00-07:15,86.96,1.31,70.29,3,261.75,1.31,0,100.44,26.03,1.35,0,1.71,2.07,0,0,8.68,8.68,0,1.9,26.03,17.35,3.13,272.6,26.03,3,7,2,1,10.06,2,1.89,20,1,31.25,7,21,31.25,7,13.34,6.66,1,0.38,13.33,4

30,07:15-07:30,86.96,2.19,70.29,3,261.75,2.19,0,100.44,26.03,2.24,0,1.71,2.07,0,0,8.68,8.68,0,1.9,26.03,17.35,3.13,272.6,26.03,3,7.2,7,3,18.24,5,8.48,29.77,2,29.76,7,21,29.77,7,13.34,6.66,4,1.69,13.33,11

31,07:30-07:45,86.96,3.04,70.29,3,261.75,3.04,0,100.44,34.71,3.11,0,1.71,2.07,0,0,8.68,8.68,0,1.9,34.71,17.35,3.13,272.6,34.71,3,7.2,8,4,26.69,8,20.18,31.83,7,31.84,7,21,31.83,7,13.34,6.66,9,4.03,13.33,21

32,07:45-08:00,86.96,3.96,70.29,3,261.75,3.96,0,100.44,34.71,4.07,0,1.71,2.07,0,0,8.68,8.68,0,1.9,34.71,17.35,3.13,272.6,34.71,3,7.2,10,5,35.92,13,38.97,32.67,8,32.66,7,21,32.67,7,13.34,6.66,13,7.79,13.33,32

33,08:00-08:15,76.44,5.02,70.29,3,261.75,5.02,0,53.03,34.71,5.15,0,1.63,2.07,0,0,8.68,8.68,0,1.85,34.71,17.35,3.13,272.6,34.71,3,7.2,12,6,44.97,19,59.19,33,11,33,7,21,33,7,13.34,6.66,10,11.84,13.33,25

34,08:15-08:30,76.44,6.08,70.29,3,261.75,6.08,0,53.03,34.71,6.24,0,1.63,2.07,0,0,8.68,8.68,0,1.85,34.71,17.35,3.13,272.6,34.71,3,7.2,17,8,54.06,27,80.15,33,15,33,7,21,33,7,13.34,6.66,13,16.03,13.33,32

35,08:30-08:45,57.56,7.36,70.29,3,234.81,7.36,0,53.03,36.64,7.54,0,1.63,2.07,0,0,8.68,8.68,0,1.85,36.64,17.35,3.13,272.6,36.64,3,7.2,26,12,62.63,37,100.35,33,20,33,7,21,33,7,13.34,6.66,21,20.07,13.33,49

36,08:45-09:00,57.56,8.4,70.29,3,234.81,8.4,0,53.03,36.64,8.61,0,1.63,2.07,0,0,8.68,8.68,0,1.85,36.64,17.35,3.13,272.6,36.64,3,7.2,31,15,71,43,119.67,33,24,33,7,21,33,7,13.34,6.66,27,23.93,13.33,63

37,09:00-09:15,68,9.49,70.29,3,225.17,9.49,0,53.03,28.92,9.72,0,1.63,2.07,0,0,8.68,8.68,0,1.85,28.92,17.35,3.13,272.6,28.92,3,7.2,41,19,67.3,52,138.53,33,26,33,7,21,33,7,13.34,6.66,34,27.71,13.33,81

38,09:15-09:30,68,10.58,70.29,3,225.17,10.58,0,53.03,28.92,10.84,0,1.63,2.07,0,0,8.68,8.68,0,1.85,28.92,17.35,3.13,272.6,28.92,3,7.2,48,23,74.28,58,156.33,33,29,33,7,21,33,7,13.34,6.66,40,31.26,13.33,95

39,09:30-09:45,57.56,11.53,70.29,3,205.88,11.53,0,53.03,28.92,11.81,0,1.63,2.07,30.28,0,8.68,8.68,0,1.85,28.92,17.35,3.13,272.6,28.92,3,7,52,25,81.77,64,173.03,33,32,33,7,21,33,7,13.34,6.66,43,34.6,13.33,102

40,09:45-10:00,57.56,12.5,70.29,3,205.88,12.5,0,53.03,28.92,12.81,0,1.63,2.07,30.28,0,8.68,8.68,0,1.85,28.92,17.35,3.13,272.6,28.92,3,7,60,28,89.17,70,188.04,33,34,33,7,21,33,7,13.34,6.66,45,37.61,13.33,105

41,10:00-10:15,57.56,13.14,70.29,3,171.26,13.14,0,53.03,36.64,13.47,0,1.63,2.07,29.27,0,8.68,8.68,0,1.85,36.64,17.35,3.13,272.6,36.64,3,7,66,31,95.86,76,201.03,33,36,33,7,21,33,7,13.34,6.66,60,40.2,13.33,140

42,10:15-10:30,57.56,14.1,70.29,3,171.26,14.1,0,53.03,36.64,14.45,0,1.63,2.07,29.27,0,8.68,8.68,0,1.85,36.64,17.35,3.13,272.6,36.64,3,7,71,34,101.58,80,213.33,33,38,33,7,21,33,7,13.34,6.66,64,42.67,13.33,151

43,10:30-10:45,57.56,14.74,70.29,3,171.26,14.74,0,53.03,36.64,15.11,0,1.4,2.07,29.77,0,8.68,8.68,0,1.85,36.64,17.35,3.13,231.38,36.64,3,7,76,37,129.88,84,224.47,33,39,33,7,21,33,7,13.34,6.66,69,44.89,13.33,161

44,10:45-11:00,57.56,15.12,70.29,3,171.26,15.12,0,53.03,35.67,15.5,0,1.4,2.07,29.77,0,12.53,12.53,0,1.85,35.67,17.35,3.13,192.82,35.67,3,7,81,39,133.08,88,233.61,33,40,33,7,21,33,7,13.34,6.66,72,46.72,13.33,168

45,11:00-11:15,57.56,15.38,70.29,3,171.26,15.38,0,53.03,35.67,15.76,0,1.4,2.07,29.77,0,12.53,12.53,0,1.9,35.67,17.35,3.13,192.82,35.67,3,7,88,42,135.41,89,241.67,33,42,33,7,21,33,7,13.34,6.66,75,48.33,13.33,175

46,11:15-11:30,57.56,15.38,70.29,3,171.26,15.38,0,53.03,35.67,15.76,0,1.4,2.07,29.77,0,12.53,12.53,0,1.9,35.67,17.35,3.13,192.82,35.67,3,7,91,44,137.08,90,241.67,33,42,33,7,21,33,7,13.34,6.66,78,48.33,13.33,182

47,11:30-11:45,57.56,15.38,70.29,3,171.26,15.38,0,53.03,35.67,15.76,0,1.4,2.07,29.77,0,12.53,12.53,0,1.9,35.67,17.35,3.13,192.82,35.67,3,7,91,44,137.99,90,241.67,33,43,33,7,21,33,7,13.34,6.66,79,48.33,13.33,186

48,11:45-12:00,57.56,15.38,70.29,3,171.26,15.38,0,53.03,34.71,15.76,0,1.4,2.07,29.77,0,12.53,12.53,0,1.9,34.71,17.35,3.13,192.82,34.71,3,7,91,44,138.23,90,241.67,33,43,33,7,21,33,7,13.34,6.66,81,48.33,13.33,189

49,12:00-12:15,57.56,15.38,70.29,3,139.79,15.38,0,53.03,34.71,15.76,0,1.48,2.15,29.77,0,12.53,12.53,0,1.9,34.71,17.35,3.13,192.82,34.71,3,7,91,44,139.59,90,241.67,33,43,33,7,21,33,7,13.34,6.66,81,48.33,13.33,189

50,12:15-12:30,57.56,15.38,70.29,3,139.79,15.38,0,53.03,34.71,15.76,0,1.48,2.15,29.77,0,12.53,12.53,0,1.9,34.71,17.35,3.13,192.82,34.71,3,7,91,44,138.26,90,241.67,33,43,33,7,21,33,7,13.34,6.66,81,48.33,13.33,189

51,12:30-12:45,57.56,15.38,70.29,18.08,110.87,15.38,0,53.03,34.71,15.76,0,1.48,2.15,30.78,0,12.53,12.53,0,1.9,34.71,17.35,3.13,192.82,34.71,18.08,7,91,44,136.12,90,241.67,33,43,33,7,21,33,7,13.34,6.66,81,48.33,13.33,189

52,12:45-13:00,57.56,15.38,70.29,26.87,110.87,15.38,0,53.03,34.71,15.76,0,1.48,2.15,30.78,0,12.53,12.53,0,1.9,34.71,17.35,3.13,192.82,34.71,26.87,7,91,44,133.21,90,241.67,33,43,33,7,21,33,7,13.34,6.66,81,48.33,13.33,189

53,13:00-13:15,57.56,15.41,70.29,26.87,109.91,15.41,0,53.03,34.71,15.8,0,1.48,2.3,31.29,0,12.53,12.53,0,1.95,34.71,17.35,3.04,192.82,34.71,26.87,7,88,42,129.55,90,241.67,33,42,33,7,21,33,7,13.34,6.66,81,48.33,13.33,189

54,13:15-13:30,57.56,14.76,70.29,26.87,109.91,14.76,0,53.03,34.71,15.14,0,1.48,2.3,31.29,0,12.53,12.53,0,1.95,34.71,17.35,3.04,192.82,34.71,26.87,7.2,85,40,125.13,90,241.67,33,41,33,7,21,33,7,13.34,6.66,79,48.33,13.33,186

55,13:30-13:45,57.56,14.54,70.29,26.87,109.91,14.54,0,53.03,34.71,14.9,0,1.55,2.3,31.29,0,12.53,12.53,0,1.95,34.71,17.35,3.04,192.82,34.71,26.87,7.2,81,39,119.25,90,239.89,33,40,33,7,21,33,7,13.34,6.66,76,47.98,13.33,179

56,13:45-14:00,57.56,14.21,70.29,26.87,109.91,14.21,0,53.03,34.71,14.56,0,1.55,2.3,31.29,0,12.53,12.53,0,1.95,34.71,17.35,3.04,192.82,34.71,26.87,7.6,80,38,113.63,90,231.48,33,39,33,7,21,33,7,13.34,6.66,73,46.29,13.33,172

57,14:00-14:15,57.56,13.81,70.29,26.87,109.91,13.81,0,53.03,34.71,14.15,0,1.71,2.38,31.29,0,12.53,12.53,0,1.95,34.71,17.35,3.04,192.82,34.71,26.87,7.6,78,37,107.26,87,220.91,33,38,33,7,21,33,7,13.34,6.66,72,44.18,13.33,168

58,14:15-14:30,57.56,13.25,70.29,26.87,109.91,13.25,0,53.03,34.71,13.58,0,1.71,2.38,31.29,0,12.53,12.53,0,1.95,34.71,17.35,3.04,192.82,34.71,26.87,8,75,36,100.46,83,211.41,33,36,33,7,21,33,7,13.34,6.66,67,42.28,13.33,158

59,14:30-14:45,57.56,12.63,70.29,26.87,138.83,12.63,0,53.03,34.71,12.94,0,1.94,2.38,31.29,0,12.53,12.53,0,1.95,34.71,17.35,3.04,231.38,34.71,26.87,8.8,69,33,92.74,77,200.04,33,34,33,7,21,33,7,13.34,6.66,63,40.01,13.33,147

60,14:45-15:00,57.56,11.8,70.29,26.87,170.3,11.8,0,53.03,34.71,12.1,0,1.94,2.38,31.29,0,12.53,12.53,0,1.95,34.71,17.35,3.04,231.38,34.71,26.87,9.6,64,30,84.14,72,186.72,33,32,33,7,21,33,7,13.34,6.66,57,37.34,13.33,133

61,15:00-15:15,57.56,10.87,70.29,26.87,170.3,10.87,0,53.03,34.71,11.14,0,1.94,2.53,31.29,0,12.53,12.53,0,2,34.71,17.35,3.04,272.6,34.71,26.87,13.01,57,27,75.48,65,174.57,33,29,33,7,21,33,7,13.34,6.66,51,34.91,13.33,119

62,15:15-15:30,57.56,9.78,70.29,26.87,170.3,9.78,0,53.03,34.71,10.02,0,1.94,2.53,31.29,0,12.53,12.53,0,2,34.71,17.35,3.04,272.6,34.71,26.87,12.81,50,24,65.94,58,161.03,33,26,33,7,21,33,7,13.34,6.66,45,32.2,13.33,105

63,15:30-15:45,57.56,8.78,66.14,26.87,226.16,8.78,0,53.03,34.71,9,0,1.94,2.53,31.29,0,12.53,12.53,0,2,34.71,17.35,3.04,272.6,34.71,26.87,12.61,41,19,55.79,53,145.53,33,24,33,7,21,33,7,13.34,6.66,39,29.11,13.33,91

64,15:45-16:00,76.44,7.84,66.14,26.87,226.16,7.84,0,53.03,34.71,8.04,0,1.94,2.53,31.29,0,12.53,12.53,0,2,34.71,17.35,3.04,272.6,34.71,26.87,12.41,32,16,45.05,47,129.11,33,22,33,7,21,33,7,13.34,6.66,33,25.82,13.33,77

65,16:00-16:15,76.44,7.01,66.14,26.3,226.16,7.01,0,53.03,36.64,7.18,0,2.01,2.6,30.27,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,26.3,12.41,26,12,34.39,38,110.68,29,16,33,7,21,33,7,13.34,6.66,27,22.13,13.33,63

66,16:15-16:30,86.96,6.16,66.14,26.3,261.75,6.16,0,53.03,36.64,6.31,0,2.01,2.6,30.78,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,26.3,12.41,18,9,24.24,32,90.76,20,10,33,7,21,33,7,13.34,6.66,21,18.15,13.33,49

67,16:30-16:45,86.96,5.3,83.12,26.3,261.75,5.3,0,100.44,36.64,5.43,0,2.01,2.6,30.78,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,26.3,12.21,11,5,15.61,22,72.19,10,8,26.59,7,21,24.04,7,13.34,6.66,13,14.44,13.33,32

68,16:45-17:00,86.96,4.48,115.27,21.28,261.75,4.48,0,100.44,36.64,4.59,0,2.01,2.6,30.78,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,21.28,11.81,7,3,9.62,15,53.21,5,5,19.14,7,21,14.63,7,13.34,6.66,7,10.64,13.33,18

69,17:00-17:15,86.96,3.71,115.27,32,261.75,3.71,0,100.44,36.64,3.81,0,2.01,2.6,30.78,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,32,13.81,3,2,5.91,11,32.44,1,2,9.83,7,21,7.11,7,13.34,6.66,4,6.49,13.33,11

70,17:15-17:30,86.96,2.98,115.27,32,261.75,2.98,0,100.44,36.64,3.06,0,2.01,2.6,31.29,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,32,13.01,1,0,2.24,7,16.33,0,1,3.32,7,21,3.34,7,13.34,6.66,3,3.26,13.33,7

71,17:30-17:45,86.96,2.25,115.27,32,261.75,2.25,0,100.44,36.64,2.31,0,2.01,2.6,31.29,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,32,16.01,0,0,0,4,6.33,0,0,0.94,7,21,1.89,7,13.34,6.66,1,1.27,13.33,2

72,17:45-18:00,86.96,1.5,115.27,32,261.75,1.5,0,100.44,36.64,1.54,0,2.01,2.6,31.29,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,32,14.41,0,0,0,2,2,0,0,0.79,7,21,0.8,7,13.34,6.66,0,0.5,13.33,1

73,18:00-18:15,86.96,0.85,115.27,32,261.75,0.85,50,100.44,36.64,0.87,150,2.17,2.76,31.29,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,32,15.41,0,0,0,0,0.1,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

74,18:15-18:30,86.96,0,115.27,32,261.75,0,50,100.44,36.64,0,150,2.17,2.76,31.29,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,32,14.81,0,0,0,0,0.1,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

75,18:30-18:45,86.96,0,115.27,32,261.75,0,50,100.44,36.64,0,150,2.17,2.76,31.29,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,32,13.61,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

76,18:45-19:00,86.96,0,115.27,32,261.75,0,50,100.44,36.64,0,150,2.17,2.76,31.29,0,11.57,11.57,0,2,36.64,17.35,3.04,272.6,36.64,32,12.41,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

77,19:00-19:15,86.96,0,115.27,32,261.75,0,50,100.44,36.64,0,150,2.17,2.6,31.29,0,11.57,11.57,0,2,36.64,17.35,3.13,272.6,36.64,32,11.61,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

78,19:15-19:30,86.96,0,115.27,32,261.75,0,50,100.44,36.64,0,150,2.17,2.6,30.78,0,11.57,11.57,0,2,36.64,17.35,3.13,272.6,36.64,14.56,10.6,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

79,19:30-19:45,86.96,0,115.27,23.28,261.75,0,50,79.44,36.64,0,150,2.17,2.6,30.28,0,11.57,11.57,0,2,36.64,17.35,3.13,272.6,36.64,23.28,9.6,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

80,19:45-20:00,86.96,0,115.27,26.87,261.75,0,50,69.51,36.64,0,150,2.17,2.6,30.28,0,11.57,11.57,0,2,36.64,17.35,3.13,272.6,36.64,26.87,8.4,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

81,20:00-20:15,86.96,0,103.89,26.87,261.75,0,50,98.43,26.03,0,200,2.01,2.46,30.28,0,12.53,11.57,0,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7.6,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

82,20:15-20:30,86.96,0,70.29,26.87,261.75,0,50,69.51,26.03,0,200,2.01,2.46,30.28,0,12.53,11.57,0,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

