Block,Time Block,MAPS,SIMHST1,SIMHST2,RSTPSU1TO6,SEWA2,SINGRAULI,RSTPSU7,SALAL,SASAN,KOTESHWR,KUDGI,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,KHSTPP-II,KKNP,KISHANGANGA,KKNPPU2,KOLDAM,KGSU1AND2,KGSU3AND4,RAPPD,RIHAND3,RAPPC,RIHAND2,RIHAND1,KHSTPP-I,NNTPP,NTPL,RAPPB,PARBATI3,PARBATI2,RAMPUR,JHAJJAR,FSTPP I & II,DHAULIGNGA,DULHASTI,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,URI,ANTA_LF,AURY_GF,DADRI_CRF,URI2,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,VALLURNTECL,UNCHAHAR4,BSIUL,BRBCL,UNCHAHAR1,TANDA2,UNCHAHAR3,TALST2,TANAKPUR,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,TALA,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,6.09,148.73,0,44.86,394.17,11.2,0,0,0,133.6,0,0,23.64,95.43,0,8.41,0,9.35,0,0,25.69,89.16,66.5,93.1,62.18,44.15,0,0,0,22.25,21.83,5.35,218.25,20.08,10.59,56.74,22.56,47.2,121.85,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,8.76,21.07,6.09,26.93,0,2.36,1.12,0,42.87,9.82,27.25,0,0,0,0,0

7,01:30-01:45,0,0,0,0,6.09,148.73,0,44.86,394.17,11.2,0,0,0,133.6,0,0,23.64,95.43,0,8.41,0,9.35,0,0,25.69,89.16,66.5,93.1,62.18,44.15,0,0,0,22.25,21.83,5.35,170.44,20.08,10.59,56.74,22.56,47.2,60.22,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,9.87,16.88,6.09,22.32,0,1.49,1.12,0,35.35,9.82,27.25,0,0,0,0,0

8,01:45-02:00,0,0,0,0,5.4,148.73,0,44.86,394.17,11.2,0,0,0,133.6,0,0,23.64,95.43,0,8.41,0,9.35,0,0,25.69,89.16,66.5,93.1,62.18,44.15,0,0,0,22.25,21.83,5.35,121.32,20.08,10.59,56.74,22.56,31.47,7.35,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,9.69,16.88,6.09,22.32,0,1.49,1.12,0,35.35,9.82,27.25,0,0,0,0,0

9,02:00-02:15,0,0,0,0,5.04,148.73,0,44.86,394.17,11.2,0,0,0,133.6,0,0,23.64,95.43,0,8.41,0,7.01,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,22.99,21.83,5.35,119.68,16.08,10.59,56.74,22.56,31.47,7.21,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.68,12.59,10.43,16.21,3.45,20.14,0,1.49,1.12,0,33.59,7.97,27.25,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,133.6,0,0,23.64,95.43,0,8.41,0,7.01,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,22.99,21.83,5.35,125.48,16.08,10.59,56.74,22.56,31.47,7.21,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.68,12.59,13.14,16.21,3.45,20.14,0,1.49,1.12,0,28.76,7.97,27.25,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,133.6,0,0,23.64,95.43,0,8.41,0,7.01,0,0,25.69,60.35,66.5,92.12,61.51,44.15,0,0,0,37.08,21.83,5.35,134.16,16.08,10.59,56.74,11.28,31.47,7.21,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.68,12.59,13.15,16.21,3.64,20.14,0,1.49,1.12,0,28.21,7.97,27.25,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,133.6,0,0,23.64,95.43,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,44.15,0,0,0,37.08,21.83,5.35,134.16,16.08,10.59,56.74,11.28,31.47,7.21,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.68,12.59,15.89,16.21,3.64,19.2,0,1.49,1.12,0,28.07,7.97,27.25,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,133.6,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,35.34,0,0,0,22.99,21.83,5.35,134.16,16.08,10.59,56.74,11.28,15.73,7.21,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.68,12.59,17.14,16.21,3.64,18.5,0,1.49,1.12,0,28.07,7.94,27.25,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,35.34,0,0,0,22.99,21.83,4.29,134.16,16.08,10.59,56.74,11.28,15.73,7.21,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.68,12.59,15.75,16.21,3.64,17.24,0,1.49,1.12,0,28.07,7.92,27.25,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,35.34,0,0,0,22.99,21.83,4.29,134.16,16.08,10.59,56.74,11.28,15.73,7.21,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,1.52,12.59,14.92,16.06,3.64,16.63,0,1.49,1.12,0,28.07,7.86,27.25,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,35.34,0,0,0,22.99,21.83,4.29,110.03,12.91,10.59,56.74,11.28,15.73,7.21,27.12,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,12.59,16.59,10.91,3.64,13.26,0,1.49,1.12,0,23.94,7.86,27.25,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,35.34,0,0,0,22.99,21.83,4.29,110.03,13.31,10.59,56.74,11.28,15.73,7.21,13.57,49.76,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,12.59,17.66,10.42,3.64,13.26,0,1.49,1.12,0,23.94,7.37,27.25,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,35.34,0,0,0,22.99,21.83,4.29,110.03,13.31,10.59,56.74,11.28,15.73,7.21,0,49.76,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,12.59,19.3,10.42,3.64,13.26,0,1.49,1.12,0,23.94,7.09,26.86,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,29.26,0,0,0,22.99,21.83,4.29,110.03,13.31,10.59,56.74,11.28,15.73,7.21,0,49.76,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,12.59,19.3,13.38,3.64,16.63,0,1.49,1.12,0,28.07,6.95,26.77,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,148.73,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,60.35,66.5,92.12,61.51,29.26,0,0,0,22.99,21.83,4.29,110.03,13.31,10.59,56.74,11.28,15.73,7.21,0,49.76,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,12.59,19.3,13.38,3.64,16.63,0,1.49,1.12,0,28.07,6.81,26.77,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,133.41,0,44.86,394.17,20.15,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,39.87,66.5,66.98,29.45,29.26,0,0,0,22.99,21.83,4.29,110.03,13.31,10.59,56.74,11.28,15.73,7.21,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,13.38,3.64,16.63,0,1.49,1.12,0,25.82,6.52,26.77,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,133.41,0,44.86,394.17,20.15,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,39.87,66.5,66.98,29.45,35.34,0,0,0,22.99,21.83,4.29,110.03,16.08,10.59,56.74,11.28,15.73,7.21,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,16.21,3.64,20.14,0,1.49,1.12,0,28.44,6.24,26.77,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,133.41,0,44.86,394.17,20.15,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,39.87,66.5,66.98,29.45,35.34,0,0,0,22.99,21.83,4.29,121.62,16.08,10.59,56.74,11.28,15.73,29.1,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,16.21,3.64,20.14,0,1.49,1.12,0,33.71,5.96,17.38,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,133.41,0,44.86,394.17,20.15,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,39.87,66.5,66.98,29.45,35.34,0,0,0,22.99,21.83,4.29,132.23,16.08,10.59,56.74,11.28,15.73,45.51,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,16.21,3.64,20.14,0,1.49,1.12,0,30.36,5.68,8.77,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,133.41,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,98.96,66.5,96.7,64.92,35.34,0,0,0,22.25,21.83,4.29,150.57,16.08,10.59,56.74,11.28,15.73,137.89,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,16.21,3.64,20.14,0,3.47,1.12,0,29.6,5.68,8.77,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,133.41,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,98.96,66.5,96.7,64.92,35.34,0,0,0,22.25,21.83,4.29,150.57,16.08,10.59,56.74,11.28,15.73,84.52,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,16.21,3.64,20.14,0,3.47,1.12,0,29.57,5.96,8.77,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,133.41,0,44.86,394.17,11.2,0,0,0,106.96,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,98.96,66.5,96.7,64.92,35.34,0,0,0,22.25,21.83,4.29,150.57,16.08,10.59,56.74,11.28,15.73,29.1,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,16.21,3.64,20.14,0,3.47,1.12,0,29.54,5.96,0,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,133.41,0,44.86,394.17,11.2,0,0,0,80.23,0,0,23.64,76.49,0,8.41,0,4.67,0,0,25.69,98.96,66.5,96.7,64.92,29.26,0,0,0,22.25,21.83,3.21,121.62,13.31,10.59,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,13.38,3.64,16.63,0,3.47,1.12,0,28.07,5.96,0,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,128.84,0,44.86,394.17,10.08,0,0,0,80.23,0,0,23.64,63.31,0,8.41,0,2.06,0,0,25.69,96.87,66.5,94.26,62.69,29.26,0,0,0,22.25,21.83,3.21,110.03,13.31,10.59,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,13.38,4.01,16.63,0,3.47,1.12,0,28.07,6.81,0,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,128.84,0,44.86,394.17,10.08,0,0,0,80.23,0,0,23.64,76.49,0,8.41,0,1.89,0,0,25.69,96.87,66.5,94.26,62.69,29.26,0,0,0,22.25,21.83,3.21,110.03,13.31,10.59,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,13.38,4.01,16.63,0,3.47,1.12,0,28.07,6.81,0,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,144.16,0,44.86,394.17,10.08,0,0,0,80.23,0,0,23.64,76.49,0,8.41,0,0,0,0,25.69,96.87,66.5,119.32,93.39,29.26,0,0,0,22.25,21.83,3.21,110.03,13.31,10.59,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.47,1.12,0,23.94,7.37,0,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,144.16,0,44.86,394.17,10.08,0,0,0,80.23,0,0,23.64,63.31,0,8.41,0,0,0,0,25.69,96.87,66.5,119.32,93.39,29.26,0,0,0,22.25,21.83,3.21,110.03,13.31,10.59,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.47,1.12,0,23.94,7.66,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,142.92,0,44.86,394.17,10.08,0,0,0,80.23,0,0,23.64,56.58,0,8.41,0,0,0,0,25.69,96.87,66.5,119.32,93.39,28.05,0,0,0,17.81,21.83,3.21,110.03,10.14,10.59,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.33,1.12,0,23.94,7.66,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,142.9,0,44.86,394.17,10.08,0,0,0,80.23,0,0,23.64,60.25,0,8.41,0,0,0,0,25.69,96.87,66.5,119.32,93.39,28.05,0,0,0,17.81,21.83,3.21,110.03,10.14,10.59,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.33,1.12,0,23.94,7.81,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,142.89,0,44.86,396.78,10.08,0,0,0,80.23,0,0,23.64,60.25,0,8.41,0,0,0,0,25.69,96.87,66.5,119.32,93.39,28.05,0,0,0,17.81,21.83,3.21,110.03,10.14,10.59,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.33,1.12,0,23.94,7.81,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,106.32,0,44.86,404.2,10.08,0,0,0,80.23,0,0,23.64,60.25,0,8.41,0,0,0,0,25.69,96.87,66.5,119.32,93.39,28.05,0,0,0,17.81,21.83,3.21,110.03,10.14,0,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.33,1.12,0,23.94,7.94,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,106.26,0,38.69,404.2,10.08,0,0,0,80.23,0,0,23.64,72.56,0,8.41,0,0,0,0,25.69,96.87,66.5,119.32,93.39,28.05,0,0,0,17.81,21.83,3.21,110.03,10.14,0,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.33,1.12,0,23.94,9.22,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,106.13,0,38.69,404.2,10.08,0,0,0,80.23,0,0,23.64,72.56,0,8.41,0,0,0,0,25.69,96.87,66.5,119.32,93.39,28.05,0,0,0,17.81,21.83,3.21,110.03,10.14,0,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.33,1.12,0,23.94,9.22,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,106.02,0,51.59,404.2,10.08,0,0,0,80.23,0,0,23.64,74.12,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,93.39,28.05,0,0,0,17.81,12.37,3.21,110.03,10.14,0,56.74,11.28,15.73,7.23,0,49.44,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.33,1.12,0,23.94,9.22,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,105.92,0,81.88,404.2,10.08,0,0,0,80.23,0,0,23.64,74.12,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,93.39,28.05,0,0,0,17.81,12.37,3.21,110.03,10.14,0,56.74,11.28,15.73,7.23,0,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.33,1.12,0,23.94,9.22,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,105.84,0,81.88,404.2,10.08,0,0,0,80.23,0,0,23.64,75.67,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,93.39,28.05,0,0,0,16.31,12.37,3.21,110.03,10.14,0,56.74,11.28,15.73,7.23,0,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.47,1.12,0,23.94,10.36,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,105.79,0,81.88,404.2,10.08,0,0,0,80.23,0,0,23.64,75.67,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,93.39,28.05,0,0,0,16.31,12.37,3.21,110.03,10.14,0,56.74,11.28,15.73,7.23,0,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.47,1.12,0,23.94,10.36,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,90.45,0,81.88,404.2,10.08,0,0,0,80.23,0,0,23.64,77.23,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,62.69,28.05,0,0,0,16.31,12.37,3.21,110.03,10.14,0,56.74,11.28,15.73,7.23,0,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.47,1.12,0,23.94,10.36,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,90.4,0,81.88,404.2,10.08,0,0,0,54.14,0,0,23.64,77.23,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,62.69,28.05,0,0,0,16.31,12.37,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,17.26,10.42,4.01,13.26,0,3.47,1.12,0,23.94,10.36,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,90.39,0,81.88,404.2,10.08,0,0,0,54.14,0,0,23.64,78.78,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,62.69,28.05,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,15.34,10.42,4.01,13.26,0,3.47,1.12,0,23.94,10.36,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,92.3,0,44.86,404.2,10.08,0,0,0,54.14,0,0,23.64,78.78,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,62.69,28.05,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,16.08,10.42,4.01,13.26,0,3.47,1.12,0,23.94,10.36,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,92.3,0,44.86,404.2,10.08,0,0,0,54.14,0,0,23.64,80.33,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,62.69,28.05,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,16.98,10.42,4.01,13.26,0,3.21,1.12,0,23.94,10.36,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,92.3,0,44.86,404.2,10.08,0,0,0,54.14,0,0,23.64,80.33,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,62.69,28.05,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,10.36,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,92.3,0,44.86,404.2,10.08,0,0,0,54.14,0,0,23.64,81.43,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,62.69,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,92.3,0,44.86,404.2,10.08,0,0,0,54.14,0,0,23.64,82.79,0,8.41,0,0,0,0,25.69,78.82,66.5,103.66,62.69,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,92.3,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,70.27,66.5,79.07,62.69,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,92.3,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,70.27,66.5,79.07,62.69,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,18.12,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,83.22,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,70.27,66.5,79.07,62.69,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

