Block,Time,CHAMERA3,DADRT2,KGSU3AND4,KOTESHWR,RAMPUR,RIHAND1,RIHAND3,RSTPSU1TO6,UNCHAHAR3,URI,DADRI_LF,KKNP,KKNPPU2,NNTPP,RAPPB,SINGRAULI_HYDRO,TANAKPUR,ANTA_RF,DADRI_GF,CHAMERA1,CHAMERA2,DHAULIGNGA,KISHANGANGA,NLCIIST1,NLCTS2EXP,RIHAND2,AURY_CRF,BRBCL,KGSU1AND2,KUDGI,NLCIIST2,SASAN,TANDA2,TelanganaSTPP,URI2,AURY_GF,AURY_RF,DADRI_CRF,DADRI_RF,BSIUL,MAPS,NAPP,NJPC,NLCEXP,RAPPC,RAPPD,SALAL,SIMHST2,UNCHAHAR2,UNCHAHAR4,ANTA_CRF,AURY_LF,FSTPP I & II,KHSTPP-I,KOLDAM,PARBATI3,SEWA2,TEHRI,KHSTPP-II,NTPL,RSTPSU7,UNCHAHAR1,ANTA_LF,DULHASTI,JHAJJAR,PARBATI2,SIMHST1,SINGRAULI,TALA,TALST2,VALLURNTECL,ANTA_GF
7,01:30-01:45,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,84.24,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,18.9,30.33,148.3,0,0,21.94,0,58.69,458.67,32.31,0,150.34,5.88,0,0,0

8,01:45-02:00,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,84.24,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,18.9,30.33,148.3,0,0,21.94,0,58.69,458.67,32.31,0,150.34,5.88,0,0,0

9,02:00-02:15,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,2.05,51.83,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,84.24,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,18.9,30.33,148.3,0,0,21.94,0,58.69,458.67,39.82,0,150.34,5.88,0,0,0

10,02:15-02:30,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,2.05,51.83,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,84.24,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,458.67,39.82,0,150.34,5.88,0,0,0

11,02:30-02:45,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,2.05,51.83,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,84.24,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,458.67,39.82,0,150.34,5.29,0,0,0

12,02:45-03:00,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,2.05,51.83,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,84.24,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,5.29,0,0,0

13,03:00-03:15,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,6.27,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,5.29,0,0,0

14,03:15-03:30,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,6.27,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,5.29,0,0,0

15,03:30-03:45,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,6.27,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.38,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,5.29,0,0,0

16,03:45-04:00,35.03,458.92,0,10.43,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.08,6.27,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.38,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,5.29,0,0,0

17,04:00-04:15,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,6.27,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.38,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,5.29,0,0,0

18,04:15-04:30,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,6.27,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.38,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,5.29,0,0,0

19,04:30-04:45,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.38,0,44.5,2.3,0,0,18.2,45.53,9.59,39.28,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,4.41,0,0,0

20,04:45-05:00,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.38,0,44.5,2.3,0,0,18.2,45.53,9.59,39.28,12.61,30.33,148.3,0,0,21.94,0,58.69,508.67,39.82,0,150.34,4.41,0,0,0

21,05:00-05:15,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.38,0,45,3.2,0,0,18.2,45.53,9.59,39.9,12.61,30.33,148.3,0,0,21.94,0,58.69,570.67,39.82,0,150.34,4.41,0,0,0

22,05:15-05:30,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.38,0,45,3.2,0,0,18.2,45.53,9.59,53.7,12.61,30.33,148.3,0,0,21.94,0,58.69,570.67,39.82,0,150.34,4.41,0,0,0

23,05:30-05:45,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,9.59,53.7,12.61,30.33,148.3,0,0,21.94,0,58.69,570.67,42.83,0,150.34,4.41,0,0,0

24,05:45-06:00,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,9.59,53.7,6.3,30.33,148.3,0,0,21.94,0,58.69,570.67,42.83,0,150.34,4.41,0,0,0

25,06:00-06:15,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.01,0,45,2.3,0,0,18.2,45.53,9.59,53.7,6.3,30.33,148.3,0,0,21.94,0,58.69,570.67,42.83,0,150.34,4.41,0,0,0

26,06:15-06:30,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.01,0,45,2.3,0,0,18.2,45.53,9.59,53.7,5.81,30.33,148.3,0,0,21.94,0,58.69,670.67,42.83,0,150.34,4.41,0,0,0

27,06:30-06:45,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,9.59,53.7,4.79,29.69,148.3,0,0,21.94,0,58.69,670.67,42.83,0,150.34,4.41,0,0,0

28,06:45-07:00,35.03,458.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,52.22,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,9.59,53.7,4.79,28.89,148.3,0,0,21.94,0,58.69,670.67,42.83,0,150.34,4.41,0,0,0

29,07:00-07:15,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,51.83,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,9.59,53.7,0,19.26,148.3,0,0,21.94,0,58.69,670.67,42.83,0,150.34,4.41,0,0,0

30,07:15-07:30,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,51.83,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,9.59,53.7,0,19.26,148.3,0,0,21.94,0,58.69,670.67,42.83,0,150.34,4.41,0,0,0

31,07:30-07:45,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,51.83,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,76.69,0,45,3.2,0,0,18.2,45.53,9.59,50.64,0,9.63,148.3,0,0,21.94,0,58.69,670.67,42.83,0,150.34,4.41,0,0,0

32,07:45-08:00,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,51.83,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,76.69,0,45,3.2,0,0,18.2,45.53,6.74,50.64,0,9.63,148.3,0,0,21.94,0,58.69,670.67,42.83,0,150.34,4.41,0,0,0

33,08:00-08:15,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.69,0,45,3.2,0,0,18.2,45.53,4.78,50.64,0,9.63,148.3,0,0,21.94,0,58.69,650.67,42.83,0,150.34,4.41,0,0,0

34,08:15-08:30,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.69,0,45,3.2,0,0,18.2,45.53,4.36,50.64,0,0,148.3,0,0,21.94,0,58.69,650.67,42.83,0,150.34,5.29,0,0,0

35,08:30-08:45,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,1.99,42.96,0,0,148.3,0,0,21.94,0,58.69,580.67,42.83,0,150.34,5.29,0,0,0

36,08:45-09:00,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,32.83,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,1.99,42.96,0,0,148.3,0,0,21.94,0,58.69,580.67,45.08,0,150.34,5.29,0,0,0

37,09:00-09:15,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,580.67,45.08,0,150.34,5.29,0,0,0

38,09:15-09:30,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,500.67,45.08,0,150.34,5.29,0,0,0

39,09:30-09:45,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,500.67,45.08,0,150.34,5.29,0,0,0

40,09:45-10:00,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,500.67,45.08,0,150.34,5.29,0,0,0

41,10:00-10:15,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,500.67,45.08,0,150.34,5.29,0,0,0

42,10:15-10:30,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,19.56,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,37.57,0,150.34,5.29,0,0,0

43,10:30-10:45,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,28.1,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,30.06,0,150.34,5.29,0,0,0

44,10:45-11:00,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,52.99,0,0,0,0,0,1.08,2.44,51.17,0,25.54,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,412.88,2.75,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,76.11,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,30.06,0,150.34,5.29,0,0,0

45,11:00-11:15,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,50.51,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,2.75,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,22.54,0,150.34,5.29,0,0,0

46,11:15-11:30,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,50.51,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,2.75,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,22.54,0,150.34,5.29,0,0,0

47,11:30-11:45,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,50.51,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,2.75,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,22.54,0,150.34,5.29,0,0,0

48,11:45-12:00,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.08,2.44,50.51,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,2.75,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,22.54,0,150.34,5.29,0,0,0

49,12:00-12:15,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.86,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,3.2,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,22.54,0,150.34,6.02,0,0,0

50,12:15-12:30,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.86,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,3.2,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,79.01,0,45,3.2,0,0,18.2,45.53,0,16.88,0,0,148.3,0,0,21.94,0,58.69,490.67,11.28,0,150.34,6.02,0,0,0

51,12:30-12:45,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.86,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,3.43,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,490.67,28.56,0,150.34,6.02,0,0,0

52,12:45-13:00,35.03,688.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.86,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,3.43,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,490.67,28.56,0,150.34,5.59,0,0,0

53,13:00-13:15,35.03,618.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.86,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,3.43,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,490.67,28.56,0,150.34,5.59,0,0,0

54,13:15-13:30,35.03,548.92,0,10.43,6.5,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.2,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,3.66,0,38.1,0,80.77,0,98.41,6.52,0,25.38,165.99,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,490.67,28.56,0,150.34,5.59,0,0,0

