Block,Time,CHAMERA3,KKNPPU2,NNTPP,AURY_RF,NJPC,NLCTS2EXP,RSTPSU7,SASAN,DADRI_GF,BSIUL,DHAULIGNGA,DULHASTI,JHAJJAR,KHSTPP-I,KISHANGANGA,NAPP,RAMPUR,RAPPB,TALST2,TANDA2,ANTA_LF,DADRI_LF,CHAMERA1,PARBATI3,UNCHAHAR4,ANTA_RF,KGSU1AND2,KHSTPP-II,KOLDAM,NLCEXP,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,ANTA_CRF,AURY_CRF,CHAMERA2,KUDGI,NLCIIST2,NTPL,RAPPC,RSTPSU1TO6,SIMHST1,SIMHST2,TEHRI,URI,DADRI_CRF,DADRI_RF,BRBCL,FSTPP I & II,KKNP,KOTESHWR,SALAL,TALA,TANAKPUR,UNCHAHAR1,UNCHAHAR3,URI2,VALLURNTECL,ANTA_GF,DADRT2,KGSU3AND4,MAPS,NLCIIST1,TelanganaSTPP,UNCHAHAR2,AURY_GF,AURY_LF
6,01:15-01:30,21.37,0,0,78.06,127.78,0,0,154.12,0,6.52,40.4,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,37.53,0,97.42,15,20.8,0,38.64,79.38,7.15,13,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

7,01:30-01:45,21.37,0,0,78.06,127.78,0,0,154.12,0,6.52,40.4,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,50.23,0,97.42,15,20.8,0,38.64,79.38,7.15,13,20.96,0,20.68,0,0,686.07,0,0,0,0,43.69,0,0

8,01:45-02:00,21.37,0,0,78.06,127.78,0,0,154.12,0,6.52,40.4,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,50.23,0,97.42,15,20.8,0,38.64,79.38,7.15,13,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

9,02:00-02:15,21.37,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,37.53,0,97.42,15,20.8,0,38.64,79.38,7.15,13,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

10,02:15-02:30,21.37,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,37.53,0,97.42,15,20.8,0,38.64,79.38,7.15,13,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

11,02:30-02:45,21.37,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,65.07,7.29,13,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

12,02:45-03:00,21.37,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,65.07,7.29,13,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

13,03:00-03:15,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,65.07,7.29,11.53,20.96,0,36.35,0,0,686.07,0,0,0,0,43.71,0,0

14,03:15-03:30,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,65.07,7.29,11.53,20.96,0,36.35,0,0,686.07,0,0,0,0,43.71,0,0

15,03:30-03:45,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,65.07,7.29,11.53,20.96,0,36.35,0,0,686.07,0,0,0,0,43.71,0,0

16,03:45-04:00,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,65.07,7.15,11.53,20.96,0,36.35,0,0,686.07,0,0,0,0,43.71,0,0

17,04:00-04:15,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,29.81,0,97.42,15,20.8,0,38.64,65.07,7,11.53,20.96,0,29.56,0,0,686.07,0,0,0,0,43.71,0,0

18,04:15-04:30,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,29.81,0,97.42,15,20.8,0,38.64,65.07,7,11.53,20.96,0,29.56,0,0,686.07,0,0,0,0,43.71,0,0

19,04:30-04:45,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,65.07,8.91,11.53,20.96,0,29.56,0,0,686.07,0,0,0,0,43.71,0,0

20,04:45-05:00,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,65.07,8.91,11.53,20.96,0,29.56,0,0,686.07,0,0,0,0,43.71,0,0

21,05:00-05:15,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.51,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,52.28,8.61,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

22,05:15-05:30,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,3.94,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,52.28,8.33,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

23,05:30-05:45,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,16.87,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,52.28,7.88,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

24,05:45-06:00,10.69,0,0,78.06,127.78,0,0,154.12,0,6.52,30.23,53.79,469.31,41.89,0,45.46,2.74,0,0,2.89,0,0,28.1,54.11,1.62,48.26,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,52.28,7.74,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

25,06:00-06:15,10.69,0,0,78.06,153.34,0,0,154.12,0,6.52,30.23,53.79,469.31,41.89,0,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,52.28,7.59,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

26,06:15-06:30,10.69,0,0,78.06,153.34,0,0,154.12,0,6.52,30.23,53.79,469.31,41.89,0,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,52.28,7.59,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

27,06:30-06:45,10.69,0,0,78.06,153.34,0,0,154.12,0,6.52,30.23,53.79,469.31,44.92,0,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,26.49,0,97.42,15,20.8,0,38.64,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,37.42,0,0

28,06:45-07:00,10.69,0,0,78.06,153.34,0,0,154.12,0,6.52,30.23,53.79,469.31,44.92,0,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,50.23,0,97.42,15,20.8,0,38.64,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.1,0,0

29,07:00-07:15,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,28.1,54.11,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,50.23,0,97.42,15,20.8,0,38.64,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.1,0,0

30,07:15-07:30,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,28.1,8.43,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.76,0,0

31,07:30-07:45,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,14.05,3.51,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.76,0,0

32,07:45-08:00,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,14.05,3.51,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,97.42,15,20.8,0,38.64,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.76,0,0

33,08:00-08:15,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,14.05,3.51,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,94.95,15,20.8,0,38.64,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.76,0,0

34,08:15-08:30,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,14.05,15.46,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,94.95,15,20.8,0,38.64,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.76,0,0

35,08:30-08:45,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,14.05,15.46,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,94.95,15,20.8,0,28.98,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.76,0,0

36,08:45-09:00,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,14.05,15.46,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,94.95,15,20.8,0,28.98,52.28,7.59,11.53,18.05,0,20.68,0,0,686.07,0,0,0,0,35.76,0,0

37,09:00-09:15,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,11.85,15.46,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,94.95,15,20.8,0,28.98,52.28,7.88,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,38.08,0,0

38,09:15-09:30,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,4.74,15.46,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,94.95,15,20.8,0,28.98,52.28,7.88,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

39,09:30-09:45,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,94.95,15,20.8,0,28.98,51.13,9.67,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

40,09:45-10:00,10.69,0,0,77.81,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,47.07,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,30.91,0,94.95,15,20.8,0,28.98,51.13,9.67,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

41,10:00-10:15,10.69,0,0,77.58,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.83,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,27.6,0,94.95,15,20.8,0,28.98,51.13,9.67,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

42,10:15-10:30,10.69,0,0,77.58,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.83,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,27.6,0,94.95,15,20.8,0,28.98,51.13,9.67,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

43,10:30-10:45,10.69,0,0,77.58,127.78,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.83,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,38.93,9.67,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

44,10:45-11:00,10.69,0,0,77.58,127.78,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.83,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,38.93,9.67,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

45,11:00-11:15,21.37,0,0,77.58,127.78,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.83,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,38.93,10.56,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

46,11:15-11:30,21.37,0,0,77.58,127.78,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.83,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,38.93,10.56,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

47,11:30-11:45,21.37,0,0,77.58,127.78,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.83,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,38.93,9.88,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

48,11:45-12:00,21.37,0,0,77.58,127.78,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.83,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,38.93,9.88,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

49,12:00-12:15,21.37,0,0,77.58,127.78,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,15.46,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,50.23,0,94.95,15,20.8,0,28.98,38.93,9.88,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

50,12:15-12:30,21.37,0,0,77.58,127.78,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,50.23,0,94.95,15,20.8,0,28.98,38.93,9.74,11.53,20.96,0,36.35,0,0,686.07,0,0,0,0,43.71,0,0

51,12:30-12:45,21.37,0,0,77.58,153.34,0,0,154.12,0,0,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,38.93,7.74,11.53,20.96,0,36.35,0,0,686.07,0,0,0,0,43.71,0,0

52,12:45-13:00,21.37,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,38.93,7.74,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

53,13:00-13:15,10.69,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,28.34,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,51.13,7.74,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

54,13:15-13:30,10.69,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,51.13,7.74,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

55,13:30-13:45,10.69,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,51.13,7.74,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

56,13:45-14:00,10.69,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,24.29,0,94.95,15,20.8,0,28.98,51.13,7.74,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

57,14:00-14:15,10.69,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,27.6,0,96.19,15,20.8,0,28.98,51.13,8.02,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

58,14:15-14:30,10.69,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,27.6,0,96.19,15,20.8,0,28.98,51.13,8.02,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

