Block,Time Block,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,BRBCL,BSIUL,CHAMERA1,CHAMERA3,DADRT2,CHAMERA2,RSTPSU7,TALST2,SINGRAULI_HYDRO,SALAL,SEWA2,TANDA2,TANAKPUR,SIMHST2,TALA,TEHRI,SINGRAULI,SIMHST1,SASAN,UNCHAHAR4,URI,VALLURNTECL,UNCHAHAR3,URI2,UNCHAHAR2,TelanganaSTPP,UNCHAHAR1,AURY_CRF,AURY_RF,DADRI_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,ANTA_GF,RAMPUR,RIHAND3,RAPPB,RIHAND2,RIHAND1,RAPPC,RSTPSU1TO6,JHAJJAR,NNTPP,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NTPL,MAPS,NLCTS2EXP,NAPP,KKNP,KISHANGANGA,KHSTPP-I,KHSTPP-II,KOTESHWR,KUDGI,KKNPPU2,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,9.82,0,11.33,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,14.25,18.11,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,9.82,0,12.93,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,14.25,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,9.82,0,13.02,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,14.25,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,9.82,0,12.77,0,0,0,188.63,0,0,0,0,1.35,0,0,8.01,0,0,0,115.78,0,319.17,0,1.28,0,14.25,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,9.82,0,13.48,0,0,0,188.63,0,0,0,0,1.35,0,0,8.01,0,0,0,115.78,0,319.17,0,1.28,0,14.25,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,9.82,0,14.38,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,14.11,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,9.82,0,16.96,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,14.11,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,9.82,0,18.81,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,14.11,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,9.82,0,15.11,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,14.11,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,9.82,0,17.28,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,13.95,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,9.82,0,19.03,0,0,0,188.63,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.28,0,13.95,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,9.82,0,19.23,0,0,0,188.63,0,0,0,0,1.35,0,0,8.01,0,0,0,115.78,0,319.17,0,1.48,0,13.95,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,9.82,0,19.23,0,0,0,188.63,0,0,0,0,1.35,0,0,8.01,0,0,0,115.78,0,319.17,0,1.48,0,13.95,4.27,11.2,0,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,9.82,0,19.23,0,0,0,246.33,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.48,0,13.95,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,9.82,0,19.23,0,0,0,276.15,0,0,0,0,1.35,0,0,2.46,0,0,0,115.78,0,319.17,0,1.48,0,13.95,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,9.82,0,19.23,0,0,0,312.7,0,0,0,0,1.35,0,0,2.46,0,0,0,128.99,0,319.17,0,1.48,0,13.95,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,9.82,0,19.23,0,0,0,322.31,0,0,0,0,12.29,0,0,2.46,0,0,0,134.33,0,319.17,0,1.48,0,13.95,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,9.82,0,19.23,0,0,0,341.55,0,0,0,0,53.63,0,0,3.08,0,0,0,134.33,0,319.17,0,1.48,0,13.95,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,18.21,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,9.82,15.85,19.23,0,0,0,348.88,3.2,0,0,0,53.63,0,0,3.08,0,0,0,134.33,0,319.17,0,1.48,0,13.95,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,0,0,0,36.43,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,8.78,10.32,15.85,19.23,1.06,0,9.31,361.34,12.67,0,0,0,53.63,0,0,6.03,0,0,14.54,134.33,0,329.99,0,1.48,0,13.95,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,3.67,0,0,54.64,0,0,0,0,40.16,0,0,42.7,92.44,8.53,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,8.78,10.32,31.7,19.23,2.12,0,9.31,361.34,25.33,0,0,0,53.63,0,0,6.03,0,0,29.94,134.33,0,344.87,0,1.48,0,17.45,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,15.92,0,0,91.07,0,0,0,0,40.16,0,0,43.49,95.08,17.07,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,15.88,10.32,47.54,19.23,12.54,11.55,27.95,361.34,25.33,0,0,0,12.29,10.14,0,0.49,0,0,59.86,134.33,0,356.29,0,1.48,0,13.95,4.27,11.2,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,15.92,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,35.15,10.32,47.54,19.23,12.54,26.98,27.95,361.34,25.33,0,0,0,1.35,10.14,0,0.49,0,0,59.86,134.33,0,361.7,0,1.48,0,17.31,4.27,11.2,0,13.61,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,230.81,0,15.92,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,35.15,10.32,47.54,19.23,12.54,40.54,27.95,361.34,25.33,0,0,0,1.35,10.14,0,0.49,0,0,59.86,134.33,0,367.11,0,4.24,0,20.4,4.27,23.95,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,231.77,0,15.92,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,35.15,10.32,47.54,19.23,12.54,40.54,27.95,404.61,25.33,0,0,0,1.35,10.14,0,0.49,0,0,59.86,134.33,0,372.51,0,25.48,0,22.49,4.27,28.78,0,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,231.77,0,15.92,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,35.15,11.25,47.54,19.23,12.54,26.98,27.95,477.14,25.33,0,0,0,1.35,10.14,0,6.03,0,0,59.86,134.33,0,377.92,0,25.48,0,22.49,4.27,28.78,0,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,268.31,0,15.92,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

32,07:45-08:00,0,0,35.15,11.25,47.54,19.23,12.54,13.51,27.95,515.24,25.33,0,0,0,1.35,10.14,0,1.11,0,0,59.86,134.33,0,383.33,0,25.48,0,22.49,4.27,28.78,0,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,326.02,0,3.42,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

33,08:00-08:15,0,0,15.5,11.25,31.7,19.23,6.27,13.51,1.47,515.24,25.33,0,0,0,1.35,0,0,1.11,0,0,44.9,134.33,0,388.74,0,3.39,0,25.38,4.27,34.52,0,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,360.64,0,0,0,0,91.07,0,0,0,0,40.16,0,0,43.49,95.08,18.96,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,7.75,11.25,15.85,19.23,1.06,0,0,576.04,25.33,0,0,0,1.35,0,0,1.11,0,0,29.94,134.33,0,389.49,0,1.6,0,25.38,4.27,34.52,0,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,420.26,0,0,0,0,59.2,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,11.25,15.85,19.23,0,0,0,576.04,12.67,0,0,0,1.35,0,0,6.03,0,0,14.96,134.33,0,389.49,0,1.6,0,25.38,4.27,34.52,0,19.34,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,420.26,0,0,0,0,38.26,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,11.25,15.85,19.23,0,0,0,571.98,12.67,0,0,0,1.35,0,0,1.11,0,0,14.96,134.33,0,389.49,0,1.6,0,25.38,4.27,34.52,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,420.26,0,0,0,0,22.49,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,11.25,15.85,19.23,0,0,0,571.98,0,0,0,0,1.35,0,0,0.74,0,0,0,134.33,0,389.49,0,3.18,0,25.38,4.27,34.52,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,420.26,0,0,0,0,18.21,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,11.25,15.85,19.23,0,0,0,571.98,0,0,0,0,1.35,0,0,0.74,0,0,0,134.33,0,389.49,0,3.18,0,25.38,4.27,34.52,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,420.26,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,11.25,15.85,19.23,0,0,0,571.98,0,0,0,0,1.35,0,0,0.74,0,0,0,134.33,0,389.49,0,4.24,0,25.38,4.27,34.52,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,399.11,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,11.25,15.85,19.23,0,0,0,571.98,0,0,0,0,1.35,0,0,0.74,0,0,0,134.33,0,389.49,0,25.48,0,25.38,4.27,34.52,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,399.11,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,10.75,15.85,19.23,0,0,0,571.98,0,0,0,0,1.35,0,0,2.71,0,0,0,134.33,0,389.49,0,25.48,0,21.87,4.27,31.7,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,62.51,51.99,0,346.21,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,11.25,15.85,19.23,0,0,0,571.98,0,0,0,0,1.35,0,0,2.71,0,0,0,134.33,0,389.49,0,25.48,0,25.38,4.27,31.7,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,62.51,51.99,0,288.51,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,11.25,15.85,19.23,0,0,0,571.98,0,0,0,0,1.35,0,0,3.08,0,0,0,134.33,0,389.49,0,3.39,0,25.38,4.27,31.7,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,62.51,51.99,0,250.04,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,11.25,15.85,19.23,0,0,0,571.98,0,0,0,0,1.35,0,0,3.08,0,0,0,134.33,0,389.49,0,1.07,0,25.38,4.27,34.52,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,62.51,51.99,0,250.04,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,11.25,15.85,19.23,0,0,0,515.24,0,0,0,0,1.35,0,0,3.08,0,0,0,134.33,0,389.49,0,1.07,0,22.9,4.27,31.02,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,62.51,51.99,0,250.04,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,11.25,15.85,19.23,0,0,0,495.82,0,0,0,0,1.35,0,0,3.08,0,0,0,134.33,0,389.49,0,1.07,0,22.64,4.27,28.78,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,62.51,51.99,0,250.04,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,11.25,15.85,19.23,0,0,0,474.67,0,0,0,0,1.35,0,0,3.7,0,0,0,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,69.15,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,11.25,15.85,19.23,0,0,0,447.74,0,0,0,0,1.35,0,0,3.7,0,0,0,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,82.42,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,11.25,0,19.23,0,0,0,426.85,0,0,0,0,1.35,0,0,3.7,0,0,0,134.33,0,389.49,0,1.07,0,19.13,10.35,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,11.25,0,17.56,0,0,0,378.09,0,0,0,0,1.35,0,0,3.7,0,0,0,134.33,0,389.49,0,1.07,0,19.13,18.11,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,11.25,0,17.03,0,0,0,323.27,0,0,0,0,1.35,0,0,8.01,0,0,0,134.33,0,389.49,0,1.07,0,19.13,18.11,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,11.25,0,18.76,0,0,0,279.03,0,0,0,0,1.35,0,0,8.01,0,0,0,134.33,0,389.49,0,1.07,0,19.13,18.11,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,10.75,0,19.23,0,0,0,229.98,0,0,0,0,1.35,0,0,4.43,0,0,0,134.33,0,389.49,0,1.07,0,19.13,18.11,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,10.75,0,19.23,0,0,0,201.13,0,0,0,0,1.35,0,0,4.43,0,0,0,134.33,0,389.49,0,1.07,0,19.13,10.35,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,10.75,0,19.23,0,0,0,196.32,0,0,0,0,1.35,0,0,4.43,0,0,0,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,10.75,0,18.72,0,0,0,211.71,0,0,0,0,1.35,0,0,4.43,0,0,0,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,10.75,0,19.23,0,0,0,212.67,0,0,0,0,1.35,0,0,4.43,0,0,0,134.33,0,389.49,0,1.6,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,10.75,0,19.23,0,0,0,229.98,0,0,0,0,8.93,0,0,4.43,0,0,0,134.33,0,389.49,0,1.6,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,10.75,0,19.23,0,0,0,254.99,0,0,0,0,40.23,0,0,4.43,0,0,0,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,10.75,0,19.23,0,0,0,276.14,0,0,0,0,40.23,0,0,4.43,0,0,0,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,10.75,0,19.23,0,0,0,325.42,0,0,0,0,40.23,0,0,4.43,0,0,0,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,10.75,0,19.23,0,0,0,409.82,0,0,0,0,40.23,0,0,4.43,0,0,14.96,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

