Block,Time Block,KGSU3AND4,KGSU1AND2,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,PARBATI2,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,MAPS,NLCEXP,NAPP,NJPC,JHAJJAR,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,CHAMERA3,DADRT2,RIHAND2,SASAN,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,TALST2,SEWA2,SINGRAULI,RIHAND3,TALA,BRBCL,BSIUL,CHAMERA2,CHAMERA1,PARBATI3,RAPPC,RAPPD,RAMPUR,RAPPB,RIHAND1,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
26,06:15-06:30,0,0,11.87,21.14,57.48,0,0,0,0,31.21,0,0,0,0,0,0,0,24.64,132,356.48,0,9.26,8.34,0,35.29,10.08,138.3,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,398.84,0,0.63,0,0,0,76.32,0,0,145.23,126.34,2.27,19.32,12.6,47.15,40.72,22.24,65.57,20.92,5.25,0,93.92,18.91,14.09,0,1.07,2.94,36.8,17.55,0,6.06,28.45,49.28,0,0,0,0,0

27,06:30-06:45,0,0,10.15,21.14,57.48,0,0,0,0,31.21,0,0,0,0,0,0,0,24.64,132,356.48,0,9.26,8.34,0,29.21,10.08,108.88,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,398.84,0,0.63,0,0,0,76.32,0,0,145.23,126.34,2.27,19.32,12.6,47.15,27.14,22.24,65.57,20.92,5.25,0,93.92,18.91,11.91,0,1.07,2.94,36.8,14.7,0,0.99,23.91,49.28,0,0,0,0,0

28,06:45-07:00,0,0,10.15,21.14,57.48,0,0,0,0,31.21,0,0,0,0,0,0,0,24.64,132,356.48,0,9.26,8.34,0,29.21,10.08,95.17,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,398.84,0,0.63,0,0,0,76.32,0,0,145.23,126.34,2.27,19.32,12.6,47.15,27.14,22.24,65.57,20.92,5.25,0,93.92,18.91,11.91,0,1.07,2.94,36.8,14.7,0,0.99,23.91,49.28,0,0,0,0,0

29,07:00-07:15,0,0,10.15,21.14,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,132,356.48,0,9.26,8.34,0,29.21,10.08,114.95,0,0,0,0,0,0,0,0,0,33.84,262.07,120.34,398.84,0,0.63,0,0,0,76.32,0,0,145.23,126.34,2.27,19.32,12.6,47.15,27.14,22.24,65.57,20.92,5.25,0,93.92,18.91,11.91,0,1.07,2.94,36.8,14.7,0,0.99,23.91,49.28,0,0,0,0,0

30,07:15-07:30,0,0,10.15,21.14,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,132,356.48,0,9.26,8.34,0,29.21,10.08,114.95,0,0,0,0,0,0,0,0,0,33.84,162.9,120.34,398.84,0,0.63,0,0,0,76.32,0,0,145.23,126.34,2.27,19.32,12.6,47.15,27.14,22.24,65.57,20.92,5.25,0,93.92,18.91,11.91,0,1.07,2.94,36.8,16.37,0,0.99,23.91,49.28,0,0,0,0,0

31,07:30-07:45,0,0,10.15,21.14,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,142.82,356.48,0,9.26,8.34,0,28.8,10.08,103.2,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,398.84,0,0.63,0,0,0,76.32,0,0,130.58,88.72,1.7,19.32,12.6,47.15,27.14,32.61,65.57,20.92,5.67,0,66.06,9.46,11.91,0,1.07,2.94,36.8,16.37,0,0.99,23.91,49.28,0,0,0,0,0

32,07:45-08:00,0,0,10.15,21.14,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,142.82,356.48,0,9.26,8.34,0,28.8,10.08,103.2,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,398.84,0,0.63,0,0,0,76.32,0,0,130.58,88.72,1.7,19.32,12.6,47.15,13.57,32.61,65.57,20.92,5.67,0,66.06,0,11.91,0,1.07,2.94,36.8,16.37,0,0.99,23.91,49.28,0,0,0,0,0

33,08:00-08:15,0,0,10.15,21.14,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,142.82,337.16,0,9.26,8.34,0,29.08,10.08,107.76,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,385.8,0,0.63,0,0,0,76.32,0,0,126.32,81.7,1.7,19.32,12.6,47.15,13.57,32.61,65.57,20.92,5.67,0,64.91,0,13.12,0,1.07,2.94,36.8,16.37,0,0.99,23.91,51.19,0,0,0,0,0

34,08:15-08:30,0,0,10.15,21.14,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,142.82,337.16,0,6.95,8.34,0,27.06,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,385.8,0,0.63,0,0,0,76.32,0,0,126.32,81.7,1.7,17.7,12.6,47.15,13.57,32.61,65.57,20.92,5.67,0,64.91,0,13.12,0,1.07,2.94,36.8,16.37,0,0.99,23.91,51.19,0,0,0,0,0

35,08:30-08:45,0,0,10.15,21.14,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,142.82,269.54,0,4.63,8.34,0,27.06,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,385.8,0,0.63,0,0,0,76.32,0,0,126.32,81.7,0,19.32,12.6,47.15,13.57,32.61,65.57,20.92,5.67,0,64.91,0,13.12,0,1.07,2.94,36.8,16.37,0,0.99,23.91,51.19,0,0,0,0,0

36,08:45-09:00,0,0,10.15,21.14,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,142.82,269.54,0,2.32,8.34,0,27.06,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,385.8,0,0.63,0,0,0,76.32,0,0,126.32,81.7,0,19.32,12.6,47.15,13.57,32.61,65.57,20.92,5.67,0,64.91,0,13.12,0,1.07,2.94,36.8,16.37,0,0.99,23.91,51.19,0,0,0,0,0

37,09:00-09:15,0,0,10.15,10.58,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,142.82,269.54,0,2.32,8.34,0,27.06,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,385.8,0,0.63,0,0,0,76.32,0,0,115.91,81.7,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,64.91,0,13.12,0,1.07,2.94,36.8,16.37,0,0.99,23.91,51.19,0,0,0,0,0

38,09:15-09:30,0,0,10.15,10.58,57.48,0,0,0,0,29.04,0,0,0,0,0,0,0,24.64,142.82,192.26,0,2.32,8.34,0,27.06,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,385.8,0,0.63,0,0,0,76.32,0,0,115.91,81.7,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,64.91,0,13.12,0,1.07,2.94,36.8,16.37,0,0.99,23.91,51.19,0,0,0,0,0

39,09:30-09:45,0,0,10.15,10.58,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,192.26,0,0,8.34,0,29.21,10.08,112.7,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,385.8,0,0,0,0,0,76.32,0,0,115.91,100.66,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,64.91,0,13.12,0,1.07,2.94,36.8,16.37,0,1.73,23.91,51.19,0,0,0,0,0

40,09:45-10:00,0,0,10.15,10.58,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,192.26,0,0,8.34,0,29.21,10.08,112.7,0,0,0,0,0,0,0,0,0,33.84,95.28,96.22,385.8,0,0,0,0,0,76.32,0,0,115.91,122.76,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,64.91,0,13.12,0,1.07,2.94,36.8,16.37,0,1.73,23.91,51.19,0,0,0,0,0

41,10:00-10:15,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,192.26,0,0,8.34,0,28.03,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,385.8,0,0,0,0,0,76.32,0,0,106.42,126.34,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,2.94,36.8,16.37,0,1.73,23.91,51.19,0,0,0,0,0

42,10:15-10:30,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,182.6,0,0,8.34,0,28.03,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,385.8,0,0,0,0,0,76.32,0,0,103.89,126.34,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,2.94,36.8,16.37,0,1.73,23.91,51.19,0,0,0,0,0

43,10:30-10:45,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,182.6,0,0,8.34,0,28.03,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,385.8,0,0,0,0,0,76.32,0,0,140.99,126.34,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,2.94,36.8,16.37,0,1.73,23.91,51.19,0,0,0,0,0

44,10:45-11:00,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,182.6,0,0,8.34,0,28.03,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,385.8,0,0,0,0,0,76.32,0,0,140.99,126.34,0,18.25,12.6,47.15,0,32.61,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,2.94,36.8,16.37,0,1.73,23.91,51.19,0,0,0,0,0

45,11:00-11:15,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,182.6,0,0,8.34,0,28.03,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,390.48,0,0,0,0,0,76.32,0,0,140.99,126.34,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,3.87,36.8,16.37,0,1.73,23.91,49.28,0,0,0,0,0

46,11:15-11:30,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,182.6,0,0,8.34,0,28.03,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,391.23,0,0,0,0,0,76.32,0,0,140.99,126.34,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,3.87,36.8,16.37,0,1.73,23.91,49.28,0,0,0,0,0

47,11:30-11:45,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,182.6,0,0,8.34,0,28.03,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,391.23,0,0,0,0,0,51.63,0,0,140.99,126.34,0,18.92,12.6,47.15,0,32.61,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,2.57,36.8,16.37,0,1.73,23.91,49.28,0,0,0,0,0

48,11:45-12:00,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,182.6,0,0,8.34,0,28.03,10.08,97.69,0,0,0,0,0,0,0,0,0,22.54,95.28,120.34,391.23,0,0,0,0,0,51.63,0,0,140.99,126.34,0,19.32,12.6,47.15,0,32.61,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,2.57,36.8,16.37,0,1.73,23.91,49.28,0,0,0,0,0

49,12:00-12:15,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,142.82,182.6,0,0,8.34,0,29.92,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,369.5,0,0,0,0,0,51.63,0,0,140.99,126.34,0,19.32,12.6,47.15,0,22.24,65.57,20.92,5.67,0,93.92,0,13.12,0,1.07,2.57,36.8,16.37,0,3.59,23.91,49.28,0,0,0,0,0

50,12:15-12:30,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,182.6,0,0,8.34,0,29.92,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,369.5,0,0,0,0,0,51.63,0,0,140.99,126.34,0,19.32,12.6,47.15,0,22.24,65.57,20.92,5.31,0,93.92,0,13.12,0,1.07,2.57,36.8,16.37,0,3.59,23.91,49.28,0,0,0,0,0

51,12:30-12:45,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,182.6,0,0,8.34,0,29.92,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,369.5,0,0,0,0,0,76.68,0,0,140.99,126.34,0,19.32,12.6,47.15,0,22.24,65.57,20.92,5.31,0,93.92,0,13.12,0,1.07,2.57,36.8,16.37,0,3.59,23.91,49.28,0,0,0,0,0

52,12:45-13:00,0,0,10.15,0,57.48,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,182.6,0,0,8.34,0,29.92,10.08,97.69,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,369.5,0,0,0,0,0,76.68,0,0,140.99,126.34,0,19.32,12.6,47.15,0,22.24,65.57,20.92,5.31,0,93.92,0,13.12,0,1.07,2.57,36.8,16.37,0,3.59,23.91,49.28,0,0,0,0,0

53,13:00-13:15,0,0,10.15,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,182.6,0,0,8.34,0,28.03,10.08,97.88,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,369.5,0,0,0,0,0,76.68,0,0,140.99,126.34,0,19.32,12.6,47.15,0,22.24,65.57,20.92,5.31,0,93.92,0,13.12,0,1.07,2.57,36.8,16.37,0,3.59,23.91,49.28,0,0,0,0,0

