Block,Time,BRBCL,NLCIIST1,RIHAND3,TANDA2,UNCHAHAR2,ANTA_CRF,AURY_LF,DADRI_LF,DADRI_RF,KOTESHWR,NNTPP,VALLURNTECL,KKNP,NLCIIST2,RIHAND1,TALA,TANAKPUR,UNCHAHAR3,AURY_CRF,DULHASTI,KISHANGANGA,NLCEXP,RAPPB,RIHAND2,SASAN,SIMHST2,TelanganaSTPP,UNCHAHAR1,URI,ANTA_RF,DADRI_GF,BSIUL,CHAMERA1,CHAMERA3,DHAULIGNGA,KHSTPP-II,KKNPPU2,NLCTS2EXP,SIMHST1,SINGRAULI_HYDRO,CHAMERA2,JHAJJAR,MAPS,NAPP,PARBATI3,RAMPUR,RAPPC,RSTPSU7,SEWA2,SINGRAULI,ANTA_GF,AURY_RF,DADRI_CRF,FSTPP I & II,KHSTPP-I,KUDGI,NJPC,SALAL,TEHRI,AURY_GF,DADRT2,KGSU1AND2,KGSU3AND4,KOLDAM,NTPL,RSTPSU1TO6,TALST2,UNCHAHAR4,URI2,ANTA_LF
11,02:30-02:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,393.75,0,0,10.27,1.11,44.83,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

12,02:45-03:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,405,0,0,10.27,1.11,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

13,03:00-03:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

14,03:15-03:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

15,03:30-03:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

16,03:45-04:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

17,04:00-04:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

18,04:15-04:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

19,04:30-04:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.25,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

20,04:45-05:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.25,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

21,05:00-05:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.25,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

22,05:15-05:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.25,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

23,05:30-05:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.25,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,23.39,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

24,05:45-06:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.25,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,23.39,1.4,14.93,0,683.14,0,0,0,0,0,0,0,4.31,0

25,06:00-06:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.25,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,3.82,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,46.79,1.4,14.93,0,683.14,0,0,0,0,0,0,0,4.31,0

26,06:15-06:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,1.11,45.47,0,0,0,0,7.92,148.3,0,0,0,0,3.33,654.3,0,43.79,16.55,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,70.17,1.4,29.86,0,683.14,0,0,0,0,0,0,0,4.31,0

27,06:30-06:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,32.95,0,0,0,118.75,410.62,0,0,10.27,1.11,45.47,0,2.2,12.01,9.67,7.92,148.3,0,0,0,0,13.17,634.3,0,43.79,16.55,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,93.56,1.4,44.79,0,683.14,0,0,0,0,0,0,0,4.31,0

28,06:45-07:00,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,0,26.39,0,32.95,0,0,0,118.75,410.62,0,0,10.27,1.11,45.47,0,13.04,12.25,19.38,27.41,148.3,0,0,0,0,26.34,634.3,0,43.79,16.55,0,53.3,0,7.9,125.96,0,56.04,0,20.8,33.69,0,116.96,1.4,62.24,0,683.14,0,0,0,0,0,0,0,4.31,0

29,07:00-07:15,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,0,26.39,0,32.95,0,0,0,118.75,410.62,0,0,10.27,1.33,45.47,0,13.04,28.1,19.38,27.41,148.3,0,0,0,0,26.34,594.3,0,43.79,16.55,0,53.3,0,7.9,125.96,0,56.04,0,20.8,33.69,0,116.96,1.4,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

30,07:15-07:30,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,0,26.39,0,32.95,0,0,0,118.75,410.62,0,0,10.27,1.33,45.47,0,13.04,28.1,19.38,27.41,148.3,0,0,0,0,26.34,594.3,0,43.79,16.55,0,53.3,0,7.9,125.96,0,56.04,0,20.8,33.69,0,116.96,9.29,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

31,07:30-07:45,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,5.76,26.39,0,32.95,0,0,0,118.75,410.62,0,0,10.27,26.49,45.47,0,13.04,28.1,19.38,27.41,148.3,0,0,0,0,26.34,594.3,0,43.79,16.55,0,53.3,0,8.19,125.96,0,56.04,0,20.8,33.69,0,116.96,41.83,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

32,07:45-08:00,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,5.76,26.39,0,32.95,0,0,0,118.75,410.62,0,0,10.27,26.49,45.47,0,13.04,28.1,19.38,27.41,148.3,0,0,0,0,26.34,594.3,0,43.79,3.56,0,53.3,0,8.19,125.96,0,56.04,0,20.8,33.69,0,116.96,41.83,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

33,08:00-08:15,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,5.76,26.39,0,32.95,0,0,0,118.75,410.62,0,0,10.27,26.49,45.47,0,13.04,28.1,19.38,27.41,148.3,0,0,0,0,26.34,554.3,0,43.79,0,0,53.3,0,8.19,125.96,0,56.04,0,20.8,33.69,0,93.56,41.83,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

34,08:15-08:30,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,5.76,26.39,0,32.95,0,0,0,118.75,410.62,0,0,10.27,4.41,45.47,0,13.04,28.1,19.38,18.27,148.3,0,0,0,0,26.34,554.3,0,43.79,0,0,53.3,0,8.19,125.96,0,56.04,0,20.8,33.69,0,93.56,41.83,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

35,08:30-08:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,3.31,45.25,0,2.2,12.01,9.67,7.92,148.3,0,0,0,0,13.17,554.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,70.17,41.83,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

36,08:45-09:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,2.21,45.05,0,0,0,0,0,148.3,0,0,0,0,0,554.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,70.17,41.83,44.79,0,682.79,0,0,0,0,0,0,0,4.31,0

37,09:00-09:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,2.21,44.83,0,0,0,0,0,148.3,0,0,0,0,0,524.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,46.79,9.29,44.79,0,682.79,0,0,0,0,0,0,0,4.31,0

38,09:15-09:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,410.62,0,0,10.27,2.21,44.83,0,0,0,0,0,148.3,0,0,0,0,0,524.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,46.79,1.4,31.12,0,682.79,0,0,0,0,0,0,0,4.31,0

39,09:30-09:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,26.49,44.63,0,0,0,0,0,148.3,0,0,0,0,0,524.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,46.79,1.4,31.12,0,682.79,0,0,0,0,0,0,0,4.31,0

40,09:45-10:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,26.49,44.41,0,0,0,0,0,148.3,0,0,0,0,0,524.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,46.79,1.4,14.93,0,682.79,0,0,0,0,0,0,0,4.31,0

41,10:00-10:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,26.49,44.31,0,0,0,0,0,148.3,0,0,0,0,0,494.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,23.39,1.4,0,0,682.79,0,0,0,0,0,0,0,4.31,0

42,10:15-10:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,44.31,0,0,0,0,0,148.3,0,0,0,0,0,494.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

43,10:30-10:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,44.1,0,0,0,0,0,148.3,0,0,0,0,0,494.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

44,10:45-11:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,43.89,0,0,0,0,0,148.3,0,0,0,0,0,494.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

45,11:00-11:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,43.68,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

46,11:15-11:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,43.68,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

47,11:30-11:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,43.47,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

48,11:45-12:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,43.47,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

49,12:00-12:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,43.36,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

50,12:15-12:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,43.16,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,56.04,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

51,12:30-12:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,43.16,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

52,12:45-13:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

53,13:00-13:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

54,13:15-13:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

55,13:30-13:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

56,13:45-14:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,1.66,42.74,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

57,14:00-14:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

58,14:15-14:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

59,14:30-14:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

60,14:45-15:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,410.62,0,0,10.27,3.31,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

61,15:00-15:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,331.88,0,0,10.27,1.11,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

62,15:15-15:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,331.88,0,0,10.27,1.11,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

63,15:30-15:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,331.88,0,0,10.27,1.11,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,15.06,0,683.14,0,0,0,0,0,0,0,4.31,0

64,15:45-16:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,331.88,0,0,10.27,1.11,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,15.56,0,683.14,0,0,0,0,0,0,0,4.31,0

