Block,Time Block,KOTESHWR,KOLDAM,KKNP,KISHANGANGA,KKNPPU2,KHSTPP-II,KHSTPP-I,PARBATI2,BRBCL,CHAMERA1,BSIUL,KGSU3AND4,KGSU1AND2,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,TANAKPUR,TALST2,TANDA2,NNTPP,NLCEXP,NLCIIST1,NJPC,MAPS,NLCIIST2,NTPL,NLCTS2EXP,NAPP,RIHAND1,RAPPB,SASAN,RSTPSU1TO6,TALA,SINGRAULI_HYDRO,RAPPD,RSTPSU7,SIMHST1,SALAL,SIMHST2,RIHAND3,RAPPC,SEWA2,SINGRAULI,RIHAND2,DADRI_RF,AURY_LF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,ANTA_GF,AURY_CRF,DADRI_GF,AURY_RF,ANTA_CRF,ANTA_RF,PARBATI3,RAMPUR,KUDGI,UNCHAHAR1,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,10.08,9.26,0,8.34,0,143.26,38.21,47.18,14.77,40.72,12.6,0,0,47.72,163.3,33.84,21.14,56.69,11.58,258.64,6.06,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,360.8,0,4.54,1.07,0,0,0,81.38,0,92.53,65.41,12.18,145.23,120.34,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.79,28.25,49.28,0,1.34,36.8,17.78,29.3,0,0,0,0,0,0

7,01:30-01:45,10.08,9.26,0,8.34,0,143.26,38.21,47.18,13.78,40.72,12.6,0,0,47.72,95.28,33.84,21.14,56.69,12.22,235.05,1.73,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,360.8,0,3.41,1.07,0,0,0,81.38,0,92.53,65.41,12.18,145.23,120.34,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,11.91,23.91,49.28,0,1.34,36.8,14.7,29.3,0,0,0,0,0,0

8,01:45-02:00,10.08,9.26,0,8.34,0,143.26,38.21,47.18,12.52,40.72,12.6,0,0,47.72,95.28,33.84,21.14,56.69,12.22,235.05,1.73,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,360.8,0,3.41,1.07,0,0,0,81.38,0,92.53,65.41,6.09,145.23,120.34,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,11.91,23.91,49.28,0,1.34,36.8,14.7,29.3,0,0,0,0,0,0

9,02:00-02:15,10.08,9.26,0,8.34,0,143.26,38.21,47.18,11.8,40.72,12.6,0,0,47.72,95.28,33.84,21.14,56.69,12.22,235.05,1.73,0,4.4,0,0,0,174.74,0,0,0,0,24.38,91.75,0,360.8,0,3.41,1.07,0,0,0,81.38,0,89.88,65.41,6.09,140.81,117.94,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.21,36.8,14.7,29.3,0,0,0,0,0,0

10,02:15-02:30,10.08,9.26,0,8.34,0,143.26,38.21,47.18,11.97,40.72,12.6,0,0,47.72,95.28,33.84,21.14,56.69,12.22,235.05,1.73,0,4.4,0,0,0,174.74,0,0,0,0,24.38,91.75,0,360.8,0,3.41,1.07,0,0,0,81.38,0,89.88,65.41,5.82,140.81,117.94,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.34,36.8,14.7,29.3,0,0,0,0,0,0

11,02:30-02:45,10.08,9.26,0,8.34,0,143.26,29.52,47.18,11.95,40.72,12.6,0,0,47.72,95.28,33.84,21.14,56.69,9.67,235.05,1.73,0,2.94,0,0,0,174.74,0,0,0,0,24.38,91.75,0,360.8,0,3.41,1.07,0,0,0,81.38,0,89.88,65.41,5.82,140.81,117.94,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

12,02:45-03:00,10.08,9.26,0,8.34,0,115.02,24.65,47.18,14.61,40.72,12.6,0,0,47.72,95.28,33.84,21.14,56.69,9.67,235.05,1.73,0,2.94,0,0,0,174.74,0,0,0,0,24.38,91.75,0,360.8,0,3.41,1.07,0,0,0,81.38,0,89.88,65.41,5.82,140.81,117.94,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

13,03:00-03:15,10.08,9.26,0,8.34,0,115.02,24.65,47.18,16.3,40.72,12.6,0,0,47.72,65.33,33.84,21.14,56.69,9.67,235.05,1.73,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,3.41,1.07,0,0,0,77.45,0,89.88,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

14,03:15-03:30,10.08,9.26,0,8.34,0,115.02,24.65,47.18,19.14,40.72,12.6,0,0,47.72,36.35,33.84,21.14,56.69,9.67,235.05,1.73,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,3.41,1.07,0,0,0,77.45,0,89.88,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

15,03:30-03:45,10.08,9.26,0,8.34,0,115.02,24.65,47.18,17.99,40.72,12.6,0,0,47.72,7.37,33.84,21.14,56.69,9.67,235.05,6.06,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,4.54,1.07,0,0,0,77.45,0,89.88,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

16,03:45-04:00,10.08,9.26,0,8.34,0,115.02,24.65,47.18,18.1,40.72,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,6.06,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,4.54,1.07,0,0,0,77.45,0,89.88,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

17,04:00-04:15,10.08,9.26,0,8.34,0,115.02,24.65,45.73,19.27,40.72,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,6.06,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,4.54,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

18,04:15-04:30,10.08,9.26,0,8.34,0,115.02,24.65,45.73,19.32,40.72,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,6.06,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,4.54,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

19,04:30-04:45,10.08,9.26,0,8.34,0,115.02,24.65,45.73,19.32,40.72,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,1.73,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,3.98,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

20,04:45-05:00,10.08,9.26,0,8.34,0,115.02,24.65,45.73,19.32,40.72,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,1.73,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,3.98,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,65.21,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

21,05:00-05:15,10.08,9.26,0,8.34,0,78.8,24.65,45.73,19.32,40.72,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,1.73,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,4.26,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

22,05:15-05:30,10.08,9.26,0,8.34,0,95.24,24.65,45.73,19.32,40.72,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,1.73,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,4.26,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

23,05:30-05:45,10.08,9.26,0,8.34,0,95.24,24.65,45.73,19.32,40.72,18.89,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,1.73,0,3,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,3.41,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,12.36,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

24,05:45-06:00,10.08,9.26,0,8.34,0,95.24,24.65,45.73,19.32,40.72,18.89,0,0,47.15,7.37,33.84,21.14,56.69,9.67,235.05,1.73,0,3,0,0,0,174.74,0,0,0,0,24.38,62.72,0,360.8,0,3.41,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,12.36,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

25,06:00-06:15,10.08,9.26,0,8.34,0,95.24,24.65,45.73,19.32,40.72,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.67,235.05,1.73,0,3,0,0,0,174.74,0,0,0,0,24.38,62.72,0,370.58,0,2.56,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,12.52,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

26,06:15-06:30,10.08,9.26,0,8.34,0,95.24,24.65,45.73,19.32,40.72,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.67,235.05,1.73,0,3,0,0,0,174.74,0,0,0,0,24.38,62.72,0,384.87,0,2.56,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,12.52,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

27,06:30-06:45,10.08,9.26,0,8.34,0,95.24,24.65,45.73,19.32,40.72,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.67,235.05,1.73,0,3.05,0,0,0,174.74,0,0,0,0,24.38,62.72,0,391.23,0,2.56,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,12.52,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

28,06:45-07:00,10.08,9.26,0,8.34,0,78.8,24.65,45.73,19.32,40.72,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.67,235.05,1.73,0,3.05,0,0,0,174.74,0,0,0,0,24.38,62.72,0,391.23,0,3.69,1.07,0,0,0,77.45,0,88.52,65.41,0,126.14,93.8,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,12.52,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

29,07:00-07:15,10.08,9.26,0,8.34,0,78.8,24.65,45.73,19.32,40.72,18.89,0,0,47.15,190.64,33.84,10.58,56.69,9.67,235.05,1.73,0,3.05,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,2.84,1.07,0,0,0,77.45,0,76.65,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,27.66,49.28,0,1.05,36.8,16.37,19.53,0,0,0,0,0,0

30,07:15-07:30,10.08,9.26,0,8.34,0,78.8,24.65,45.73,19.32,24.67,18.89,0,0,47.15,90.14,33.84,10.58,56.69,9.72,235.05,1.73,0,3.05,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,2.84,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,27.66,49.28,0,1.05,36.8,16.37,19.53,0,0,0,0,0,0

31,07:30-07:45,10.08,9.26,0,8.34,0,78.8,24.65,45.73,19.32,24.67,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,1.98,0,3.05,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,1.42,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,27.66,49.28,0,1.05,36.8,16.37,9.77,0,0,0,0,0,0

32,07:45-08:00,10.08,9.26,0,8.34,0,78.8,27.08,45.73,19.32,24.67,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,1.98,0,3.05,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,1.42,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,27.66,49.28,0,1.05,36.8,16.37,9.77,0,0,0,0,0,0

33,08:00-08:15,10.08,9.26,0,8.34,0,78.8,28.03,45.73,19.32,24.67,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.98,235.05,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,1.42,1.07,0,0,0,77.45,0,88.52,65.41,0,107.52,77.96,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,27.63,51.19,0,1.05,36.8,16.37,9.3,0,0,0,0,0,0

34,08:15-08:30,10.08,6.95,0,8.34,0,78.8,28.03,45.73,19.32,13.57,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.98,235.05,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,1.42,1.07,0,0,0,77.45,0,88.52,65.41,0,107.52,77.96,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,27.63,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

35,08:30-08:45,10.08,4.21,0,8.34,0,78.8,28.03,45.73,19.32,13.57,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.98,235.05,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,1.42,1.07,0,0,0,77.45,0,88.52,65.41,0,107.52,77.96,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,27.63,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

36,08:45-09:00,10.08,1.86,0,8.34,0,78.8,28.03,45.73,19.32,13.57,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.98,235.05,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,1.42,1.07,0,0,0,77.45,0,88.52,65.41,0,107.52,77.96,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,27.63,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

37,09:00-09:15,10.08,1.86,0,8.34,0,78.8,28.03,34.84,19.32,13.57,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.98,235.05,6.06,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,0,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,29.1,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

38,09:15-09:30,10.08,1.86,0,8.34,0,78.8,28.03,34.84,19.32,13.57,12.6,0,0,47.15,7.37,33.84,21.14,56.69,9.98,235.05,6.06,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,0,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,56.33,6.74,0,13.12,29.1,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

39,09:30-09:45,10.08,1.86,0,8.34,0,95.89,28.03,34.84,19.32,13.57,12.6,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,4.2,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,0,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,41.5,6.74,0,13.12,29.1,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

40,09:45-10:00,10.08,1.86,0,8.34,0,95.89,28.03,34.84,19.32,13.57,12.6,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,4.2,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,0,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,41.5,6.74,0,13.12,29.1,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

41,10:00-10:15,10.08,1.86,0,8.34,0,95.89,28.03,34.84,19.32,13.57,12.6,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,2.47,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,0,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,41.5,6.74,0,13.12,29.1,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

42,10:15-10:30,10.08,1.86,0,8.34,0,95.89,28.03,34.84,19.32,0,12.6,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,2.47,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,0,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,41.5,6.74,0,13.12,29.1,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

43,10:30-10:45,10.08,4.63,0,8.34,0,95.89,28.03,34.84,19.32,0,12.6,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.73,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,0,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,41.5,6.74,0,13.12,29.1,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

44,10:45-11:00,10.08,6.51,0,8.34,0,95.89,28.03,34.84,19.32,0,12.6,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.73,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,0,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,41.5,6.74,0,13.12,29.1,51.19,0,1.05,36.8,16.37,0,0,0,0,0,0,0

45,11:00-11:15,10.08,10.19,0,8.34,0,96.89,28.03,34.84,19.32,0,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.73,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,1.42,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,38.54,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

46,11:15-11:30,10.08,10.19,0,8.34,0,96.89,28.03,34.84,19.32,0,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.73,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,391.23,0,1.42,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,38.54,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

47,11:30-11:45,10.08,10.19,0,8.34,0,96.89,28.03,34.84,19.32,0,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.73,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,336.17,0,3.12,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,38.54,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

48,11:45-12:00,10.08,10.19,0,8.34,0,96.89,28.03,34.84,19.32,0,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.73,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,336.17,0,3.12,1.07,0,0,0,77.45,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,38.54,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

49,12:00-12:15,10.08,10.19,0,8.34,0,96.89,28.03,34.84,19.32,0,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,335.67,0,3.12,1.07,0,0,0,79.7,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,38.54,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

50,12:15-12:30,10.08,10.19,0,8.34,0,96.89,28.03,34.84,19.32,0,18.89,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,335.67,0,3.12,1.07,0,0,0,79.7,0,69.48,65.41,0,79.88,66.19,0,0,0,0,0,0,0,0,0,0,0,0,38.54,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

51,12:30-12:45,10.08,10.19,0,8.34,0,96.89,28.03,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,335.67,0,4.54,0.99,0,0,0,79.7,0,69.48,65.41,0,70.21,66.19,0,0,0,0,0,0,0,0,0,0,0,0,8.89,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

52,12:45-13:00,10.08,10.19,0,8.34,0,96.89,28.03,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,335.67,0,4.54,0.99,0,0,0,79.7,0,69.48,65.41,0,69.26,66.19,0,0,0,0,0,0,0,0,0,0,0,0,8.89,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

53,13:00-13:15,10.08,10.19,0,8.34,0,96.89,28.03,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,335.67,0,4.54,0.99,0,0,0,79.7,0,81.17,65.41,0,69.26,66.19,0,0,0,0,0,0,0,0,0,0,0,0,8.89,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

