Block,Time,FSTPP I & II,KHSTPP-II,KOTESHWR,NAPP,NJPC,NLCIIST2,RIHAND3,TALA,UNCHAHAR3,VALLURNTECL,ANTA_GF,NNTPP,RIHAND1,RIHAND2,ANTA_CRF,AURY_RF,BRBCL,BSIUL,CHAMERA2,KGSU1AND2,PARBATI3,RAPPC,RSTPSU1TO6,SASAN,SINGRAULI,UNCHAHAR2,ANTA_LF,DADRI_CRF,DADRI_RF,DADRT2,DHAULIGNGA,KKNPPU2,NLCIIST1,SALAL,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,UNCHAHAR4,URI2,ANTA_RF,DADRI_LF,CHAMERA3,KGSU3AND4,KOLDAM,RAMPUR,RAPPB,TALST2,DADRI_GF,CHAMERA1,JHAJJAR,KKNP,MAPS,NLCEXP,NLCTS2EXP,NTPL,SIMHST2,AURY_CRF,KHSTPP-I,KUDGI,SEWA2,TANDA2,AURY_LF,DULHASTI,KISHANGANGA,RSTPSU7,SIMHST1,TEHRI,TelanganaSTPP,URI,AURY_GF
10,02:15-02:30,20.8,98.87,38.64,45.82,139.68,0,127.6,10.82,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,79.38,0,12.94,20.96,1.62,36.35,48.26,0,21.37,0,4.01,3,0,0,0,28.1,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,41.95,0

11,02:30-02:45,20.8,98.87,38.64,45.82,139.68,0,127.6,10.82,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,79.38,0,12.94,20.96,1.62,36.35,48.26,0,21.37,0,4.01,3,0,0,0,28.1,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,35.33,0

12,02:45-03:00,20.8,98.87,38.64,45.82,139.68,0,127.6,10.82,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,79.38,0,12.94,20.96,1.62,36.35,48.26,0,21.37,0,4.01,3,0,0,0,28.1,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,35.33,0

13,03:00-03:15,20.8,98.87,38.64,45.82,127.78,0,127.6,10.44,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,79.38,0,12.94,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,28.1,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,28.71,0

14,03:15-03:30,20.8,98.87,38.64,45.82,127.78,0,127.6,10.44,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,79.38,0,12.94,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,28.1,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,28.71,0

15,03:30-03:45,20.8,98.87,38.64,45.82,127.78,0,127.6,10.44,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,79.38,0,12.94,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,28.1,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,28.71,0

16,03:45-04:00,20.8,98.87,38.64,45.82,127.78,0,127.6,10.44,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,79.38,0,12.94,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,14.05,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,28.71,0

17,04:00-04:15,20.8,98.87,38.64,45.82,127.78,0,127.6,10.82,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,76.69,0,12.94,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,14.05,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,50.23,0

18,04:15-04:30,20.8,98.87,38.64,45.82,127.78,0,127.6,10.82,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,76.69,0,11.91,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,14.05,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,50.23,0

19,04:30-04:45,20.8,98.87,38.64,45.82,127.78,0,127.6,10.68,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,3.51,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,76.69,0,13,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,33.12,0

20,04:45-05:00,20.8,98.87,38.64,45.82,127.78,0,127.6,10.44,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,3.51,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,76.69,0,13,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,33.12,0

21,05:00-05:15,20.8,98.87,38.64,45.82,127.78,0,127.6,10.29,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,3.51,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,76.69,0,13,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,33.12,0

22,05:15-05:30,20.8,98.87,38.64,45.82,127.78,0,127.6,10.14,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,5.62,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,76.69,0,13,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,33.12,0

23,05:30-05:45,20.8,98.87,38.64,45.82,127.78,0,127.6,9.85,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,8.43,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,76.69,0,13,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,50.23,0

24,05:45-06:00,20.8,98.87,38.64,45.82,127.78,0,127.6,9.7,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,54.11,60.53,0,225,141.78,19.62,0,0,101.12,686.07,40.4,0,0,76.69,0,13,20.96,1.62,29.56,48.26,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,50.23,0

25,06:00-06:15,20.8,98.87,38.64,45.82,127.78,0,127.6,9.55,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,54.11,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,76.69,0,11.91,20.96,1.62,29.56,47.07,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,33.12,0

26,06:15-06:30,20.8,98.87,38.64,45.82,127.78,0,127.6,9.27,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,54.11,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,76.69,0,11.91,20.96,1.62,29.56,47.07,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,33.12,0

27,06:30-06:45,20.8,98.87,38.64,45.82,127.78,0,127.6,8.91,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,54.11,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,76.69,0,11.91,20.96,1.62,29.56,47.07,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,33.12,0

28,06:45-07:00,20.8,98.87,38.64,45.82,127.78,0,127.6,8.91,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,54.11,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,76.69,0,11.91,20.96,1.62,29.56,47.07,0,21.37,0,4.01,2.74,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,33.12,0

29,07:00-07:15,20.8,98.87,38.64,45.82,113.81,0,127.6,9.2,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,54.11,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,69.72,0,11.91,20.96,1.62,29.56,47.07,0,21.37,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,50.23,0

30,07:15-07:30,20.8,98.87,38.64,45.82,113.81,0,127.6,9.41,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,17.56,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,69.72,0,11.91,20.96,1.62,29.56,47.07,0,21.37,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,50.23,0

31,07:30-07:45,20.8,98.87,38.64,45.82,113.81,0,127.6,9.64,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,69.72,0,13,20.96,1.62,29.56,47.07,0,21.37,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,35.33,0

32,07:45-08:00,20.8,98.87,38.64,45.82,113.81,0,127.6,9.7,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,69.72,0,13,20.96,1.62,29.56,47.07,0,21.37,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,35.33,0

33,08:00-08:15,20.8,98.87,38.64,45.82,113.81,0,127.6,10.82,0,0,0,0,47.33,121.71,0,78.06,15,6.52,28.34,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,69.72,0,13,20.96,1.62,29.56,47.07,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,35.33,0

34,08:15-08:30,20.8,98.87,38.64,45.82,113.81,0,127.6,10.82,0,0,0,0,47.33,121.71,0,78.06,15,6.52,13.43,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,69.72,0,13,20.96,1.62,29.56,47.07,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,35.33,0

35,08:30-08:45,20.8,98.87,38.64,45.82,113.81,0,127.6,12.49,0,0,0,0,47.33,121.71,0,78.06,15,6.52,13.43,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,69.72,0,13,20.96,1.62,29.56,47.07,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,35.33,0

36,08:45-09:00,20.8,98.87,38.64,45.82,113.81,0,127.6,12.49,0,0,0,0,47.33,121.71,0,78.06,15,6.52,13.43,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,69.72,0,13,20.96,1.62,29.56,47.07,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,35.33,0

37,09:00-09:15,20.8,98.87,38.64,45.82,113.81,0,127.6,12.35,0,0,0,0,47.33,121.71,0,78.06,15,6.52,13.43,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,47.07,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.37,0,53.79,1.44,0,0,76.9,0,50.23,0

38,09:15-09:30,20.8,98.87,38.64,45.82,113.81,0,127.6,12.35,0,0,0,0,47.33,121.71,0,78.06,15,6.52,13.43,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,47.07,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.85,0,53.79,1.44,0,0,76.9,0,50.23,0

39,09:30-09:45,20.8,98.87,28.98,45.82,113.81,0,127.6,12.35,0,0,0,0,47.33,121.71,0,78.06,15,6.52,13.43,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,47.07,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.97,0,53.79,1.44,0,0,76.9,0,38.64,0

40,09:45-10:00,20.8,98.87,28.98,45.82,113.81,0,127.6,12.21,0,0,0,0,47.33,121.71,0,78.06,15,6.52,13.43,0,15.46,60.53,0,225,141.78,19.62,0,0,98.65,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,47.07,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,1.97,0,53.79,1.44,0,0,76.9,0,38.64,0

41,10:00-10:15,20.8,98.87,28.98,45.82,113.81,0,127.6,12.21,0,0,0,0,47.33,121.71,0,77.81,15,13.04,13.43,0,15.46,60.53,0,225,141.78,23.07,0,0,98.65,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.83,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.09,0,53.79,1.44,0,0,76.9,0,38.64,0

42,10:15-10:30,20.8,98.87,28.98,45.82,113.81,0,127.6,12.21,0,0,0,0,47.33,121.71,0,77.81,15,13.04,13.43,0,15.46,60.53,0,225,141.78,23.07,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.83,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.2,0,53.79,1.44,0,0,76.9,0,38.64,0

43,10:30-10:45,20.8,98.87,28.98,45.82,113.81,0,127.6,12.21,0,0,0,0,47.33,121.71,0,77.81,15,13.04,13.43,0,15.46,60.53,0,225,141.78,26.53,0,0,97.42,686.07,40.4,0,0,66.23,0,3.85,20.96,1.62,31.03,46.83,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.32,0,53.79,1.44,0,0,76.9,0,38.64,0

44,10:45-11:00,20.8,98.87,28.98,45.82,113.81,0,127.6,12.21,0,0,0,0,47.33,121.71,0,77.81,15,13.04,13.43,0,15.46,60.53,0,225,141.78,26.53,0,0,97.42,686.07,40.4,0,0,66.23,0,3.85,20.96,1.62,31.03,46.83,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.43,0,53.79,1.44,0,0,76.9,0,38.64,0

45,11:00-11:15,20.8,98.87,28.98,45.82,113.81,0,127.6,12.21,0,0,0,0,47.33,121.71,0,77.81,15,13.04,13.43,0,15.46,60.53,0,225,141.78,30,0,0,97.42,686.07,40.4,0,0,66.23,0,3.85,20.96,1.62,31.03,46.83,0,10.69,0,4.01,2.44,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.55,0,53.79,1.44,0,0,76.9,0,50.23,0

46,11:15-11:30,20.8,98.87,28.98,45.82,93.12,0,127.6,12.21,0,0,0,0,47.33,121.71,0,77.81,15,13.04,13.43,0,15.46,60.53,0,225,141.78,30,0,0,97.42,686.07,40.4,0,0,66.23,0,10.89,20.96,1.62,31.03,46.83,0,10.69,0,4.01,2,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.66,0,53.79,1.44,0,0,76.9,0,50.23,0

47,11:30-11:45,20.8,98.87,28.98,45.82,93.12,0,127.6,12.32,0,0,0,0,47.33,121.71,0,77.81,15,13.04,13.43,0,15.46,60.53,0,225,141.78,33.46,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.83,0,10.69,0,4.01,2,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.78,0,53.79,1.44,0,0,76.9,0,40.85,0

48,11:45-12:00,20.8,98.87,28.98,45.82,93.12,0,127.6,12.32,0,0,0,0,47.33,121.71,0,77.81,15,13.04,13.43,0,15.46,60.53,0,225,141.78,33.46,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.83,0,10.69,0,4.01,2,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,40.85,0

49,12:00-12:15,20.8,98.87,28.98,45.82,93.12,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.81,15,6.52,13.43,0,15.46,60.53,0,225,141.78,33.46,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,40.85,0

50,12:15-12:30,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.81,15,6.52,13.43,0,15.46,60.53,0,225,141.78,36.92,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,40.85,0

51,12:30-12:45,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.81,15,6.52,13.43,0,15.46,60.53,0,225,141.78,36.92,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,40.85,0

52,12:45-13:00,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.81,15,6.52,13.43,0,15.46,60.53,0,225,141.78,40.38,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,40.85,0

53,13:00-13:15,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.81,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,40.38,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,35.33,0

54,13:15-13:30,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.81,15,6.52,13.43,0,3.51,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,28.71,0

55,13:30-13:45,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.81,15,6.52,13.43,0,3.51,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,22.08,0

56,13:45-14:00,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.81,15,6.52,13.43,0,3.51,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,22.08,0

57,14:00-14:15,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,22.08,0

58,14:15-14:30,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,22.08,0

