Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/05012040/L_NR_2020_02,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/16/4327,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/16/6639,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/16/8132,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/5285,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8510,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/6490,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/4565,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/9334,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/7960,NR/30092023/26122029/SH-06,GNA/NR/2025/04/16/2341
6,01:15-01:30,0,84,28,7.8,0,0,0,0,0,0,0,0,0,0,0,0,59.34,59.33,28,20,0,28.87,96.23,72.17,115.06,5.83,272.09,72.17,13.08,8.75,4.5,9.62,2.89,260.4,0,7.7,0,9.62,52.5,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,31.28,30,100.25,3.85,22.13,30,19.25

7,01:30-01:45,0,82.5,27.5,7,0,0,0,0,0,0,0,0,0,0,0,0,63.34,63.33,27.5,22.67,0,28.87,96.23,72.17,115.06,5.83,272.09,72.17,13.08,8.75,4.5,9.62,2.89,260.4,0,7.7,0,9.62,52.5,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.27,30,100.25,3.85,22.13,30,19.25

8,01:45-02:00,0,79.99,26.67,6.4,0,0,0,0,0,0,0,0,0,0,0,0,62.66,62.67,26.67,21.67,0,28.87,96.23,72.17,115.06,5.83,272.09,72.17,13.08,8.75,4.5,9.62,2.89,260.4,0,7.7,0,9.62,52.5,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.27,30,100.25,3.85,22.13,30,19.25

9,02:00-02:15,0,79.01,26.33,5.8,0,0,0,0,0,0,0,0,0,0,0,0,61.66,61.67,26.33,21.67,0,28.87,96.23,72.17,115.06,5.83,272.09,72.17,12.98,8.75,4.5,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.27,30,100.25,3.85,22.13,30,19.25

10,02:15-02:30,0,77.51,25.83,5.4,0,0,0,0,0,0,0,0,0,0,0,0,60.66,60.67,25.83,21,0,28.87,96.23,72.17,115.06,5.83,272.09,72.17,12.98,8.75,4.5,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.27,30,100.25,3.85,22.13,30,19.25

11,02:30-02:45,0,76.01,25.33,5,0,0,0,0,0,0,0,0,0,0,0,0,60,60,25.33,24.33,0,28.87,96.23,72.17,115.06,5.83,272.09,72.17,12.98,8.75,4.5,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.27,30,100.25,3.85,22.13,30,19.25

12,02:45-03:00,0,75,25,5,0,0,0,0,0,0,0,0,0,0,0,0,58.34,58.33,25,24,0,28.87,96.23,72.17,115.06,5.83,272.09,72.17,12.98,8.75,4.5,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.27,30,100.25,3.85,22.13,30,19.25

13,03:00-03:15,0,73.99,24.67,13.01,0,0,0,0,0,0,0,0,0,0,0,0,61.66,61.67,24.67,23.33,0,28.87,96.23,72.17,115.06,5.75,272.09,72.17,12.8,8.75,4.35,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.27,30,100.25,3.85,22.13,30,19.25

14,03:15-03:30,0,72.49,24.17,13.01,0,0,0,0,0,0,0,0,0,0,0,0,60.66,60.67,24.17,22.67,0,28.87,96.23,72.17,115.06,5.75,272.09,72.17,12.8,8.75,4.35,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.27,30,100.25,3.85,22.13,30,19.25

15,03:30-03:45,0,70.99,23.67,12.81,0,0,0,0,0,0,0,0,0,0,0,0,59.34,59.33,23.67,21.67,0,28.87,96.23,72.17,66.02,5.75,272.09,72.17,12.8,8.75,4.35,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.77,30,100.25,3.85,22.13,30,19.25

16,03:45-04:00,0,70.01,23.33,12.61,0,0,0,0,0,0,0,0,0,0,0,0,58.34,58.33,23.33,20.67,0,28.87,96.23,72.17,66.02,5.75,272.09,72.17,12.8,8.75,4.35,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,3.85,0,2.89,30.77,30,100.25,3.85,22.13,30,19.25

17,04:00-04:15,0,67.5,22.5,12.21,0,0,0,0,0,0,0,0,0,0,0,0,55,55,22.5,22,0,28.87,96.23,72.17,66.02,5.75,272.09,72.17,12.62,8.75,4.35,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,5.77,0,2.89,30.77,26.93,100.25,3.85,22.13,26.93,19.25

18,04:15-04:30,0,64.01,21.33,11.61,0,0,0,0,0,0,0,0,0,0,0,0,53.34,53.33,21.33,21.67,0,28.87,96.23,72.17,66.02,5.75,272.09,72.17,12.62,8.75,4.35,9.62,2.89,260.4,0,7.7,0,9.62,0,48.12,86.8,0,1.92,9.62,2.89,5.77,0,2.89,30.77,26.93,100.25,3.85,22.13,26.93,19.25

19,04:30-04:45,0,70.01,23.33,7,0,0,0,0,0,0,0,0,0,0,0,0,51.66,51.67,23.33,21,0,28.87,96.23,72.17,115.06,5.75,272.09,72.17,12.62,8.75,4.35,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,30.77,26.93,100.25,3.85,22.13,26.93,19.25

20,04:45-05:00,0,69,23,7,0,0,0,0,0,0,0,0,0,0,0,0,48.34,48.33,23,20.67,0,28.87,96.23,72.17,115.06,5.75,272.09,72.17,12.62,8.75,4.35,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,30.77,26.93,100.25,3.85,22.13,26.93,19.25

21,05:00-05:15,0,67.5,22.5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,46.66,46.67,22.5,20,0,28.87,96.23,72.17,115.06,5.75,272.09,72.17,12.43,8.75,4.35,9.62,2.89,260.4,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,30.27,26.93,100.25,3.85,22.13,26.93,19.25

22,05:15-05:30,0,64.99,21.67,6.2,0,0,0,0,0,0,0,0,0,0,0,0,45,45,21.67,19.33,0,28.87,96.23,72.17,115.06,5.75,272.09,72.17,12.43,8.75,4.35,9.62,2.89,229.38,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,30.27,26.93,100.25,3.85,22.13,26.93,19.25

23,05:30-05:45,0,62.51,20.83,5.8,0,0,0,0,0,0,0,0,0,0,0,0,54,54,20.83,18.67,0,28.87,96.23,72.17,115.06,5.75,272.09,72.17,12.43,8.75,4.35,9.62,2.89,200.51,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,30.27,26.93,100.25,3.85,22.13,26.93,19.25

24,05:45-06:00,0,57.49,19.17,5.4,0,0,0,0,0,0,0,0,0,0,0,0,52.34,52.33,19.17,18.33,0,28.87,96.23,72.17,115.06,5.75,272.09,72.17,12.43,8.75,4.35,9.62,2.89,200.51,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,29.77,26.93,100.25,3.85,22.13,26.93,19.25

25,06:00-06:15,3.02,55.01,18.33,5,0.92,2.5,0,0,0,0,1,0,1,0,0,0,58.34,58.33,18.33,17.33,0,28.87,96.23,72.17,115.06,5.68,272.09,72.17,12.25,8.75,4.19,9.62,2.89,200.51,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,28.76,26.26,100.25,3.85,22.13,30,19.25

26,06:15-06:30,9.31,52.5,17.5,5,3.59,9.83,0,0,0,0,5,0.29,2,0,0.16,0,57.34,57.33,17.5,16,0.77,28.87,96.23,72.17,115.06,5.68,272.09,72.17,12.25,8.75,4.19,9.62,2.89,200.51,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,28.76,26.26,100.25,3.85,22.13,30,19.25

27,06:30-06:45,20.27,64.99,21.67,5,7.89,18.09,1,0,0,1,7,0.84,3,1,0.59,1,56,56,21.67,18.33,2.93,28.87,96.23,72.17,115.06,5.68,272.09,72.17,12.25,8.75,4.19,9.62,2.89,200.51,0,2.21,0,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0,2.89,28.25,26.93,100.25,3.85,22.13,26.93,19.25

28,06:45-07:00,28.49,62.51,20.83,5,14.17,28.49,3.99,0,1,4,9,2.83,4,3,1.79,2,55,55,20.83,17.33,8.93,28.87,96.23,72.17,115.06,5.68,272.09,72.17,12.25,8.75,4.19,9.62,2.89,200.51,0.97,2.21,0.97,9.62,0,48.12,63.11,0,1.92,9.62,2.89,5.77,0.97,2.89,28.25,26.93,100.25,0.96,22.13,26.93,19.25

29,07:00-07:15,27.85,42.49,14.17,5,22.1,27.85,9,0,6,14,13,6.03,7,5,3.46,3,45,45,14.17,16.67,17.29,28.87,96.23,72.17,106.57,5.6,272.09,72.17,12.15,8.75,4.19,9.62,2.89,200.51,1.78,2.21,1.78,9.62,0,48.12,52.61,0,1.92,9.62,2.89,1.68,1.78,2.89,27.75,26.93,100.25,0.96,22.13,26.93,19.25

30,07:15-07:30,28.1,40.99,13.67,5,30.99,28.1,14,0,12,28,19,10.2,9,7,5.77,8,41.66,41.67,13.67,16,28.86,28.87,96.23,72.17,98.09,5.6,230.95,72.17,12.15,8.75,4.19,9.62,2.89,128.95,2.78,2.21,2.78,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,2.78,2.89,27.75,26.93,91.42,0.96,22.13,26.93,19.25

31,07:30-07:45,25,37.5,12.5,5,40.32,25,22,0,18,42,25,15.75,13,12,8.76,15,39.34,39.33,12.5,15.33,43.77,28.87,96.23,72.17,89.6,5.6,192.46,72.17,12.15,8.75,4.19,9.62,2.89,128.95,3.83,2.21,3.83,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,3.83,2.89,27.75,26.93,81.8,0.96,22.13,26.93,19.25

32,07:45-08:00,25.33,34.99,11.67,5,49.84,25.33,25.34,0,24,56,32,22.6,16,16,12,23,38.34,38.33,11.67,14,60.01,28.87,96.23,72.17,81.11,5.6,166.48,72.17,12.15,8.75,4.19,9.62,2.89,128.95,4.98,2.21,4.98,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,4.98,2.89,27.24,26.93,86.61,0.96,22.13,26.93,19.25

33,08:00-08:15,26,34.01,11.33,5,59.3,26,26,0,30,70,39,30.01,19,21,16.38,33,32.66,32.67,11.33,13.33,81.9,28.87,96.23,72.17,72.62,5.6,166.48,72.17,12.07,8.75,4.19,9.62,2.89,128.95,6.26,2.21,6.26,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,6.26,2.89,27.24,26.93,57.74,0.96,22.13,26.93,19.25

34,08:15-08:30,28.07,32.51,10.83,5,68.72,28.07,28.06,0,37,88,45,37.6,23,25,20.4,40,28.34,28.33,10.83,11.67,101.98,28.87,96.23,72.17,70.17,5.6,166.48,72.17,12.07,8.75,4.19,9.62,2.89,128.95,7.61,2.21,7.61,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,7.61,2.89,27.24,26.93,52.93,0.96,22.13,26.93,19.25

35,08:30-08:45,28.4,31.01,10.33,5,77.67,28.4,28.4,0,45,105,55,43.2,28,27,22.83,50,25,25,10.33,10.67,114.14,28.87,96.23,72.17,70.17,5.6,166.48,72.17,12.07,8.75,4.19,9.62,2.89,128.95,8.85,4.11,8.85,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,8.85,2.89,27.24,26.93,52.93,3.87,22.13,26.93,19.25

36,08:45-09:00,28.4,27.49,9.17,5,86.35,28.4,28.4,0,52,123,63,50.5,32,31,26.54,57,24,24,9.17,9.33,132.7,28.87,96.23,72.17,70.17,5.6,166.48,72.17,12.07,8.75,4.19,9.62,2.89,128.95,10,4.11,10,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,10,2.89,27.24,26.93,52.93,3.87,22.13,26.93,19.25

37,09:00-09:15,29.07,25.99,8.67,5,94.72,29.07,29.06,0,61,144,70,57.53,35,33,30.05,63,21,21,8.67,8.33,150.27,28.87,96.23,72.17,70.17,5.22,166.48,72.17,11.88,8.75,4.19,9.62,2.89,128.95,11.13,4.11,11.13,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,11.13,2.89,27.24,26.94,52.93,3.87,22.13,26.94,19.25

38,09:15-09:30,29.07,25.01,8.33,5,102.24,29.07,29.06,0,67,158,77,63.95,38,35,33.34,68,19,19,8.33,7.33,166.69,28.87,96.23,72.17,70.17,5.22,166.48,72.17,11.88,8.75,4.19,9.62,2.89,128.95,12.07,4.11,12.07,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,12.07,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

39,09:30-09:45,29.23,24,8,5,109.23,29.23,29.24,0,72,168,83,70.07,42,37,36.02,73,16,16,8,7,180.1,28.87,96.23,72.17,70.17,5.22,166.48,72.17,11.88,8.75,4.19,9.62,2.89,128.95,13.01,4.11,13.01,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,13.01,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

40,09:45-10:00,29.23,22.99,7.67,5,115.58,29.23,29.24,0,78,182,88,77.2,44,39,38.94,80,14.66,14.67,7.67,6.67,194.68,28.87,96.23,72.17,70.17,5.22,166.48,72.17,11.88,8.75,4.19,9.62,2.89,128.95,13.85,4.11,13.85,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,13.85,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

41,10:00-10:15,29.23,22.5,7.5,5,121.19,29.23,29.24,0,82,193,92,82.21,46,41,41.83,83,14,14,7.5,6.67,209.14,28.87,96.23,72.17,70.17,5.14,166.48,72.17,11.69,8.75,4.19,9.62,2.89,128.95,14.66,4.11,14.66,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,14.66,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

42,10:15-10:30,29.57,22.5,7.5,5,125.73,29.57,29.56,0,87,203,95,87.08,48,43,44.44,88,14,14,7.5,6.67,222.17,28.87,96.23,72.17,70.17,5.14,166.48,72.17,11.69,8.75,4.19,9.62,2.89,128.95,15.35,4.11,15.35,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,15.35,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

43,10:30-10:45,29.57,22.5,7.5,5,129.57,29.57,29.56,0,88,207,97,100,48,45,47.17,93,14,14,7.5,6.67,235.85,28.87,96.23,72.17,70.17,5.14,166.48,72.17,11.69,8.75,4.19,9.62,2.89,128.95,15.93,4.11,15.93,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,15.93,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

44,10:45-11:00,29.57,22.5,7.5,5,132.43,29.57,29.56,0,90,210,99,100,49,47,49.33,95,14,14,7.5,6.67,246.67,28.87,96.23,72.17,70.17,5.14,166.48,72.17,11.69,8.75,4.19,9.62,2.89,128.95,16.44,4.11,16.44,9.62,0,48.12,40.42,0,1.92,9.62,2.89,1.68,16.44,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

45,11:00-11:15,29.9,22.5,7.5,5,134.77,29.9,29.9,0,90,210,100,100,50,48,49.33,98,14,14,7.5,6.67,246.67,28.87,96.23,72.17,70.17,5.06,166.48,72.17,11.61,8.75,4.19,9.62,2.89,128.95,16.89,4.11,16.89,9.62,0,48.12,40.42,0,1.92,9.62,2.89,5.74,16.89,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

46,11:15-11:30,30.07,22.5,7.5,5,136.64,30.07,30.06,0,90,210,100,100,50,48,49.33,98,14,14,7.5,6.67,246.67,28.87,96.23,72.17,70.17,5.06,166.48,72.17,11.61,8.75,4.19,9.62,2.89,128.95,17.33,4.11,17.33,9.62,0,48.12,40.42,0,1.92,9.62,2.89,5.56,17.33,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

47,11:30-11:45,30.4,22.5,7.5,5,138.06,30.4,30.4,0,90,210,100,100,50,48,49.33,98,14,14,7.5,6.67,246.67,28.87,96.23,72.17,70.17,5.06,166.48,72.17,11.61,8.75,4.19,9.62,2.89,128.95,17.37,4.11,17.37,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.37,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

48,11:45-12:00,30.73,22.5,7.5,5,139.25,30.73,30.74,0,90,210,100,100,50,48,49.33,98,14,14,7.5,6.67,246.67,28.87,96.23,72.17,70.17,5.06,166.48,72.17,11.61,8.75,4.19,9.62,2.89,128.95,17.37,4.11,17.37,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.37,2.89,26.23,26.94,52.93,3.87,22.13,26.94,19.25

49,12:00-12:15,30.73,22.5,7.5,5,140.41,30.73,30.74,0,90,210,100,100,50,48,49.33,98,14,14,7.5,6.67,246.67,28.87,96.23,72.17,70.17,5.06,166.48,72.17,11.51,8.75,4.19,9.62,2.89,128.95,17.37,4.11,17.37,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.37,2.89,26.74,26.95,52.93,3.87,22.13,26.95,19.25

50,12:15-12:30,30.73,22.5,7.5,5,140.69,30.73,30.74,0,90,210,100,100,50,48,49.33,98,14,14,7.5,6.67,246.67,28.87,96.23,72.17,70.17,5.06,166.48,72.17,11.51,8.75,4.19,9.62,2.89,128.95,17.37,4.11,17.37,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.37,2.89,26.74,26.95,52.93,3.87,22.13,26.95,19.25

51,12:30-12:45,30.73,22.5,7.5,5,140.11,30.73,30.74,0,90,210,100,100,50,48,49.33,98,15,15,7.5,2.33,246.67,28.87,96.23,72.17,70.17,5.06,166.48,72.17,11.51,8.75,4.19,9.62,2.89,128.95,17.37,4.11,17.37,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.37,2.89,26.74,26.95,52.93,3.87,22.13,26.95,19.25

52,12:45-13:00,30.73,22.5,7.5,5,139.38,30.73,30.74,0,90,210,100,100,50,48,49.33,98,16,16,7.5,2.33,246.67,28.87,96.23,72.17,70.17,5.06,166.48,72.17,11.51,8.75,4.19,9.62,2.89,128.95,17.37,4.11,17.37,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.37,2.89,26.74,26.95,52.93,3.87,22.13,26.95,19.25

53,13:00-13:15,30.73,22.5,7.5,5.2,137.96,30.73,30.74,0,90,210,100,100,50,48,49.33,98,17,17,7.5,2.33,246.67,28.87,96.23,72.17,70.17,4.75,166.48,72.17,11.42,8.75,4.19,9.62,2.89,128.95,17.37,4.11,17.37,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.37,2.89,26.74,26.95,52.93,3.87,22.13,26.95,19.25

54,13:15-13:30,30.73,22.5,7.5,5.4,144.83,30.73,30.74,0,90,210,100,100,50,48,49.33,98,18,18,7.5,2.33,246.67,28.87,96.23,72.17,70.17,4.75,166.48,72.17,11.42,8.75,4.19,9.62,2.89,128.95,17.37,4.11,17.37,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.37,2.89,26.74,26.95,52.93,3.87,22.13,26.95,19.25

55,13:30-13:45,30.73,22.5,7.5,5.8,141.91,30.73,30.74,0,88,207,100,100,50,47,49.33,98,14,14,7.5,2.33,246.67,28.87,96.23,72.17,70.17,4.75,192.46,72.17,11.42,8.75,1.55,9.62,2.89,128.95,17.1,4.11,17.1,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,17.1,2.89,27.24,26.95,52.93,3.87,22.13,26.95,19.25

56,13:45-14:00,30.73,22.5,7.5,6.4,139.48,30.73,30.74,0,90,210,100,100,50,47,49.33,98,15,15,7.5,2.33,246.67,28.87,96.23,72.17,70.17,4.75,230.95,72.17,11.42,8.75,3.88,9.62,2.89,128.95,16.9,4.11,16.9,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,16.9,2.89,27.24,26.95,52.93,3.87,22.13,26.95,19.25

57,14:00-14:15,31.07,22.5,7.5,6.6,136.55,31.07,31.06,0,84,196,93,100,47,46,49.33,97,16.66,16.67,7.5,2.33,246.67,28.87,96.23,72.17,70.17,4.83,230.95,72.17,11.33,8.75,3.88,9.62,2.89,128.95,15.86,4.11,15.86,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,15.86,2.89,27.24,26.95,52.93,3.87,22.13,26.95,19.25

58,14:15-14:30,31.07,22.5,7.5,6.8,131.3,31.07,31.06,0,81,189,90,100,45,44,49.33,95,19.34,19.33,7.5,3,246.67,28.87,96.23,72.17,70.17,4.83,230.95,72.17,11.33,8.75,3.88,9.62,2.89,128.95,15.06,4.11,15.06,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,15.06,2.89,27.24,26.95,52.93,3.87,22.13,26.95,19.25

59,14:30-14:45,31.07,25.5,8.5,7.4,126.52,31.07,31.06,0,78,182,87,100,43,43,48.38,91,15,15,8.5,4,241.91,28.87,96.23,72.17,70.17,4.83,230.95,72.17,11.33,8.75,3.88,9.62,2.89,128.95,14.26,4.11,14.26,9.62,0,48.12,40.42,0,1.92,9.62,2.89,4.05,14.26,2.89,28.25,26.95,52.93,3.87,22.13,26.95,19.25

