Block,Time,DADRT2,FSTPP I & II,KKNPPU2,KUDGI,NLCIIST2,NLCTS2EXP,NTPL,RIHAND3,DADRI_LF,JHAJJAR,KKNP,NJPC,PARBATI3,RIHAND2,UNCHAHAR4,URI,URI2,AURY_GF,DADRI_RF,KGSU3AND4,NLCIIST1,RAMPUR,RAPPB,RAPPC,RSTPSU1TO6,SALAL,SINGRAULI,TALA,TALST2,VALLURNTECL,DADRI_GF,CHAMERA3,KOTESHWR,NAPP,SEWA2,SIMHST2,TANDA2,TelanganaSTPP,UNCHAHAR2,AURY_RF,CHAMERA2,DULHASTI,KOLDAM,NNTPP,RAPPD,RSTPSU7,SIMHST1,TEHRI,UNCHAHAR3,ANTA_RF,DADRI_CRF,BSIUL,CHAMERA1,KGSU1AND2,MAPS,NLCEXP,PARBATI2,RIHAND1,TANAKPUR,TEHRIPSP,UNCHAHAR1,AURY_LF,KHSTPP-I,KISHANGANGA,SINGRAULI_HYDRO,ANTA_LF,AURY_CRF,BRBCL,DHAULIGNGA,KHSTPP-II,SASAN,ANTA_CRF,ANTA_GF
8,01:45-02:00,550.85,16.96,0,0,0,0,0,92.37,0,447.13,0,181.16,76.85,96.8,2.48,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,85.41,155.58,0.59,0,0,0,35.09,7.54,24.62,0,0,6.87,0,45.12,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,51.27,0,13.04,42.15,0,0,0,56.54,64.81,5.64,51.99,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

9,02:00-02:15,550.85,16.96,0,0,0,0,0,92.37,0,447.13,0,181.16,76.85,96.8,2.48,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,85.41,155.58,0.29,0,0,0,35.09,7.54,24.62,0,0,6.87,0,45.12,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,51.93,0,13.04,42.15,0,0,0,56.54,64.81,5.64,51.99,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

10,02:15-02:30,550.85,16.96,0,0,0,0,0,92.37,0,447.13,0,181.16,76.85,96.8,2.48,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,85.41,155.58,0.29,0,0,0,35.09,7.54,24.62,0,0,6.87,0,45.12,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,51.93,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

11,02:30-02:45,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,76.85,96.8,2.39,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,85.41,155.58,0.29,0,0,0,35.09,7.54,24.62,0,0,6.87,0,45.12,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,51.93,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

12,02:45-03:00,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,76.85,96.8,2.39,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,85.41,155.58,0.29,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,51.93,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

13,03:00-03:15,550.85,16.96,0,0,0,0,0,92.37,0,447.13,0,181.16,73.77,96.8,2.39,51.22,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0.18,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

14,03:15-03:30,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,73.77,96.8,2.39,51.22,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0.18,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

15,03:30-03:45,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,73.77,96.8,2.39,51.22,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0.18,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

16,03:45-04:00,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,73.77,96.8,2.39,51.22,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

17,04:00-04:15,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,67.63,96.8,2.39,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

18,04:15-04:30,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,67.63,96.8,2.39,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

19,04:30-04:45,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,67.63,96.8,2.39,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

20,04:45-05:00,550.85,16.96,0,0,0,0,0,92.37,0,447.23,0,181.16,67.63,96.8,2.39,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,64.81,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

21,05:00-05:15,690.85,16.96,0,0,0,0,0,99.07,0,447.23,0,181.16,64.55,105.4,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,71.31,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

22,05:15-05:30,690.85,16.96,0,0,0,0,0,99.07,0,447.23,0,181.16,64.55,105.4,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,71.31,5.64,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

23,05:30-05:45,690.85,16.96,0,0,0,0,0,99.07,0,447.23,0,181.16,64.55,105.4,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,18.82,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,71.31,9.99,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

24,05:45-06:00,690.85,16.96,0,0,0,0,0,99.07,0,447.23,0,181.16,64.55,105.4,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,9.41,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,71.31,9.99,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

25,06:00-06:15,690.85,16.96,0,0,0,0,0,132.37,0,447.23,0,181.16,67.63,126.8,3.22,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.34,78.22,48.9,58.79,10.65,0,25.64,0,0,9.41,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,99.81,12.04,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

26,06:15-06:30,690.85,16.96,0,0,0,0,0,132.37,0,447.23,0,181.16,67.63,126.8,2.43,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,6.61,0,45.1,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,99.81,12.04,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

27,06:30-06:45,690.85,16.96,0,0,0,0,0,132.37,0,447.23,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,99.81,6.4,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

28,06:45-07:00,690.85,16.96,0,0,0,0,0,132.37,0,447.23,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,52.32000000000001,0,13.04,42.15,0,0,0,56.54,99.81,6.4,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

29,07:00-07:15,690.85,16.96,0,0,0,0,0,132.37,0,447.23,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.93,0,13.04,42.15,0,0,0,56.54,99.81,6.4,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

30,07:15-07:30,690.85,16.96,0,0,0,0,0,132.37,0,447.23,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.93,0,13.04,42.15,0,0,0,56.54,99.81,6.4,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

31,07:30-07:45,690.85,16.96,0,0,0,0,0,132.37,0,470.62,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.93,0,13.04,42.15,0,0,0,56.54,99.81,6.4,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

32,07:45-08:00,690.85,16.96,0,0,0,0,0,132.37,0,482.5,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.93,0,13.04,42.15,0,0,0,56.54,99.81,6.4,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

33,08:00-08:15,690.85,16.96,0,0,0,0,0,132.37,0,489.64,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,13.04,42.15,0,0,0,56.54,99.81,6.4,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

34,08:15-08:30,690.85,16.96,0,0,0,0,0,132.37,0,499.14,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,0.24,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,13.04,42.15,0,0,0,56.54,99.81,6.4,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

35,08:30-08:45,690.85,16.96,0,0,0,0,0,132.37,0,511.03,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,13.04,42.15,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

36,08:45-09:00,690.85,16.96,0,0,0,0,0,132.37,0,522.91,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,7.54,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,13.04,42.15,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

37,09:00-09:15,690.85,16.96,0,0,0,0,0,132.37,0,534.8,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,13.04,42.15,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

38,09:15-09:30,690.85,16.96,0,0,0,0,0,132.37,0,534.8,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,13.04,42.15,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

39,09:30-09:45,690.85,16.96,0,0,0,0,0,132.37,0,546.68,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,13.04,42.15,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

40,09:45-10:00,690.85,16.96,0,0,0,0,0,132.37,0,558.56,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,13.04,42.15,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

41,10:00-10:15,690.85,17.65,0,0,0,0,0,132.37,0,570.45,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,6.52,42.15,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

42,10:15-10:30,690.85,17.65,0,0,0,0,0,132.37,0,582.33,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,6.52,42.15,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

43,10:30-10:45,690.85,18.35,0,0,0,0,0,132.37,0,594.22,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,6.52,28.1,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

44,10:45-11:00,690.85,18.35,0,0,0,0,0,132.37,0,613.23,0,181.16,67.63,126.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,51.269999999999996,0,6.52,28.1,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

45,11:00-11:15,690.85,20.02,0,0,0,0,0,132.37,0,632.25,0,181.16,67.63,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,50.62,0,6.52,28.1,0,0,0,56.54,99.81,12.04,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

46,11:15-11:30,690.85,20.02,0,0,0,0,0,132.37,0,651.27,0,181.16,67.63,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,50.62,0,6.52,28.1,0,0,0,56.54,99.81,12.04,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,410.62,0,0

47,11:30-11:45,690.85,20.02,0,0,0,0,0,132.37,0,670.85,0,181.16,58.4,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,50.62,0,6.52,28.1,0,0,0,56.54,99.81,12.04,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

48,11:45-12:00,690.85,20.02,0,0,0,0,0,132.37,0,670.85,0,181.16,58.4,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.53,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,50.62,0,6.52,28.1,0,0,0,56.54,99.81,12.04,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

49,12:00-12:15,690.85,20.02,0,0,0,0,0,132.37,0,670.85,0,181.16,58.4,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,39.74,10.65,0,25.64,0,0,0,27.99,49.97,0,6.52,28.1,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

50,12:15-12:30,690.85,20.02,0,0,0,0,0,132.37,0,670.85,0,181.16,58.4,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,39.74,10.65,0,25.64,0,0,0,27.99,49.97,0,6.52,28.1,0,0,0,56.54,99.81,7.68,0,21.83,0,45.83,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

51,12:30-12:45,690.85,20.8,0,0,0,0,0,132.37,0,670.85,0,181.16,58.4,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,39.74,10.65,0,25.64,0,0,0,27.99,49.97,0,6.52,28.1,0,0,0,56.54,99.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

52,12:45-13:00,690.85,20.8,0,0,0,0,0,132.37,0,670.85,0,181.16,58.4,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,1.91,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,39.74,10.65,0,25.64,0,0,0,27.99,49.97,0,6.52,28.1,0,0,0,56.54,99.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

53,13:00-13:15,690.85,20.8,0,0,0,0,0,132.37,0,670.85,0,181.16,58.4,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,2.8,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,39.74,10.65,0,25.64,0,0,0,27.99,49.97,0,6.52,28.1,0,0,0,56.54,99.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

