Block,Time Block,CHAMERA3,DADRT2,DHAULIGNGA,BRBCL,CHAMERA1,BSIUL,CHAMERA2,FSTPP I & II,DULHASTI,JHAJJAR,NLCEXP,NLCIIST1,NJPC,NLCIIST2,KGSU1AND2,KGSU3AND4,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNPPU2,KKNP,KOTESHWR,KOLDAM,KUDGI,NAPP,MAPS,NLCTS2EXP,NNTPP,NTPL,RAMPUR,PARBATI3,DADRI_GF,DADRI_CRF,RAPPC,RAPPB,RSTPSU1TO6,RIHAND3,RIHAND1,RIHAND2,SASAN,RSTPSU7,SALAL,SEWA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,TANDA2,TALST2,TANAKPUR,TALA,TelanganaSTPP,TEHRI,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,ANTA_CRF,ANTA_LF,ANTA_GF,AURY_RF,ANTA_RF,AURY_LF,AURY_GF,AURY_CRF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0,276.42,0,12.54,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,26.13,0,61.2,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,11.52,0,4.38,14.26,11.3,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,262.99,0,11.25,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,20.86,0,54.38,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,0,11.52,0,4.38,14.26,11.3,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,256.28,0,10.54,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,20.86,0,54.38,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,0,11.52,0,4.38,14.26,11.3,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,257.24,0,11.18,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,20.86,0,54.38,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,0,11.52,0,4.38,14.26,11.3,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,250.52,0,12.67,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,20.86,0,54.38,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,11.52,0,4.38,14.26,11.3,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,248.6,0,15.34,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,20.86,0,55.82,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,247.64,0,16.53,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,20.86,0,55.82,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,249.56,0,18.33,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,20.86,0,57.74,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,254.36,0,18.8,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,20.86,0,57.74,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,272.59,0,15.76,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,26.13,0,62.64,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,0,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,289.85,0,18.64,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,26.13,0,62.64,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,0,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,306.16,0,19.19,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,26.13,0,62.64,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,12.26,0,0,0,0,134,0,0,7.99,0,0,0,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,311.92,0,19.19,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,26.13,0,62.64,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,3.07,0,0,0,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,311.92,0,19.19,0,0,1.79,9.6,15.81,230.15,0,0,0,0,0,0,26.13,0,62.64,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,3.07,0,0,14.93,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,311.92,0,19.19,0,0,1.79,12.29,15.81,230.15,0,0,18.17,0,0,0,37.39,0,81.76,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,3.07,0,0,29.86,11.52,0,4.38,13.99,11.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,384.47,0,19.19,0,0,1.79,14.26,15.81,231.47,0,0,38.16,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,3.07,0,0,29.86,14.87,0,4.38,19.23,15.24,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,455.81,0,19.19,0,0,1.79,14.26,15.81,258.33,0,0,59.69,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,12.26,0,0,0,0,134,0,0,3.07,0,0,44.79,14.87,0,4.38,22.73,18.04,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,9.29,503.78,8.76,19.19,0,1.06,1.79,14.26,15.81,287.66,0,0,79.58,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,3.66,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,59.71,14.87,0,4.38,25.32,20.33,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,18.57,532.19,17.53,19.19,0,6.25,3.84,14.26,15.81,287.66,0,0,112.19,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,15.88,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,59.71,14.87,0,4.38,25.32,20.33,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,27.88,532.19,35.06,19.19,11.37,12.51,25.27,14.26,31.62,321.61,0,0,112.19,0,0,0,43.38,0,94.85,0,0,18.92,0,0,41.29,0,0,0,0,0,15.88,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,5.06,0,0,0,134,0,0,3.07,0,0,59.71,17,0,10.32,21.82,17.53,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,27.88,532.19,35.06,19.19,26.91,12.51,25.27,14.26,31.62,389.68,0,0,134.63,0,0,0,43.38,0,94.85,0,0,18.92,0,0,41.29,0,0,0,0,0,15.88,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,3.07,0,0,59.71,17,0,10.32,25.32,20.33,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,27.88,560.21,35.06,19.19,26.91,12.51,25.27,14.26,31.62,417.16,0,0,134.63,0,0,0,43.38,0,94.85,0,0,18.92,0,0,41.29,0,0,0,0,0,15.88,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,3.07,0,0,59.71,18.74,0,4.38,25.32,20.33,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,27.88,554.59,35.06,19.19,26.91,12.51,25.27,14.26,31.62,417.16,0,0,134.63,0,0,0,43.38,0,94.85,0,0,18.92,0,0,41.29,0,0,0,0,0,15.88,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,3.07,0,0,59.71,19.72,0,4.38,25.32,20.33,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,27.88,569.81,35.06,19.19,26.91,12.51,25.27,14.26,31.62,417.16,0,0,112.19,0,0,0,43.38,0,94.85,0,0,18.92,0,0,41.29,0,0,0,0,0,15.88,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,5.06,0,0,0,134,0,0,3.07,0,0,59.71,19.72,0,4.38,25.32,20.33,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,27.88,566.93,35.06,19.19,26.91,12.51,25.27,14.26,31.62,417.16,0,0,89.75,0,0,0,43.38,0,94.85,0,0,18.92,0,0,41.29,0,0,0,0,0,3.42,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,59.71,19.72,0,4.38,25.32,20.33,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,9.29,541.03,17.49,19.19,12.05,6.25,3.84,14.26,15.81,417.16,0,0,89.21,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,50.28,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,44.79,19.72,0,4.38,25.32,20.33,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,545.82,8.74,19.19,12.05,1.06,1.79,14.26,15.81,417.16,0,0,79.58,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,44.79,19.72,0,4.38,25.32,20.33,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,575.58,0,19.19,0,0,1.79,14.26,15.81,416.75,0,0,59.69,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,29.86,19.72,0,4.38,25.32,20.33,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,576.09,0,19.19,0,0,1.79,14.26,15.81,416.75,0,0,36.34,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,14.93,19.72,0,4.38,25.32,20.33,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,543.9,0,19.19,0,0,1.79,14.26,15.81,417.16,0,0,18.17,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,19.72,0,4.38,25.32,20.33,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,543.9,0,19.19,0,0,1.79,14.26,15.81,417.16,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,19.72,0,4.38,25.32,20.33,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,568.54,0,19.19,0,0,1.79,14.26,15.81,397.43,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,17.59,0,4.38,22.73,18.04,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,580.16,0,19.19,0,0,1.79,14.26,15.81,383.04,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,15.59,0,4.38,22.73,18.04,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,532.19,0,19.19,0,0,0,14.26,0,383.04,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,14.87,0,4.38,22.73,18.04,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,532.19,0,19.19,0,0,0,14.26,0,383.04,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,14.87,0,4.38,22.73,18.04,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,489.48,0,19.19,0,0,0,14.26,0,383.04,0,0,0,0,0,0,38.11,0,82.27,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,14.87,0,4.38,22.73,18.04,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,456.91,0,19.19,0,0,0,14.26,0,383.04,0,0,0,0,0,0,38.11,0,82.27,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,14.87,0,4.38,22.73,18.04,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,429.51,0,17.4,0,0,0,14.26,0,383.04,0,0,0,0,0,0,38.11,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,0,14.87,0,18.06,22.73,18.04,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,415.41,0,16.84,0,0,0,14.26,0,383.04,0,0,0,0,0,0,38.11,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,7.99,0,0,0,14.87,0,18.06,22.73,18.04,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,391.07,0,19.19,0,0,0,14.26,0,383.04,0,0,0,0,0,0,38.11,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,18.06,22.73,18.04,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,363.81,0,19.19,0,0,0,14.26,0,383.04,0,0,0,0,0,0,38.11,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,18.06,22.73,18.04,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,307.12,0,19.19,0,0,0,14.26,0,383.04,0,0,0,0,0,0,38.11,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,13.38,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,18.06,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,297.53,0,19.19,0,0,0,14.26,0,383.04,0,0,0,0,0,0,38.11,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,18.06,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,286.97,0,19.19,0,0,0,13.52,0,349.63,0,0,0,0,0,0,38.11,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,262.99,0,19.19,0,0,0,13.52,0,315.89,0,0,0,0,0,0,38.11,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,216.95,0,19.19,0,0,0,13.52,0,315.89,0,0,0,0,0,0,37.88,0,82.27,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,195.84,0,19.19,0,0,0,13.52,0,315.89,0,0,0,0,0,0,37.88,0,82.27,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,12.82,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,195.84,0,19.19,0,0,0,13.52,0,315.89,0,0,0,0,0,0,37.88,0,89.94,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,195.84,0,19.19,0,0,0,13.52,0,315.89,0,0,0,0,0,0,37.88,0,89.94,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,201.6,0,19.19,0,0,0,13.52,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,204.47,0,19.19,0,0,0,13.52,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.69,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,195.84,0,19.19,0,0,0,14.26,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,208.31,0,19.19,0,0,0,14.26,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,229.42,0,19.19,0,0,1.79,14.26,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,302.32,0,19.19,0,0,1.79,14.26,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

