Block,Time Block,KISHANGANGA,KKNP,DULHASTI,DHAULIGNGA,BSIUL,BRBCL,CHAMERA1,DADRT2,CHAMERA3,CHAMERA2,ANTA_LF,AURY_LF,DADRI_GF,ANTA_GF,AURY_GF,DADRI_CRF,AURY_CRF,DADRI_RF,ANTA_CRF,ANTA_RF,AURY_RF,DADRI_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,UNCHAHAR2,URI,TANAKPUR,TALA,TelanganaSTPP,TEHRI,TANDA2,TALST2,SASAN,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RIHAND2,KHSTPP-I,KHSTPP-II,KGSU3AND4,KGSU1AND2,NLCIIST2,NLCTS2EXP,RAMPUR,RIHAND1,NNTPP,NTPL,RAPPC,PARBATI3,NLCIIST1,RAPPB,FSTPP I & II,JHAJJAR,KOTESHWR,MAPS,KKNPPU2,KUDGI,NLCEXP,KOLDAM,NJPC,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,0,12.31,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,5.54,0,0,0,0,0,402.77,0,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

7,01:30-01:45,0,0,0,0,0,12.74,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,5.54,0,0,0,0,0,402.77,0,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,13.84,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,5.54,0,0,0,0,0,402.77,0,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,14.78,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,5.54,0,0,0,0,0,402.77,0,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,12.9,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,5.54,0,0,0,0,0,402.77,0,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,15.97,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,0,0,0,0,0,0,402.77,0,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,17.18,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,0,0,0,0,0,0,402.77,0,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,17.47,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,0,0,0,0,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,16.33,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.26,22.5,1.07,0,0,0,0,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,14.78,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,0,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,14.4,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,0,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,17.4,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,0,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,14.37,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,14.37,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,14.37,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,14.37,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,78.45,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,18.41,93.96,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

23,05:30-05:45,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.09,22.46,1.07,0,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,27.92,122.94,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.33,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

24,05:45-06:00,0,0,15.85,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,4.15,19.27,30.56,1.07,0,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.65,232.05,17.07,0,0,0,0,0,20.04,42.21,0,0,0,0,0

25,06:00-06:15,0,0,15.85,0,0,19.24,0,429.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,4.15,22.89,36.51,1.07,0,0,0,43.09,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,287.84,17.07,0,0,0,0,0,40.08,42.21,0,0,0,0,0

26,06:15-06:30,0,0,31.7,7.62,0,19.24,0,535.55,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.07,0,0,0,43.09,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,3.67,0,0,17.11,365.18,17.07,0,0,0,0,0,60.2,42.21,0,0,0,0,0

27,06:30-06:45,0,0,47.54,15.24,2.12,19.24,13.51,657.04,9.31,3.85,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.07,0,0,0,43.09,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.11,381.5,17.07,0,0,0,0,0,82.89,42.21,0,0,0,0,0

28,06:45-07:00,0,0,47.54,26.36,12.54,19.24,26.98,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.07,0,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,7.6,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.11,414.96,17.07,0,0,0,0,0,109.3,42.21,0,0,0,0,0

29,07:00-07:15,0,0,47.54,26.36,12.54,19.24,26.98,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.07,0,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,7.6,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.11,418.05,17.07,0,0,0,0,0,109.3,42.21,0,0,0,0,0

30,07:15-07:30,0,0,47.54,26.36,12.54,19.24,26.98,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,1.07,0,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,7.88,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.11,418.05,17.07,0,0,0,0,0,109.3,42.21,0,0,0,0,0

31,07:30-07:45,0,0,47.54,26.36,12.54,19.24,26.98,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,25.48,5.54,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,7.88,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,15.91,0,0,17.11,418.05,17.07,0,0,0,0,0,109.3,42.21,0,0,0,0,0

32,07:45-08:00,0,0,47.54,15.24,12.54,19.24,26.98,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,25.48,5.54,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,7.88,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,3.43,0,0,17.11,418.05,17.07,0,0,0,0,0,109.3,42.21,0,0,0,0,0

33,08:00-08:15,0,0,47.54,15.31,12.54,19.2,26.98,657.04,18.64,38,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,25.48,5.54,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,7.88,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,418.05,17.07,0,0,0,0,0,109.3,42.21,0,0,0,0,0

34,08:15-08:30,0,0,31.7,7.62,2.12,19.24,26.98,657.04,1.22,3.21,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,25.48,5.54,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,418.05,17.07,0,0,0,0,0,109.3,42.21,0,0,0,0,0

35,08:30-08:45,0,0,15.85,0,0,19.24,13.51,657.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,3.4,5.54,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,418.05,17.07,0,0,0,0,0,82.97,42.21,0,0,0,0,0

36,08:45-09:00,0,0,15.85,0,0,19.24,13.51,657.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,2.13,5.54,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,418.05,17.07,0,0,0,0,0,60.12,42.21,0,0,0,0,0

37,09:00-09:15,0,0,15.85,0,0,19.24,0,657.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,2.13,0.49,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,418.05,17.07,0,0,0,0,0,40.08,42.21,0,0,0,0,0

38,09:15-09:30,0,0,15.85,0,0,19.24,0,657.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,2.13,0.49,0,0,57.44,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,418.05,17.07,0,0,0,0,0,20.04,42.21,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,19.24,0,657.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,4.15,25.39,40.77,2.13,0.49,0,0,43.09,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,418.05,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,19.24,0,547.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,10.35,25.39,40.77,25.48,0.49,0,0,43.09,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,418.05,17.07,0,0,0,0,0,0,42.21,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,18.69,0,461.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,0,0,10.35,23.31,36.18,25.48,0.49,0,0,43.09,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,17.11,398.42,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,19.24,0,400.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,0,0,18.11,22.79,36.18,25.48,0.49,0,0,43.09,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,16.3,398.42,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,0,0,18.11,22.79,36.18,3.18,0.49,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,15.65,398.42,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,0,0,18.11,22.79,36.18,3.18,0.49,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,15.65,345.55,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,18.11,19.27,30.56,3.18,0.49,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,15.23,287.84,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,4.15,19.27,30.56,3.18,0.49,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,15.23,232.05,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,19.19,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.94,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,28.72,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,32.4,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,14.94,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,28.6,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,28.98,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,13.47,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,14.3,0,0,402.77,0.52,0,0,0,0,1.35,0,100.17,58.36,114.22,28.98,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,13.47,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,14.3,0,0,402.77,0.6,0,0,0,0,1.35,0,100.17,58.36,114.22,28.98,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,0,0,0,402.77,0.6,0,0,0,0,1.35,0,100.17,58.36,114.22,28.98,142.63,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,0,0,0,402.77,0.6,0,0,0,0,1.35,0,100.17,58.36,114.22,21.26,120.78,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,0,0,0,402.77,0.6,0,0,0,0,1.35,0,100.17,58.36,114.22,20.01,94.9,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,0,0,0,402.77,0.6,0,0,0,0,1.35,0,100.17,58.36,114.22,20.01,94.9,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,0,0,0,402.77,0.6,0,0,0,0,1.35,0,100.17,58.36,114.22,20.01,94.9,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,12.12,0,0,402.77,0.6,0,0,0,0,1.35,0,100.17,58.36,114.22,20.01,114.62,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,13.7,0,0,402.77,0.6,0,0,0,0,1.35,0,100.17,58.36,114.22,20.01,114.62,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,28.6,0,0,402.77,0.6,0,0,0,0,4.47,0,100.17,58.36,114.22,20.01,114.62,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,28.6,0,0,402.77,0.6,0,0,0,0,26.82,0,100.17,58.36,114.22,20.01,114.62,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,28.6,0,0,402.77,0.54,0,0,0,0,26.82,0,100.17,58.36,114.22,20.01,114.62,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,19.24,0,361.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,4.15,14.28,22.5,1.28,0.49,0,0,28.6,0,0,402.77,0.54,0,0,0,0,26.82,0,100.17,58.36,114.22,20.01,114.62,0,0,0,0,0,88.49,0,0,51.87,0,0,0,11,229.34,8.53,0,0,0,0,0,0,42.21,0,0,0,0,0

