Block,Time,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06
8,01:45-02:00,0,7,15.75,7.34,15.75,0,0,22,0,0,0,0,7.33,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.640000,3.060000,271.830000,2.690000,27.060000,179.890000,67.660000,23.470000,0.000000,23.470000

9,02:00-02:15,0,7,15.42,10.67,15.42,0,0,10.67,0,0,0,0,32.01,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.640000,3.060000,271.830000,2.690000,27.060000,179.890000,67.660000,23.470000,0.000000,23.470000

10,02:15-02:30,0,7,15.01,10.55,15.01,0,0,10.54,0,0,0,0,31.62,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.640000,3.060000,271.830000,2.690000,27.060000,179.890000,67.660000,23.470000,0.000000,23.470000

11,02:30-02:45,0,7,14.84,8.33,14.84,0,0,25.01,0,0,0,0,8.34,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.640000,3.060000,271.830000,2.690000,27.060000,179.890000,67.660000,23.470000,0.000000,23.470000

12,02:45-03:00,0,7,14.75,8.08,14.75,0,0,24.26,0,0,0,0,8.09,0,0,0,0,0,49.950000,7.01,101.230000,0.000000,0.000000,0.000000,2.640000,3.060000,271.830000,2.690000,27.060000,179.890000,67.660000,23.470000,0.000000,23.470000

13,03:00-03:15,0,7,20.22,7.96,20.22,0,0,23.93,0,0,0,0,7.98,0,0,0,0,0,49.950000,7.01,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.690000,26.100000,179.890000,67.660000,23.470000,0.000000,23.470000

14,03:15-03:30,0,7,17.11,7.86,17.11,0,0,23.63,0,0,0,0,7.88,0,0,0,0,0,49.950000,7.01,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.690000,26.100000,179.890000,67.660000,23.470000,0.000000,23.470000

15,03:30-03:45,0,7,16.88,7.76,16.88,0,0,23.26,0,0,0,0,7.75,0,0,0,0,0,49.950000,7.01,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.690000,26.100000,211.660000,67.660000,23.470000,0.000000,23.470000

16,03:45-04:00,0,7,16.35,7.64,16.35,0,0,22.93,0,0,0,0,7.64,0,0,0,0,0,49.950000,7.01,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.690000,26.100000,211.660000,67.660000,23.470000,0.000000,23.470000

17,04:00-04:15,0,7,15.94,7.54,15.94,0,0,22.63,0,0,0,0,7.54,0,0,0,0,0,49.950000,7.01,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.610000,27.060000,211.660000,67.660000,23.470000,0.000000,23.470000

18,04:15-04:30,0,7,15.61,7.54,15.61,0,0,22.63,0,0,0,0,7.54,0,0,0,0,0,49.950000,7.01,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.610000,27.060000,211.660000,67.660000,23.470000,0.000000,23.470000

19,04:30-04:45,0,7,15.68,8.86,15.68,0,0,26.6,0,0,0,0,8.87,0,0,0,0,0,49.950000,7.01,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.610000,27.060000,211.660000,67.660000,23.470000,0.000000,23.470000

20,04:45-05:00,0,7,15.53,8.76,15.53,0,0,26.26,0,0,0,0,8.75,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.560000,3.060000,271.830000,2.610000,27.060000,211.660000,67.660000,23.470000,0.000000,23.470000

21,05:00-05:15,0,7,15.42,8.51,15.42,0,0,25.51,0,0,0,0,8.5,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.730000,3.060000,271.830000,2.610000,27.060000,211.660000,71.910000,23.470000,0.000000,23.470000

22,05:15-05:30,0,7,15.22,8.26,15.22,0,0,24.76,0,0,0,0,8.25,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.730000,3.060000,271.830000,2.610000,27.060000,211.660000,71.910000,23.470000,0.000000,23.470000

23,05:30-05:45,0,7,15.02,8.08,15.02,0,0,24.26,0,0,0,0,8.09,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.730000,3.060000,271.830000,2.610000,27.060000,211.660000,71.910000,23.470000,0.000000,23.470000

24,05:45-06:00,0,7,15.02,7.86,15.02,0,0,23.63,0,0,0,0,7.88,0,0,0,0,0,59.100000,7.01,101.230000,0.000000,0.000000,0.000000,2.730000,3.060000,271.830000,2.610000,27.060000,211.660000,71.910000,23.470000,0.000000,23.470000

25,06:00-06:15,0,7,14.67,7.76,14.67,0,0,23.26,3.5,0,0,0,7.75,0,0,0,0,0,59.100000,6.61,101.230000,0.000000,0.000000,0.000000,2.730000,3.030000,271.830000,2.610000,27.060000,211.660000,71.910000,23.470000,0.000000,18.740000

26,06:15-06:30,0,7,14.67,7.54,14.67,0.613242,0,22.63,10,0,0,0,7.54,0,0,0,0,0,49.950000,6.61,101.230000,0.000000,0.000000,0.000000,2.730000,3.030000,271.830000,2.610000,27.060000,211.660000,71.910000,23.470000,0.000000,18.740000

27,06:30-06:45,0.64,7,13.67,7.34,13.67,6.71646,0,22,18,0,0.32,1.48,7.33,1,0,0,3,0,49.950000,6.61,101.230000,0.000000,0.000000,0.000000,2.730000,3.030000,271.830000,2.610000,27.060000,211.660000,71.910000,23.470000,0.000000,18.740000

28,06:45-07:00,1.5,7,13.67,7.34,13.67,16.625672,1,22,27.53,0.46,1.08,3.5,7.33,7.64,2,0.33,15,0.09,49.950000,6.61,101.230000,0.110000,0.000000,0.110000,2.730000,3.030000,271.830000,2.610000,27.060000,211.660000,71.910000,23.470000,0.110000,18.740000

29,07:00-07:15,4.2,7,13.67,7.34,13.67,26.13579,2.67,22,19.85,7.28,2.55,9.8,7.33,19.85,5.33,2.33,19.85,1.46,49.950000,6.61,101.230000,0.530000,0.000000,0.520000,2.640000,3.030000,271.830000,2.390000,26.100000,211.660000,71.910000,23.470000,0.520000,23.470000

30,07:15-07:30,9,7,13.67,7.34,13.67,35.597238,5,22,20.68,18,4.69,21,7.33,20.69,10,5,20.68,3.6,49.950000,6.61,101.230000,1.350000,0.000000,1.320000,2.640000,3.030000,271.830000,2.390000,26.100000,211.660000,71.910000,23.470000,1.320000,23.470000

31,07:30-07:45,7.8,7,13.67,7.34,13.67,45.905544,5,22,21.68,32.66,6,18.2,7.33,21.69,9,10.08,21.68,6.53,49.950000,6.61,101.230000,2.420000,0.000000,2.360000,2.640000,3.030000,271.830000,2.390000,25.130000,211.660000,71.910000,23.470000,2.360000,23.470000

32,07:45:08:00,15,7,13.67,7.34,13.67,56.904964,7,22,22.52,50.23,10,35,7.33,22.51,15,16.58,22.52,10.05,49.950000,6.61,101.230000,3.550000,0.000000,3.470000,2.640000,3.030000,271.830000,2.390000,25.130000,211.660000,71.910000,23.470000,3.470000,23.470000

33,08:00-08:15,19.8,7,13.67,7.34,13.67,67.94332,13,22,24.52,69.34,13,46.2,7.33,24.51,27,23.66,24.52,13.87,58.650000,6.61,101.230000,4.800000,0.000000,4.690000,2.640000,3.030000,271.830000,2.390000,25.130000,211.660000,67.660000,23.470000,4.690000,23.470000

34,08:15-08:30,25.8,7,13.67,7.34,13.67,78.134818,17,22,26.18,89.8,17,60.2,7.33,26.19,35,31.07,26.18,17.96,58.650000,6.61,101.230000,6.010000,0.000000,5.850000,2.640000,3.030000,271.830000,2.390000,25.130000,211.660000,67.660000,23.470000,5.850000,23.470000

35,08:30-08:45,31.2,7,13.67,7.34,13.67,87.401586,19,22,27.02,110.18,20,72.8,7.33,27.01,39,38.7,27.02,22.04,58.650000,6.61,101.230000,7.180000,0.000000,7.010000,2.640000,3.030000,271.830000,2.390000,25.130000,211.660000,67.660000,23.470000,7.010000,23.470000

36,08:45:09:00,36.6,7,13.67,7.34,13.67,95.957772,22,22,27.98,130.93,24,85.4,7.33,27.99,44,46.21,27.98,26.19,58.650000,6.61,101.230000,8.270000,0.000000,8.070000,2.640000,3.030000,271.830000,2.390000,24.160000,211.660000,67.660000,23.470000,8.070000,23.470000

37,09:00:09:15,40.5,5.47,13.67,7.34,13.67,97.593084,25,22,27.98,132.47,27.5,94.5,7.33,27.99,50,53.12,27.98,26.49,59.100000,6.61,101.230000,9.260000,0.000000,9.030000,2.640000,3.030000,271.830000,2.310000,24.160000,211.660000,67.660000,23.470000,9.030000,23.470000

38,09:15-09:30,43.5,5.47,13.67,7.34,13.67,105.331614,29,22,29.98,150.66,30,101.5,7.33,29.99,57,59.5,29.98,30.13,59.100000,6.61,101.230000,10.020000,0.000000,9.770000,2.640000,3.030000,271.830000,2.310000,24.160000,211.660000,67.660000,23.470000,9.770000,23.470000

39,09:30-09:45,46.5,5.47,13.67,7.34,13.67,112.495838,25,22,29.98,172,33,108.5,7.33,29.99,50,65.62,29.98,34.4,59.100000,6.01,101.230000,10.490000,0.000000,10.230000,2.640000,3.030000,271.830000,2.310000,24.160000,211.660000,67.660000,23.470000,10.230000,23.470000

40,09:45-10:00,48,5.47,13.67,7.34,13.67,118.41411,24,22,30.48,186.81,37,112,7.33,30.49,48,70.95,30.48,37.36,59.100000,6.01,101.230000,10.830000,0.000000,10.560000,2.640000,3.030000,271.830000,2.310000,24.160000,179.890000,71.910000,23.730000,10.560000,23.730000

41,10:00-10:15,40.5,5.47,13.33,7.34,13.33,124.225308,24,22,30.48,203.63,38,94.5,7.33,30.49,48,75.88,30.48,40.72,59.100000,6.01,101.230000,8.330000,0.000000,8.130000,2.640000,3.030000,271.830000,2.310000,24.160000,179.890000,71.910000,23.470000,8.130000,23.470000

42,10:15-10:30,40.5,5.47,13.33,7.34,13.33,129.004702,27,22,30.48,217.78,40,94.5,7.33,30.49,55,78.88,30.48,43.56,59.100000,6.01,101.230000,8.720000,0.000000,8.510000,2.640000,3.030000,271.830000,2.310000,24.160000,179.890000,71.910000,23.470000,8.510000,23.470000

43,10:30-10:45,43.2,5.47,13.33,7.34,13.33,132.246124,9,22,30.48,229.17,41,100.8,7.33,30.49,17,81.96,30.48,45.83,59.100000,6.01,101.230000,9.170000,0.000000,8.950000,2.640000,3.030000,271.830000,2.310000,23.200000,179.890000,71.910000,23.470000,8.950000,23.470000

44,10:45-11:00,43.5,5.47,13.33,7.34,13.33,135.682226,12,22,30.48,229.17,41.61,101.5,7.33,30.49,23,84.56,30.48,45.83,59.100000,6.01,101.230000,9.510000,0.000000,9.280000,2.640000,3.030000,271.830000,2.310000,23.200000,179.890000,71.910000,23.470000,9.280000,23.470000

45,11:00-11:15,48,5,10,7.34,10,138.32014,12,22,31.15,229.17,42.67,112,7.33,31.15,25,86.72,31.15,45.83,59.100000,6.01,101.230000,9.510000,0.000000,9.280000,2.640000,3.030000,271.830000,2.530000,22.230000,179.890000,71.910000,23.470000,9.280000,23.470000

46,11:15-11:30,54,5,10,7.34,10,140.549226,18,22,31.15,229.17,43.47,126,7.33,31.15,35,88.62,31.15,45.83,59.100000,6.01,101.230000,9.510000,0.000000,9.280000,2.640000,3.030000,271.830000,2.530000,22.230000,179.890000,71.910000,23.470000,9.280000,23.470000

47,11:30-11:45,63,5,10,5,10,142.223474,21,15,31.48,229.17,44.5,147,5,31.49,42,89.69,31.48,45.83,59.100000,6.01,101.230000,9.510000,0.000000,9.280000,2.640000,3.030000,271.830000,2.530000,22.230000,204.060000,71.910000,23.470000,9.280000,23.470000

48,11:45-12:00,70.5,5,10,5,10,142.466824,26,15,31.48,229.17,44.5,164.5,5,31.49,52,90.27,31.48,45.83,59.100000,6.01,101.230000,9.510000,0.000000,9.280000,2.640000,3.030000,271.830000,2.530000,22.230000,211.660000,71.910000,23.470000,9.280000,23.470000

49,12:00-12:15,70.5,5,10,5,10,142.719908,29,15,31.48,229.17,44.5,164.5,5,31.49,59,90.67,31.48,45.83,59.100000,6.01,101.230000,9.510000,0.000000,9.280000,2.640000,3.060000,271.830000,2.690000,22.230000,211.660000,71.910000,23.470000,9.280000,23.470000

50,12:15-12:30,70.5,5,10,5,10,140.782842,31,15,31.48,229.17,44.5,164.5,5,31.49,61,90.34,31.48,45.83,59.100000,6.01,101.230000,9.510000,0.000000,9.280000,2.640000,3.060000,271.830000,2.690000,22.230000,211.660000,71.910000,23.470000,9.280000,23.470000

51,12:30-12:45,70.5,5,10,5,10,137.989184,30,15,31.48,229.17,44.5,164.5,5,31.49,59,90.55,31.48,45.83,49.380000,6.01,101.230000,9.510000,0.000000,9.280000,2.640000,3.060000,271.830000,2.690000,22.230000,211.660000,71.910000,23.470000,9.280000,23.470000

52,12:45-13:00,70.5,5,10,5,10,133.170854,33,15,31.48,229.17,44.5,164.5,5,31.49,67,89.89,31.48,45.83,49.380000,6.61,101.230000,9.510000,0.000000,9.280000,2.640000,3.060000,231.960000,2.690000,22.230000,189.560000,71.910000,23.470000,9.280000,23.470000

53,13:00-13:15,70.5,5,10,5,10,127.787952,31,15,31.48,233.33,45.5,164.5,5,31.49,63,88.86,31.48,46.67,49.380000,6.61,101.230000,9.510000,0.000000,9.280000,2.730000,3.060000,231.960000,2.690000,22.230000,179.890000,71.910000,26.090000,9.280000,26.090000

54,13:15-13:30,70.5,5,10,5,10,121.655532,32,15,31.48,233.33,45.5,164.5,5,31.49,63,87.34,31.48,46.67,49.380000,6.61,101.230000,9.510000,0.000000,9.280000,2.730000,3.060000,193.300000,2.690000,22.230000,179.890000,71.910000,26.090000,9.280000,26.090000

55,13:30-13:45,69,5,10,5,10,120.467984,27,15,31.48,233.33,43.5,161,5,31.49,54,85.31,31.48,46.67,49.380000,6.61,101.230000,9.510000,0.000000,9.280000,2.730000,3.060000,193.300000,2.690000,22.230000,152.630000,71.910000,26.090000,9.280000,26.090000

56,13:45-14:00,66.3,5,10,5,10,114.588648,28,15,31.48,233.33,42,154.7,5,31.49,56,83.97,31.48,46.67,49.380000,6.61,101.230000,9.510000,0.000000,9.280000,2.730000,3.060000,231.960000,2.690000,23.200000,152.630000,71.910000,26.090000,9.280000,26.090000

57,14:00-14:15,54.6,5,10,5,10,108.77745,28,15,31.48,229.17,40,127.4,5,31.49,55,81.85,31.48,45.83,49.380000,7.21,101.230000,9.160000,0.000000,8.930000,2.800000,3.060000,271.830000,2.840000,23.200000,152.630000,71.910000,26.090000,8.930000,26.090000

58,14:15-14:30,54,5,10,5,10,102.070724,28,15,31.48,224.69,39,126,5,31.49,56,79,31.48,44.94,49.380000,7.21,101.230000,8.970000,0.000000,8.750000,2.800000,3.060000,271.830000,2.840000,24.160000,152.630000,71.910000,26.090000,8.750000,26.090000

59,14:30-14:45,66.6,5,10,5,10,95.042776,27,15,31.48,214.36,37,155.4,5,31.49,53,75.45,31.48,42.87,49.380000,7.21,101.230000,8.770000,0.000000,8.550000,2.800000,3.060000,271.830000,2.840000,24.160000,211.660000,71.910000,26.090000,8.550000,26.090000

60,14:45-15:00,62.4,5,10,5,10,87.1193,27,15,31.48,200.3,35,145.6,5,31.49,55,71.68,31.48,40.06,49.380000,7.21,101.230000,8.560000,0.000000,8.350000,2.800000,3.060000,271.830000,2.840000,24.160000,211.660000,71.910000,26.090000,8.350000,26.090000

61,15:00-15:15,60,5,10,5,10,82.378842,29,15,31.48,187.61,33,140,5,31.49,57,66.68,31.48,37.52,59.100000,7.21,101.230000,8.260000,0.000000,8.060000,2.880000,3.110000,271.830000,2.840000,25.130000,211.660000,71.910000,26.090000,8.060000,26.090000

62,15:15-15:30,55.5,5,10,5,10,73.462498,25,15,31.48,174.86,31.5,129.5,5,31.49,51,61.33,31.48,34.97,59.100000,7.21,101.230000,7.780000,0.000000,7.590000,2.880000,3.110000,271.830000,2.840000,25.130000,211.660000,71.910000,26.090000,7.590000,26.090000

63,15:30-15:45,48.6,5,10,5,10,63.631158,24,15,31.48,158.85,30,113.4,5,31.49,47,55.49,31.48,31.77,59.100000,7.21,101.230000,7.080000,0.000000,6.900000,2.880000,3.110000,271.830000,2.840000,25.130000,211.660000,71.910000,26.090000,6.900000,26.090000

64,15:45-16:00,42.3,5,10,5,10,53.507798,20,15,31.48,139.99,27,98.7,5,31.49,40,49.19,31.48,28,59.100000,7.21,101.230000,6.220000,0.000000,6.060000,2.880000,3.110000,271.830000,2.840000,26.100000,211.660000,71.910000,26.090000,6.060000,26.090000

65,16:00-16:15,36.9,5,10,6.66,10,42.956142,16,20,31.48,117.2,22,86.1,6.67,31.49,33,42.4,31.48,23.44,74.110000,8.14,101.230000,5.380000,0.000000,5.240000,2.880000,3.110000,271.830000,2.840000,26.100000,211.660000,71.910000,23.470000,5.240000,23.470000

66,16:15-16:30,28.2,5,10,6.66,10,32.346082,13,20,31.48,90.98,20,65.8,6.67,31.49,26,35.56,31.48,18.2,74.110000,8.54,101.230000,4.420000,0.000000,4.310000,2.880000,3.110000,271.830000,2.840000,26.100000,211.660000,96.650000,23.470000,4.310000,23.470000

67,16:30-16:45,22.2,5,10.14,6.66,10.14,25.045582,9,20,33,73.53,17,51.8,6.67,30.27,18,28.33,24.41,14.7,74.110000,9.16,101.230000,3.510000,0.000000,3.430000,2.960000,3.110000,271.830000,2.840000,26.100000,211.660000,96.650000,23.470000,3.430000,23.470000

68,16:45-17:00,15,5,11.08,6.66,11.08,14.69834,5,20,33,54.87,13,35,6.67,14.06,9,21.59,12.88,10.97,74.110000,12.06,101.230000,2.640000,0.000000,2.570000,2.960000,3.110000,271.830000,2.840000,26.100000,211.660000,106.320000,0.680000,2.570000,0.680000

69,17:00-17:15,10.5,5,13.53,6.66,13.53,8.488048,3,20,24,38.85,10,24.5,6.67,4.85,6,14.48,0.6,7.77,74.110000,11.66,101.230000,1.760000,0.000000,1.710000,2.960000,3.160000,271.830000,2.760000,28.030000,211.660000,118.300000,0.680000,1.710000,0.680000

70,17:15-17:30,9,5,15.8,6.66,15.8,3.961738,2,20,16,21.05,8,21,6.67,1,3,8.03,1,4.21,74.110000,10.66,101.230000,1.020000,0.000000,1.000000,2.960000,3.160000,271.830000,2.760000,28.030000,211.660000,118.300000,0.680000,1.000000,0.680000

71,17:30-17:45,6,5,18.89,6.66,18.89,0.768986,0,20,8.82,11.84,6.46,14,6.67,0.1,1,2.73,0,2.37,74.110000,9.66,101.230000,0.470000,0.000000,0.460000,2.960000,3.160000,271.830000,2.760000,28.030000,211.660000,118.300000,24.980000,0.460000,24.980000

72,17:45-18:00,3,5,22.82,6.66,22.82,0.301754,1,20,2.73,5.26,3.79,7,6.67,0,1,1,0,1.05,74.110000,7.21,101.230000,0.110000,0.000000,0.110000,2.960000,3.160000,271.830000,2.760000,28.030000,211.660000,118.300000,24.980000,0.110000,24.980000

73,18:00-18:15,0,5,22.57,6.66,22.57,0,0,20,0,1.32,1.92,0,6.67,0,0,0.33,0,0.26,74.110000,7.21,101.230000,0.110000,0.000000,0.000000,2.960000,3.160000,271.830000,2.760000,28.030000,211.660000,118.300000,24.980000,0.000000,24.980000

74,18:15-18:30,0,5,22.49,6.66,22.49,0,0,20,0,0,0.6,0,6.67,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.960000,3.160000,271.830000,2.760000,29.000000,211.660000,118.300000,18.750000,0.000000,18.740000

75,18:30-18:45,0,5.25,22.12,6.66,22.12,0,0,20,0,0,0,0,6.67,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.960000,3.160000,271.830000,2.760000,29.000000,211.660000,118.300000,18.750000,0.000000,18.740000

76,18:45-19:00,0,7.2,20.93,6.66,20.93,0,0,20,0,0,0,0,6.67,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.960000,3.160000,271.830000,2.760000,29.000000,211.660000,118.300000,18.750000,0.000000,18.740000

77,19:00-19:15,0,6.84,22.08,7.2,22.08,0,0,21.63,0,0,0,0,7.21,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.880000,3.160000,271.830000,2.690000,28.030000,211.660000,118.300000,0.680000,0.000000,0.680000

78,19:15-19:30,0,6.57,25.16,8.27,25.16,0,0,24.79,0,0,0,0,8.26,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.880000,3.160000,271.830000,2.690000,28.030000,211.660000,118.300000,0.680000,0.000000,0.680000

79,19:30-19:45,0,6.67,28.26,8.9,28.26,0,0,26.68,0,0,0,0,8.89,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.880000,3.160000,271.830000,2.690000,28.030000,211.660000,96.650000,0.680000,0.000000,0.680000

80,19:45-20:00,0,7.21,30.2,9.14,30.2,0,0,27.47,0,0,0,0,9.16,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.880000,3.160000,271.830000,2.690000,28.030000,211.660000,96.650000,0.680000,0.000000,0.680000

81,20:00-20:15,0,7.48,31.54,9.93,31.54,0,0,29.77,0,0,0,0,9.92,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.880000,3.110000,271.830000,2.690000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

82,20:15-20:30,0,7.99,31.31,10.63,31.31,0,0,31.94,0,0,0,0,10.65,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.880000,3.110000,271.830000,2.690000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

83,20:30-20:45,0,8.23,30.38,11.13,30.38,0,0,33.39,0,0,0,0,11.13,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.880000,3.110000,271.830000,2.690000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

84,20:45-21:00,0,7.99,29.17,11.3,29.17,0,0,33.95,0,0,0,0,11.32,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.880000,3.110000,271.830000,2.690000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

85,21:00-21:15,0,7.6,27.32,8.66,27.32,0,0,25.98,0,0,0,0,8.66,0,0,0,0,0,74.110000,7.21,101.230000,0.000000,0.000000,0.000000,2.800000,3.110000,271.830000,2.610000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

86,21:15-21:30,0,7.3,25.92,8.45,25.92,0,0,25.37,0,0,0,0,8.46,0,0,0,0,0,74.110000,7.86,101.230000,0.000000,0.000000,0.000000,2.800000,3.110000,271.830000,2.610000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

87,21:30-21:45,0,7,25.18,8.58,25.18,0,0,25.76,0,0,0,0,8.59,0,0,0,0,0,74.110000,7.66,101.230000,0.000000,0.000000,0.000000,2.330000,3.110000,271.830000,2.610000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

88,21:45-22:00,0,7,25.07,8.52,25.07,0,0,25.58,0,0,0,0,8.53,0,0,0,0,0,74.110000,7.41,101.230000,0.000000,0.000000,0.000000,2.330000,3.110000,271.830000,2.610000,28.030000,211.660000,96.650000,23.470000,0.000000,23.470000

