Block,Time,JHAJJAR,SIMHST2,ANTA_GF,DADRT2,KISHANGANGA,NLCIIST2,RSTPSU7,SEWA2,TALST2,TEHRI,UNCHAHAR2,ANTA_CRF,AURY_GF,DADRI_GF,KUDGI,NAPP,RAMPUR,RSTPSU1TO6,SALAL,ANTA_RF,DULHASTI,KHSTPP-I,KHSTPP-II,KKNP,KOLDAM,NLCEXP,NLCTS2EXP,RIHAND2,RIHAND3,SINGRAULI_HYDRO,UNCHAHAR3,BRBCL,CHAMERA1,KGSU1AND2,KKNPPU2,RAPPC,RIHAND1,VALLURNTECL,ANTA_LF,DADRI_RF,BSIUL,NLCIIST1,RAPPB,SINGRAULI,URI,AURY_RF,DADRI_CRF,CHAMERA2,FSTPP I & II,KOTESHWR,NTPL,PARBATI2,SASAN,TelanganaSTPP,UNCHAHAR1,CHAMERA3,DHAULIGNGA,KGSU3AND4,MAPS,NJPC,NNTPP,PARBATI3,SIMHST1,TALA,TANAKPUR,TANDA2,UNCHAHAR4,URI2,AURY_CRF,AURY_LF,DADRI_LF
6,01:15-01:30,458.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,4.11,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,16.86,0,0,6.27,5.65,2.28,37.71,0,0,0

7,01:30-01:45,458.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,26.73,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,4.11,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,16.86,0,0,6.27,5.65,2.28,37.71,0,0,0

8,01:45-02:00,458.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,79.38,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,4.11,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,16.86,0,0,6.27,5.65,2.28,37.71,0,0,0

9,02:00-02:15,478.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,79.38,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,0,0,0,6.27,5.65,2.28,37.71,0,0,0

10,02:15-02:30,478.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,79.38,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,0,0,0,6.27,5.65,2.28,37.71,0,0,0

11,02:30-02:45,478.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,79.38,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,0,0,0,6.27,5.65,2.28,37.71,0,0,0

12,02:45-03:00,478.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,26.73,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,0,0,0,6.27,5.65,2.28,37.71,0,0,0

13,03:00-03:15,478.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,0,0,0,6.27,5.65,2.28,37.71,0,0,0

14,03:15-03:30,478.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,0,0,0,0.77,5.65,2.28,37.71,0,0,0

15,03:30-03:45,478.51,0,0,688.87,8.56,0,0,12.59,0,0,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,51.34,85.35,0,16.25,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

16,03:45-04:00,478.51,0,0,688.87,8.56,0,0,12.59,0,12.66,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,51.34,85.35,0,16.25,11.7,10.41,0,0,348.98,0,21.63,0,0,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

17,04:00-04:15,478.51,0,0,688.87,8.56,0,0,11.47,0,12.66,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,28.1,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,51.34,85.35,0,32.49,11.7,10.41,0,0,376.88,0,21.63,0,0,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

18,04:15-04:30,478.51,0,0,688.87,8.56,0,0,11.15,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,13.91,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,51.34,85.35,0,32.49,11.7,10.41,0,0,380.25,0,21.63,0,0,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

19,04:30-04:45,478.51,0,0,688.87,8.56,0,0,6.21,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,13.83,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.57,85.35,0,32.49,11.7,10.41,0,0,380.25,0,21.63,0,0,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

20,04:45-05:00,478.51,0,0,688.87,8.56,0,0,6.21,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.57,85.35,0,32.49,11.7,10.41,0,0,380.25,0,21.63,0,0,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

21,05:00-05:15,478.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.18,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.57,85.35,0,48.74,11.7,10.41,0,0,402.75,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

22,05:15-05:30,478.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.57,85.35,0,48.74,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

23,05:30-05:45,478.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.57,85.35,0,48.74,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

24,05:45-06:00,478.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.57,85.35,0,48.74,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

25,06:00-06:15,478.51,0,0,684.65,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,51.34,85.35,0,48.74,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

26,06:15-06:30,478.51,0,0,684.65,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.44,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,51.34,85.35,0,48.74,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

27,06:30-06:45,478.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.18,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,51.34,85.35,0,32.49,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

28,06:45-07:00,670.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.18,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,93.98,0,0,74.38,6.52,0,0,150.25,51.34,85.35,0,32.49,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

29,07:00-07:15,670.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,13.36,53.18,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,2.28,37.71,0,0,0

30,07:15-07:30,670.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,26.73,53.18,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,3.18,37.71,0,0,0

31,07:30-07:45,670.51,0,0,688.87,8.56,0,0,0,0,25.32,20.77,0,0,0,0,52.26,2.18,0,79.38,53.18,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,3.18,37.71,0,0,0

32,07:45-08:00,670.51,0,0,688.87,8.56,0,0,0,0,12.66,20.77,0,0,0,0,52.26,2.18,0,79.38,53.18,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,0,5.65,3.18,37.71,0,0,0

33,08:00-08:15,670.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,52.26,2.18,0,79.38,52.92,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,55.26,0,0,0,0,6.27,5.65,3.18,37.71,0,0,0

34,08:15-08:30,575.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,52.26,1.09,0,79.38,52.92,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,51.34,85.35,0,16.25,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,27.52,0,0,0,0,6.27,5.65,3.18,37.71,0,0,0

35,08:30-08:45,575.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,52.26,0,0,26.73,52.92,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,51.34,85.35,0,16.25,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,0,0,0,0,0,6.27,5.65,3.18,37.71,0,0,0

36,08:45-09:00,575.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,52.26,0,0,13.36,52.92,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,51.34,85.35,0,16.25,11.7,10.41,0,0,418.77,0,21.63,0,10.93,0,0,0,0,0,0,0,6.27,5.65,3.18,37.71,0,0,0

37,09:00-09:15,550.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,52.26,0,0,13.36,52.66,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,51.34,85.35,0,16.25,12.39,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.77,5.65,3.18,39.63,0,0,0

38,09:15-09:30,480.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,52.26,0,0,13.36,52.66,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,16.25,13.08,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.77,5.65,3.18,39.63,0,0,0

39,09:30-09:45,480.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,52.66,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,0,13.78,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,39.63,0,0,0

40,09:45-10:00,480.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,52.66,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,39.63,0,0,0

41,10:00-10:15,480.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,52.14,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

42,10:15-10:30,450.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,52.14,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.57,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

43,10:30-10:45,450.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,52.14,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

44,10:45-11:00,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,52.14,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

45,11:00-11:15,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.61,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

46,11:15-11:30,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.61,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

47,11:30-11:45,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.61,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

48,11:45-12:00,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.61,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,0,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

49,12:00-12:15,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.61,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,3.75,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

50,12:15-12:30,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

51,12:30-12:45,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

52,12:45-13:00,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

53,13:00-13:15,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

54,13:15-13:30,420.51,0,0,688.87,8.56,0,0,0,0,0,20.77,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

55,13:30-13:45,420.51,0,0,688.87,8.56,0,0,0,0,0,23.74,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

56,13:45-14:00,420.51,0,0,688.87,8.56,0,0,0,0,0,23.74,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

57,14:00-14:15,420.51,0,0,688.87,8.56,0,0,0,0,0,26.71,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

58,14:15-14:30,420.51,0,0,688.87,8.56,0,0,0,0,0,26.71,0,0,0,0,24.01,0,0,26.73,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

59,14:30-14:45,420.51,0,0,688.87,8.56,0,0,6.21,0,0,29.68,0,0,0,0,24.01,0,0,13.36,51.09,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,16.25,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,0,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

