Block,Time Block,DADRI_RF,DADRI_LF,TEHRI,TelanganaSTPP,TANDA2,SINGRAULI,UNCHAHAR1,TALST2,TANAKPUR,TEHRIPSP,TALA,SINGRAULI_HYDRO,UNCHAHAR2,URI,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,AURY_RF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,SIMHST2,RSTPSU1TO6,SALAL,SEWA2,RSTPSU7,RIHAND3,SASAN,SIMHST1,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,NAPP,NNTPP,NTPL,PARBATI3,PARBATI2,KUDGI,RAPPB,RAPPD,RAPPC,RIHAND1,RIHAND2,KKNP,KKNPPU2,KISHANGANGA,KHSTPP-II,KGSU1AND2,JHAJJAR,BRBCL,CHAMERA3,CHAMERA2,CHAMERA1,FSTPP I & II,DULHASTI,KHSTPP-I,KGSU3AND4,KOTESHWR,KOLDAM,BSIUL,DHAULIGNGA,DADRT2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.46,1.04,36.43,25.5,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,78.85,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,58.31,94.63,120.57,0,0,6.79,142.74,0,123.43,19.95,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,293.71,0,0,0,0,0

55,13:30-13:45,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.24,1.04,36.43,25.5,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,78.85,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,58.31,94.63,120.57,0,0,6.79,142.74,0,123.43,19.75,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,293.71,0,0,0,0,0

56,13:45-14:00,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.29,1.04,36.43,25.5,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,78.85,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,58.31,94.63,120.57,0,0,6.79,142.74,0,123.43,19.17,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,293.71,0,0,0,0,0

57,14:00-14:15,0,0,0,0,5.34,135.6,17.26,0,11.46,0,24.56,1.04,36.43,33.48,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,78.85,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,59.87,94.63,120.57,0,0,6.79,142.74,0,123.43,20.14,32.67,45.35,40.57,16.44,53.3,43.82,0,9.76,8.3,0,40.87,228.74,0,0,0,0,0

58,14:15-14:30,0,0,0,0,5.34,135.6,17.26,0,11.46,0,23.46,1.04,36.43,33.48,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,78.85,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,59.87,94.63,120.57,0,0,6.79,142.74,0,123.43,21.23,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,293.71,0,0,0,0,0

59,14:30-14:45,0,0,0,0,5.34,135.6,17.26,0,11.46,0,23.46,1.04,36.43,33.48,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,78.85,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,59.87,94.63,120.57,0,0,6.79,142.74,0,123.43,21.19,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,293.71,0,0,0,0,0

60,14:45-15:00,0,0,0,0,5.34,135.6,17.26,0,11.46,0,23.46,1.04,36.43,33.48,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,78.85,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,59.87,94.63,120.57,0,0,6.79,142.74,0,123.43,21.18,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,245.58,0,0,0,0,0

61,15:00-15:15,0,0,0,0,5.34,135.6,17.26,0,4.94,0,23.46,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,59.87,94.63,120.57,0,0,6.79,142.74,0,123.43,19.88,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,197.46,0,0,0,0,0

62,15:15-15:30,0,0,0,0,5.34,135.6,17.26,0,4.94,0,23.43,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,59.87,94.63,120.57,0,0,6.79,142.74,0,123.43,22.04,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,149.33,0,0,0,0,0

63,15:30-15:45,0,0,0,0,5.34,135.6,17.26,0,7.39,0,23.43,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,59.87,94.63,120.57,0,0,6.79,142.74,0,123.43,23.25,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,101.21,0,0,0,0,0

64,15:45-16:00,0,0,0,0,5.34,135.6,17.26,0,11.46,0,23.41,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,59.87,94.63,120.57,0,0,6.79,142.74,0,123.43,20.28,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,53.08,0,0,0,0,0

65,16:00-16:15,0,0,0,0,5.34,135.6,10.79,0,11.46,0,23.29,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,60.64,94.63,120.57,0,0,6.79,142.74,0,123.43,19.12,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,8.14,0,0,0,0,0

66,16:15-16:30,0,0,0,0,5.34,135.6,10.79,0,11.46,0,23.29,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,60.64,94.63,120.57,0,0,6.79,142.74,0,124.33,18.9,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,32.98,0,0,0,0,0

67,16:30-16:45,0,0,0,0,5.34,135.6,9.87,0,11.46,0,23.29,1.04,21.16,33.48,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,60.64,94.63,120.57,0,0,6.79,142.74,0,124.33,18.48,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,50.49,0,0,0,0,0

68,16:45-17:00,0,0,0,0,5.34,135.6,9.87,0,11.46,0,23.29,1.04,21.16,33.48,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,17.17,0,0,0,23.87,60.96,94.63,120.57,0,0,6.79,142.74,0,124.33,17.63,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,50.49,0,0,0,0,0

69,17:00-17:15,0,0,0,0,5.34,135.6,13.13,0,11.46,0,22.44,1.04,20.25,33.48,0,0,0,1.7,0,0,0,0,25.51,16.44,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,60.96,94.63,120.57,0,0,6.79,142.74,0,124.33,21.88,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,50.49,0,0,0,0,0

70,17:15-17:30,0,0,0,0,5.34,135.6,13.13,0,11.46,0,22.17,1.04,20.25,33.48,0,0,0,1.7,0,0,0,0,25.51,16.44,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,60.96,94.63,120.57,0,0,6.79,142.74,0,124.33,22.71,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,50.49,0,0,0,0,0

71,17:30-17:45,0,0,0,0,5.34,135.6,10.19,0,11.46,0,22.17,1.04,20.25,33.48,0,0,0,1.7,0,0,0,0,25.51,16.44,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,60.96,94.63,120.57,0,0,6.79,142.74,0,124.33,21.83,32.67,45.35,40.57,19.84,53.3,43.82,0,9.76,8.3,0,40.87,50.49,0,0,0,0,0

72,17:45-18:00,0,0,0,0,5.34,135.6,10.19,0,11.46,0,21.87,1.04,20.25,33.48,0,0,0,1.7,0,0,0,0,25.51,16.44,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,61.26,94.63,120.57,0,0,6.79,142.74,0,124.33,23.55,32.67,45.35,40.57,20.02,53.3,43.82,0,9.76,8.3,0,40.87,50.49,0,0,0,0,0

73,18:00-18:15,0,0,0,0,5.34,135.6,15.11,0,11.46,0,21.03,1.04,21.16,33.48,0,0,0,3.01,0,0,0,0,25.51,19.09,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,35.78,0,0,0,23.87,61.26,94.63,120.57,0,0,6.79,142.74,0,127.24,23.18,32.67,45.35,40.57,20.02,53.3,43.82,0,9.76,8.3,0,40.87,50.49,0,0,0,0,0

74,18:15-18:30,0,0,0,0,5.34,135.6,18.79,0,11.46,0,20.74,1.04,21.16,33.48,0,0,0,3.1,0,0,0,0,25.51,24.11,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,35.78,0,0,0,23.87,61.26,94.63,120.57,0,0,6.79,142.74,0,127.24,20.48,32.67,45.35,40.57,20.02,53.3,43.82,0,9.76,8.3,0,40.87,50.49,0,0,0,0,0

75,18:30-18:45,0,0,0,0,5.34,135.6,20.84,0,11.46,0,20.46,1.04,24.01,50.4,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,79.41,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,35.78,0,0,0,23.87,61.26,94.63,120.57,0,0,6.79,142.74,0,139.63,21.19,32.67,45.35,40.57,20.02,53.3,43.82,0,9.76,8.3,0,40.87,105.45,0,0,0,0,0

76,18:45-19:00,0,0,0,0,5.34,135.6,20.84,0,11.46,0,20.46,1.04,24.01,50.4,0,0,0,3.1,0,0,0,0,30,26.65,0,0,0,0,0,0,79.41,5.89,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,35.78,0,0,0,23.87,61.57,94.63,120.57,0,0,6.79,142.74,0,139.63,19,32.67,45.35,40.57,20.02,53.3,43.82,0,19.53,8.3,6.28,40.87,211.18,0,0,0,0,0

77,19:00-19:15,0,0,0,0,5.34,135.6,20.84,0,11.46,0,21.25,1.04,23.53,50.4,0,0,0,3.1,0,0,0,0,30,26.65,0,0,0,0,0,0,79.41,11.76,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,35.78,0,0,0,23.87,61.57,94.63,120.57,0,0,6.79,142.74,0,139.63,19.09,32.67,45.35,40.57,20.02,53.3,43.82,0,29.29,8.3,12.55,40.87,346.43,0,0,0,0,0

78,19:15-19:30,0,0,0,0,5.34,135.6,20.84,0,11.46,0,21.25,1.04,23.53,50.4,0,0,0,3.1,0,0,0,0,30,26.65,0,0,0,0,0,0,79.41,17.65,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,61.57,94.63,120.57,0,0,6.91,142.74,0,139.63,21.32,34.35,47.73,40.68,20.02,55.51,43.82,0,34.71,8.3,19.69,42.91,482.53,0,0,0,0,0

79,19:30-19:45,0,0,0,0,5.34,135.6,20.84,0,11.46,0,26.62,1.04,24.63,25.5,0,0,0,3.1,0,0,0,0,30,26.65,0,0,0,0,0,0,79.41,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,61.57,94.63,120.57,0,0,6.91,142.74,0,168.5,24.05,34.35,47.73,40.68,20.02,55.51,43.82,0,34.71,8.3,19.69,42.91,528.78,0,0,0,0,0

80,19:45-20:00,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,26.69,1.04,25.73,25.5,0,0,0,3.1,0,0,0,0,24,26.65,0,0,0,0,0,0,79.41,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,61.57,94.63,120.57,0,0,6.91,142.74,0,197.38,24.05,34.35,47.73,40.68,20.02,55.51,43.82,0,34.71,8.3,19.69,42.91,528.78,0,0,0,0,0

81,20:00-20:15,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,26.69,1.04,31.06,29.75,0,0,0,3.1,0,0,0,0,24,26.65,0,0,0,0,0,0,79.41,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,61.89,94.63,120.57,0,0,6.91,142.74,0,223.37,24.05,34.35,47.73,40.68,20.02,55.51,43.82,0,34.71,8.3,19.69,42.91,528.78,0,0,0,0,0

82,20:15-20:30,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,26.82,1.04,33.54,29.75,0,0,0,3.1,0,0,0,0,24,26.65,0,0,0,0,0,0,79.41,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,61.89,94.63,120.57,0,0,6.91,142.74,0,223.37,22.33,34.35,47.73,40.68,20.02,55.51,43.82,0,34.71,8.3,19.69,42.91,528.78,0,0,0,0,0

83,20:30-20:45,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,26.96,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,79.41,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,61.89,94.63,120.57,0,0,6.91,142.74,0,223.37,24.03,34.35,47.73,40.68,20.02,55.51,43.82,0,34.71,8.3,19.69,42.91,528.78,0,0,0,0,0

84,20:45-21:00,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.11,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,79.41,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,61.89,94.63,120.57,0,0,6.91,142.74,0,223.37,24.05,34.35,47.73,40.68,20.02,55.51,43.82,0,34.71,8.3,19.69,42.91,528.78,0,0,0,0,0

85,21:00-21:15,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.26,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,79.41,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,62.5,94.63,120.57,0,0,6.91,142.74,0,223.37,22.46,34.35,47.73,40.68,20.02,55.51,43.82,0,34.71,8.3,19.69,42.91,528.78,0,0,0,0,0

86,21:15-21:30,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.26,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,79.41,17.65,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,12.88,0,0,0,23.87,62.5,94.63,120.57,0,0,6.79,142.74,0,223.37,24.05,32.67,45.35,40.68,20.02,53.3,43.82,0,34.71,8.3,6.28,40.87,528.78,0,0,0,0,0

87,21:30-21:45,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.39,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,17.65,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,14.31,0,0,0,23.87,62.5,94.63,120.57,0,0,6.79,142.74,0,223.37,21.5,32.67,45.35,40.68,20.02,53.3,43.82,0,34.71,8.3,6.28,40.87,528.78,0,0,0,0,0

88,21:45-22:00,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.39,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,62.5,94.63,120.57,0,0,6.91,142.74,0,223.37,21.19,34.35,47.73,40.68,20.02,55.51,43.82,0,39.05,8.3,19.69,42.91,528.78,0,0,0,0,0

89,22:00-22:15,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.53,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,62.5,94.63,120.57,0,0,6.91,142.74,0,223.37,20.59,34.35,47.73,40.68,20.02,55.51,43.82,0,39.05,8.3,19.69,42.91,528.78,0,0,0,0,0

90,22:15-22:30,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.53,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,62.5,94.63,120.57,0,0,6.91,142.74,0,223.37,20.51,34.35,47.73,40.68,20.02,55.51,43.82,0,39.05,8.3,19.69,42.91,528.78,0,0,0,0,0

91,22:30-22:45,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.96,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,18.76,0,125.93,327.55,0,0,0,0,170.79,0,5.62,0,23.56,0,0,55.81,0,0,0,23.87,62.5,94.63,120.57,0,0,6.91,142.74,0,223.37,21.43,34.35,47.73,40.68,20.02,55.51,43.82,0,39.05,8.3,19.69,42.91,528.78,0,0,0,0,0

92,22:45-23:00,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,27.96,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,17.65,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,62.5,94.63,120.57,0,0,6.79,142.74,0,223.37,22.65,32.67,45.35,40.68,20.02,53.3,43.82,0,21.69,8.3,12.55,40.87,528.78,0,0,0,0,0

93,23:00-23:15,0,0,51.06,0,5.34,135.6,20.84,0,3.71,68.06,28.05,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,17.65,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,62.5,94.63,120.57,0,0,6.79,142.74,0,223.37,22.26,32.67,45.35,40.68,20.02,53.3,43.82,0,19.53,8.3,12.55,40.87,528.78,0,0,0,0,0

94,23:15-23:30,0,0,51.06,0,5.34,135.6,20.84,0,3.71,68.06,28.05,1.04,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,17.65,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,62.5,94.63,120.57,0,0,6.79,142.74,0,223.37,19.57,32.67,45.35,40.68,20.02,53.3,43.82,0,19.53,8.3,12.55,40.87,528.78,0,0,0,0,0

95,23:30-23:45,0,0,51.06,0,5.34,135.6,20.84,0,3.71,68.06,28.24,1.04,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,17.65,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,62.5,94.63,120.57,0,0,6.79,142.74,0,223.37,18.96,32.67,45.35,40.68,20.02,53.3,43.82,0,19.53,8.3,12.55,40.87,528.78,0,0,0,0,0

96,23:45-24:00,0,0,51.06,0,5.34,135.6,20.84,0,11.46,68.06,28.24,1.04,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,78.85,17.65,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,62.5,94.63,120.57,0,0,6.79,142.74,0,223.37,16.7,32.67,45.35,39.69,20.02,53.3,43.82,0,19.53,8.3,12.55,40.87,528.78,0,0,0,0,0

