Block,Time Block,CHAMERA2,CHAMERA1,BRBCL,BSIUL,RAMPUR,RAPPB,RIHAND3,RAPPC,RIHAND1,RIHAND2,RSTPSU1TO6,RSTPSU7,SALAL,SASAN,SEWA2,KGSU3AND4,KGSU1AND2,NLCEXP,NJPC,NAPP,NTPL,PARBATI3,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KOLDAM,MAPS,KKNP,KUDGI,KKNPPU2,KOTESHWR,CHAMERA3,DADRT2,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,KHSTPP-I,KISHANGANGA,KHSTPP-II,DADRI_RF,TEHRI,UNCHAHAR1,SINGRAULI_HYDRO,TANDA2,SIMHST1,TALST2,SIMHST2,TALA,UNCHAHAR2,TANAKPUR,TelanganaSTPP,SINGRAULI,AURY_LF,DADRI_GF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,URI,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,12.69,0,11.72,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,654.28,345.57,0,17.54,15.88,44.17,0,142.92,0,0,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,32.02,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,12.69,0,11.6,12.57,0,0,119.82,24.46,88.66,114.45,0,0,13.44,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,606.47,345.57,0,17.54,15.88,44.17,0,142.92,0,0,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,32.02,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,12.69,0,11.72,12.57,0,0,119.82,24.46,88.66,114.45,0,0,25.76,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,486.47,345.57,0,17.54,15.88,44.17,0,142.92,0,0,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,32.02,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,12.69,0,11.44,12.57,0,0,119.82,24.46,88.66,114.45,0,0,25.76,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,429.95,345.57,0,17.54,15.88,44.17,0,142.92,0,0,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,32.02,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,3.22,0,14.37,12.57,0,0,119.82,24.46,88.66,114.45,0,0,25.76,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,440.59,364.08,0,17.54,15.88,44.17,0,142.92,0,0,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,23.33,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,3.22,0,13.02,12.57,0,0,119.82,24.46,88.66,114.45,0,0,25.76,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,471.55,364.08,0,17.54,15.88,44.17,0,142.92,0,0,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,23.33,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,3.22,0,11.96,12.57,0,0,119.82,24.46,88.66,114.45,0,0,25.76,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,452.27,364.08,0,17.54,15.88,44.17,0,142.92,0,0,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,23.33,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,3.22,0,12.41,12.57,0,0,119.82,24.46,88.66,114.45,0,0,25.76,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,452.27,364.08,0,17.54,15.88,44.17,0,142.92,0,0,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,23.33,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,3.22,0,17.28,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.32,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,429.95,345.57,0,17.54,15.88,44.17,0,142.92,0,0,13.74,0.76,0,0,0,0,0,31.26,0,0,134.62,0,0,23.33,0,21.01,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,3.22,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.32,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,478.14,345.57,0,17.54,15.88,44.17,0,142.92,0,0,13.18,0.76,0,0,0,0,0,27.73,0,0,134.62,0,0,23.33,0,17.39,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,3.22,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.32,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,478.14,345.57,0,17.54,15.88,44.17,0,142.92,0,0,15.95,0.76,0,0,0,0,0,33.36,0,0,134.62,0,0,23.33,0,20.9,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,3.22,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.32,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,478.14,345.57,0,17.54,15.88,44.17,0,142.92,0,0,15.95,0.76,0,0,0,0,0,33.36,0,0,134.62,0,0,23.33,0,20.9,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,1.93,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,25.76,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,526.32,345.57,8.81,17.54,15.88,44.17,0,142.92,0,0,15.95,0.76,0,0,0,0,0,33.36,0,0,134.62,0,0,23.33,0,20.9,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,1.93,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,25.76,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,583.78,345.57,8.81,17.54,15.88,44.17,0,142.92,0,10.01,15.95,0.76,0,0,0,0,0,33.36,0,0,134.62,0,0,23.33,0,20.9,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,1.93,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,654.28,367.19,8.81,17.54,15.88,44.17,0,142.92,0,10.01,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,32.02,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,1.93,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,396.8,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,654.28,456.95,8.81,17.54,15.88,44.17,0,142.92,0,20.04,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,32.02,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,1.93,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,396.8,10.15,0,0,0,22.54,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,654.28,540.95,8.81,17.54,15.88,44.17,0,142.92,0,21.01,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,32.02,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,1.93,11.81,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,396.8,10.15,0,0,0,38.14,41.17,0,3.44,0,0,0,0,0,0,0,0,0,6.18,0,658.34,540.95,8.81,17.54,15.88,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,32.02,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,12.69,11.81,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,14.56,396.8,10.15,0,0,0,60.24,41.17,0,7.36,0,0,0,0,0,0,0,0,0,6.18,9.33,658.34,514.55,8.81,17.54,15.88,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,23.33,0,25.44,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,15.42,27.03,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,396.8,10.15,0,0,0,80.31,41.17,0,31.9,0,0,0,0,0,0,0,0,0,17.11,18.65,658.34,514.55,17.61,17.54,31.76,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,23.33,0,25.44,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,12.88,396.8,15.24,0,0,0,112.7,41.17,0,31.9,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,514.55,26.42,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,27.22,0,25.44,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,12.88,396.8,15.24,0,0,0,135.26,41.17,0,31.9,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,485.64,26.42,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,27.22,0,25.44,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,12.88,400.66,15.24,0,0,0,135.26,41.17,0,31.9,0,0,0,0,0,0,0,0,0,37.63,28.01,656.76,505.27,26.42,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,27.22,0,25.44,0,0,0,0,32.45,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,15.24,0,0,0,135.26,41.17,0,31.9,0,0,0,0,0,0,0,0,0,37.63,28.01,656.76,421.26,26.42,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,0,0,134.62,0,0,27.22,0,25.44,0,0,0,0,32.45,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,15.24,0,0,0,135.26,41.17,0,31.9,0,0,0,0,0,0,0,0,0,37.63,28.01,583.92,345.57,26.42,17.54,47.64,44.17,0,142.92,0,42.25,17.85,0.76,0,0,0,0,0,35.33,0,0,134.62,0,0,27.22,0,22.02,0,0,0,0,32.45,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,25.38,40.62,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,112.7,41.17,0,4.91,0,0,0,0,0,0,0,0,0,17.11,18.65,458.87,345.57,26.42,11.6,31.76,38.07,0,142.92,0,42.25,13.18,0.76,0,0,0,0,0,27.73,0,0,134.62,0,0,27.22,0,17.39,0,0,0,0,32.45,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,25.38,23.6,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,90.16,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,410.68,345.57,17.61,11.58,15.88,38.07,0,142.92,0,42.25,13.18,0.76,0,0,0,0,0,27.73,6.79,0,134.62,0,0,27.22,0,17.39,0,0,0,0,32.45,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,25.38,22.84,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,67.62,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,403.93,345.57,17.61,11.58,15.88,32.63,0,142.92,0,31.51,13.18,0.76,0,0,0,0,0,27.73,6.79,0,134.62,0,0,27.22,0,17.39,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,12.69,11.81,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,45.08,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,411.64,345.57,8.81,11.62,15.88,38.07,0,142.92,0,31.51,13.18,0.76,0,0,0,0,0,27.73,6.04,0,134.62,0,0,27.22,0,17.39,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,22.54,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,413.57,345.57,8.81,11.62,15.88,38.07,0,142.92,0,21.01,13.18,0.76,0,0,0,0,0,27.73,6.04,0,134.62,0,0,27.22,0,17.39,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,12.69,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,22.54,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,407.79,345.57,8.81,11.62,15.88,38.07,0,142.92,0,21.01,13.18,0.76,0,0,0,0,0,27.73,6.04,0,134.62,0,0,27.22,0,17.39,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,12.69,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,432.85,345.57,0,11.62,15.88,38.07,0,142.92,0,10.5,13.18,0.76,0,0,0,0,0,27.73,6.04,0,134.62,0,0,27.22,0,17.39,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,12.69,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,432.36,345.57,0,11.62,15.88,38.07,0,142.92,0,10.5,12.57,0.76,0,0,0,0,0,25.59,6.04,0,134.62,0,0,27.22,0,16.32,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,12.69,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,422.25,345.57,0,11.62,15.88,32.77,0,123.18,0,10.5,12.57,0.76,0,0,0,0,0,25.59,6.04,0,134.62,0,0,27.22,0,16.32,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,12.69,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,391.41,345.57,0,11.62,15.88,32.63,0,123.18,0,0,12.88,0.76,0,0,0,0,0,27.59,0,0,134.62,0,0,25.92,0,17.39,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,12.69,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,68.31,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,392.37,345.57,0,11.62,15.88,32.63,0,106.15,0,0,12.88,0.76,0,0,0,0,0,27.59,0,0,134.62,0,0,25.92,0,17.39,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,12.69,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,14.56,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,390.44,345.57,0,11.62,15.88,32.63,0,123.18,0,0,12.88,0.76,0,0,0,0,0,27.59,0,0,134.62,0,0,25.92,0,17.39,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,12.69,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,0,390.44,345.57,0,11.62,15.88,32.63,0,106.15,0,0,12.88,0.76,0,0,0,0,0,27.59,0,0,134.62,0,0,25.92,0,17.39,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,0,380.81,345.57,0,11.62,15.88,32.63,0,106.15,0,0,12.88,0.76,0,0,0,0,0,27.59,0,0,134.62,0,0,25.92,0,17.39,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,19.27,12.57,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,0,362.5,345.57,0,11.62,15.88,32.63,0,106.15,0,0,11.45,0.76,0,0,0,0,0,23.33,0,0,134.62,0,0,25.92,0,17.39,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,10.15,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,0,362.5,345.57,0,11.62,15.88,32.63,0,106.15,0,0,11.45,0.76,0,0,0,0,0,23.33,0,0,134.62,0,0,25.92,0,16.63,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,401.14,14.97,0,0,0,0,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,0,362.5,345.57,0,11.62,15.88,32.63,0,106.15,0,0,11.45,0.76,0,0,0,0,0,23.33,0,0,134.62,0,0,25.92,0,16.63,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,362.5,345.57,0,11.62,0,32.63,0,106.15,0,0,11.45,0.76,0,0,0,0,0,23.33,0,0,134.62,0,0,25.92,0,16.63,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,362.5,345.57,0,11.62,0,32.63,0,106.15,0,0,11.45,0.76,0,0,0,0,0,23.33,0,0,134.62,0,0,25.92,0,16.63,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.62,0,32.63,0,106.15,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,25.92,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.62,0,32.63,0,106.15,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,25.92,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.62,0,32.63,0,106.15,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,27.22,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.26,0,24.59,0,78.61,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,27.22,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.26,0,24.59,0,78.61,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,27.22,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.26,0,24.59,0,78.61,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,27.22,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.26,0,24.59,0,78.61,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,27.22,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.26,0,24.59,0,78.61,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,27.22,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,19.27,6.28,0,0,119.82,24.46,88.47,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,0,11.26,0,24.59,0,78.61,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,23.33,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

