Column1,Time,GNA/NR/2024/09/16/2535,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/6566,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7908,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/6020,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/7119,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/2171
7,01:30-01:45,145.38,87.42,8.81,32.95,20.6,5.78,274.04,0,263.14,0,0,0,0,0,0,0,0,0,60.5,44.33,0,0,20.16,20.17,16,0,44.33,0,29.01,0,0,0,18.51,7.98,80.77,0,27.76,86.31,82.38,11.66,17.52,0,2.13

8,01:45-02:00,145.38,87.42,8.81,32.95,20.6,5.78,274.04,0,263.14,0,0,0,0,0,0,0,0,0,61,44.67,0,0,20.34,20.33,16,0,44.67,0,28.21,0,0,0,18.51,7.98,80.77,0,27.76,82.04,82.38,11.66,17.52,0,2.13

9,02:00-02:15,145.38,87.42,8.81,32.95,20.6,5.69,274.04,0,263.14,0,0,0,0,0,0,0,0,0,61.5,45.33,0,0,20.5,20.5,16,0,45.33,0,27.61,0,0,0,18.51,7.98,80.77,0,27.76,77.77,82.38,11.48,17.52,0,2.13

10,02:15-02:30,145.38,87.42,8.81,32.95,20.6,5.69,274.04,0,263.14,0,0,0,0,0,0,0,0,0,62,45.67,0,0,20.66,20.67,15.66,0,45.67,0,27.41,0,0,0,18.51,7.98,80.77,0,27.25,73.49,82.38,11.48,17.52,0,2.13

11,02:30-02:45,145.38,87.42,8.81,32.95,20.6,5.69,274.04,0,263.14,0,0,0,0,0,0,0,0,0,62.5,45.67,0,0,20.84,20.83,15.66,0,45.67,0,27.21,0,0,0,18.51,7.98,80.77,0,27.25,69.22,82.38,11.48,17.52,0,2.13

12,02:45-03:00,145.38,87.42,8.81,32.95,20.6,5.69,274.04,0,263.14,0,0,0,0,0,0,0,0,0,62.5,46,0,0,20.84,20.83,15.66,0,46,0,26.81,0,0,0,18.51,7.98,80.77,0,27.25,64.95,82.38,11.48,17.52,0,2.13

13,03:00-03:15,145.38,87.42,8.81,0,20.6,5.59,274.04,0,263.14,0,0,0,0,0,0,0,0,0,63,46.33,0,0,21,21,16,0,46.33,0,32.01,0,0,0,18.51,7.98,80.77,0,27.25,60.67,82.38,11.38,17.52,0,2.13

14,03:15-03:30,145.38,87.42,8.81,0,20.6,5.59,274.04,0,263.14,0,0,0,0,0,0,0,0,0,63.5,46.33,0,0,21.16,21.17,16.34,0,46.33,0,31.61,0,0,0,18.51,7.98,80.77,0,27.25,58.11,82.38,11.38,17.52,0,2.13

15,03:30-03:45,145.38,87.42,8.81,0,20.6,5.59,274.04,0,263.14,0,0,0,0,0,0,0,0,0,53.5,46.33,0,0,17.84,17.83,16.66,0,46.33,0,31.41,0,0,0,18.51,7.98,80.77,0,27.25,53.84,82.38,11.38,17.52,0,2.13

16,03:45-04:00,145.38,87.42,8.81,0,20.6,5.59,274.04,0,263.14,0,0,0,0,0,0,0,0,0,54.5,46.67,0,0,18.16,18.17,17,0,46.67,0,31.21,0,0,0,18.51,7.98,80.77,0,27.25,49.56,82.38,11.38,17.52,0,2.13

17,04:00-04:15,145.38,87.42,8.81,0,20.6,5.5,274.04,0,263.14,0,0,0,0,0,0,0,0,0,55,46.67,0,0,18.34,18.33,13.34,0,46.67,0,34.01,0,0,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.29,17.52,0,2.13

18,04:15-04:30,145.38,87.42,8.81,0,20.6,5.5,274.04,0,263.14,0,0,0,0,0,0,0,0,0,54.5,46.67,0,0,18.16,18.17,13.34,0,46.67,0,33.61,0,0,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.29,17.52,0,2.13

19,04:30-04:45,145.38,87.42,8.81,0,20.6,5.5,274.04,0,263.14,0,0,0,0,0,0,0,0,0,54,46.67,0,0,18,18,13.34,0,46.67,0,33.41,0,0,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.29,17.52,0,2.13

20,04:45-05:00,145.38,87.42,8.81,0,20.6,5.5,274.04,0,263.14,0,0,0,0,0,0,0,0,0,54,46.67,0,0,18,18,13.66,0,46.67,0,33.21,0,0,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.29,17.52,0,2.13

21,05:00-05:15,145.38,75.14,8.81,0,20.6,5.41,274.04,0,263.14,0,0,0,0,0,0,0,0,0,52.5,46,0,0,17.5,17.5,15,0,46,0,32.81,0,0,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.19,17.52,0,2.13

22,05:15-05:30,145.38,87.42,8.81,0,20.6,5.41,274.04,0,263.14,0,0,0,0,0,0,0,0,0,51.5,44.33,0,0,17.16,17.17,15,0,44.33,0,32.21,0,0,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.19,17.52,0,2.13

23,05:30-05:45,145.38,87.42,8.81,0,20.6,5.41,274.04,0,263.14,0,0,0,0,0,0,0,0,0,50.5,43,0,0,16.84,16.83,15,0,43,0,24.61,0,0,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.19,17.52,0,2.13

24,05:45-06:00,145.38,87.42,8.81,0,20.6,5.41,274.04,0,263.14,0,0,0,0,0,0,0,0,0,49,41.67,0,0,16.34,16.33,14.66,0,41.67,0,24.01,0,0,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.19,17.52,0,2.13

25,06:00-06:15,0,87.42,8.81,0,20.6,5.31,274.04,0,263.14,0,0,0,0,1,0,0,0,1,48.5,40.33,0,3.2,16.16,16.17,14.34,12.16,40.33,12.16,25.41,1,0,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.11,17.52,0,2.13

26,06:15-06:30,0,87.42,8.81,0,20.6,5.31,274.04,0,263.14,0,0,0,0,1,0,0,1,4,47.5,39,1.14,8.2,15.84,15.83,14,20.6,39,20.6,25.21,2,1,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.11,17.52,0,2.13

27,06:30-06:45,0,87.42,8.81,0,20.6,5.31,274.04,0,263.14,0.43,0.42,0.42,0.79,3,2,0.16,3,7,46.5,37.33,4.26,10.8,15.5,15.5,13.66,30,37.33,30,27.01,5,3,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.11,17.52,0,2.13

28,06:45-07:00,0,87.42,8.81,0,20.6,5.31,274.04,0,263.14,0.76,0.74,0.74,5.43,6,3,1.09,7,14,45.5,36.33,8.55,14.1,15.16,15.17,13.34,31.76,36.33,31.76,26.81,8,4,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.11,17.52,0,2.13

29,07:00-07:15,0,68.36,8.81,0,20.6,5.22,232.61,0,206.97,1.3,1.27,1.27,13.14,9,5,2.63,10,21,42.5,34.33,14.18,17.3,14.16,14.17,8.34,33,34.33,33,26.61,10,5,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.11,17.52,0,2.13

30,07:15-07:30,0,57.86,8.81,0,20.6,5.22,232.61,0,206.97,2.03,1.98,1.98,25.91,13,8,5.18,13,32,40,31.67,20.94,24.1,13.34,13.33,8,33,31.67,33,26.21,15,7,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.11,17.52,0,2.13

31,07:30-07:45,0,57.86,8.81,0,20.6,5.22,232.61,0,206.97,2.92,2.86,2.86,38.71,13,11,7.74,17,32,37.5,32.33,27.7,32.66,12.5,12.5,7.66,32.67,32.33,32.67,25.81,14,6,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.11,17.52,0,2.13

32,07:45-08:00,0,57.86,8.81,0,20.6,5.22,232.61,0,206.97,3.61,3.52,3.52,54.49,16,16,10.9,20,39,32.5,30.67,35.62,33,10.84,10.83,7.34,32.67,30.67,32.67,25.61,20,10,0,18.51,7.98,80.77,0,27.25,45.58,82.38,11.11,17.52,0,2.13

33,08:00-08:15,0,57.86,8.81,0,20.6,5.13,251.99,0,206.97,4.62,4.51,4.51,72.03,19,20,14.41,23,46,27.5,29,44.12,33,9.16,9.17,7.34,33,29,33,25.21,26,12,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.01,17.52,0,2.13

34,08:15-08:30,0,57.86,8.81,0,20.6,5.13,213.22,0,206.97,5.7,5.57,5.57,91.12,22,23,18.22,29,53,22.5,26.67,52.87,33,7.5,7.5,7.34,33,26.67,33,25.01,32,16,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.01,17.52,0,2.13

35,08:30-08:45,0,57.86,8.81,0,20.6,5.13,193.84,0,206.97,5.78,5.63,5.63,109.83,30,25,21.97,36,70,21.5,25,59.14,33,7.16,7.17,7.34,33,25,33,25.01,34,16,0,18.51,7.98,80.77,0,26.25,45.58,82.38,11.01,17.52,0,2.13

36,08:45-09:00,0,57.86,8.81,0,20.6,5.13,150.72,0,206.97,6.69,6.52,6.52,129.04,34,28,25.81,42,81,21.5,23.33,64.64,33,7.16,7.17,7.34,33,23.33,33,25.21,41,19,0,18.51,7.98,80.77,0,25.24,45.58,82.38,11.01,17.52,0,2.13

37,09:00-09:15,0,57.86,12.48,0,20.6,5.03,193.84,0,206.97,7.48,7.3,7.3,146.97,48,30,29.39,49,112,21.5,21.67,69.64,33,7.16,7.17,7.34,33,21.67,33,24.01,51,24,0,18.51,7.98,80.77,0,25.24,45.58,82.38,11.01,24.82,0,2.13

38,09:15-09:30,0,57.86,12.48,0,20.6,5.03,193.84,0,206.97,8.27,8.07,8.07,164.33,54,32,32.87,57,126,21.5,20,73.78,33,7.16,7.17,7.34,33,20,33,24.41,56,27,0,18.51,7.98,80.77,0,23.72,45.58,82.38,11.01,24.82,0,2.13

39,09:30-09:45,0,57.86,12.48,0,20.6,5.03,193.84,0,206.97,9.06,8.84,8.84,181.5,57,36,36.3,63,133,21.5,18.33,84.12,33,7.16,7.17,7.34,33,18.33,33,25.41,61,29,0,18.51,7.98,80.77,0,23.72,45.58,82.38,11.01,24.82,0,2.13

40,09:45-10:00,0,57.86,12.48,0,20.6,5.03,193.84,0,206.97,10.07,9.83,9.83,196.63,63,37,39.32,72,147,21.5,16.33,94.34,33,7.16,7.17,7.34,33,16.33,33,27.01,67,32,0,18.51,7.98,80.77,0,23.72,45.58,82.38,11.01,24.82,0,2.13

41,10:00-10:15,0,57.86,12.48,0,20.6,5.03,193.84,0,172.17,11.78,11.49,11.49,210,57,39,42,75,133,21.5,13.33,102.88,33,7.16,7.17,7.34,33,13.33,33,26.81,54,26,0,18.51,7.98,92.07,0,23.72,45.58,82.38,11.01,24.82,0,2.13

42,10:15-10:30,0,57.86,12.48,0,20.6,5.03,193.84,0,172.17,12.87,12.57,12.57,222.28,63,41,44.46,77,147,21.5,13,109.47,33,7.16,7.17,7.34,33,13,33,26.01,59,28,0,18.51,7.98,92.07,0,22.71,45.58,82.38,11.01,24.82,0,2.13

43,10:30-10:45,0,57.86,12.48,0,20.6,5.03,232.61,0,172.17,13.37,13.04,13.04,230.63,61,42,46.13,82,144,21.5,21.67,111.59,33,7.16,7.17,7.34,33,21.67,33,25.61,76,37,0,18.51,7.98,82.38,0,22.71,45.58,82.38,11.01,24.82,0,2.13

44,10:45-11:00,0,57.86,12.48,0,20.6,5.03,232.61,0,172.17,14.28,13.92,13.92,231.67,67,43,46.33,85,158,21.5,21.67,112.73,33,7.16,7.17,7.34,33,21.67,33,25.01,80,38,0,18.51,7.98,82.38,0,22.71,45.58,82.38,11.01,24.82,0,2.13

45,11:00-11:15,0,57.86,12.48,0,20.6,4.94,232.61,0,172.17,14.54,14.18,14.18,231.67,54,44,46.33,86,126,21.5,21.67,113.36,33,7.16,7.17,7.34,33,21.67,33,24.61,71,34,0,18.51,7.98,77.54,0,22.71,45.58,82.38,10.91,24.82,0,2.13

46,11:15-11:30,0,57.86,12.48,0,20.6,4.94,232.61,0,172.17,14.76,14.4,14.4,231.67,57,45,46.33,86,133,21.5,21,113.74,33,7.16,7.17,7.34,33,21,33,24.01,71,34,0,18.51,7.98,65.91,0,23.21,45.58,82.38,10.91,24.82,0,2.13

47,11:30-11:45,0,57.86,12.48,0,20.6,4.94,232.61,0,172.17,14.89,14.53,14.53,231.67,48,44,46.33,85,112,21.5,20.33,114.91,33,7.16,7.17,7.34,33,20.33,33,24.01,61,29,0,18.51,7.98,94.98,0,23.21,45.58,82.38,10.91,24.82,0,2.13

48,11:45-12:00,0,57.86,12.48,0,20.6,4.94,232.61,0,172.17,14.89,14.53,14.53,231.67,51,44,46.33,85,119,21.5,19.67,115.56,33,7.16,7.17,7.34,33,19.67,33,24.21,64,31,0,18.51,7.98,100.97,0,23.21,45.58,82.38,10.91,24.82,0,2.13

49,12:00-12:15,0,57.86,12.48,0,20.6,5.41,274.04,0,172.17,14.89,14.53,14.53,231.67,49,44,46.33,86,116,21.5,19,116.18,33,7.16,7.17,7.34,33,19,33,24.01,58,27,0,18.51,7.98,100.97,0,24.22,45.58,82.38,10.91,24.82,0,2.13

50,12:15-12:30,0,57.86,12.48,0,20.6,5.41,274.04,0,172.17,14.89,14.53,14.53,231.67,52,44,46.33,86,123,21.5,18.33,115.06,33,7.16,7.17,7.34,33,18.33,33,23.81,61,29,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.91,24.82,0,2.13

51,12:30-12:45,0,57.86,12.48,0,20.6,5.41,274.04,0,172.17,14.89,14.53,14.53,231.67,60,44,46.33,86,140,21.5,18.33,112.82,33,7.16,7.17,7.34,33,18.33,33,23.61,67,33,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.91,24.82,0,2.13

52,12:45-13:00,0,57.86,12.48,0,20.6,5.41,274.04,0,172.17,14.89,14.53,14.53,231.67,63,44,46.33,86,147,21.5,18.33,109.98,33,7.16,7.17,7.34,33,18.33,33,23.61,70,35,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.91,24.82,0,2.13

53,13:00-13:15,0,57.86,12.48,0,20.6,5.59,274.04,0,172.17,14.89,14.53,14.53,231.67,66,44,46.33,86,154,21.5,18.33,106.73,33,7.16,7.17,7.34,33,18.33,33,22.01,80,40,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.73,24.82,0,2.13

54,13:15-13:30,0,57.86,12.48,0,20.6,5.59,274.04,0,172.17,14.89,14.53,14.53,231.67,66,44,46.33,86,154,21.5,18.33,103.13,33,7.16,7.17,7.34,33,18.33,33,22.21,80,40,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.73,24.82,0,2.13

55,13:30-13:45,0,68.36,12.48,0,20.6,5.59,274.04,0,206.97,14.89,14.53,14.53,231.67,75,43,46.33,86,175,21.5,30,97.42,33,7.16,7.17,7.34,33,30,33,20.81,83,42,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.73,24.82,0,2.13

56,13:45-14:00,0,87.42,12.48,0,20.6,5.59,274.04,0,255.43,14.63,14.28,14.28,231.67,73,42,46.33,86,172,21.5,30.33,94.28,33,7.16,7.17,7.34,33,30.33,33,20.81,83,42,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.73,24.82,0,2.13

57,14:00-14:15,0,87.42,12.48,0,20.6,5.59,274.04,0,263.14,14.45,14.1,14.1,231.67,76,41,46.33,86,179,21.5,30.67,90.8,33,7.16,7.17,7.34,33,30.67,33,21.21,85,40,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.73,24.82,0,2.13

58,14:15-14:30,0,87.42,12.48,0,20.6,5.59,274.04,0,263.14,13.95,13.61,13.61,231.67,75,40,46.33,86,175,22.5,31,86.77,33,7.5,7.5,7.34,33,31,33,22.21,85,40,0,18.51,7.98,100.97,0,25.23,45.58,82.38,10.73,24.82,0,2.13

59,14:30-14:45,0,75.88,12.48,0,20.6,5.59,274.04,0,235.11,13.58,13.25,13.25,231.67,73,40,46.33,82,172,24,31.33,83.17,33,8,8,7.34,33,31.33,33,23.81,83,39,0,18.51,7.98,100.97,0,26.24,45.58,82.38,10.73,24.82,0,2.13

60,14:45-15:00,0,75.88,12.48,0,20.6,5.59,274.04,0,235.11,12.93,12.62,12.62,221.74,70,39,44.35,78,165,24.5,31.67,79.08,33,8.16,8.17,7.58,33,31.67,33,25.21,80,38,0,18.51,7.98,100.97,0,26.24,45.58,82.38,10.73,24.82,0,2.13

61,15:00-15:15,0,75.88,12.48,0,20.6,5.78,274.04,0,235.11,12.04,11.75,11.75,208.21,66,35,41.64,73,154,26,40,55.56,33,8.66,8.67,8.43,33,40,33,25.61,76,37,0,18.51,7.98,100.97,0,26.24,45.58,82.38,10.73,24.82,0,2.13

62,15:15-15:30,0,75.88,12.48,0,20.6,5.78,274.04,0,244.8,11.15,10.89,10.89,196.49,61,32,39.3,68,144,27.5,40,53.14,33,9.16,9.17,9.54,33,40,33,26.81,71,34,0,18.51,7.98,100.97,0,26.24,45.58,82.38,10.73,24.82,0,2.13

63,15:30-15:45,0,75.88,12.48,0,20.6,5.78,274.04,0,254.49,10.27,10.02,10.02,180.94,57,32,36.19,62,133,29.5,40,49.87,33,9.84,9.83,10.65,33,40,33,27.61,60,28,0,18.51,7.98,100.97,0,27.24,45.58,82.38,10.73,24.82,0,2.13

64,15:45-16:00,0,75.88,12.48,0,20.6,5.78,274.04,0,263.14,9.39,9.16,9.16,163.2,52,29,32.64,57,123,31.5,40,46.17,33,10.5,10.5,11.86,33,40,33,28.81,53,25,0,18.51,7.98,100.97,0,27.24,45.58,82.38,10.73,24.82,0,2.13

65,16:00-16:15,0,75.88,12.48,0,20.6,5.96,274.04,0,220.98,8.33,8.13,8.13,152.53,48,26,30.5,52,112,42.5,40,41.98,33,14.16,14.17,12.42,33,40,33,30.61,49,23,0,18.51,7.98,100.97,0,27.24,45.58,82.38,10.83,24.82,0,2.13

66,16:15-16:30,0,87.42,12.48,0,20.6,5.96,274.04,0,220.98,7.49,7.31,7.31,138.52,42,23,27.7,47,98,43,40.67,37.34,33,14.34,14.33,12.77,33,40.67,33,33.01,42,20,0,18.51,7.98,100.97,0,27.24,45.58,82.38,10.83,24.82,0,2.13

67,16:30-16:45,0,87.42,12.48,0,20.6,5.96,274.04,0,220.98,6.6,6.45,6.45,119.02,35,17,23.8,40,83,44,46.67,37.99,33,14.66,14.67,16,33,46.67,33,35.41,35,17,0,18.51,7.98,100.97,0,27.24,45.58,82.38,10.83,24.82,0,2.13

68,16:45-17:00,0,87.42,12.48,0,20.6,5.96,274.04,0,220.98,5.62,5.48,5.48,99.48,28,13,19.9,33,67,44.5,47.67,30.25,20.8,14.84,14.83,16,33,47.67,33,39.82,28,14,0,18.51,7.98,100.97,0,27.24,45.58,82.38,10.83,24.82,0,2.13

69,17:00-17:15,0,87.42,12.48,0,20.6,6.34,274.04,0,220.98,4.68,4.56,4.56,59.48,22,12,11.89,25,53,45,48.33,22.61,14.1,15,15,16.34,33,48.33,33,41.02,20,10,0,18.51,7.98,86.16,0,27.24,45.58,82.38,10.91,24.82,0,2.13

70,17:15-17:30,0,87.42,12.48,0,20.6,6.34,274.04,0,220.98,3.82,3.72,3.72,45.24,16,11,9.05,20,39,46,49,15.73,7.4,15.34,15.33,16.34,33,49,33,41.02,15,7,0,18.51,7.98,86.16,0,27.24,45.58,82.38,10.91,24.82,0,2.13

71,17:30-17:45,0,87.42,12.48,0,20.6,6.34,274.04,0,220.98,2.91,2.85,2.85,31.01,12,8,6.2,18,28,46.5,50.67,9.37,2.5,15.5,15.5,16,33,50.67,33,41.02,14,6,0,18.51,7.98,86.16,0,27.24,45.58,82.38,10.91,24.82,0,2.13

72,17:45-18:00,0,87.42,12.48,0,20.6,6.34,274.04,0,220.98,2.1,2.04,2.04,16.78,7,7,3.35,15,18,49,51.67,3.92,0,16.34,16.33,16.04,27.91,51.67,29.38,41.02,11,5,0,18.51,7.98,86.16,0,27.24,45.58,82.38,10.91,24.82,0,2.13

73,18:00-18:15,0,87.42,12.48,0,20.6,6.8,274.04,4.94,220.98,1.59,1.56,1.56,12.63,3,5,2.52,12,7,47,52.33,0.16,0,15.66,15.67,16.07,0,52.33,0,41.02,7,3,0,18.51,7.98,86.16,0,28.25,45.58,82.38,11.01,24.82,0,2.13

74,18:15-18:30,0,87.42,12.48,0,20.6,6.8,274.04,9.49,220.98,1.14,1.11,1.11,8.48,1,2,1.69,8,4,47,52.67,0,0,15.66,15.67,16.23,0,52.67,0,41.02,3,2,0,18.51,7.98,86.16,0,28.25,45.58,82.38,11.01,24.82,0,2.13

75,18:30-18:45,0,87.42,12.48,0,20.6,6.8,274.04,11.31,220.98,0.57,0.56,0.56,3.85,0,0,0.77,6,1,62.5,55,0,0,20.84,20.83,16.34,0,55,0,41.02,1,1,0,18.51,7.98,86.16,0,28.25,45.58,82.38,11.01,24.82,0,2.13

76,18:45-19:00,0,87.42,12.48,0,20.6,6.8,274.04,17.66,220.98,0.21,0.2,0.2,0.18,0,0,0.03,4,0,63,56,0,0,21,21,16.94,0,56,0,41.02,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,11.01,24.82,0,2.13

77,19:00-19:15,0,87.42,12.48,0,20.6,6.71,274.04,28.01,220.98,0,0,0,0,0,0,0,2,0,55,56.33,0,0,18.34,18.33,16.82,0,56.33,0,35.21,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,11.11,24.82,0,2.13

78,19:15-19:30,0,87.42,12.48,0,20.6,6.71,274.04,30,220.98,0,0,0,0,0,0,0,0,0,55.5,57.67,0,0,18.5,18.5,15.95,0,57.67,0,35.01,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,11.11,24.82,0,2.13

79,19:30-19:45,0,87.42,12.48,0,20.6,6.71,274.04,30,220.98,0,0,0,0,0,0,0,0,0,56,55,0,0,18.66,18.67,15.68,0,55,0,35.01,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,11.11,24.82,0,2.13

80,19:45-20:00,0,87.42,12.48,0,20.6,6.71,274.04,30,220.98,0,0,0,0,0,0,0,0,0,56.5,55.33,0,0,18.84,18.83,15.56,0,55.33,0,34.81,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,11.11,24.82,0,2.13

81,20:00-20:15,0,87.42,12.48,0,20.6,6.52,274.04,30,220.98,0,0,0,0,0,0,0,0,0,56.5,55.67,0,0,18.84,18.83,16.07,0,55.67,0,41.02,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,10.91,24.82,0,2.13

82,20:15-20:30,0,87.42,12.48,0,20.6,6.52,274.04,30,220.98,0,0,0,0,0,0,0,0,0,57,56,0,0,19,19,16.4,0,56,0,41.02,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,10.91,24.82,0,2.13

83,20:30-20:45,0,87.42,12.48,0,20.6,6.52,274.04,30,220.98,0,0,0,0,0,0,0,0,0,45,50.67,0,0,15,15,15,0,50.67,0,41.02,0,0,0,18.51,7.98,86.16,0,28.25,45.58,82.38,10.91,24.82,0,2.13

