Block,Time,NR/16022024/16022024/DD20240216NR22816,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31032024/ ChanjuII,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/16022024/29022024/HP-45,NR/01022024/29022024/79,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/16022024/29022024/HP-38,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/16022024/29022024/HP-40,NR/01102023/31052040/LT-31,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/16022024/29022024/HP-36,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468
9,02:00-02:15,0.000000,23.100000,8.180000,110.700000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,1.030000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.690000,0.000000,4.810000,38.140000,26.75,0,26.75,0,0,0,0,0,0,0,0,0,14.66,18.05,0,0,0,22.5,0,22.5,67.5,0,0,0

10,02:15-02:30,0.000000,23.100000,8.180000,110.700000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,1.030000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.690000,0.000000,4.810000,38.140000,27.08,0,27.08,0,0,0,0,0,0,0,0,0,14,17.65,0,0,0,21.66,0,21.67,65,0,0,0

11,02:30-02:45,0.000000,23.100000,8.180000,110.700000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.390000,51.980000,128.010000,1.030000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,21.38,0,21.38,0,0,0,0,0,0,0,0,0,13.34,17.56,0,0,0,15,0,15,45,0,0,0

12,02:45-03:00,0.000000,23.100000,8.180000,110.700000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.390000,51.980000,128.010000,1.030000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,21.42,0,21.42,0,0,0,0,0,0,0,0,0,12.66,17.1,0,0,0,14.66,0,14.67,44,0,0,0

13,03:00-03:15,0.000000,23.100000,8.180000,110.700000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.990000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,21.08,0,21.08,0,0,0,0,0,0,0,0,0,9.34,16.73,0,0,0,13.34,0,13.33,40,0,0,0

14,03:15-03:30,0.000000,23.100000,8.180000,110.700000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.990000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,20.75,0,20.75,0,0,0,0,0,0,0,0,0,9,16.42,0,0,0,12.84,0,12.83,38.5,0,0,0

15,03:30-03:45,0.000000,23.100000,8.180000,110.700000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.990000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,20.88,0,20.88,0,0,0,0,0,0,0,0,0,8.66,19.74,0,0,0,11.07,0,11.08,33.24,0,0,0

16,03:45-04:00,0.000000,23.100000,8.180000,110.700000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.990000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,21.05,0,21.05,0,0,0,0,0,0,0,0,0,8.34,19.62,0,0,0,11.07,0,11.06,33.19,0,0,0

17,04:00-04:15,0.000000,23.100000,8.180000,110.700000,1.560000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.990000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,21.75,0,21.75,0,0,0,0,0,0,0,0,0,8,19.49,0,0,0,11.25,0,11.25,33.76,0,0,0

18,04:15-04:30,0.000000,23.100000,8.180000,110.700000,1.560000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.990000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,22.69,0,22.69,0,0,0,0,0,0,0,0,0,7.66,19.41,0,0,0,11.44,0,11.45,34.35,0,0,0

19,04:30-04:45,0.000000,23.100000,8.180000,110.700000,1.560000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.990000,148.890000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,24.08,0,24.08,0,0,0,0,0,0,0,0,0,7.34,19.3,0,0,0,15.5,0,15.5,46.5,0,0,0

20,04:45-05:00,0.000000,23.100000,8.180000,110.700000,1.560000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.990000,192.520000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,24.42,0,24.42,0,0,0,0,0,0,0,0,0,7.34,19.17,0,0,0,15.34,0,15.33,46,0,0,0

21,05:00-05:15,0.000000,23.100000,8.180000,178.080000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.950000,231.020000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,24.75,0,24.75,0,0,0,0,0,0,0,0,0,7.34,16.45,0,0,0,17,0,17,51,0,0,0

22,05:15-05:30,0.000000,23.100000,8.180000,204.740000,1.660000,0.000000,52.630000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.950000,270.730000,96.260000,0.000000,0.000000,6.740000,47.170000,24.090000,0.770000,0.000000,4.810000,38.140000,25.08,0,25.08,0,0,0,0,0,0,0,0,0,7.34,16.65,0,0,0,16.66,0,16.67,50,0,0,0

23,05:30-05:45,0.000000,23.100000,8.180000,226.130000,1.660000,0.000000,52.630000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.950000,270.730000,96.260000,0.000000,0.000000,6.740000,47.170000,24.090000,0.770000,0.000000,4.810000,38.140000,31.75,0,31.75,0,0,0,0,0,0,0,0,0,7.34,16.85,0,0,0,16.16,0,16.17,48.5,0,0,0

24,05:45-06:00,0.000000,24.060000,8.180000,199.480000,1.660000,0.000000,57.390000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,30.800000,0.000000,1.340000,51.980000,128.010000,0.950000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,38.140000,31.08,0,31.08,0,0,0,0,0,0,0,0,0,7.34,17.05,0.18,0,0,15.66,0,15.67,47,0,0,0

25,06:00-06:15,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,0.000000,6.740000,47.170000,30.800000,0.770000,0.000000,4.810000,0.000000,30.75,0,30.75,0,0,0,0,0,0,0,0,0,7.34,17.65,1.66,0,0,15.5,0,15.5,46.5,0,0,0

26,06:15-06:30,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,0.000000,6.740000,33.020000,30.800000,0.770000,0.000000,4.810000,0.000000,30.08,0,30.08,0.01,0,0,0,0,0,0,0,0,7.34,18.05,3.79,0,0,15.34,0,15.33,46,0,0,0

27,06:30-06:45,0.000000,23.100000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,0.000000,6.740000,47.170000,30.800000,0.770000,0.000000,4.810000,0.000000,29.75,0,29.75,0.02,0,0,0,0,0,0,0,0.53,7.34,18.45,6.53,0,0,14.5,0,14.5,43.5,0,0,0

28,06:45-07:00,0.000000,23.100000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,0.000000,6.740000,57.740000,9.580000,0.770000,0.000000,4.810000,0.000000,29.42,2.42,29.42,0.03,0,2.42,0,0,0.204582,0,0,2.1,7.34,18.65,9.75,0,0,13.66,0,13.67,41,0,0,0

29,07:00-07:15,72.200000,22.140000,8.180000,260.480000,1.560000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,0.000000,6.740000,57.740000,9.580000,0.770000,0.000000,4.810000,0.000000,29.08,6.89,29.08,2.18,1,6.89,0,0,3.487636,0,0,7.46,7.34,19.66,0,0,0.44,11.34,0,11.33,34,0,0,0

30,07:15-07:30,72.200000,21.180000,8.180000,260.480000,1.560000,0.040000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.040000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,0.040000,6.740000,57.740000,0.000000,0.770000,0.000000,4.810000,0.000000,28.42,15.48,28.42,4.4,4,15.48,0.5,1,10.238842,0,0,13.97,7.34,22.19,0,1,0.88,10,0,10,30,0,0,0

31,07:30-07:45,72.200000,21.180000,8.180000,260.480000,1.560000,0.320000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.320000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,0.320000,6.740000,57.740000,30.800000,0.770000,0.000000,4.810000,0.000000,16.67,31.46,16.67,8.56,11,31.45,1,3,17.623278,0,1,21.42,7.34,24.03,0.33,4,1.71,9.66,0,9.67,29,0,0,0

32,07:45:08:00,72.200000,21.180000,8.180000,260.480000,1.560000,1.260000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,1.230000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,1.230000,6.740000,57.740000,30.800000,0.770000,0.000000,4.810000,0.000000,16.67,30.34,16.67,27.71,18,30.34,4,8,25.845526,0,4,29.82,7.34,25.53,5,7,5.54,9.16,0,9.17,27.5,0,0,0

33,08:00-08:15,72.200000,21.180000,8.180000,260.480000,1.660000,3.010000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,2.930000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,2.930000,6.740000,57.740000,30.800000,0.770000,0.000000,4.810000,0.000000,16.67,30.33,16.67,38.52,25,30.34,8.1,17,36.201272,0,8,30.33,7.34,23.05,10.24,10,7.7,8,0,8,24,0,0,0

34,08:15-08:30,72.200000,21.180000,8.180000,260.480000,1.660000,4.260000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,4.150000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,4.150000,6.740000,57.740000,30.800000,0.770000,0.000000,4.810000,0.000000,16.67,30.33,16.67,61.28,46,30.34,13.44,27,48.437224,0,13,30.33,7.34,22.66,19.82,19,12.26,7.84,0,7.83,23.5,0,0,0

35,08:30-08:45,72.200000,21.180000,8.180000,260.480000,1.660000,5.800000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,5.650000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,5.650000,6.740000,57.740000,30.800000,0.770000,0.000000,4.810000,0.000000,16.67,32,16.67,85.21,67,32,17.81,39,61.774022,0,19,32,7.34,21.86,29.19,28,17.04,7.66,0,7.67,23,0,0,0

36,08:45:09:00,72.200000,21.180000,8.180000,260.480000,1.660000,7.430000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,7.250000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,7.250000,6.740000,57.740000,30.800000,0.770000,0.000000,4.810000,0.000000,16.67,32,16.67,109.74,88,32,23.61,48,75.11082,0,24,32,7.34,21.66,38.43,37,21.95,7.5,0,7.5,22.5,0,0,0

37,09:00:09:15,72.200000,21.180000,8.180000,260.480000,1.560000,8.920000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,8.700000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,8.700000,6.740000,57.740000,30.800000,0.690000,0.000000,4.810000,0.000000,16.67,32,16.67,133.47,105,32,27.31,57,78.725102,0,28,32,7.34,24.38,47.02,45,26.69,7.5,0,7.5,22.5,0,0,0

38,09:15-09:30,72.200000,21.180000,8.180000,260.480000,1.560000,10.260000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,10.010000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,10.010000,6.740000,57.740000,30.800000,0.690000,0.000000,4.810000,0.000000,16.67,32,16.67,155.61,123,32,30.64,64,90.678536,0,32,32,7.34,24.26,54.75,52,31.12,7.5,0,7.5,22.5,0,0,0

39,09:30-09:45,72.200000,21.180000,8.180000,260.480000,1.560000,10.490000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,10.240000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,10.240000,6.740000,57.740000,30.800000,0.690000,0.000000,4.810000,0.000000,16.67,32,16.67,177.6,137,32,33.78,69,102.252032,0,35,32,7.34,24.26,61.96,58,35.52,7.5,0,7.5,22.5,0,0,0

40,09:45-10:00,72.200000,20.210000,8.180000,260.480000,1.560000,11.600000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,11.330000,1.340000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,11.330000,6.740000,57.740000,30.800000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,197.64,151,32.5,36.44,76,112.490874,0,38,32.5,7.34,23.92,68.64,64,39.53,7.5,0,7.5,22.5,0,28.88,24.07

41,10:00-10:15,0.000000,0.000000,8.180000,260.480000,1.560000,12.550000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,12.240000,1.390000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,12.240000,6.740000,57.740000,30.800000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,214.76,161,32.5,38.94,80,121.53145,0,40,32.5,7.34,21.01,74.72,69,42.95,7.5,0,7.5,22.5,0,28.88,24.07

42,10:15-10:30,0.000000,0.000000,8.180000,260.480000,1.560000,13.370000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,13.050000,1.390000,99.740000,0.000000,0.950000,270.730000,96.260000,39.070000,13.050000,6.740000,57.740000,30.800000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,230.28,172,32.5,41.11,87,129.61731,0,43,32.5,7.34,20.8,80.23,73,46.06,7.5,0,7.5,22.5,0,28.88,24.07

43,10:30-10:45,0.000000,0.000000,8.180000,260.480000,1.560000,14.170000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,13.830000,1.390000,99.740000,0.000000,0.990000,270.730000,96.260000,39.070000,13.830000,6.740000,57.740000,9.580000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,233.33,186,32.5,43.08,90,141.824036,0,45,32.5,7.34,20.6,84.92,79,46.67,7.5,24.07,7.5,22.5,0,0,0

44,10:45-11:00,0.000000,0.000000,8.180000,260.480000,1.560000,14.850000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,48.130000,30.800000,14.490000,1.390000,99.740000,0.000000,0.990000,270.730000,96.260000,39.070000,14.490000,6.740000,57.740000,9.580000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,233.33,193,32.5,44.86,92,146.285872,0,46,32.5,7.34,20,88.68,82,46.67,7.5,24.07,7.5,22.5,0,0,0

45,11:00-11:15,0.000000,0.000000,8.180000,260.480000,1.560000,15.430000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,15.050000,1.390000,99.740000,0.000000,0.990000,270.730000,96.260000,39.070000,15.050000,6.740000,57.740000,24.090000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,233.33,196,32.5,46.27,93,150.0268,0,47,32.5,7.34,19.6,91.38,84,46.67,7.5,24.07,7.5,22.5,0,0,0

46,11:15-11:30,0.000000,0.000000,8.180000,260.480000,1.560000,16.100000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,15.710000,1.390000,99.740000,0.000000,0.990000,270.730000,96.260000,39.070000,15.710000,6.740000,57.740000,24.090000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,233.33,203,32.5,47.45,97,153.397532,0,48,32.5,7.34,18.8,92.29,87,46.67,7.5,24.07,7.5,22.5,0,0,0

47,11:30-11:45,0.000000,0.000000,8.180000,260.480000,1.560000,16.450000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.050000,1.390000,86.630000,0.000000,0.990000,270.730000,96.260000,39.070000,16.050000,6.740000,57.740000,24.090000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,233.33,207,32.5,48,97,156.368842,0,48,32.5,7.34,18.4,92.33,88,46.67,7.5,24.07,7.5,22.5,0,0,0

48,11:45-12:00,0.000000,0.000000,8.180000,260.480000,1.560000,16.720000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.310000,1.390000,81.820000,0.000000,0.990000,270.730000,96.260000,39.070000,16.310000,6.740000,57.740000,24.090000,0.690000,0.000000,4.810000,0.000000,16.67,32.5,16.67,233.33,210,32.5,48,97,158.59976,0,48,32.5,7.34,18.2,92.32,90,46.67,7.5,24.07,7.5,22.5,0,0,0

49,12:00-12:15,0.000000,0.000000,8.180000,260.480000,1.560000,16.930000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.520000,1.390000,71.230000,0.000000,0.990000,270.730000,96.260000,39.070000,16.520000,6.740000,57.740000,24.090000,0.690000,0.000000,4.810000,0.000000,14.55,32.5,14.55,233.33,210,32.5,48,97,156.99233,0,48,32.5,7.34,18.4,92.31,90,46.67,7.5,24.07,7.5,22.5,0,0,0

50,12:15-12:30,0.000000,0.000000,8.180000,260.480000,1.560000,17.080000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.660000,1.390000,51.980000,0.000000,0.990000,270.730000,96.260000,39.070000,16.660000,6.740000,57.740000,24.090000,0.690000,0.000000,4.810000,0.000000,14.3,32.5,14.3,233.33,210,32.5,48,97,157.713238,0,48,32.5,7.34,18,92.3,90,46.67,7.5,24.07,7.5,22.5,0,0,0

