Block,Time Block,KGSU1AND2,KGSU3AND4,JHAJJAR,ANTA_LF,URI,ANTA_GF,UNCHAHAR4,VALLURNTECL,URI2,ANTA_CRF,UNCHAHAR3,CHAMERA3,CHAMERA2,DADRT2,SINGRAULI_HYDRO,UNCHAHAR1,TALST2,SINGRAULI,TANAKPUR,TEHRIPSP,TALA,UNCHAHAR2,TEHRI,TelanganaSTPP,TANDA2,SIMHST1,RAPPD,RSTPSU1TO6,RAMPUR,RSTPSU7,SIMHST2,SALAL,SEWA2,RAPPC,RIHAND3,NTPL,PARBATI3,PARBATI2,RIHAND2,RAPPB,RIHAND1,SASAN,NLCEXP,NJPC,NLCIIST1,NAPP,BSIUL,BRBCL,CHAMERA1,MAPS,KUDGI,NNTPP,NLCIIST2,NLCTS2EXP,FSTPP I & II,KHSTPP-I,DHAULIGNGA,DULHASTI,KISHANGANGA,KHSTPP-II,KKNP,KKNPPU2,KOTESHWR,KOLDAM,DADRI_RF,DADRI_LF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0,0,281.93,0,50.26,0,1.46,0,26.93,0,22.42,32.58,45.23,563.55,0,20.38,0,108.27,12.53,0,15.75,41.86,72.52,0,5.33,0,23,0,5.44,0,0,81.42,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,12.73,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,281.93,0,36.02,0,1.46,0,26.93,0,25.91,32.58,45.23,518.44,0,20.38,0,108.27,12.53,0,15.75,41.86,72.52,0,5.33,0,23,0,5.44,0,0,81.42,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,14.22,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,240.54,0,36.02,0,1.46,0,35.92,0,25.91,32.58,45.23,402.51,0,20.38,0,108.27,11.43,0,15.75,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,14.36,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,240.54,0,36.02,0,1.46,0,35.92,0,25.91,32.58,45.23,402.51,0,20.38,0,108.27,11.43,0,15.75,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,16.67,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,240.54,0,27.56,0,1.46,0,26.93,0,25.91,32.58,45.23,444.53,0,20.38,0,108.27,11.43,0,19.59,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,14.52,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,240.54,0,27.56,0,1.46,0,26.93,0,25.91,32.58,45.23,448.37,0,20.38,0,108.27,11.43,0,19.51,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,14.51,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,240.54,0,27.56,0,1.46,0,22.44,0,25.91,32.58,45.23,441.65,0,20.38,0,108.27,11.43,0,19.42,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,16.07,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,240.54,0,27.56,0,1.46,0,22.44,0,25.91,32.58,45.23,422.46,0,20.38,0,108.27,11.43,0,19.42,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,19.12,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,240.54,0,27.56,0,1.46,0,22.44,0,25.91,32.58,45.23,395.58,0,20.38,0,108.27,11.43,0,19.51,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,18.84,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,240.54,0,27.56,0,1.46,0,22.44,0,25.91,32.58,45.23,371.59,0,20.38,0,108.27,11.43,0,19.51,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,18.53,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,240.54,0,27.56,0,1.46,0,23.94,0,25.91,32.58,45.23,304.4,0,20.38,0,108.27,11.43,0,18.89,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,22.33,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,29.21,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,240.54,0,27.56,0,1.46,0,23.94,0,25.91,32.58,45.23,280.41,0,17.61,0,108.27,11.43,0,18.83,39.28,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,22.8,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,29.21,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,281.93,0,27.56,0,1.46,0,23.94,0,25.91,32.58,45.23,326,0,20.38,0,108.27,11.43,0,18.6,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,23.99,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,19.47,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,339.52,0,27.56,0,1.46,0,23.94,0,25.91,32.58,45.23,441.17,0,20.38,0,108.27,11.43,0,18.32,41.86,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,12.15,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,18.5,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,19.47,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,397.11,0,27.56,0,1.46,0,23.94,0,25.91,32.58,45.23,500.2,0,20.38,0,108.27,11.43,0,18.01,41.13,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,19.49,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,19.47,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,447.98,0,50.26,0,1.46,0,23.94,0,25.91,32.58,45.23,527.33,0,20.38,0,108.27,11.43,0,18.01,41.13,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,23.62,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,19.47,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,397.11,0,50.26,0,1.46,0,26.93,0,25.91,32.58,45.23,511.98,0,20.38,0,108.27,11.43,0,18.32,41.13,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,22.22,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,339.52,0,50.26,0,1.46,0,26.93,0,25.91,32.58,45.23,460.85,0,20.38,0,108.27,11.43,0,18.51,41.13,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,18.93,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,281.93,0,36.02,0,1.46,0,26.93,0,23.48,32.58,45.23,347.62,0,18.61,0,108.27,11.43,0,18.66,37.18,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,21.13,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,281.93,0,36.02,0,1.46,0,26.93,0,25.91,32.58,45.23,266.01,0,20.38,0,108.27,11.43,0,18.69,41.13,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,20.7,40.46,0,0,0,0,0,18.68,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,240.54,0,25.43,0,1.46,0,23.94,0,20.69,32.58,45.23,170.99,0,15.52,0,108.27,0,0,18.77,32.78,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,17.1,40.46,0,0,0,0,0,13.49,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,0,240.54,0,25.43,0,1.46,0,23.94,0,19.58,32.58,45.23,100.92,0,15.26,0,108.27,0,0,18.77,31.42,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,19.73,40.46,0,0,0,0,0,13.49,37.66,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,0,237.07,0,50.26,0,1.46,0,23.94,0,15.44,32.58,45.23,5.92,0,12.86,0,108.27,0,0,18.8,28.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,18.21,40.46,0,0,0,0,0,13.49,39.65,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,237.07,0,50.26,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,18.8,28.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,18.02,40.46,0,0,0,0,0,13.49,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,237.07,0,50.26,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,18.72,28.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,17.96,40.46,0,0,0,0,0,13.49,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,237.07,0,38.15,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,18.9,28.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,19.18,40.46,0,0,0,0,0,13.78,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,237.07,0,42.38,0,1.46,0,35.92,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,19.04,28.79,54.39,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,15.69,40.46,0,0,0,0,0,13.78,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,237.07,0,42.38,0,1.46,0,35.92,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,19.39,28.79,36.26,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,19.28,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,237.07,0,38.15,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,20,28.79,18.13,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,19.34,40.46,0,0,0,0,0,13.78,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,237.07,0,38.15,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,20,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,94.37,401.94,0,168.72,0,23.26,18.77,22.94,40.46,0,0,0,0,0,13.78,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,237.07,0,42.38,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,22.63,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,73.86,401.94,0,168.72,0,23.26,18.77,19.81,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,237.07,0,42.38,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,22.63,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,63.6,401.94,0,168.72,0,23.26,18.77,17.58,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,237.07,0,32.85,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,20.4,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,63.6,401.94,0,168.72,0,23.26,18.77,17.72,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,237.07,0,32.85,0,1.46,0,23.94,0,15.44,32.58,45.23,4.94,0,12.86,0,108.27,0,0,20.4,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,63.6,401.94,0,168.72,0,23.26,18.77,15.77,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,237.07,0,32.85,0,0.59,0,23.94,0,15.44,32.58,45.23,4.94,0,12.51,0,108.27,0,0,22.29,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,63.6,401.94,0,168.72,0,23.26,18.77,15.43,40.46,0,0,0,0,0,11.69,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,237.07,0,32.85,0,0.59,0,23.94,0,15.44,32.58,45.23,4.94,0,12.51,0,108.27,0,0,22.8,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,63.6,401.94,0,168.72,0,23.26,18.77,13.83,40.46,0,0,0,0,0,11.69,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,238.71,0,32.85,0,2.22,0,23.94,0,15.44,32.58,45.23,8.12,0,12.19,0,108.27,0,0,22.63,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,63.6,401.94,0,168.72,0,23.26,18.77,15.63,40.46,0,0,0,0,0,11.69,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,238.71,0,32.85,0,2.22,0,23.94,0,15.44,32.58,45.23,8.12,0,12.19,0,108.27,0,0,22.63,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,63.6,401.94,0,168.72,0,23.26,18.77,17.23,40.46,0,0,0,0,0,11.69,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,238.71,0,32.85,0,3.09,0,23.94,0,15.44,32.58,45.23,8.12,0,12.86,0,108.27,0,0,22.4,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,20.52,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,238.71,0,32.85,0,3.09,0,23.94,0,15.44,32.58,45.23,8.12,0,12.86,0,108.27,0,0,22.4,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,20.3,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,238.71,0,42.38,0,3.09,0,23.94,0,15.44,32.58,45.23,8.12,0,12.86,0,108.27,0,0,22.34,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,18.53,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,238.71,0,42.38,0,3.09,0,23.94,0,15.44,32.58,45.23,8.12,0,12.86,0,108.27,0,0,22.34,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,19.5,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,2.23,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,238.71,0,42.38,0,3.09,0,23.94,0,15.44,32.58,45.23,8.12,0,12.86,0,108.27,0,0,22.34,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,18.61,40.46,0,0,0,0,0,15.31,43.7,40.75,51.71,4.45,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

