Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNARE/NR/2024/12/20/3668,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/3925,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3733,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/5531,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/3514,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3945,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/8738,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459
7,01:30-01:45,0,0,0,0,49.67,0,49.67,12.67,20,0,0,37.02,0,0,0,0,0,0,1.74,48.04,0,0,1.22,1.57,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,60,0,0,0,0,20,0,14.41,24.98,0,48.04,74.71,24.98,24.98

8,01:45-02:00,0,0,0,0,45.67,0,45.67,11.67,19.5,0,0,37.02,0,0,0,0,0,0,1.74,48.04,0,0,1.22,1.57,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,58.5,0,0,0,0,19.5,0,14.41,24.98,0,48.04,74.71,24.98,24.98

9,02:00-02:15,0,0,0,0,43.33,0,43.33,10.67,19,0,0,38.01,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,57,0,0,0,0,19,0,14.41,24.98,0,48.04,74.71,24.98,24.98

10,02:15-02:30,0,0,0,0,40,0,40,10,18.83,0,0,38.01,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,56.51,0,0,0,0,18.83,0,14.41,24.98,0,48.04,74.71,24.98,24.98

11,02:30-02:45,0,0,0,0,38.33,0,38.33,9.67,18.33,0,0,38.01,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,55.01,0,0,0,0,18.33,0,14.41,24.98,0,48.04,74.71,24.98,24.98

12,02:45-03:00,0,0,0,0,37.33,0,37.33,9.33,17.83,0,0,38.01,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.57,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,53.51,0,0,0,0,17.83,0,14.41,24.98,0,48.04,74.71,24.98,24.98

13,03:00-03:15,0,0,0,0,36.67,0,36.67,9,17.5,0,0,38.01,0,0,0,0,0,0,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,52.5,0,0,0,0,17.5,0,8.65,24.98,0,48.04,74.71,24.98,24.98

14,03:15-03:30,0,0,0,0,36,0,36,8.67,17,0,0,38.01,0,0,0,0,0,0,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,51,0,0,0,0,17,0,8.65,24.98,0,48.04,74.71,24.98,24.98

15,03:30-03:45,0,0,0,0,34,0,34,11.67,20,0,0,39.22,0,0,0,0,0,0,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,60,0,0,0,0,20,0,8.65,24.98,0,48.04,74.71,24.98,24.98

16,03:45-04:00,0,0,0,0,30.67,0,30.67,11.33,19.67,0,0,39.22,0,0,0,0,0,0,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,58.99,0,0,0,0,19.67,0,8.65,24.98,0,48.04,74.71,24.98,24.98

17,04:00-04:15,0,0,0,0,35,0,35,11,19.17,0,0,36.01,0,0,0,0,0,0,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,57.49,0,0,0,0,19.17,0,8.65,24.98,0,48.04,74.71,24.98,24.98

18,04:15-04:30,0,0,0,0,30.67,0,30.66,10.67,18.83,0,0,36.01,0,0,0,0,0,0,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,56.51,0,0,0,0,18.83,0,8.65,24.98,0,48.04,74.71,24.98,24.98

19,04:30-04:45,0,0,0,0,30,0,30,7.67,19.16,0,0,36.01,0,0,0,0,0,0,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,57.5,0,0,0,0,19.17,0,8.65,24.98,0,48.04,74.71,24.98,24.98

20,04:45-05:00,0,0,0,0,29.33,0,29.34,7.67,18.66,0,0,36.01,0,0,0,0,0,0,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,64.37,59.41,70.07,0,56,0,0,0,0,18.67,0,8.65,24.98,0,48.04,74.71,24.98,24.98

21,05:00-05:15,0,0,0,0,28.33,0,28.34,7.67,18.34,0,0,36.01,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,86.47,19.22,64.37,59.41,70.07,0,55,0,0,0,0,18.33,0,8.65,24.98,0,48.04,74.71,24.98,24.98

22,05:15-05:30,0,0,0,0,27.33,0,27.34,7.67,18,0,0,36.01,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,86.47,19.22,64.37,59.41,70.07,0,54,0,0,0,0,18,0,8.65,24.98,0,48.04,74.71,24.98,24.98

23,05:30-05:45,0,0,0,0,36.67,0,36.66,7.33,17.5,0,0,39.02,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,80.71,19.22,82.11,60.44,70.07,0,52.5,0,0,0,0,17.5,0,8.65,24.98,0,48.04,74.71,24.98,24.98

24,05:45-06:00,0,0,0,0,36.33,0,36.34,7.33,17,0,0,38.82,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,91.28,19.22,82.11,60.44,70.07,0,51,0,0,0,0,17,0,8.65,24.98,0,48.04,74.71,24.98,24.98

25,06:00-06:15,0,0,0,0,26.67,0,26.66,7,16.66,0,0.6,35.01,0,0,0,0,0,0,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,81.67,19.22,130.43,86.66,65.93,0,50,0,0,0,0,16.67,0,8.65,24.98,0,48.04,96.08,24.98,24.98

26,06:15-06:30,0,0,0,0,26.67,0,26.66,6.67,16.34,0,1.13,35.01,0,0,0,0.07,0,0,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,52.84,19.22,130.43,86.66,65.93,0,49,0,0,0,0,16.33,0,8.65,24.98,0,48.04,115.3,24.98,24.98

27,06:30-06:45,0,0,0,0,26.67,0,26.66,6.67,15.84,0.15,2.55,34.01,0,0,0,0.15,0,0.04,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0.04,47.5,0,0,0,0,15.83,0,8.65,36.51,0.04,48.04,134.03,24.98,24.98

28,06:45-07:00,0,0,0,0,26.33,1,26.34,6.67,15,3.21,5.18,34.01,0,0,0,0.23,0,0.1,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0.1,45,0,0,0,0,15,0,8.65,36.51,0.1,48.04,134.03,24.98,24.98

29,07:00-07:15,0,0,0,1,26.33,3,26.34,6.67,14.66,11.85,12.49,32.01,0.16,0,0,0.79,0,0.23,1.65,48.04,0,50,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0.24,44,0,0,2,0,14.67,0,8.65,36.51,0.23,48.04,134.03,24.98,24.98

30,07:15-07:30,1,0,0,2,26.33,7,26.34,6.67,14.16,21.89,21.56,31.61,0.73,0,0,1.74,0,0.52,1.65,48.04,0,50,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,65.93,0.53,42.5,0,0,3,1,14.17,0,8.65,36.51,0.52,48.04,134.03,24.98,24.98

31,07:30-07:45,2,1,0.33,3,26,12,26,6.67,13.66,31.86,31.86,31.61,2.2,0,0,3.07,0,0.95,1.65,48.04,0,50,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,84.77,0.97,41,1.63,1,5,4,13.67,0,8.65,43.24,0.95,48.04,134.03,36.51,36.51

32,07:45-08:00,2,2,1.31,5,26,20,26,6.67,13.34,29.25,29.25,31.21,4.52,0,0,4.7,0,1.43,1.65,48.04,0,50,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,65.93,1.46,40,6.52,3,7,7,13.33,0,8.65,43.24,1.43,48.04,134.03,36.51,36.51

33,08:00-08:15,3,4,2.94,7,25.67,28,25.66,6.67,12.5,30.35,30.35,37.62,7.51,0,0,6.85,0,2.05,1.74,48.04,0,50,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,65.93,2.11,37.5,14.68,4,10,11,12.5,0,8.65,43.24,2.05,48.04,134.03,36.51,36.51

34,08:15-08:30,5,5,6.67,9,25.33,29.9,25.34,6.67,12,29.9,29.9,36.42,10.68,0,0,8.51,0,2.6,1.74,48.04,0,50,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,65.93,2.66,36,33.34,6,12,14,12,0,8.65,43.24,2.6,48.04,134.03,36.51,36.51

35,08:30-08:45,5,7,12.26,11,16.67,30.4,16.66,5.33,11.67,30.4,30.4,35.81,13.93,0,0,18.56,0,3.08,1.74,48.04,0,50,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,114.91,3.15,34.99,61.3,7,15,18,11.67,0,14.41,43.24,3.08,48.04,134.03,36.51,36.51

36,08:45-09:00,6,12,16.86,12,16,30.8,16,5.33,11.33,30.8,30.8,35.61,17.06,0,0,22.42,0,3.79,1.74,48.04,0,50,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,114.91,3.89,34.01,84.3,9,20,21,11.33,0,14.41,43.24,3.79,48.04,134.03,36.51,36.51

37,09:00-09:15,6,18,22.08,12,15,30.8,15,5.33,10.83,30.8,30.8,32.81,25.63,0,0,27.45,0,4.73,1.65,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,114.91,4.85,32.51,110.41,10,37,25,10.83,0,14.41,43.24,4.73,48.04,134.03,36.51,36.51

38,09:15-09:30,7,22,26.08,13,14,30.8,14,5.33,10.33,30.8,30.8,32.41,31.58,0,0,32.56,0,5.44,1.65,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,114.91,5.58,31.01,130.39,12,45,28,10.33,0,14.41,43.24,5.44,48.04,134.03,36.51,36.51

39,09:30-09:45,12,32,30.07,23,14,30.8,14,5.33,10,30.8,30.8,32.21,48.74,0,0,38.67,0,7.35,1.65,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,114.91,7.53,30,150.37,19,59,46,10,0,14.41,43.24,7.35,48.04,134.03,36.51,36.51

40,09:45-10:00,13,35,34.07,27,14,30.8,14,5.33,9.17,30.8,30.8,32.21,63.36,0,0,44.24,0,9.64,1.65,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,114.91,9.87,27.49,170.35,22,70,53,9.17,0,14.41,43.24,9.64,48.04,134.03,36.51,36.51

41,10:00-10:15,15,35,37.24,30,14,30.8,14,5.33,8.33,30.8,30.8,34.61,77.98,0,0,49.22,0,10.7,1.74,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,84.77,10.96,25.01,186.22,27,68,63,8.33,0,14.41,43.24,10.7,48.04,134.03,36.51,36.51

42,10:15-10:30,17,37,40.42,33,14,30.8,14,5.33,7.5,30.8,30.8,34.41,113.21,0,0,53.55,0,11.4,1.74,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,84.77,11.69,22.5,202.09,31,71,74,7.5,0,14.41,43.24,11.4,48.04,134.03,36.51,36.51

43,10:30-10:45,17,41,43.46,33,14,30.8,14,5.33,6.67,30.8,30.8,37.62,122.83,0,0,63.85,0,12.21,1.74,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,76.29,12.52,19.99,217.32,30,83,70,6.67,0,14.41,43.24,12.21,48.04,134.03,36.51,36.51

44,10:45-11:00,20,43,45.38,40,14,30.8,14,5.33,6.67,30.8,30.8,37.42,130.1,0,0,70.67,0,12.46,1.74,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,67.81,12.78,19.99,226.9,34,88,81,6.67,0,14.41,43.24,12.46,48.04,134.03,36.51,36.51

45,11:00-11:15,23,44,46.18,47,14,30.8,14,5.33,6.67,30.8,30.8,37.42,135.38,0,0,77.77,0,12.61,1.65,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,59.34,12.92,19.99,230.91,42,91,98,6.67,0,8.65,43.24,12.61,48.04,134.03,36.51,36.51

46,11:15-11:30,27,45,46.67,53,14,30.8,14,5.33,6.67,30.8,30.8,37.42,139.12,0,0,80.92,0,16.7,1.65,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,50.86,17.12,19.99,233.33,48,92,112,6.67,0,8.65,43.24,14.53,48.04,134.03,36.51,36.51

47,11:30-11:45,28,46,46.67,57,14,30.8,14,5.33,6.67,30.8,30.8,37.42,142.15,0,0,84.06,0,16.7,1.65,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,70.07,17.12,19.99,233.33,57,92,133,6.67,0,8.65,43.24,14.53,48.04,134.03,36.51,36.51

48,11:45-12:00,33,46,46.67,67,14,30.8,14,5.33,6.67,30.8,30.8,37.42,144.39,0,0,84.99,0,16.7,1.65,48.04,0,0,1.14,1.48,20.18,0,26.9,28.82,100.1,19.22,130.43,86.66,70.07,17.12,19.99,233.33,61,92,144,6.67,0,8.65,43.24,14.53,48.04,134.03,36.51,36.51

49,12:00-12:15,37,46,46.67,73,14,30.8,14,5.33,6.67,30.8,30.8,41.02,145.37,0,0,84.99,0,16.7,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,17.12,19.99,233.33,70,93,165,6.67,0,8.65,43.24,14.53,48.04,134.03,36.51,36.51

50,12:15-12:30,42,46,46.67,83,14,30.8,14,5.33,6.67,30.8,30.8,41.02,146.07,0,0,84.99,0,16.7,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,17.12,19.99,233.33,75,93,175,6.67,0,8.65,43.24,14.53,48.04,134.03,36.51,36.51

51,12:30-12:45,45,46,46.67,90,14,30.8,14,5.33,6.67,30.8,30.8,41.02,145.93,0,0,84.99,0,16.7,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,130.43,74.49,70.07,17.12,19.99,233.33,78,93,182,6.67,0,8.65,43.24,14.53,48.04,134.03,36.51,36.51

52,12:45-13:00,45,46,46.67,90,14,30.8,14,5.33,6.67,30.8,30.8,41.02,145.01,0,0,84.99,0,16.7,1.65,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,17.12,19.99,233.33,78,93,182,6.67,0,8.65,43.24,14.53,48.04,115.3,36.51,36.51

53,13:00-13:15,45,46,46.67,90,14,30.8,14,5.33,6.67,30.8,30.8,41.02,143.16,0,0,84.99,0,16.7,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,17.12,19.99,233.33,81,92,189,6.67,0,8.65,34.59,14.53,48.04,96.08,34.59,34.59

54,13:15-13:30,45,45,46.67,90,14,30.8,14,5.33,6.67,30.8,30.8,41.02,140.48,0,0,84.99,0,16.7,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,17.12,19.99,233.33,81,92,189,6.67,0,8.65,34.59,14.53,48.04,74.71,34.59,34.59

55,13:30-13:45,45,44,46.67,90,14,30.8,14,5.33,6.67,30.8,30.8,41.02,137,0,0,84.61,0,16.7,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,17.12,19.99,233.33,81,92,189,6.67,0,8.65,34.59,14.53,48.04,96.08,34.59,34.59

56,13:45-14:00,45,43,46.67,90,14,30.8,14,5.33,6.67,30.8,30.8,41.02,132.63,0,0,83.22,0,16.7,1.74,48.04,0,0,1.14,1.53,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,17.12,19.99,233.33,81,92,189,6.67,0,8.65,34.59,14.53,48.04,96.08,34.59,34.59

57,14:00-14:15,42,42,46.67,83,14,30.8,14,5.33,6.67,30.8,30.8,41.02,127.14,0,0,79.51,0,16.7,1.74,48.04,0,0,1.14,1.57,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,17.12,19.99,233.33,78,91,182,6.67,0,8.65,34.59,14.53,48.04,96.08,34.59,34.59

58,14:15-14:30,39,40,45.95,78,14,30.8,14,5.33,6.67,30.8,30.8,41.02,120.7,0,0,75.53,0,16.52,1.74,48.04,0,0,1.14,1.57,20.18,0,26.9,28.82,100.1,19.22,112.2,74.49,70.07,16.93,19.99,229.75,75,91,175,6.67,0,8.65,34.59,14.36,48.04,115.3,34.59,34.59

59,14:30-14:45,37,38,43.34,75,14,30.8,14,5.33,6.67,30.8,30.8,41.02,113.41,0,0,71.26,0,15.33,1.74,48.04,0,0,1.14,1.57,20.18,0,26.9,28.82,100.1,19.22,130.43,74.49,70.07,15.72,19.99,216.7,69,87,161,6.67,0,8.65,34.59,13.33,48.04,134.03,34.59,34.59

60,14:45-15:00,35,36,40.73,69,14,30.8,14,5.67,6.67,30.8,30.8,41.02,105.33,0,0,67.29,0,14.12,1.74,48.04,0,0,1.14,1.57,20.18,0,26.9,28.82,100.1,19.22,130.43,74.49,70.07,14.48,19.99,203.65,64,82,151,6.67,0,8.65,34.59,12.28,48.04,134.03,34.59,34.59

61,15:00-15:15,31,34,37.07,63,14,31.3,14,5.33,6.67,31.3,31.3,41.02,96.44,0,0,61.45,0,12.91,1.74,48.04,0,0,1.22,1.57,20.18,23.72,26.9,28.82,100.1,19.22,112.2,74.49,70.07,13.24,19.99,185.37,60,78,140,6.67,0,8.65,34.59,11.23,48.04,115.3,34.59,34.59

62,15:15-15:30,29,31,33.42,59,14,31.3,14,5.33,6.67,31.3,31.3,41.02,86.51,0,0,55.51,0,11.44,1.74,48.04,0,0,1.22,1.57,20.18,24.22,26.9,28.82,100.1,19.22,112.2,74.49,70.07,11.73,19.99,167.08,54,70,126,6.67,0,8.65,34.59,9.95,48.04,115.3,34.59,34.59

63,15:30-15:45,25,28,29.76,51,14,25,14,5.33,6.67,32.91,32.91,41.02,75.62,0,0,49.6,0,10.12,1.74,48.04,0,0,1.22,1.57,20.18,25.23,26.9,28.82,100.1,19.22,130.43,74.49,70.07,10.38,19.99,148.8,48,60,112,6.67,0,8.65,34.59,8.81,48.04,134.03,34.59,34.59

64,15:45-16:00,22,25,26.11,43,14,18,14,5.33,6.67,32.95,32.95,40.82,64.05,0,0,43.64,0,8.81,1.74,48.04,0,0,1.22,1.57,20.18,25.23,26.9,28.82,100.1,19.22,130.43,74.49,70.07,9.02,19.99,130.52,42,53,98,6.67,0,8.65,34.59,7.66,48.04,134.03,34.59,34.59

65,16:00-16:15,18,20,21.92,37,14,10,14,5.33,6.67,33,33,38.02,51.83,0,0,37.07,0,7.4,1.74,48.04,0,0,1.22,1.61,20.18,25.23,26.9,28.82,100.1,19.22,130.43,74.49,70.07,7.59,19.99,109.59,36,49,84,6.67,0,8.65,34.59,6.44,48.04,134.03,34.59,34.59

66,16:15-16:30,13,15,17.73,27,14,5,14,5.33,6.67,33,22.11,38.02,39.15,0,0,30.45,0,5.96,1.74,48.04,0,0,1.22,1.61,20.18,25.23,26.9,28.82,100.1,19.22,130.43,74.49,70.07,6.12,19.99,88.67,28,39,67,6.67,0,8.65,34.59,5.19,48.04,134.03,34.59,34.59

67,16:30-16:45,10,9,13.55,19,14,1,14,5.33,6.67,20.65,12.65,38.02,26.97,0,0,23.86,0,4.53,1.74,48.04,0,0,1.22,1.61,20.18,25.23,26.9,28.82,100.1,19.22,130.43,74.49,65.93,4.64,19.99,67.72,21,32,49,6.67,0,14.41,43.24,3.93,48.04,134.03,36.51,36.51

68,16:45-17:00,6,5,9.36,13,14,0,14,5.33,6.67,8.39,5.28,38.02,17.14,0,0,17.24,0,3.09,1.74,48.04,0,0,1.22,1.61,20.18,25.23,26.9,28.82,100.1,19.22,130.43,86.66,74.4,3.17,19.99,46.8,13,22,32,6.67,0,14.41,43.24,2.69,48.04,134.03,36.51,36.51

69,17:00-17:15,4,2,7.23,9,14,0,14,5.33,6.67,3.07,1.28,30.41,10.16,0,0,13.22,0,2.28,1.74,48.04,0,0,1.3,1.61,20.18,25.23,26.9,28.82,100.1,19.22,130.43,86.66,82.87,2.34,19.99,36.15,7,14,18,6.67,0,14.41,43.24,1.99,48.04,134.03,36.51,36.51

70,17:15-17:30,2,1,5.1,3,14,0,14,5.33,6.67,0.87,1.95,30.21,5.03,0,0,9.24,0,1.56,1.74,48.04,0,0,1.3,1.61,20.18,26.75,26.9,28.82,100.1,19.22,130.43,86.66,114.91,1.59,19.99,25.51,2,10,6,6.67,0,14.41,43.24,1.36,48.04,134.03,36.51,36.51

71,17:30-17:45,0,0,2.97,1,18.67,0,18.66,7.33,6.67,0.06,1.13,29.61,0.94,0,0,5.24,0,0.89,1.74,48.04,0,0,1.3,1.61,20.18,27.25,26.9,28.82,100.1,19.22,130.43,86.66,114.91,0.91,19.99,14.86,0,5,1,6.67,0,14.41,43.24,0.77,48.04,134.03,36.51,36.51

72,17:45-18:00,0,0,0.87,0,19.33,0,19.34,7.33,6.67,0.02,0.62,29.41,0,0,0,1.23,0,0.29,1.74,48.04,0,0,1.3,1.61,20.18,27.25,26.9,28.82,100.1,19.22,130.43,86.66,114.91,0.3,19.99,4.32,0,2,0,6.67,0,14.41,43.24,0.25,48.04,134.03,36.51,36.51

