Block,Time Block,SALAL,SIMHST1,RSTPSU7,SEWA2,SASAN,KGSU1AND2,KGSU3AND4,KOLDAM,KHSTPP-II,KKNP,KKNPPU2,KHSTPP-I,KISHANGANGA,NTPL,NNTPP,RAPPD,PARBATI3,RIHAND3,PARBATI2,RAPPC,RIHAND2,RIHAND1,RAMPUR,RAPPB,RSTPSU1TO6,JHAJJAR,BSIUL,BRBCL,CHAMERA1,CHAMERA2,FSTPP I & II,DHAULIGNGA,DULHASTI,UNCHAHAR1,TelanganaSTPP,TANDA2,TEHRI,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_GF,DADRI_RF,DADRI_LF,DADRT2,NLCIIST2,NLCTS2EXP,TALST2,TANAKPUR,TALA,KUDGI,NJPC,MAPS,NAPP,NLCEXP,NLCIIST1,CHAMERA3,KOTESHWR,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
22,05:15-05:30,51.39,0,0,0,327.76,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,1.87,0,0,421.78,12.54,14.42,13.45,15.64,20,10.53,57.21,20.81,0,5.31,11.11,0,0,1.63,0,0,33.98,26.61,0,0,0,42.32,0,47.77,0,0,0,0,0,403.85,0,0,0,0,0,0,47.38,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

23,05:30-05:45,51.39,0,0,0,327.76,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,1.87,0,0,421.78,12.54,14.42,13.45,15.64,20,10.53,57.21,20.81,0,5.31,22.22,0,0,1.63,0,0,33.98,26.61,0,0,0,42.32,0,47.77,0,0,0,0,0,403.85,0,0,0,0,0,0,47.38,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

24,05:45-06:00,51.39,0,0,0,327.76,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,1.87,0,0,421.78,12.54,14.42,13.45,15.64,20,10.53,57.21,20.81,0,5.31,22.22,0,0,1.63,0,0,33.98,26.61,0,0,0,42.32,0,47.77,0,0,0,0,0,403.85,0,0,0,0,0,0,47.38,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

25,06:00-06:15,51.39,0,0,0,327.76,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,1.87,0,0,421.78,12.54,14.42,13.45,15.64,20,10.53,57.21,20.81,0,5.31,22.22,0,0,1.63,0,0,33.98,26.61,0,0,0,42.32,0,47.77,0,0,0,0,0,403.85,0,0,0,0,0,0,47.38,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

26,06:15-06:30,51.39,0,0,0,327.76,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,1.87,0,0,421.78,12.54,14.42,0,15.64,20,10.53,57.21,20.81,0,5.31,22.22,0,0,1.63,0,0,33.98,26.61,0,0,0,42.32,0,47.77,0,0,0,0,0,403.85,0,0,0,0,0,0,47.38,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

27,06:30-06:45,51.39,0,0,0,327.76,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,2.06,0,0,390.28,12.54,14.42,0,15.64,20,10.53,57.21,16.86,0,5.31,22.22,0,0,1.63,0,0,33.98,21.49,0,0,0,33.77,0,47.77,0,0,0,0,0,403.85,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

28,06:45-07:00,51.39,0,0,0,327.76,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,2.06,0,0,336.62,12.54,14.42,0,15.64,20,10.53,57.21,16.86,0,5.31,11.11,0,0,1.63,0,0,33.98,21.49,0,0,0,33.77,0,47.77,0,0,0,0,0,403.85,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

29,07:00-07:15,51.39,0,0,0,342.18,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,2.06,0,0,259.21,12.54,14.42,0,15.64,20,10.53,57.21,16.86,0,5.31,11.11,0,0,1.29,0,0,33.98,21.49,0,0,0,33.77,0,47.77,0,0,0,0,0,399.79,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

30,07:15-07:30,51.39,0,0,0,355.49,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,2.06,0,0,153.73,12.54,14.42,0,15.64,20,10.53,57.21,14.1,0,5.31,11.11,0,0,1.19,0,0,33.98,17.99,0,0,0,28.21,0,47.77,0,0,0,0,0,329.44,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

31,07:30-07:45,51.39,0,0,0,356.96,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,2.06,0,0,113.42,12.54,14.42,0,15.64,20,0,57.21,11.86,0,4.77,11.11,0,0,1.19,0,0,33.98,15.53,0,0,0,23.8,0,47.77,0,0,0,0,0,329.44,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

32,07:45-08:00,51.39,0,0,0,356.96,0,0,0,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,2.06,0,0,113.42,12.54,14.42,0,15.64,17.11,0,57.21,11.86,0,3.7,11.11,0,0,1.19,0,0,33.98,14.63,0,0,0,23.8,0,47.77,0,0,0,0,0,329.44,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

33,08:00-08:15,51.39,0,0,0,356.96,0,0,0,142.59,0,0,24.54,8.3,0,0,28.84,18.88,125.75,18.06,66.41,103.98,44.71,2.06,0,0,132.65,12.54,14.42,0,15.64,13.54,0,57.21,11.86,0,2.92,0,0,0,1.19,0,0,33.98,14.63,0,0,0,23.8,0,47.77,0,0,0,0,0,329.44,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,125.47,0,0,0,0,0

34,08:15-08:30,51.39,0,0,0,356.96,0,0,0,142.59,0,0,24.54,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,2.06,0,0,132.23,18.81,14.42,0,15.64,10.7,0,57.21,11.86,0,2.92,0,0,0,1.19,0,0,33.98,14.63,0,0,0,23.8,0,47.77,0,0,0,0,0,329.44,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,125.47,0,0,0,0,0

35,08:30-08:45,51.39,0,0,0,356.96,0,0,0,114.58,0,0,24.54,8.3,0,0,28.84,18.88,125.75,18.06,66.41,119.78,44.71,2.06,0,0,132.23,18.81,14.42,0,15.64,10.7,0,57.21,11.87,0,2.92,0,0,0,1.19,0,0,33.98,17.26,0,0,0,24.88,0,47.77,0,0,0,0,0,329.44,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

36,08:45-09:00,51.39,0,0,0,356.96,0,0,0,114.58,0,0,24.54,8.3,0,0,28.84,18.88,92.7,18.06,66.41,96.24,35.53,2.06,0,0,132.23,18.81,14.42,0,15.64,10.7,0,57.21,11.87,0,2.92,0,0,0,1.19,0,0,33.98,17.26,0,0,0,24.88,0,47.77,0,0,0,0,0,329.44,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,129.99,0,0,0,0,0

37,09:00-09:15,51.39,0,0,0,356.96,0,0,0,114.58,0,0,24.54,8.3,0,0,28.84,4.12,125.75,18.06,66.41,96.24,35.53,2.06,0,0,132.23,18.81,14.42,0,15.64,10.7,0,57.21,11.87,0,2.92,0,0,0,1.19,0,0,33.98,17.26,0,0,0,24.88,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,129.99,0,0,0,0,0

38,09:15-09:30,51.39,0,0,0,356.96,0,0,0,78.43,0,0,24.54,8.3,0,0,28.84,4.12,125.75,3.62,66.41,96.24,35.53,2.06,0,0,132.23,18.81,14.42,0,15.64,10.7,0,57.21,11.87,0,2.92,0,0,0,1.19,0,0,27.81,17.26,0,0,0,24.88,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,129.99,0,0,0,0,0

39,09:30-09:45,51.39,0,0,0,356.96,0,0,0,78.43,0,0,24.54,8.3,0,0,28.84,0,125.75,0,66.41,119.11,44.63,2.06,0,0,132.23,18.81,14.42,0,15.64,10.7,0,57.21,12.22,0,2.92,0,0,0,1.19,0,0,18.54,17.26,0,0,0,26.21,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.53,0,0,0,0,0

40,09:45-10:00,51.39,0,0,0,356.96,0,0,0,78.43,0,0,24.54,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,2.06,0,0,132.23,18.81,14.42,0,15.64,10.7,0,57.21,12.22,0,2.92,0,0,0,1.19,0,0,9.27,17.26,0,0,0,26.21,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,51.69,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

41,10:00-10:15,51.39,0,0,0,356.96,0,0,0,78.43,0,0,24.54,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,0.94,0,0,123.03,18.81,14.42,0,15.64,10.7,0,57.21,12.22,0,2.92,0,0,0,1.19,0,0,0,17.26,0,0,0,26.21,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,23.7,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

42,10:15-10:30,51.39,0,0,0,356.96,0,0,0,78.43,0,0,24.54,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,0,0,0,123.03,18.81,14.42,0,15.64,10.7,0,57.21,12.22,0,2.92,0,0,0,1.19,0,0,0,17.26,0,0,0,26.21,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

43,10:30-10:45,51.39,0,0,0,356.96,0,0,0,78.43,0,0,24.62,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,0,0,0,123.03,18.81,14.42,0,15.64,10.7,0,57.21,12.52,0,2.92,0,0,0,1.19,0,0,0,17.26,0,0,0,26.14,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

44,10:45-11:00,51.39,0,0,0,356.96,0,0,0,78.43,0,0,25.04,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,0,0,0,123.03,18.81,14.42,0,15.64,10.7,0,57.21,12.52,0,2.92,0,0,0,1.19,0,0,0,17.26,0,0,0,26.14,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

45,11:00-11:15,51.39,0,0,0,356.96,0,0,0,78.43,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

46,11:15-11:30,51.39,0,0,0,356.96,0,0,0,78.43,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,11.22,10.03,0.96,0,144.55,0,0,0,0,0

47,11:30-11:45,51.39,0,0,0,356.96,0,0,0,78.43,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.96,0,144.55,0,0,0,0,0

48,11:45-12:00,51.39,0,0,0,356.96,0,0,0,78.43,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.96,0,144.55,0,0,0,0,0

49,12:00-12:15,51.39,0,0,0,356.96,0,0,0,82.52,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.96,0,144.55,0,0,0,0,0

50,12:15-12:30,51.39,0,0,0,356.96,0,0,0,82.52,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.96,0,144.55,0,0,0,0,0

51,12:30-12:45,51.39,0,0,0,356.96,0,0,0,82.52,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.96,0,144.55,0,0,0,0,0

52,12:45-13:00,51.39,0,0,0,356.96,0,0,0,92.86,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.96,0,144.55,0,0,0,0,0

53,13:00-13:15,51.39,0,0,0,356.96,0,0,0,92.86,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.96,0,144.55,0,0,0,0,0

54,13:15-13:30,51.39,0,0,0,356.96,0,0,0,92.86,0,0,27.9,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.96,0,144.55,0,0,0,0,0

55,13:30-13:45,51.39,0,0,0,356.96,0,0,0,78.43,0,0,24.54,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

