Column1,Block,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/1564,GNA/NR/2024/10/01/9989,GNA/NR/2024/10/01/5097,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/4766,GNA/NR/2024/10/01/7496,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/4083,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/2732,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/9582,NR/30092023/31122025/SH-07,NR/2024/23453/C,NR/2024/23383/A/39810,NR/2024/23397/A/39597,NR/2024/23215/A/39757,NR/2024/23448/C,NR/2024/23414/A/39744,NR/2024/23384/A/39742,NR/2024/23382/A/39619,NR/2024/23437/C,NR/2024/23389/A/39590,NR/2024/23356/A/39591,NR/2024/23439/C,Total
24,05:45-06:00,16.67,0,193.28,0,12.45,0,42.97,7.65,54.36,37.33,0,37.33,37.33,12.45,16.67,0,0.48,2.9,18.12,0,0,6.76,24.89,173.95,20.29,0,0,715.8799999999999

25,06:00-06:15,16.67,0,193.28,0,12.45,0,94.67,7.57,0,37.33,0,37.33,37.33,12.45,16.67,0,0.53,2.9,0,0,0,6.76,24.89,173.95,20.29,0,0,695.0699999999998

26,06:15-06:30,16.67,0,193.28,0,12.45,0,94.67,7.57,0,37.33,0,37.33,37.33,12.45,16.67,0,0.53,2.9,0,0,0,6.76,24.89,173.95,20.29,0,0,695.0699999999998

27,06:30-06:45,16.67,0,193.28,0,12.45,0,94.67,7.57,0,37.33,0,37.33,37.33,12.45,16.67,0,0.53,2.9,0,0,0,6.76,24.89,173.95,20.29,0,0.12,695.1899999999998

28,06:45-07:00,16.67,0,193.28,0,12.45,0,94.67,7.57,0,37.33,0,37.33,37.33,12.45,16.67,0,0.53,2.9,0,0,0,6.76,24.89,173.95,20.29,0,0.64,695.7099999999998

29,07:00-07:15,16.67,0,193.28,0,12.45,0,42.97,7.57,0,37.33,0,37.33,37.33,12.45,16.67,0,0.58,2.9,0,0,0,6.76,24.89,173.95,20.29,0,1.18,644.5999999999998

30,07:15-07:30,16.67,0,193.28,0,12.45,0,30.36,7.57,0,37.33,0,37.33,37.33,12.45,16.67,0,0.58,2.9,0,0,0,6.76,24.89,173.95,20.29,0,1.79,632.5999999999998

31,07:30-07:45,16.67,0,193.28,0,12.45,0,30.36,7.57,0,37.33,0,37.33,37.33,12.45,16.67,0,0.58,2.9,0,0,0,6.76,24.89,173.95,20.29,0,2.49,633.2999999999998

32,07:45-08:00,16.67,0,193.28,0,12.45,0,30.36,7.57,0,37.33,0,37.33,37.33,12.45,16.67,0,0.58,2.9,0,0,0,6.76,24.89,173.95,20.29,0,3.2,634.0099999999999

33,08:00-08:15,14.67,0,193.28,0,12.45,0,30.36,7.47,0,37.33,0,37.33,37.33,12.45,14.67,0,0.97,2.9,0,0,0,6.76,24.89,222.27,20.29,0,3.91,679.3299999999999

34,08:15-08:30,14.67,0,193.28,0,12.45,0,30.36,7.47,0,37.33,0,37.33,37.33,12.45,14.67,0,0.97,2.9,0,0,0,6.76,24.89,222.27,20.29,0,4.62,680.04

35,08:30-08:45,14.67,0,193.28,0,12.45,0,30.36,7.47,0,37.33,0,37.33,37.33,12.45,14.67,0,0.97,2.9,0,0,0,6.76,24.89,222.27,20.29,0,5.24,680.66

36,08:45-09:00,14.67,0,193.28,0,12.45,0,30.36,7.47,0,37.33,0,37.33,37.33,12.45,14.67,0,0.97,2.9,0,0,0,6.76,24.89,222.27,20.29,0,5.81,681.2299999999999

37,09:00-09:15,14.67,0,193.28,0,12.45,0,30.36,7.47,0,37.33,0,37.33,37.33,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,6.48,667.54

38,09:15-09:30,14.67,0,193.28,0,12.45,0,30.36,7.47,0,37.33,0,37.33,37.33,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,6.95,668.01

39,09:30-09:45,14.67,0,193.28,0,12.45,0,30.36,7.47,0,37.33,0,37.33,37.33,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,7.41,668.4699999999999

40,09:45-10:00,14.67,0,193.28,0,12.45,0,30.36,7.47,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,7.74,675.67

41,10:00-10:15,14.67,0,193.28,0,12.45,0,30.36,7.38,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,5.69,673.53

42,10:15-10:30,14.67,0,193.28,0,12.45,0,30.36,7.38,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,6.33,674.17

43,10:30-10:45,14.67,0,193.28,0,12.45,0,30.36,7.38,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,4.88,672.7199999999999

44,10:45-11:00,14.67,0,193.28,0,12.45,0,30.36,7.38,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,6.38,674.2199999999999

45,11:00-11:15,14.67,0,193.28,0,12.45,0,30.36,7.38,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,8.49,676.3299999999999

46,11:15-11:30,14.67,0,193.28,0,12.45,0,30.36,7.38,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,20.29,10.63,7.38,675.2199999999999

47,11:30-11:45,14.67,0,193.28,0,12.45,0,30.36,7.38,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,42.52,10.63,9.13,699.1999999999999

48,11:45-12:00,14.67,0,193.28,0,12.45,0,30.36,7.38,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,42.52,10.63,9.07,699.14

49,12:00-12:15,14.67,0,193.28,0,12.45,0,30.36,7.29,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,42.52,10.63,9.04,699.02

50,12:15-12:30,14.67,0,193.28,0,12.45,0,30.36,7.29,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,42.52,10.63,5.77,695.75

51,12:30-12:45,14.67,0,193.28,0,12.45,0,30.36,7.29,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,42.52,10.63,6.94,696.9200000000001

52,12:45-13:00,14.67,0,193.28,0,12.45,0,30.36,7.29,0,39.62,0,39.62,39.62,12.45,14.67,0,0.87,2.9,0,0,6.76,0,0,222.27,42.52,10.63,5.87,695.85

53,13:00-13:15,14.67,0,193.28,0,12.45,0,30.36,7.29,0,39.62,0,39.62,39.62,12.45,14.67,0,0.77,2.9,0,0,6.76,0,0,222.27,42.52,10.63,8.16,698.04

54,13:15-13:30,14.67,0,193.28,0,12.45,0,30.36,7.29,0,39.62,0,39.62,39.62,12.45,14.67,0,0.77,2.9,0,0,6.76,0,0,222.27,42.52,10.63,9.05,698.93

55,13:30-13:45,14.67,0,193.28,0,12.45,0,30.36,7.29,0,39.62,0,39.62,39.62,12.45,14.67,0,0.77,2.9,0,0,6.76,0,0,222.27,42.52,10.63,8.18,698.06

56,13:45-14:00,14.67,0,193.28,0,12.45,0,30.36,7.29,0,39.62,0,39.62,39.62,12.45,14.67,0,0.77,2.9,0,0,6.76,0,0,222.27,42.52,10.63,8.23,698.11

57,14:00-14:15,14.67,0,193.28,0,12.45,0,30.36,7.47,0,39.62,0,39.62,39.62,12.45,14.67,0,0.92,2.9,0,0,6.76,0,0,222.27,42.52,10.63,8.44,698.6500000000001

58,14:15-14:30,14.67,0,193.28,0,12.45,0,30.36,7.47,0,39.62,0,39.62,39.62,12.45,14.67,0,0.92,2.9,0,0,6.76,0,0,222.27,42.52,10.63,8.18,698.39

59,14:30-14:45,14.67,0,193.28,0,12.45,0,30.36,7.47,0,39.62,0,39.62,39.62,12.45,14.67,0,0.92,2.9,0,0,6.76,0,0,222.27,42.52,10.63,7.86,698.07

60,14:45-15:00,14.67,0,193.28,0,12.45,0,30.36,7.47,0,39.62,0,39.62,39.62,12.45,14.67,0,0.92,2.9,0,0,6.76,0,0,222.27,42.52,10.63,7.39,697.6

61,15:00-15:15,14.67,0,193.28,0,12.45,0,30.36,7.65,0,39.62,0,39.62,39.62,12.45,14.67,0,0.92,2.9,0,0,6.76,0,0,222.27,42.52,10.63,6.79,697.18

62,15:15-15:30,14.67,0,193.28,0,12.45,0,30.36,7.65,0,39.62,0,39.62,39.62,12.45,14.67,0,0.92,2.9,0,0,6.76,0,0,222.27,42.52,10.63,6.33,696.72

63,15:30-15:45,14.67,0,193.28,0,12.45,0,30.36,7.65,0,39.62,0,39.62,39.62,12.45,14.67,0,0.92,2.9,0,0,6.76,0,0,222.27,42.52,10.63,4.36,694.75

64,15:45-16:00,14.67,0,193.28,0,12.45,0,30.36,7.65,0,39.62,0,39.62,39.62,12.45,14.67,0,0.92,2.9,0,0,6.76,0,0,222.27,42.52,10.63,5.01,695.4

65,16:00-16:15,14.67,0,193.28,0,12.45,0,30.36,8.03,0,39.62,0,39.62,39.62,12.45,14.67,0,0.77,2.9,0,0,0,6.76,24.89,222.27,42.52,10.63,4.64,720.1499999999999

66,16:15-16:30,14.67,0,193.28,0,12.45,0,30.36,8.03,0,39.62,0,39.62,39.62,12.45,14.67,0,0.77,2.9,0,0,0,6.76,24.89,222.27,42.52,10.63,3.73,719.2399999999999

67,16:30-16:45,14.67,0,193.28,0,12.45,0,30.36,8.03,0,39.62,0,39.62,39.62,12.45,14.67,0,0.77,2.9,0,0,0,6.76,24.89,222.27,42.52,10.63,3.2,718.7099999999999

68,16:45-17:00,14.67,0,193.28,0,12.45,0,30.36,8.03,0,39.62,0,39.62,39.62,12.45,14.67,0,0.77,2.9,0,0,0,6.76,24.89,222.27,40.59,10.63,2.53,716.1099999999999

69,17:00-17:15,14.67,0,193.28,0,12.45,0,30.93,8.4,0,39.62,0,39.62,39.62,12.45,14.67,0,0.72,2.9,0,48.32,0,6.76,29.28,222.27,0,0,1.46,717.42

70,17:15-17:30,14.67,0,193.28,0,12.45,0,31.5,8.4,0,39.62,0,39.62,39.62,12.45,14.67,0,0.72,2.9,0,48.32,0,6.76,29.28,222.27,0,0,1.01,717.54

71,17:30-17:45,32,96.64,193.28,0,12.45,96.64,31.5,8.4,0,39.62,171.05,39.62,39.62,12.45,0,0,0.72,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0.51,1084.03

72,17:45-18:00,32,96.64,193.28,0,12.45,96.64,31.5,8.4,0,39.62,171.05,39.62,39.62,12.45,0,0,0.72,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0.32,1083.84

73,18:00-18:15,32,96.64,193.28,32.86,12.45,96.64,42.97,8.58,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.72,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0.12,1208.47

74,18:15-18:30,32,96.64,193.28,32.86,12.45,96.64,94.67,8.58,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.72,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1260.0500000000002

75,18:30-18:45,32,96.64,193.28,32.86,12.45,96.64,94.67,8.58,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.72,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1260.0500000000002

76,18:45-19:00,32,96.64,193.28,32.86,12.45,96.64,94.67,8.58,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.72,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1260.0500000000002

77,19:00-19:15,32,96.64,193.28,32.86,12.45,96.64,94.67,8.58,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.68,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1260.01

78,19:15-19:30,32,96.64,193.28,32.86,12.45,96.64,94.67,8.58,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.68,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1260.01

79,19:30-19:45,32,96.64,193.28,32.86,12.45,96.64,94.67,8.58,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.68,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1260.01

80,19:45-20:00,32,96.64,193.28,32.86,12.45,96.64,94.67,8.58,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.68,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1260.01

81,20:00-20:15,32,96.64,193.28,32.86,12.45,96.64,94.67,8.48,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.68,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1259.91

82,20:15-20:30,32,96.64,193.28,32.86,12.45,96.64,42.97,8.48,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.68,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1208.21

83,20:30-20:45,32,96.64,193.28,32.86,12.45,96.64,31.5,8.48,0,39.62,171.05,39.62,39.62,12.45,32,48.32,0.68,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1196.74

84,20:45-21:00,32,96.64,193.28,32.86,12.45,96.64,31.5,8.48,0,37.33,171.05,37.33,37.33,12.45,32,48.32,0.68,2.9,0,48.32,0,6.76,29.28,222.27,0,0,0,1189.8700000000001

85,21:00-21:15,32,96.64,193.28,32.86,12.45,96.64,31.5,8.4,0,37.33,171.05,37.33,37.33,12.45,32,48.32,0.72,2.9,0,48.32,0,6.76,24.89,222.27,0,0,0,1185.44

86,21:15-21:30,32,96.64,193.28,32.86,12.45,96.64,31.5,8.4,0,37.33,171.05,37.33,37.33,12.45,32,48.32,0.72,2.9,0,48.32,0,6.76,24.89,222.27,0,0,0,1185.44

87,21:30-21:45,32,96.64,193.28,32.86,12.45,96.64,31.5,8.4,0,37.33,171.05,37.33,37.33,12.45,32,48.32,0.72,2.9,0,48.32,0,6.76,24.89,222.27,0,0,0,1185.44

88,21:45-22:00,32,96.64,193.28,32.86,12.45,96.64,31.5,8.4,0,37.33,171.05,37.33,37.33,12.45,32,48.32,0.72,2.9,0,48.32,0,6.76,24.89,222.27,0,0,0,1185.44

89,22:00-22:15,32,96.64,193.28,32.86,12.45,96.64,31.5,8.3,54.36,37.33,171.05,37.33,37.33,12.45,32,48.32,0.68,2.9,18.12,48.32,0,6.76,24.89,222.27,0,0,0,1257.7800000000002

90,22:15-22:30,32,96.64,193.28,32.86,12.45,96.64,31.5,8.3,54.36,37.33,171.05,37.33,37.33,12.45,32,48.32,0.68,2.9,18.12,48.32,0,6.76,24.89,222.27,0,0,0,1257.7800000000002

91,22:30-22:45,32,96.64,193.28,32.86,12.45,96.64,31.5,8.3,54.36,37.33,171.05,37.33,37.33,12.45,32,48.32,0.68,2.9,18.12,48.32,0,6.76,24.89,222.27,0,0,0,1257.7800000000002

92,22:45-23:00,32,96.64,193.28,32.86,12.45,96.64,31.5,8.3,54.36,37.33,171.05,37.33,37.33,12.45,32,48.32,0.68,2.9,18.12,48.32,0,6.76,24.89,222.27,0,0,0,1257.7800000000002

93,23:00-23:15,32,96.64,193.28,32.86,12.45,96.64,31.5,8.12,54.36,37.33,171.05,37.33,37.33,12.45,32,48.32,0.58,2.9,18.12,48.32,0,6.76,24.89,222.27,0,0,0,1257.5000000000002

94,23:15-23:30,32,96.64,193.28,32.86,12.45,96.64,31.5,8.12,54.36,37.33,171.05,37.33,37.33,12.45,32,48.32,0.58,2.9,18.12,48.32,0,6.76,24.89,222.27,0,0,0,1257.5000000000002

95,23:30-23:45,32,96.64,193.28,32.86,12.45,96.64,31.5,8.12,54.36,37.33,171.05,37.33,37.33,12.45,32,48.32,0.58,2.9,18.12,48.32,0,6.76,24.89,222.27,0,0,0,1257.5000000000002

96,23:45-24:00,32,96.64,193.28,32.86,12.45,96.64,31.5,8.12,54.36,37.33,171.05,37.33,37.33,12.45,32,48.32,0.58,2.9,18.12,48.32,0,6.76,24.89,222.27,0,0,0,1257.5000000000002

