Block,Time,CHAMERA3,KHSTPP-II,NLCTS2EXP,RIHAND3,AURY_RF,BRBCL,BSIUL,NLCIIST1,NNTPP,RAMPUR,RIHAND1,SIMHST1,SINGRAULI,TelanganaSTPP,ANTA_CRF,AURY_LF,DADRI_CRF,DADRI_GF,KGSU3AND4,KHSTPP-I,KISHANGANGA,KUDGI,NAPP,NTPL,SINGRAULI_HYDRO,TALST2,TANAKPUR,ANTA_RF,AURY_GF,DADRI_LF,FSTPP I & II,KGSU1AND2,KKNPPU2,MAPS,NJPC,RSTPSU7,SALAL,SEWA2,URI,ANTA_LF,AURY_CRF,DADRI_RF,CHAMERA1,DHAULIGNGA,JHAJJAR,NLCEXP,PARBATI3,RIHAND2,UNCHAHAR3,CHAMERA2,DULHASTI,KOLDAM,SASAN,SIMHST2,TANDA2,URI2,VALLURNTECL,TALA,UNCHAHAR1,ANTA_GF,DADRT2,KKNP,KOTESHWR,NLCIIST2,RAPPB,RAPPC,RSTPSU1TO6,TEHRI,UNCHAHAR2,UNCHAHAR4
6,01:15-01:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,0,0,79.38,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,0,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

7,01:30-01:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.91,42.74,0,21.92,18.21,0,0,0,0,0,79.38,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,0,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

8,01:45-02:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.91,42.74,0,21.92,18.21,0,0,0,0,0,79.38,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,0,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

9,02:00-02:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,42.74,0,21.92,18.21,0,0,0,0,0,79.38,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,0,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

10,02:15-02:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,42.74,0,21.92,18.21,0,0,0,0,0,13.95,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,0,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

11,02:30-02:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,4.14,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

12,02:45-03:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,4.14,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

13,03:00-03:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.91,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,6.9,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

14,03:15-03:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.91,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,6.9,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

15,03:30-03:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,9.67,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

16,03:45-04:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,9.67,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

17,04:00-04:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,12.43,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

18,04:15-04:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,12.43,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

19,04:30-04:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,15.19,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

20,04:45-05:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,20.83,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,15.19,2.4,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

21,05:00-05:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,42.43,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,17.96,2.4,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

22,05:15-05:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,69.6,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,17.96,2.4,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

23,05:30-05:45,9.68,148.3,0,124.32,70.16,20.01,1.1,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,92.61,0,2.33,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,20.71,2.4,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,15.56,42.4,0

24,05:45-06:00,9.68,148.3,0,124.32,70.16,20.01,2.2,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,42.74,0,21.92,18.21,0,0,0,116.95,0,2.33,0,1.66,0,0,66.85,11.85,18.23,654.31,0,2.55,118.76,20.71,4,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,15.25,42.4,0

25,06:00-06:15,19.36,148.3,0,124.32,70.16,20.01,6.52,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.05,41.68,0,21.92,18.21,0,0,0,140.34,0,2.33,0,1.66,0,0,66.85,14.05,27.48,654.31,0,6.36,118.76,23.47,8,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,31.13,42.4,0

26,06:15-06:30,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.05,41.68,0,21.92,18.21,0,0,0,140.34,0,2.33,5.27,2.76,0,0,66.85,14.05,37.65,654.31,0,33.1,118.76,26.39,39.51,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,19.72,0,0,52.03,0,31.13,42.4,0

27,06:30-06:45,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,140.34,0,2.33,10.54,39.19,0,0,66.85,14.05,37.65,654.31,0,33.1,118.76,26.39,39.51,49.43,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,19.72,0,0,52.03,0,31.13,42.4,0

28,06:45-07:00,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,140.34,0,13.95,10.54,39.19,0,0,66.85,14.05,37.65,654.31,0,33.1,118.76,26.39,39.51,49.43,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,19.72,0,0,52.03,0,31.13,42.4,0

29,07:00-07:15,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,140.34,0,79.38,10.54,2.76,0,0,66.85,11.85,37.65,654.31,0,33.1,118.76,26.39,39.51,49.43,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,19.72,0,0,52.03,0,31.13,42.4,0

30,07:15-07:30,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,140.34,0,79.38,5.27,1.66,0,0,66.85,0,37.65,654.31,0,33.1,118.76,26.39,39.51,49.43,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,19.72,0,0,52.03,0,31.13,42.4,0

31,07:30-07:45,19.36,148.3,0,124.32,70.16,20.01,6.52,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,113.64,0,79.38,0,1.66,0,0,66.85,0,27.48,654.31,0,33.1,118.76,26.39,26.34,32.96,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

32,07:45-08:00,9.68,148.3,0,124.32,70.16,20.01,1.1,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,85.42,0,79.38,0,1.66,0,0,66.85,0,18.23,654.31,0,5.09,118.76,26.39,12,32.96,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

33,08:00-08:15,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,73.96,0,13.95,0,1.66,0,0,66.85,0,9.11,654.31,0,2.55,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

34,08:15-08:30,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,41.67,0,12.78,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

35,08:30-08:45,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

36,08:45-09:00,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,9.11,654.31,0,0,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

37,09:00-09:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,23.39,0,12.78,0,2.76,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

38,09:15-09:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,23.39,0,12.78,0,39.19,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

39,09:30-09:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,23.39,0,12.78,0,39.19,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

40,09:45-10:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.68,0,21.92,18.21,0,0,0,23.39,0,12.78,0,2.76,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

41,10:00-10:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.92,41.48,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

42,10:15-10:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.92,41.48,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

43,10:30-10:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.48,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

44,10:45-11:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.48,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

45,11:00-11:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.48,0,21.92,18.89,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

46,11:15-11:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.48,0,21.92,19.59,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

47,11:30-11:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.48,0,21.92,20.29,0,0,0,23.39,0,12.78,0,1.66,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

48,11:45-12:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.48,0,21.92,20.8,0,0,0,23.39,0,12.78,0,2.76,0,0,66.85,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

49,12:00-12:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.92,41.16,0,21.92,20.8,0,0,0,23.39,0,2.33,0,39.19,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

50,12:15-12:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.92,41.16,0,21.92,20.8,0,0,0,23.39,0,2.33,0,39.19,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

51,12:30-12:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.16,0,21.92,20.8,0,0,0,23.39,0,2.33,0,2.76,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

52,12:45-13:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.16,0,21.92,20.8,0,0,0,23.39,0,2.33,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

53,13:00-13:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.16,0,21.92,20.8,0,0,0,23.39,0,2.33,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

54,13:15-13:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.16,0,21.92,20.8,0,0,0,23.39,0,2.33,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,16.48,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

55,13:30-13:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.16,0,21.92,18.21,0,0,0,23.39,0,2.33,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

56,13:45-14:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.16,0,21.92,18.21,0,0,0,23.39,0,2.33,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

57,14:00-14:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.16,0,21.92,18.21,0,0,0,23.39,0,2.33,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

58,14:15-14:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,5.76,41.16,0,21.92,18.21,0,0,0,23.39,0,2.33,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

59,14:30-14:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,41.16,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

60,14:45-15:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,41.16,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

61,15:00-15:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.92,41.16,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

62,15:15-15:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.92,41.16,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,65.76,0,0,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

