Column1,Time,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6452,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/07/5932,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/5784,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/5126,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6209,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/2952,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/1044,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,GNARE/WR/2025/08/25/1832,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13
10,02:15-02:30,15.25,20.84,16.84,0,0,238.12,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,30.2,0,30.21,0,11.67,12,12,36,37.22,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,15.25,20.84,16.84,0,0,204.85,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,29.94,0,29.93,0,11.33,11.5,11.5,34.5,36.22,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,15.25,20.84,16.84,0,0,166.37,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,29.61,0,29.62,0,11.33,11,11,33,34.41,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,15.25,20.84,16.84,0,0,149.62,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,36.67,0,36.66,0,11,10.5,10.5,31.5,33.01,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,15.25,20.84,16.84,0,0,149.62,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,36.67,0,36.66,0,11,10,10,30,30.81,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,15.25,20.84,16.84,0,0,149.62,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,36.33,0,36.34,0,10.67,11.94,11.94,35.83,36.22,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,15.25,20.84,16.84,0,0,149.62,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,36.67,0,36.66,0,10.33,11.81,11.81,35.45,33.21,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,15.25,20.84,16.84,0,0,189.4,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,36.67,0,36.66,0,10.33,11.23,11.23,33.71,29.81,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,15.25,20.84,16.84,0,0,226.55,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,36.33,0,36.34,0,10,10.93,10.93,32.81,28.81,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,15.25,20.84,16.84,0,0,213.19,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,36,0,36,0,10,13,13,39,35.01,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,15.25,20.84,16.84,0,0,200.18,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,56.4,0,2.77,0,0,34.33,0,34.34,0,9.67,12.33,12.33,37.01,31.41,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,15.25,20.84,16.84,0,0,161.7,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,66.89,0,2.77,0,0,40,0,40,0,12.34,15.65,15.65,46.95,27.81,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,15.25,20.84,16.84,0,0,149.62,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,66.89,0,2.77,0,0,39.33,0,39.34,0,12.34,15.21,15.21,45.62,24.01,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,15.25,20.84,16.84,0,0,149.62,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,66.89,0,3.24,0,0,46.67,0,46.66,0,11.9,14.77,14.77,44.3,35.01,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,15.25,20.84,16.84,0,0,162.55,100.23,-0,0,67.35,0,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,66.89,0,3.24,0,0,43.67,0,43.66,0,11.46,14.11,14.11,42.31,35.01,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,15.25,20.84,16.84,0,0,201.03,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,86.78,0,3.23,0,0,40.67,0,40.66,5.12,11.46,12.78,12.78,38.36,30.61,1,0,0.52,5.42,0,0.07,1,0,0,1,0.02

26,06:15-06:30,15.25,20.84,16.84,0,0,239.51,100.23,-0,0,67.35,0,70.17,260.34,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,72.13,0,3.23,0,0,37.33,1,37.34,10.73,11.46,11.9,11.9,35.71,30.41,2,1,1.12,11.31,1.87,0.56,2,0,1,2,0.11

27,06:30-06:45,15.25,20.84,16.84,0,0.44,230.9,100.23,-0,0.44,67.35,0.34,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,66.89,0,3.23,0,0,35.67,4,35.66,19.41,11.46,11.24,11.24,33.73,36.01,5,2,1.87,19.11,4.64,2.68,4,0,2,3,0.54

28,06:45-07:00,15.25,20.84,16.84,0,0.71,230.9,100.23,-0,0.71,67.35,0.55,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,66.89,0,3.23,0,0,33.67,8,33.66,28.74,11.02,11.02,11.02,33.07,35.41,7,4,2.49,29.6,8.46,3.97,7,0,3,4,0.79

29,07:00-07:15,15.25,20.84,16.84,0,1.15,230.9,100.23,-0,1.15,67.35,0.89,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,66.89,0,3.23,0,0,31.67,12,31.66,30.92,11.46,11.02,11.02,33.07,34.41,11,6,6.01,30.92,13.08,12.98,11,0,5,5,2.6

30,07:15-07:30,15.25,20.84,16.84,0,1.63,192.42,100.23,-0,1.63,67.35,1.25,70.17,204.84,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4,0,66.89,0,3.23,0,0,29.67,16,29.66,32.51,11.46,11.24,11.24,33.73,33.21,16,8,9.29,32.51,18.06,21.14,13,0,7,7,4.23

31,07:30-07:45,15.25,20.84,16.84,0,2.12,192.42,100.23,-0,2.12,67.35,1.64,70.17,144.97,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,31,24,31,32.82,11.9,10.34,10.34,31,32.41,10,5,12.84,32.82,15.2,30.43,15,0,9,8,6.09

32,07:45-08:00,15.25,20.84,16.84,0,2.67,149.62,75.04,-0,2.67,67.35,2.07,70.17,144.97,17.32,16.84,9.8,33.67,67.35,0,0,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,32.67,30.4,32.66,30.4,11.9,10.54,10.54,31.63,31.41,12,6,16.64,30.4,18.89,40.02,17,0,10,12,8.01

33,08:00-08:15,15.25,20.84,16.84,0,3.26,149.62,55.13,-0,3.26,67.35,2.51,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,32,31.23,32,31.23,12.34,11.15,11.15,33.43,31.01,17,8,21.67,31.24,21.79,50.16,19,0,13,7,10.03

34,08:15-08:30,15.25,20.84,16.84,0,3.69,149.62,55.13,-0,3.69,67.35,2.85,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,30,32.33,30,32.33,12.34,11.41,11.41,34.25,31.61,20,10,26.85,32.34,24.15,60.28,23,0,16,7,12.06

35,08:30-08:45,15.25,20.84,16.84,0,4.37,149.62,55.13,-0,4.37,67.35,3.38,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,29,32.33,29,32.33,12.34,10.89,10.89,32.67,30.01,22,11,25.68,32.34,29.78,56.12,15,0,21,8,11.23

36,08:45-09:00,15.25,20.84,16.84,0,4.98,149.62,55.13,-0,4.98,67.35,3.85,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,29,32.33,29,32.33,12.78,11.06,11.06,33.15,30.61,25,13,29.55,32.34,39.92,63.49,15,0,24,8,12.7

37,09:00-09:15,15.25,20.84,16.84,0,5.72,149.62,55.13,-0,5.72,67.35,4.43,70.17,143.19,17.32,16.84,6.73,33.67,67.35,0,0,8.66,19.24,8.66,4.53,0,47.73,0,3.21,0,0,29.33,32.33,29.34,32.33,12.78,11.41,11.41,34.25,23.61,33,17,18.33,32.34,45.13,63.36,15,0,30,10,12.67

38,09:15-09:30,15.25,20.84,16.84,0,6.46,149.62,55.13,-0,6.46,67.35,4.99,70.17,143.19,17.32,16.84,6.73,33.67,67.35,0,0,8.66,19.24,8.66,4.53,0,47.73,0,3.21,0,0,29.67,32.33,29.66,32.33,13.22,11.98,11.98,35.91,24.01,37,18,18.94,32.34,50.33,74.39,15,0,33,11,14.88

39,09:30-09:45,15.25,20.84,16.84,0,7.18,149.62,55.13,-0,7.18,67.35,5.54,70.17,143.19,17.32,16.84,6.73,33.67,67.35,0,0,8.66,19.24,8.66,2.13,0,47.73,0,3.21,0,0,31,32.33,31,32.33,7.9,12.6,12.6,37.8,20.01,57,28,16.67,32.34,56.2,54.17,16,0,51,7,10.83

40,09:45-10:00,15.25,20.84,16.84,0,7.86,149.62,55.13,-0,7.86,67.35,6.06,70.17,143.19,17.32,16.84,6.73,33.67,67.35,0,0,8.66,19.24,8.66,2.13,0,47.73,0,3.21,0,0,33.33,32.33,33.34,32.33,8.27,13.3,13.3,39.88,20.41,60,30,18.33,32.34,62.11,60,17,0,54,7,12

41,10:00-10:15,15.25,20.84,16.84,0,3.16,149.62,55.13,-0,3.16,67.35,2.44,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,47.73,0,3.21,0,0,35.67,32.33,35.66,32.33,8.91,14.57,14.57,43.73,21.01,63,32,18.33,32.34,67.14,54.17,18,0,51,10,10.83

42,10:15-10:30,15.25,20.84,16.84,0,3.16,149.62,55.13,-0,3.16,67.35,2.44,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,47.73,0,3.21,0,0,38.33,32.33,38.34,32.33,9.31,14.95,14.95,44.84,22.41,67,33,18.33,32.34,76.02,57.5,18,0,54,10,11.5

43,10:30-10:45,15.25,20.84,16.84,0,3.16,149.62,55.13,-0,3.16,67.35,2.44,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,47.73,0,3.21,0,0,33.11,32.33,33.1,32.33,9.64,15.31,15.31,45.92,18.01,50,25,20,32.34,77.49,41.67,15,0,48,8,8.33

44,10:45-11:00,15.25,20.84,16.84,0,3.16,149.62,55.13,-112.4,3.16,67.35,2.44,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,47.73,0,3.21,0,0,33.44,32.33,33.44,32.33,9.88,15.74,15.74,47.23,18.41,53,27,21.67,32.34,78.1,45.83,15,0,51,8,9.17

45,11:00-11:15,15.25,20.84,16.84,0,3.16,149.62,55.13,-112.4,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,34.2,32.33,34.19,32.33,10.24,15.69,15.69,47.05,18.61,57,28,25,32.34,78.98,47.5,17,0,42,8,9.5

46,11:15-11:30,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,35.3,32.33,35.3,32.33,10.6,15.57,15.57,46.72,19.21,60,30,28.33,32.34,79.41,50.83,17,0,45,8,10.17

47,11:30-11:45,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,28.58,32.33,28.58,32.33,16.12,15.6,15.6,46.77,17.61,47,23,23.96,32.34,74.25,50.54,29,0,48,10,10.11

48,11:45-12:00,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,29.65,32.33,29.65,32.33,16.77,15.6,15.6,46.77,17.81,48,24,27.83,32.34,68.36,52.66,30,0,51,10,10.53

49,12:00-12:15,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,38.33,32.33,38.34,32.33,19.67,15.4,15.4,46.2,21.01,53,27,20,32.34,62,56.37,32,0,48,12,11.27

50,12:15-12:30,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,38.33,32.33,38.34,32.33,19.2,14.88,14.88,44.65,23.01,55,27,21.67,32.34,54.97,60.82,32,0,48,12,12.16

51,12:30-12:45,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,38.33,32.33,38.34,32.33,21.67,22.18,22.18,66.51,25.01,52,26,23.33,32.34,59.66,66.75,33,0,48,18,13.35

52,12:45-13:00,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,38.33,32.33,38.34,32.33,21.67,22.19,22.19,66.54,25.01,53,27,25,32.34,63.78,73.42,33,0,48,19,14.69

53,13:00-13:15,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.23,0,0,50,32.33,50,32.33,26.67,22.29,22.29,66.87,24.61,43,22,26.67,32.34,67.99,83.62,40,0,48,25,16.73

54,13:15-13:30,15.25,20.84,16.84,0,3.16,149.62,55.13,-224.8,3.16,67.35,2.44,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.23,0,0,50,32.33,50,32.33,26.33,22.47,22.47,67.43,24.41,47,23,28.17,32.34,62.86,91.79,40,0,48,26,18.36

55,13:30-13:45,15.25,20.84,16.84,0,10.62,149.62,55.13,-112.4,10.62,67.35,8.21,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.23,0,0,55,32.33,55,32.33,26.67,22.78,22.78,68.32,20.01,50,25,29.75,32.34,54.4,70.83,37,0,58,35,14.17

56,13:45-14:00,15.25,20.84,16.84,0,10.62,149.62,55.13,-0,10.62,67.35,8.21,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.23,0,0,55,32.33,55,32.33,26.33,23.01,23.01,69.03,20.41,53,27,29.81,32.34,52.87,71.67,37,0,57,36,14.33

57,14:00-14:15,15.25,20.84,16.84,0,10.62,149.62,55.13,-0,10.62,67.35,8.21,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,45,32.33,45,32.33,26,24.91,24.91,74.74,21.01,59,29,28.89,32.34,51.14,70,42,0,51,21,14

58,14:15-14:30,15.25,20.84,16.84,0,10.62,149.62,55.13,-0,10.62,67.35,8.21,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,45,32.33,45,32.33,25.67,25.38,25.38,76.14,24.01,55,28,27.99,32.34,29.22,63.46,42,0,48,21,12.69

59,14:30-14:45,15.25,20.84,16.84,23.22,10.52,149.62,55.13,-0,10.52,67.35,8.12,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,45,32.33,45,32.33,26,25.75,25.75,77.25,27.01,53,27,27.13,32.34,29.22,55.65,52,0,45,20,11.13

60,14:45-15:00,15.25,20.84,16.84,23.22,10.31,149.62,55.13,-0,10.31,67.35,7.96,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,45,32.33,45,32.33,26.33,26.43,26.43,79.3,28.01,50,25,26.29,32.34,29.22,51,52,0,42,20,10.2

61,15:00-15:15,15.25,20.84,16.84,23.22,9.95,149.62,55.13,-0,9.95,67.35,7.69,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,45,32.33,45,32.33,23.48,26.32,26.32,78.98,35.21,50,25,24.95,32.34,29.22,45.17,52,0,42,21,9.03

62,15:15-15:30,15.25,20.84,16.84,23.22,9.35,149.62,55.13,-0,9.35,67.35,7.22,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,0,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,45,32.33,45,32.33,23.26,26.13,26.13,78.4,35.41,47,23,23.25,32.34,29.22,40.45,52,0,39,20,8.09

63,15:30-15:45,15.25,20.84,16.84,23.22,8.66,149.62,55.13,-0,8.66,67.35,6.7,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,45,32.33,45,32.33,20.79,25.76,25.76,77.28,36.22,53,27,21.55,32.34,29.22,56.71,52,0,48,22,11.34

64,15:45-16:00,15.25,20.84,16.84,23.22,7.92,149.62,55.13,-0,7.92,67.35,6.12,70.17,169.55,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.65,0,56.4,0,3.21,0,0,45,32.33,45,32.33,20.73,25.77,25.77,77.31,36.01,51,25,19.85,32.34,16.56,55.52,48,0,43,21,11.1

65,16:00-16:15,15.25,20.84,16.84,23.22,7.15,149.62,55.13,-0,7.15,67.35,5.52,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,52.67,24,52.68,33,21.73,20.83,20.83,62.51,35.61,47,23,17.31,33,16.56,53.42,45,0,40,22,10.69

66,16:15-16:30,15.25,20.84,16.84,23.22,6.37,149.62,55.13,-0,6.37,67.35,4.92,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,53.23,16,53.22,33,21.73,21.17,21.17,63.49,35.41,40,20,14.77,33,16.56,51.76,42,0,36,22,10.35

67,16:30-16:45,15.25,20.84,16.84,22.21,7.06,149.62,55.13,-0,7.06,67.35,5.45,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,53.56,8,53.56,33,20.67,21.67,21.67,64.99,35.21,33,17,12.23,33,16.56,49.52,37,0,33,21,9.9

68,16:45-17:00,15.25,20.84,16.84,22.21,6.23,149.62,55.13,-0,6.23,67.35,4.81,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.64,0,47.73,0,3.21,0,0,54.14,5,54.13,33,20,22,22,66,36.42,29,15,9.7,33,16.56,46.17,32,0,30,20,9.23

69,17:00-17:15,15.25,20.84,16.84,22.21,5.37,149.62,55.13,-0,5.37,67.35,4.15,70.17,143.19,17.32,16.84,6.9,33.67,67.35,0,3.7,8.66,19.24,8.66,4.42,0,47.73,0,3.21,0,0,54.7,2,54.7,28.69,19.33,22.5,22.5,67.5,37.02,25,13,8.69,30.05,16.56,39.07,29,0,27,19,7.82

