Block,Time,DADRT2,KGSU3AND4,RIHAND1,SEWA2,CHAMERA1,KOLDAM,NLCTS2EXP,NNTPP,RAPPB,TALST2,UNCHAHAR3,UNCHAHAR4,ANTA_LF,DADRI_RF,BRBCL,BSIUL,CHAMERA2,CHAMERA3,RAPPC,SINGRAULI,UNCHAHAR1,URI2,AURY_CRF,AURY_RF,DADRI_LF,JHAJJAR,RAPPD,RIHAND3,RSTPSU7,SALAL,SIMHST2,TANAKPUR,TEHRIPSP,TelanganaSTPP,DADRI_GF,KGSU1AND2,KHSTPP-II,KUDGI,MAPS,NAPP,NLCEXP,NLCIIST1,PARBATI3,TEHRI,UNCHAHAR2,AURY_GF,DHAULIGNGA,DULHASTI,KHSTPP-I,KISHANGANGA,KKNPPU2,PARBATI2,RIHAND2,RSTPSU1TO6,SIMHST1,TANDA2,ANTA_CRF,KKNP,KOTESHWR,NTPL,SASAN,SINGRAULI_HYDRO,TALA,VALLURNTECL,ANTA_RF,DADRI_CRF,FSTPP I & II,NJPC,NLCIIST2,RAMPUR,URI,ANTA_GF,AURY_LF
54,13:15-13:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,81.34,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,348.98,0,26.99,0,49.56,0,20.3,175.8,0,5.68,46.92,0,0

55,13:30-13:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,81.34,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,348.98,0,26.99,0,49.06,0,20.3,175.8,0,5.68,46.92,0,0

56,13:45-14:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,81.34,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,348.98,0,26.99,0,49.06,0,20.3,175.8,0,5.68,46.92,0,0

57,14:00-14:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,81.34,0,11.91,145.57,0,0,0,98.87,0,0,24.36,0,0,34.2,69.4,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,26.99,0,49.06,0,20.3,175.8,0,5.68,46.92,0,0

58,14:15-14:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,81.34,0,11.91,103.98,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,26.99,0,49.06,0,20.3,175.8,0,5.68,46.92,0,0

59,14:30-14:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.6,0,11.91,103.98,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,26.99,0,49.06,0,20.3,175.8,0,5.68,46.92,0,0

60,14:45-15:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.6,0,11.91,103.98,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,26.99,0,49.06,0,20.3,175.8,0,5.68,46.92,0,0

61,15:00-15:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,26.99,0,48.55,0,20.3,175.8,0,5.68,46.92,0,0

62,15:15-15:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,26.99,0,48.55,0,20.3,175.8,0,5.68,46.92,0,0

63,15:30-15:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,27.26,0,48.55,0,20.3,175.8,0,5.68,46.92,0,0

64,15:45-16:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0.64,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,27.22,0,48.55,0,20.3,175.8,0,5.68,46.92,0,0

65,16:00-16:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,2.33,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,27.22,0,48.05,0,20.3,175.8,0,5.68,47.47,0,0

66,16:15-16:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,2.33,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,27.02,0,48.05,0,20.3,175.8,0,5.68,47.47,0,0

67,16:30-16:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.75,0,48.05,0,20.3,175.8,0,5.68,47.47,0,0

68,16:45-17:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.75,0,48.05,0,20.3,175.8,0,5.68,47.47,0,0

69,17:00-17:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.61,0,47.55,0,20.3,175.8,0,5.68,47.47,0,0

70,17:15-17:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.57,0,47.55,0,20.3,175.8,0,5.68,47.47,0,0

71,17:30-17:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.45,0,47.55,0,20.3,175.8,0,5.68,47.47,0,0

72,17:45-18:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.31,0,47.55,0,20.3,175.8,0,5.68,47.47,0,0

73,18:00-18:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,22.81,0,47.55,0,20.3,175.8,0,5.68,52.36,0,0

74,18:15-18:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,22.57,0,47.55,0,20.3,175.8,0,5.68,52.36,0,0

75,18:30-18:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,80.79,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,43.91,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,22.16,0,47.29,0,20.3,175.8,0,5.68,52.36,0,0

76,18:45-19:00,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,104.09,24.99,0,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,57.98,80.81,43.91,0,44.82,38.45,45.53,4.65,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,21.87,0,47.29,0,20.3,177.45,0,5.85,52.36,0,0

77,19:00-19:15,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,104.09,24.99,0,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,57.98,80.81,43.91,0,44.82,38.45,45.53,4.65,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,22.16,0,47.29,0,20.3,177.45,0,5.85,47.47,0,0

78,19:15-19:30,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,104.09,24.99,0,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,57.98,80.81,43.91,0,44.82,38.45,45.53,4.65,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,22.2,0,47.29,0,20.3,177.45,0,5.85,47.47,0,0

79,19:30-19:45,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,104.09,24.99,0,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,38.66,80.81,43.91,0,44.82,38.45,45.53,4.65,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,22.34,0,47.8,0,20.3,177.45,0,5.85,47.47,0,0

80,19:45-20:00,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,104.09,24.99,0,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,38.66,80.81,43.91,0,44.82,38.45,45.53,4.65,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,22.37,0,47.8,0,20.3,177.45,0,5.85,47.47,0,0

81,20:00-20:15,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,0,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,38.66,80.81,43.91,0,44.82,38.45,45.53,4.65,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,22.51,0,48.55,0,20.3,177.45,0,5.85,11.04,0,0

82,20:15-20:30,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,0,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.87,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,38.66,80.81,43.91,0,44.82,38.45,45.53,4.65,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,22.61,0,48.55,0,20.3,177.45,0,5.85,4.41,0,0

83,20:30-20:45,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,20.46,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,55.01,80.81,43.91,0,44.82,38.45,45.53,4.65,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,22.87,0,48.55,0,20.3,177.45,0,5.85,4.41,0,0

84,20:45-21:00,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,55.01,80.81,43.91,0,42.46,38.32,45.53,4.65,0,26.04,125.27,0,0,5.73,0,0,45.08,0,342,0,22.98,0,48.55,0,20.3,175.8,0,5.68,4.41,0,0

85,21:00-21:15,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,55.01,80.81,43.91,0,42.46,38.32,45.53,4.65,0,26.04,125.27,0,0,5.73,0,0,45.08,0,342,0,23.22,0,49.31,0,20.3,175.8,0,5.68,11.04,0,0

86,21:15-21:30,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,55.01,80.81,43.91,0,42.46,38.32,45.53,4.65,0,26.04,125.27,0,0,5.73,0,0,45.08,0,342,0,23.34,0,49.31,0,20.3,175.8,0,5.68,47.47,0,0

87,21:30-21:45,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,20.46,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,55.01,80.81,43.91,0,44.82,38.45,45.53,7.18,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,23.37,0,50.08,0,20.3,177.45,0,5.85,47.47,0,0

88,21:45-22:00,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,20.46,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,55.01,80.81,43.91,0,44.82,38.45,45.53,7.18,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,23.51,0,50.08,0,20.3,177.45,0,5.85,47.47,0,0

89,22:00-22:15,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,20.46,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,57.98,80.81,43.91,0,44.82,38.45,45.53,7.18,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,23.63,0,50.58,0,20.3,177.45,0,5.85,47.47,0,0

90,22:15-22:30,685.72,0,48.09,19.49,42.35,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,20.46,49.6,35.69,65.28,74.95,21.65,33.52,0,81.31,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,57.98,80.81,43.91,0,44.82,38.45,45.53,7.18,0,27.87,125.27,0,0,5.73,0,0,45.08,0,342,0,23.75,0,50.58,0,20.3,177.45,0,5.85,47.47,0,0

91,22:30-22:45,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,21.65,33.52,0,82.08,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,49.07,80.81,43.91,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.81,0,50.83,0,20.3,175.8,0,5.68,47.47,0,0

92,22:45-23:00,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,21.65,33.52,0,82.08,0,474.87,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,49.07,80.81,43.91,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.87,0,50.83,0,20.3,175.8,0,5.68,47.47,0,0

93,23:00-23:15,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,20.76,33.52,0,82.08,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,49.07,80.81,43.91,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.87,0,51.59,0,20.3,175.8,0,5.68,47.47,0,0

94,23:15-23:30,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,20.76,33.52,0,82.08,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,49.07,80.81,43.91,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.87,0,51.59,0,20.3,175.8,0,5.68,47.47,0,0

95,23:30-23:45,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,20.76,33.52,0,82.08,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,49.07,80.81,43.91,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.87,0,51.84,0,20.3,175.8,0,5.68,47.47,0,0

96,23:45-24:00,685.72,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.74,0,106.06,24.99,19.56,47.12,33.95,65.28,74.95,20.76,33.52,0,82.08,0,474.86,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,49.07,80.81,43.91,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,5.73,0,0,45.08,0,342,0,23.87,0,51.84,0,20.3,175.8,0,5.68,47.47,0,0

