Block,Time Block,DHAULIGNGA,FSTPP I & II,CHAMERA2,DULHASTI,DADRT2,CHAMERA3,BSIUL,BRBCL,CHAMERA1,UNCHAHAR1,TALST2,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR4,TALA,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,TANDA2,ANTA_LF,AURY_GF,AURY_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,URI,VALLURNTECL,URI2,NLCTS2EXP,NAPP,NNTPP,KOTESHWR,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,SASAN,RIHAND1,SIMHST1,RAMPUR,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,NTPL,SALAL,SEWA2,PARBATI3,RIHAND3,SINGRAULI,RAPPB,RIHAND2,JHAJJAR,KHSTPP-II,KKNP,KGSU3AND4,KISHANGANGA,KHSTPP-I,KKNPPU2,KOLDAM,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,0,15.02,1.8,0,285.37,0,0,19.14,0,11.53,0,0,2.71,0,0,14.23,0,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,230.41,69.24,0,0,0,23.99,0,0,0,0,0,0,0,0

17,04:00-04:15,0,15.02,1.8,15.83,298.68,0,0,17.76,0,11.53,0,0,2.71,0,0,14.23,0,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,74.91,0,0,0,51.06,0,0,0,53.56,0,0,119.4,134.15,0,114.06,230.41,69.24,0,0,0,23.99,0,0,0,0,0,0,0,0

18,04:15-04:30,0,15.02,1.8,15.83,314.05,0,0,19.21,0,11.53,0,0,2.71,0,0,14.23,0,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,74.91,0,0,0,51.06,0,0,0,53.56,0,0,119.4,134.15,0,114.06,230.41,69.24,0,0,0,23.99,0,0,0,0,0,0,0,0

19,04:30-04:45,0,15.02,1.8,15.83,337.1,0,0,19.21,0,11.53,0,0,2.71,0,0,14.23,0,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,74.91,0,0,0,51.06,0,0,0,53.56,0,0,119.4,134.15,0,114.06,230.41,69.24,0,0,0,23.99,0,0,0,0,0,0,0,0

20,04:45-05:00,0,15.02,1.8,15.83,349.59,0,0,19.03,0,14.88,0,0,2.71,0,0,19.25,0,0,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,74.91,0,0,0,51.06,0,0,0,53.56,0,0,119.4,134.15,0,114.06,231.73,69.24,0,0,0,24.47,0,0,0,0,0,0,0,0

21,05:00-05:15,0,15.02,1.8,15.83,360.85,0,0,19.21,0,14.76,0,0,2.71,0,0,19.09,14.94,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,20.01,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,230.86,86.21,0,0,0,28.94,0,0,0,0,0,0,0,0

22,05:15-05:30,0,15.02,1.8,15.83,360.85,0,0,19.21,0,14.76,0,0,2.71,0,0,19.09,29.9,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,38.28,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,230.86,86.21,0,0,0,28.94,0,0,0,0,0,0,0,0

23,05:30-05:45,8.77,15.02,1.8,15.83,398.7,9.3,1.06,19.21,0,14.76,0,0,2.71,0,0,19.09,29.9,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,44.56,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,230.86,94.95,0,0,0,28.94,0,0,0,0,0,0,0,0

24,05:45-06:00,17.55,17.79,1.8,15.83,477.74,9.3,6.26,19.21,0,14.76,0,0,9.84,0,0,19.09,44.84,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,67.39,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,230.86,94.95,0,0,0,28.94,0,0,0,0,0,0,0,0

25,06:00-06:15,26.31,17.79,3.84,31.65,477.74,18.59,6.26,19.21,0,14.76,0,0,2.71,0,0,19.09,59.78,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,89.86,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,0,3.67,119.4,134.15,0,114.06,230.86,94.95,0,0,0,32.36,0,0,0,0,0,0,0,0

26,06:15-06:30,35.1,19.98,25.3,47.47,452.57,27.91,12.52,19.21,0,14.88,0,0,2.71,0,0,19.25,59.78,0,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,4.39,0,41.55,0,18.94,0,0,0,112.32,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,5.06,15.89,119.4,134.15,0,114.06,230.77,94.95,0,0,0,32.36,0,0,0,0,0,0,0,0

27,06:30-06:45,35.1,19.98,25.3,47.47,496.64,27.91,12.52,19.21,11.38,14.88,0,0,2.71,0,0,22.68,59.78,0,18.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,10.12,15.89,119.4,134.15,0,114.06,265.47,94.95,0,0,0,34.89,0,0,0,0,0,0,0,0

28,06:45-07:00,35.1,19.98,25.3,47.47,610.87,27.91,12.52,19.21,26.94,17.6,0,0,2.71,0,0,22.75,59.78,0,18.07,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,10.12,15.89,119.4,134.15,0,114.06,333.88,94.95,0,0,0,37.3,0,0,0,0,0,0,0,0

29,07:00-07:15,35.1,19.98,25.3,47.47,652.03,27.91,12.52,19.21,26.94,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,10.12,15.89,119.4,134.15,0,114.06,400.28,94.95,0,0,0,38.47,0,0,0,0,0,0,0,0

30,07:15-07:30,26.31,19.98,25.3,47.47,651.9,27.91,6.26,19.21,26.94,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,5.06,15.89,119.4,134.15,0,114.06,417.35,94.95,0,0,0,38.47,0,0,0,0,0,0,0,0

31,07:30-07:45,26.31,19.98,3.2,31.65,651.9,9.3,6.26,19.21,26.94,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,134.78,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,0,15.89,119.4,134.15,0,114.06,417.35,94.95,0,0,0,35.55,0,0,0,0,0,0,0,0

32,07:45-08:00,26.31,19.98,1.8,31.65,651.9,0,6.26,19.13,26.94,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,118.23,0,0,383.56,74.91,0,0,0,51.06,0,0,0,12.27,0,3.42,119.4,134.15,0,114.06,417.35,94.95,0,0,0,36.07,0,0,0,0,0,0,0,0

33,08:00-08:15,8.77,19.98,1.8,15.83,583.29,0,1.06,19.21,11.76,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,89.86,0,0,383.56,74.91,0,0,0,51.06,0,0,0,53.56,0,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,36.07,0,0,0,0,0,0,0,0

34,08:15-08:30,8.77,19.98,1.8,15.83,571.57,0,0,19.21,11.76,19.75,0,0,2.71,0,0,25.34,44.84,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,67.39,0,0,383.56,74.91,0,0,0,51.06,0,0,0,53.56,0,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,36.83,0,0,0,0,0,0,0,0

35,08:30-08:45,0,19.98,1.8,15.83,571.44,0,0,19.21,0,19.75,0,0,2.71,0,0,25.34,29.9,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,4.39,0,41.55,0,8.52,0,0,0,44.93,0,0,383.56,74.91,0,0,0,51.06,0,0,0,53.56,0,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,36.83,0,0,0,0,0,0,0,0

36,08:45-09:00,0,19.98,1.8,15.83,571.44,0,0,19.21,0,19.75,0,0,2.71,0,0,25.34,14.94,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,4.39,0,41.55,0,8.52,0,0,0,18.19,0,0,383.56,74.91,0,0,0,51.06,0,0,0,53.56,0,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,37.09,0,0,0,0,0,0,0,0

37,09:00-09:15,0,19.98,1.8,15.83,571.21,0,0,19.21,0,19.75,0,0,2.71,0,0,25.34,0,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,81.63,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,37.09,0,0,0,0,0,0,0,0

38,09:15-09:30,0,19.98,1.8,15.83,571.21,0,0,19.21,0,19.75,0,0,2.71,0,0,25.34,0,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,87.93,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,417.64,94.95,0,0,0,37.09,0,0,0,0,0,0,0,0

39,09:30-09:45,0,19.98,1.8,15.83,571.21,0,0,19.21,0,19.75,0,0,2.71,0,0,25.34,0,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,417.64,94.95,0,0,0,37.09,0,0,0,0,0,0,0,0

40,09:45-10:00,0,19.98,1.8,15.83,568.16,0,0,19.21,0,19.75,0,0,2.71,0,0,25.34,0,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,12.27,0,0,119.4,134.15,0,114.06,417.64,94.95,0,0,0,37.09,0,0,0,0,0,0,0,0

41,10:00-10:15,0,18.3,1.8,15.83,510.81,0,0,19.21,0,14.76,0,0,2.71,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,18.08,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,382.6,94.95,0,0,0,37.09,0,0,0,0,0,0,0,0

42,10:15-10:30,0,17.79,1.8,15.83,454.81,0,0,19.21,0,14.76,0,0,2.71,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,18.08,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,382.6,94.95,0,0,0,37.09,0,0,0,0,0,0,0,0

43,10:30-10:45,0,17.79,1.8,15.83,408.3,0,0,19.21,0,14.76,0,0,2.71,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,18.08,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,382.6,84.93,0,0,0,33.67,0,0,0,0,0,0,0,0

44,10:45-11:00,0,17.79,1.8,15.83,389.1,0,0,19.21,0,14.76,0,0,2.71,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,18.08,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,382.6,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

45,11:00-11:15,0,17.79,1.8,15.83,331.47,0,0,19.11,0,14.76,0,0,2.71,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,18.08,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,382.6,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

46,11:15-11:30,0,17.79,1.8,15.83,312.26,0,0,16.08,0,14.76,0,0,2.71,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,18.08,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,382.6,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

47,11:30-11:45,0,17.79,1.8,15.83,302.66,0,0,18.52,0,14.76,0,0,9.84,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,363.4,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

48,11:45-12:00,0,15.02,1.8,15.83,293.06,0,0,19.21,0,14.76,0,0,2.71,0,0,19.09,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,315.38,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

49,12:00-12:15,0,17.79,1.8,15.83,293.06,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,264.68,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

50,12:15-12:30,0,17.79,1.8,15.83,293.06,0,0,19.21,0,11.53,0,0,9.84,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

51,12:30-12:45,0,17.79,1.8,0,273.85,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

52,12:45-13:00,0,17.79,1.8,0,224.87,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,375.46,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

53,13:00-13:15,0,15.02,1.8,0,224.87,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,379.23,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,84.28,0,0,0,33.67,0,0,0,0,0,0,0,0

54,13:15-13:30,0,15.02,1.8,0,224.87,0,0,19.21,0,11.53,0,0,9.84,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.51,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,71.91,0,0,0,29.21,0,0,0,0,0,0,0,0

55,13:30-13:45,0,15.02,1.8,0,224.87,0,0,19.21,0,11.53,0,0,9.84,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,71.91,0,0,0,39.83,0,0,0,0,0,0,0,0

56,13:45-14:00,0,15.02,1.8,0,224.87,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,88.2,0,0,0,39.83,0,0,0,0,0,0,0,0

57,14:00-14:15,0,15.02,1.8,0,224.87,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

58,14:15-14:30,0,15.02,1.8,0,224.87,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

59,14:30-14:45,0,15.02,1.8,0,224.87,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

60,14:45-15:00,0,15.02,1.8,0,224.87,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

61,15:00-15:15,0,15.02,1.8,0,266.03,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

