Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10
87,21:30-21:45,71.620000,0.000000,0.000000,3.890000,30.970000,30.970000,101.380000,3.700000,3.910000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,38.15,36.38,12.72,0,0,0,0,0,0,0,0,0,8.43,36.38,0,12.71,0,7.41,0

88,21:45-22:00,71.620000,0.000000,0.000000,3.890000,30.970000,30.970000,101.380000,3.700000,3.910000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,38.58,36.02,12.86,0,0,0,0,0,0,0,0,0,8.55,36.02,0,12.86,0,7.41,0

89,22:00-22:15,71.620000,0.000000,0.000000,3.740000,30.970000,30.970000,101.380000,3.620000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,38.46,36.07,12.82,0,0,0,0,0,0,0,0,0,8.55,36.07,0,12.81,0,7.41,0

90,22:15-22:30,71.620000,0.000000,0.000000,3.740000,30.970000,30.970000,101.380000,3.620000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,38.41,35.69,12.8,0,0,0,0,0,0,0,0,0,8.55,35.69,0,12.8,0,7.41,0

91,22:30-22:45,71.620000,0.000000,0.000000,3.740000,30.970000,30.970000,101.380000,3.620000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,37.33,34.9,12.44,0,0,0,0,0,0,0,0,0,8.6,34.9,0,12.45,0,7.41,0

92,22:45-23:00,71.620000,0.000000,0.000000,3.740000,30.970000,30.970000,101.380000,3.620000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,36.7,33.73,12.23,0,0,0,0,0,0,0,0,0,8.62,33.73,0,12.24,0,7.41,0

93,23:00-23:15,71.620000,0.000000,0.000000,3.740000,30.970000,30.970000,101.380000,3.620000,3.810000,261.910000,118.080000,0.000000,272.220000,30.930000,0.000000,36.48,33.01,12.16,0,0,0,0,0,0,0,0,0,8.62,33.01,0,12.15,0,7.41,0

94,23:15-23:30,71.620000,0.000000,0.000000,3.740000,30.970000,30.970000,101.380000,3.620000,3.810000,261.910000,118.080000,0.000000,272.220000,30.930000,0.000000,36.34,32.81,12.11,0,0,0,0,0,0,0,0,0,8.68,32.81,0,12.11,0,7.41,0

95,23:30-23:45,71.620000,0.000000,0.000000,3.740000,30.970000,30.970000,101.380000,3.620000,3.810000,261.910000,118.080000,0.000000,272.220000,30.930000,0.000000,36.79,33.11,12.26,0,0,0,0,0,0,0,0,0,8.68,33.11,0,12.27,0,7.41,0

96,23:45-24:00,71.620000,0.000000,0.000000,3.740000,30.970000,30.970000,101.380000,3.620000,3.810000,261.910000,118.080000,0.000000,272.220000,30.930000,0.000000,36.68,34.07,12.23,0,0,0,0,0,0,0,0,0,8.81,34.07,0,12.22,0,7.41,0

