Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/4651,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/2563,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/8036,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/31/4992,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/31/3997,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/WR/2025/01/01/8625,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/SR/2025/03/01/7500,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/1906,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16
14,03:15-03:30,29.77,0,1.96,6.73,2.4,23.41,2.45,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,70.15,0,42,23.41,26.99,18.33,11.34,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

15,03:30-03:45,29.77,0,1.96,6.73,2.4,23.41,2.45,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,70.15,0,42,23.41,26.99,18.33,11.34,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

16,03:45-04:00,29.77,0,1.96,6.73,2.4,23.41,2.45,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,70.15,0,42,23.41,26.99,18.33,11.34,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

17,04:00-04:15,29.77,0,1.96,6.73,2.4,23.41,2.38,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,70.15,0,42,23.41,26.99,18.33,11,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

18,04:15-04:30,29.77,0,1.96,6.73,2.4,23.41,2.38,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,70.15,0,42,23.41,26.99,18.33,11,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

19,04:30-04:45,29.77,0,1.96,6.73,2.4,23.41,2.38,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,70.15,0,42,23.41,26.99,18.33,11,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

20,04:45-05:00,29.77,0,1.96,6.73,2.4,23.41,2.38,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,70.15,0,42,23.41,26.99,18.33,11,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

21,05:00-05:15,28.76,0,1.96,6.73,2.4,23.41,2.38,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,66.01,0,42,23.41,26.99,18.33,10.66,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

22,05:15-05:30,28.76,0,1.96,6.73,2.4,23.41,2.38,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,66.01,0,42,23.41,26.99,18.33,10.66,0,33.34,0,0,0,33.33,18.33,55.01,0,0,2.4,0,0,0,0,0,0,0

23,05:30-05:45,28.26,0,1.96,6.73,2.4,23.41,2.38,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,26.99,0,260.29,6.58,66.01,0,42,23.41,26.99,19.33,6.66,0,33.34,0,0,0,33.33,19.33,58.01,0,0,2.4,0,0,0,0,0,0,0

24,05:45-06:00,28.26,0,1.96,6.73,2.4,23.41,2.38,100.21,0,0,6.75,23.41,132.74,79.19,17.35,237.98,0,86.76,24.42,0,260.29,6.58,74.49,0,42,23.41,24.42,19.33,6.66,0,32,0,0,0,32,19.33,58.01,0,0,2.4,0,0,0,0,0,0,0

25,06:00-06:15,27.75,0,1.96,6.73,2.33,23.41,2.3,100.21,0,0,6.75,23.41,132.74,0,17.35,0,0,86.76,24.42,0,260.29,6.44,82.98,0,42,23.41,24.42,18.83,6.66,0,28.34,0,7.56,8.11,28.33,18.83,56.51,0,0,2.4,0,0,0,0,0,0,0

26,06:15-06:30,26.75,0,1.96,6.73,2.33,23.41,2.3,100.21,0,0,6.75,23.41,132.74,0,17.35,0,0,86.76,21.89,0,260.29,6.44,115.04,0,42,23.41,21.89,18,6.66,0.14,25,0,14.72,15.6,25,18,54,0,0,2.4,0,0,0,0,0,0,0

27,06:30-06:45,25.74,0,1.96,6.73,2.33,23.41,2.53,100.21,0,0,6.75,23.41,132.74,0,17.35,0,0,86.76,24.42,0,260.29,6.44,115.04,0,42,23.41,24.42,17.17,6.66,4.3,40,1,21.78,23.1,40,17.17,51.49,1,0.38,2.4,0.12,0,0,0.57,1,0,0

28,06:45-07:00,24.73,0,1.96,6.73,2.33,23.41,2.53,100.21,0,0,6.75,23.41,132.74,0,17.35,0,0,86.76,24.42,0,260.29,6.44,115.04,0,42,23.41,24.42,16.5,6.66,9.75,39.34,4,28.53,28.52,39.33,16.5,49.5,3,1.02,2.4,0.99,1,0,4.93,2,1,1

29,07:00-07:15,24.22,0.12,1.87,6.73,2.33,23.41,2.45,100.21,0.12,0,6.75,23.41,132.74,0,17.35,0,0.12,86.76,26.99,0,260.29,6.35,115.04,0,0,23.41,26.99,16.33,10,17.02,38.34,9,27.85,27.85,38.33,16.33,49.01,5,3.64,2.4,2.68,4,1,13.38,3,3,7

30,07:15-07:30,24.22,0.26,1.87,6.73,2.33,23.41,2.45,100.21,0.26,0,6.75,23.41,132.74,0,17.35,0,0.26,86.76,26.99,0,260.29,6.35,106.55,0,0,23.41,26.99,15.83,9.66,26.07,35,14,28.1,28.1,35,15.83,47.51,7,8.11,2.4,5.29,7,3,26.45,8,5,10

31,07:30-07:45,23.21,1.12,1.87,6.73,2.33,23.41,2.45,100.21,1.12,0,6.75,23.41,132.74,0,17.35,0,1.12,58.36,26.99,0,170.92,6.35,98.07,0,0,23.41,26.99,15,9.34,36.14,33.34,22,25,25,33.33,15,45,12,14.43,2.4,8.95,14,6,44.76,13,8,17

32,07:45-08:00,23.21,2.34,1.87,6.73,2.33,23.41,2.45,100.21,2.34,0,6.75,23.41,132.74,0,17.35,0,2.34,58.36,26.99,0,170.92,6.35,89.58,0,0,23.41,26.99,14.67,9,46.71,31.66,25.33,25.33,25.34,31.67,14.67,43.99,16,22.37,2.4,13.14,25,10,65.72,19,12,23

33,08:00-08:15,23.21,3.79,1.87,6.73,2.33,23.41,2.45,52.9,3.79,0,6.75,23.41,132.74,0,17.35,0,3.79,46.17,26.99,0,137.55,6.35,81.1,0,0,23.41,26.99,14.17,8.66,57.29,30,26,26,26,30,14.17,42.49,21,30.64,2.4,17.62,60,25,88.1,30,17,33

34,08:15-08:30,23.21,5.29,1.87,6.73,2.33,23.41,2.45,52.9,5.29,0,6.75,23.41,132.74,0,17.35,0,5.29,46.17,26.99,0,137.55,6.35,72.6,0,0,23.41,26.99,13.33,8.34,67.72,26.66,28.07,28.07,28.06,26.67,13.33,40.01,25,39.94,2.4,21.97,74,31,109.83,39,22,43

35,08:30-08:45,23.21,6.79,1.87,6.73,2.33,23.41,2.45,52.9,6.79,0,6.75,23.41,132.74,0,17.35,0,6.79,46.17,26.99,0,137.55,6.35,70.15,0,0,23.41,26.99,12.5,7.66,77.62,23.34,28.4,28.4,28.4,23.33,12.5,37.5,29,48.7,2.4,26.19,95,40,130.94,44,25,50

36,08:45-09:00,22.71,8.31,1.87,6.73,2.33,23.41,2.45,52.9,8.31,0,6.75,23.41,132.74,0,17.35,0,8.31,46.17,26.99,0,137.55,6.35,70.15,0,0,23.41,26.99,10.83,7.66,98.44,21.66,28.4,28.4,28.4,21.67,10.83,32.51,32,57.4,2.4,30.24,112,48,151.18,52,29,58

37,09:00-09:15,22.71,9.82,1.87,6.73,2.33,23.41,2.38,52.9,9.82,0,6.75,23.41,132.74,0,17.35,0,9.82,46.17,26.99,0,137.55,6.26,70.15,0,0,23.41,26.99,10,6.66,108.47,15,29.07,29.07,29.06,15,10,30,34,65.22,2.4,34.5,130,55,172.47,60,33,65

38,09:15-09:30,22.2,11.09,1.87,6.73,2.33,23.41,2.38,52.9,11.09,0,6.75,23.41,132.74,0,17.35,0,11.09,46.17,26.99,0,137.55,6.26,70.15,0,0,23.41,26.99,9.17,6.66,118.01,15,29.07,29.07,29.06,15,9.17,27.49,36,72.92,2.4,38.22,147,63,191.09,67,37,73

39,09:30-09:45,22.2,12.31,1.87,6.73,2.33,23.41,2.38,52.9,12.31,0,6.75,23.41,132.74,0,17.35,0,12.31,46.17,26.99,0,170.92,6.26,70.15,0,0,23.41,26.99,7,6.66,126.87,15,29.23,29.23,29.24,15,7,21,39,80.22,2.4,41.66,158,67,208.31,73,40,80

40,09:45-10:00,22.2,13.34,1.87,6.73,2.33,23.41,2.38,52.9,13.34,0,6.75,23.41,132.74,0,17.35,0,13.34,58.36,26.99,0,170.92,6.26,70.15,0,0,23.41,26.99,7,6.66,134.47,15,29.23,29.23,29.24,15,7,21,41,87,2.4,44.88,168,72,224.41,80,43,87

41,10:00-10:15,22.2,14.47,1.77,6.73,2.33,23.41,2.38,52.9,14.47,0,6.75,23.41,132.74,0,17.35,0,14.47,58.36,26.99,0,170.92,6.26,70.15,0,0,23.41,26.99,7,6.66,141.19,15,29.23,29.23,29.24,15,7,21,43,95.62,2.4,47.65,182,78,238.22,85,47,93

42,10:15-10:30,22.2,15.29,1.77,6.73,2.33,23.41,2.38,52.9,15.29,0,6.75,23.41,132.74,0,17.35,0,15.29,58.36,26.99,0,170.92,6.26,70.15,0,0,23.41,26.99,7,6.66,145.67,15,29.57,29.57,29.56,15,7,21,45,100,2.4,48.81,193,82,244.06,89,48,97

43,10:30-10:45,23.21,16.03,1.77,6.73,2.48,23.41,2.38,52.9,16.03,0,6.75,23.41,132.74,0,17.35,0,16.03,58.36,26.99,0,170.92,6.26,70.15,0,0,23.41,26.99,7,6.66,148.88,15,29.57,29.57,29.56,15,7,21,48,100,2.4,48.81,203,87,244.06,93,50,100

44,10:45-11:00,23.21,16.71,1.77,6.73,2.48,23.41,2.38,52.9,16.71,0,6.75,23.41,132.74,0,17.35,0,16.71,58.36,26.99,0,170.92,6.26,70.15,0,0,23.41,26.99,7,6.66,150.24,15,29.57,29.57,29.56,15,7,21,48,100,2.4,48.81,210,90,244.06,95,50,100

45,11:00-11:15,23.21,17.32,1.77,6.73,2.48,23.41,2.38,52.9,17.32,0,6.75,23.41,132.74,0,17.35,0,17.32,58.36,26.99,0,170.92,6.17,70.15,0,0,23.41,26.99,7,6.66,151.22,15,29.9,29.9,29.9,15,7,21,49,100,2.4,48.81,210,90,244.06,98,50,100

46,11:15-11:30,23.21,17.86,1.77,6.73,2.48,23.41,2.38,52.9,17.86,0,6.75,23.41,132.74,0,17.35,0,17.86,58.36,26.99,0,170.92,6.17,70.15,0,0,23.41,26.99,7,6.66,151.99,15,30.07,30.07,30.06,15,7,21,49,100,2.4,48.81,210,90,244.06,98,50,100

47,11:30-11:45,23.21,17.86,1.77,6.73,2.48,23.41,2.38,52.9,17.86,0,6.75,23.41,132.74,0,17.35,0,17.86,58.36,26.99,0,170.92,6.17,70.15,0,0,23.41,26.99,7,5,152.38,15,30.4,30.4,30.4,15,7,21,49,100,2.4,48.81,210,90,244.06,98,50,100

48,11:45-12:00,23.21,17.86,1.77,6.73,2.48,23.41,2.38,52.9,17.86,0,6.75,23.41,132.74,0,17.35,0,17.86,58.36,26.99,0,170.92,6.17,70.15,0,0,23.41,26.99,7,5,152.68,15,30.73,30.73,30.74,15,7,21,50,100,2.4,48.81,210,90,244.06,98,50,100

49,12:00-12:15,23.21,17.86,1.77,6.73,2.48,23.41,2.45,52.9,17.86,0,6.75,23.41,132.74,0,17.35,0,17.86,58.36,26.99,0,170.92,5.98,70.15,0,0,23.41,26.99,7,5,152.77,15,30.73,30.73,30.74,15,7,21,50,100,2.4,48.81,210,90,244.06,98,50,100

50,12:15-12:30,23.21,17.86,1.77,6.73,2.48,23.41,2.45,52.9,17.86,0,6.75,23.41,132.74,0,17.35,0,17.86,58.36,26.99,0,170.92,5.98,70.15,0,0,23.41,26.99,7,5,152.97,15,30.73,30.73,30.74,15,7,21,50,100,2.4,48.81,210,90,244.06,98,50,100

51,12:30-12:45,23.21,17.86,1.77,0,2.48,23.41,2.45,52.9,17.86,0,6.75,23.41,132.74,0,17.35,0,17.86,46.17,26.99,0,170.92,5.98,70.15,0,0,23.41,26.99,7,5,152.97,15,30.73,30.73,30.74,15,7,21,50,100,2.8,48.81,210,90,244.06,98,50,100

52,12:45-13:00,23.21,17.86,1.77,0,2.48,23.41,2.45,52.9,17.86,0,6.75,23.41,132.74,0,17.35,0,17.86,46.17,26.99,0,137.55,5.98,70.15,0,0,23.41,26.99,7,5,152.97,15,30.73,30.73,30.74,15,7,21,50,100,3.2,48.81,210,90,244.06,98,50,100

53,13:00-13:15,23.21,17.86,1.87,0,2.48,23.41,2.45,52.9,17.86,0,6.75,23.41,115.43,0,17.35,0,17.86,46.17,26.99,0,137.55,5.98,70.15,0,0,23.41,26.99,7,5,152.68,15,30.73,30.73,30.74,15,7,21,50,100,3.6,48.81,210,90,244.06,98,50,100

54,13:15-13:30,23.21,17.86,1.87,0,2.48,23.41,2.45,52.9,17.86,0,6.75,23.41,96.19,0,17.35,0,17.86,46.17,26.99,0,137.55,5.98,70.15,0,0,23.41,26.99,7,5,152.38,15,30.73,30.73,30.74,15,7,21,50,100,3.8,48.81,210,90,244.06,98,50,100

55,13:30-13:45,23.21,17.86,1.87,0,2.48,23.41,2.45,52.9,17.86,0,6.75,23.41,74.8,0,17.35,0,17.86,46.17,26.99,0,137.55,5.98,70.15,0,0,23.41,26.99,7,5,151.7,15,30.73,30.73,30.74,15,7,21,50,100,4.2,48.81,210,90,244.06,98,50,100

56,13:45-14:00,23.21,17.86,1.87,0,2.48,23.41,2.45,52.9,17.86,0,6.75,23.41,74.8,0,17.35,0,17.86,46.17,26.99,0,137.55,5.98,70.15,0,0,23.41,26.99,7,5,150.73,15,30.73,30.73,30.74,15,7,21,49,100,4.6,48.81,210,90,244.06,98,50,100

57,14:00-14:15,23.21,17.86,2.05,0,2.48,23.41,2.53,52.9,17.86,0,6.75,23.41,74.8,0,17.35,0,17.86,46.17,26.99,0,137.55,5.9,70.15,0,0,23.41,26.99,7,5,149.27,15,31.07,31.07,31.06,15,7,21,48,100,8.6,48.81,210,90,244.06,97,50,99

58,14:15-14:30,23.21,17.41,2.05,0,2.48,23.41,2.53,52.9,17.41,0,6.75,23.41,74.8,0,17.35,0,17.41,46.17,26.99,0,137.55,5.9,70.15,0,0,23.41,26.99,7,5,147.13,15,31.07,31.07,31.06,15,7,21,48,100,9,48.81,210,90,244.06,95,49,97

59,14:30-14:45,23.21,16.72,2.05,0,2.48,23.41,2.53,52.9,16.72,0,6.75,23.41,74.8,0,17.35,0,16.72,46.17,26.99,0,137.55,5.9,70.15,0,0,23.41,26.99,7,5,143.91,15,31.07,31.07,31.06,15,7,21,47,100,9.2,48.81,196,84,244.06,93,47,95

60,14:45-15:00,23.72,16.12,2.05,0,2.48,23.41,2.53,52.9,16.12,0,6.75,23.41,74.8,0,17.35,0,16.12,46.17,26.99,0,137.55,5.9,70.15,0,0,23.41,26.99,7,5,138.46,15,31.07,31.07,31.06,15,7,21,45,100,9.4,48.81,189,81,244.06,92,46,91

61,15:00-15:15,23.72,15.45,2.24,0,2.48,23.41,2.53,52.9,15.45,0,6.75,23.41,74.8,0,17.35,0,15.45,46.17,26.99,0,137.55,5.9,70.15,0,0,23.41,26.99,7,5,131.35,15,31.4,31.4,31.4,15,7,21,43,100,9.6,48.81,193,82,244.06,89,45,90

62,15:15-15:30,24.22,14.62,2.24,0,2.48,23.41,2.53,52.9,14.62,0,6.75,23.41,74.8,0,17.35,0,14.62,46.17,26.99,0,137.55,5.9,70.15,0,0,23.41,26.99,7,5,123.37,15,31.4,31.4,31.4,15,7,21,41,100,9.6,48.25,182,78,241.25,87,43,87

63,15:30-15:45,24.73,13.7,2.24,0,0.78,23.41,2.53,52.9,13.7,0,6.75,23.41,96.19,0,17.35,0,13.7,58.36,26.99,0,170.92,5.9,70.15,0,0,23.41,26.99,7,5,114.7,15,31.4,31.4,31.4,15,7,21,39,99,10,45.36,172,73,226.82,80,42,83

64,15:45-16:00,25.23,12.64,2.24,0,2.33,23.41,2.53,52.9,12.64,0,6.75,23.41,115.43,0,17.35,0,12.64,58.36,26.99,0,170.92,5.9,70.15,0,0,23.41,26.99,7,5,106.04,15,31.4,31.4,31.4,15,7,21,36,92.33,10,42.34,158,67,211.7,73,38,77

65,16:00-16:15,26.24,11.55,2.42,0,2.33,23.41,2.61,52.9,11.55,0,6.75,23.41,132.74,0,17.35,0,11.55,58.36,26.99,0,170.92,5.98,70.15,0,0,23.41,26.99,7,5,96.3,15,31.73,31.73,31.74,15,7,21,34,85.51,10,39.22,144,61,196.08,67,35,70

66,16:15-16:30,26.24,10.29,2.42,0,2.33,23.41,2.61,52.9,10.29,0,6.75,23.41,132.74,0,17.35,0,10.29,58.36,26.99,0,170.92,5.98,70.15,0,0,23.41,26.99,7,5,85.78,15,31.73,31.73,31.74,15,7,21,30,78.06,10,35.76,126,54,178.82,59,32,65

67,16:30-16:45,26.24,7.94,2.42,0,2.33,23.41,2.61,52.9,7.94,0,6.75,23.41,132.74,0,17.35,0,7.94,58.36,26.99,0,170.92,5.98,70.15,0,0,23.41,26.99,7,5,74.59,15,31.73,31.73,31.74,15,7,21,27,70.13,10.2,31.98,109,46,159.88,51,28,57

68,16:45-17:00,27.25,6.72,2.42,0,2.33,23.41,2.61,52.9,6.72,0,6.75,23.41,132.74,0,17.35,0,6.72,58.36,26.99,0,170.92,5.98,66.01,0,0,23.41,26.99,7,5,63.1,15,31.73,31.73,31.74,15,7,21,25,61.93,10.4,27.97,91,39,139.85,43,23,47

69,17:00-17:15,28.26,5.41,2.61,0,2.33,31.8,2.68,81.76,5.41,0,6.75,31.8,132.74,0,17.35,0,5.41,58.36,26.99,100,170.92,6.08,66.01,0,0,31.8,26.99,7,5,50.44,15,31.73,31.73,31.74,15,7,21,21,53.09,10,23.84,70,30,119.18,37,19,38

70,17:15-17:30,28.76,4.06,2.61,0,2.33,31.8,2.68,100.21,4.06,0,6.75,31.8,132.74,0,17.35,0,4.06,58.36,26.99,100,225.97,6.08,66.01,0,0,31.8,26.99,7,5,38.17,15,16,32.35,32.35,15,7,21,16,43.7,9.4,19.48,49,21,97.41,30,15,29

71,17:30-17:45,29.77,2.82,2.61,0,2.33,31.8,2.68,100.21,2.82,0,6.75,31.8,132.74,0,17.35,0,2.82,86.76,26.99,100,260.29,6.08,74.49,0,0,31.8,26.99,7,5,26.39,15,7,20.47,20.6,15,7,21,12,34.79,8.8,15.01,35,15,75.05,21,10,20

72,17:45-18:00,30.28,1.65,2.61,0,2.33,31.8,2.68,100.21,1.65,0,6.75,31.8,132.74,0,17.35,0,1.65,86.76,25.22,100,260.29,6.08,82.98,0,0,31.8,25.22,7,5,16.16,15,1,10.65,11.22,15,7,21,9,24.98,8,10.74,21,9,53.71,13,7,13

73,18:00-18:15,30.28,0.81,2.8,0,2.48,31.8,2.76,100.21,0.81,50,6.75,31.8,132.74,0,17.35,0,0.81,86.76,20.41,100,260.29,6.26,115.04,0,0,31.8,20.41,7,5,8.37,15,0,0,0,15,7,21,7,17.02,6.6,6.91,11,4,34.53,8,3,7

74,18:15-18:30,30.28,0.25,2.8,0,2.48,31.8,2.76,100.21,0.25,50,6.75,31.8,132.74,0,17.35,0,0.25,86.76,20.41,100,260.29,6.26,115.04,0,0,31.8,20.41,7,5,3.41,15,0,0,0,15,7,21,5,10.1,6,3.88,6,2,19.4,5,2,3

75,18:30-18:45,31.29,0.05,2.8,0,2.48,31.8,2.76,100.21,0.05,50,6.75,31.8,132.74,0,17.35,0,0.05,86.76,30.5,100,260.29,6.26,115.04,50,0,31.8,30.5,7,5,0.49,15,0,0,0,15,7,21,3,7.5,5.8,1.81,4,1,9.03,2,1,1

