Block,Time Block,KHSTPP-II,KISHANGANGA,KKNP,KHSTPP-I,DADRI_LF,DADRI_GF,DADRI_RF,KGSU1AND2,KGSU3AND4,JHAJJAR,KOLDAM,KUDGI,NAPP,MAPS,KOTESHWR,ANTA_RF,AURY_RF,ANTA_LF,AURY_GF,AURY_LF,AURY_CRF,DADRI_CRF,DULHASTI,DHAULIGNGA,FSTPP I & II,CHAMERA2,CHAMERA3,DADRT2,BSIUL,CHAMERA1,BRBCL,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,ANTA_GF,UNCHAHAR1,UNCHAHAR4,ANTA_CRF,URI2,KKNPPU2,SINGRAULI,SALAL,SEWA2,TALST2,RIHAND3,TALA,SASAN,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,TANDA2,TANAKPUR,TelanganaSTPP,TEHRI,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RAPPC,NLCTS2EXP,RAMPUR,RAPPB,NNTPP,RIHAND2,NTPL,RIHAND1,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,78.42,0,0,31.6,0,0,0,0,0,230.91,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,222.15,0,0,12.4,14.26,11.25,1.28,0,0,11.55,0,0,4.27,0,93.03,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,2.46,0,0,0,0,0,0,51.86,0,0,0,0,98.44,0,37.29,0,0,0,0,0,0

11,02:30-02:45,78.42,0,0,31.6,0,0,0,0,0,230.91,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,216.38,0,0,15.21,14.26,11.25,1.28,0,0,11.55,0,0,4.27,0,93.03,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,2.46,0,0,0,0,0,0,51.86,0,0,0,0,98.44,0,37.29,0,0,0,0,0,0

12,02:45-03:00,78.42,0,0,31.6,0,0,0,0,0,230.91,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,211.57,0,0,15.58,14.26,11.25,1.28,0,0,11.55,0,0,4.27,0,93.03,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,2.46,0,0,0,0,0,0,51.86,0,0,0,0,98.44,0,37.29,0,0,0,0,0,0

13,03:00-03:15,65.8,0,0,31.6,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,210.61,0,0,16.76,14.26,11.25,1.28,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,2.46,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

14,03:15-03:30,65.8,0,0,31.6,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,214.46,0,0,15.12,14.26,11.25,1.28,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,2.46,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

15,03:30-03:45,65.8,0,0,31.6,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,210.61,0,0,17.72,14.26,11.25,1.28,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,8.01,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

16,03:45-04:00,65.8,0,0,31.6,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,219.27,0,0,18.99,14.26,11.25,1.28,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,8.01,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

17,04:00-04:15,65.8,0,0,31.6,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,239.46,0,0,19.23,14.1,11.24,1.28,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,6.03,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

18,04:15-04:30,65.8,0,0,31.6,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,257.74,0,0,19.23,14.1,11.24,1.28,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

19,04:30-04:45,71.57,0,0,31.6,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,272.16,0,0,19.23,14.1,11.24,1.7,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

20,04:45-05:00,71.57,0,0,31.6,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,284.75,0,0,19.23,14.1,11.24,1.7,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

21,05:00-05:15,78.42,0,0,36.88,0,0,0,0,0,234.12,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,336.03,0,0,19.23,19.28,23.8,1.7,0,0,14.66,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

22,05:15-05:30,78.42,0,0,36.88,0,0,0,0,0,234.12,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,408.43,0,0,19.23,19.28,24.23,1.7,0,0,14.91,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,43.28,0,0,0,0,0,0

23,05:30-05:45,95.08,0,0,43.49,0,0,0,0,0,234.12,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,14.47,0,0,468.08,0,0,19.23,22.78,27.04,1.7,0,0,17.64,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,0,0,0,18.21,0,51.86,0,0,0,0,114.21,0,50.54,0,0,0,0,0,0

24,05:45-06:00,95.08,0,0,43.49,0,0,0,0,0,234.12,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,14.98,0,0,515.11,0,0,19.23,22.78,27.04,1.7,0,0,17.64,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,14.85,0,0,36.43,0,51.86,0,0,0,0,114.21,0,57.7,0,0,0,0,0,0

25,06:00-06:15,95.08,0,0,43.49,0,0,0,0,0,299.51,0,0,41.8,0,17.07,0,0,0,0,0,0,0,15.85,7.75,17.5,3.2,0,535.3,1.06,0,19.23,22.78,27.04,1.7,0,0,17.64,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,6.03,0,21.21,0,0,54.64,0,51.86,0,0,0,0,114.21,0,57.7,3.67,0,0,0,0,0

26,06:15-06:30,95.08,0,0,43.49,0,0,0,0,0,348.22,0,0,41.8,0,25.6,0,0,0,0,0,0,0,31.7,7.75,17.5,11.54,9.31,558.73,6.27,0,19.23,22.78,27.04,1.7,0,0,17.64,0,0,4.27,0,107.94,8.93,5.07,0,119.56,0,402.73,0,0,0,0,0,0,6.03,0,44.9,0,0,91.07,0,51.86,0,0,0,0,114.21,0,62.11,15.92,0,0,0,0,0

27,06:30-06:45,95.08,0,0,43.49,0,0,0,0,0,398.96,0,0,41.8,0,37.93,0,0,0,0,0,0,0,47.54,15.88,17.5,25.33,27.95,587.58,12.54,11.55,19.23,22.78,27.04,6.38,0,0,17.64,0,0,4.27,0,107.94,40.23,10.14,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,62.51,15.92,0,0,0,0,0

28,06:45-07:00,95.08,0,0,43.49,0,0,0,0,0,393.46,0,0,41.8,0,37.93,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,621.94,12.54,26.98,19.23,25.38,27.04,25.48,0,0,19.77,0,0,4.27,0,107.94,40.23,10.14,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,66.44,15.92,0,0,0,0,0

29,07:00-07:15,95.08,0,0,43.49,0,0,0,0,0,422.8,0,0,41.8,0,37.93,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,643.08,12.54,40.54,19.23,25.38,29.34,25.48,0,0,19.77,0,0,4.27,0,107.94,40.23,10.14,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,67.32,15.92,0,0,0,0,0

30,07:15-07:30,95.08,0,0,43.49,0,0,0,0,0,422.8,0,0,41.8,0,37.93,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,656.63,12.54,40.54,19.23,25.38,29.34,25.48,0,0,19.77,0,0,4.27,0,107.94,40.23,10.14,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,67.32,15.92,0,0,0,0,0

31,07:30-07:45,95.08,0,0,43.49,0,0,0,0,0,422.8,0,0,41.8,0,37.93,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,656.63,12.54,26.98,19.23,25.38,29.34,4.24,0,0,19.77,0,0,4.27,0,107.94,8.93,10.14,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,67.32,15.92,0,0,0,0,0

32,07:45-08:00,95.08,0,0,43.49,0,0,0,0,0,422.8,0,0,41.8,0,37.93,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,656.63,12.54,13.51,19.23,25.38,29.34,2.13,0,0,19.77,0,0,4.27,0,107.94,1.35,5.07,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,71.25,3.42,0,0,0,0,0

33,08:00-08:15,95.08,0,0,43.49,0,0,0,0,0,422.8,0,0,41.8,0,18.96,0,0,0,0,0,0,0,31.7,15.5,17.5,25.33,9.31,656.63,6.27,13.51,19.23,25.38,29.34,2.13,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,44.9,0,0,91.07,0,51.86,0,0,0,0,114.21,0,76.06,0,0,0,0,0,0

34,08:15-08:30,95.08,0,0,43.49,0,0,0,0,0,422.8,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,7.75,17.5,25.33,0,656.63,1.06,0,19.23,25.38,29.34,2.13,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,29.94,0,0,59.2,0,51.86,0,0,0,0,114.21,0,80.87,0,0,0,0,0,0

35,08:30-08:45,95.08,0,0,43.49,0,0,0,0,0,422.8,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,25.33,0,656.63,0,0,19.23,25.38,29.34,2.13,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,29.94,0,0,38.26,0,51.86,0,0,0,0,114.21,0,86.76,0,0,0,0,0,0

36,08:45-09:00,95.08,0,0,43.49,0,0,0,0,0,422.8,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,25.33,0,656.63,0,0,19.23,25.38,29.34,2.13,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,29.94,0,0,22.49,0,51.86,0,0,0,0,114.21,0,88.48,0,0,0,0,0,0

37,09:00-09:15,95.08,0,0,43.49,0,0,0,0,0,425.49,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,25.33,0,638.02,0,0,19.23,25.38,27.14,4.24,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,29.94,0,0,18.21,0,51.86,0,0,0,0,114.21,0,74.61,0,0,0,0,0,0

38,09:15-09:30,95.08,0,0,43.49,0,0,0,0,0,425.49,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,12.67,0,629.2,0,0,19.23,25.38,27.14,25.48,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,29.94,0,0,0,0,51.86,0,0,0,0,114.21,0,74.61,0,0,0,0,0,0

39,09:30-09:45,95.08,0,0,43.49,0,0,0,0,0,425.49,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,596.36,0,0,19.23,25.38,27.14,25.48,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,29.94,0,0,0,0,51.86,0,0,0,0,114.21,0,74.61,0,0,0,0,0,0

40,09:45-10:00,95.08,0,0,43.49,0,0,0,0,0,373.56,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,596.35,0,0,19.23,25.38,27.14,25.48,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,29.94,0,0,0,0,51.86,0,0,0,0,114.21,0,74.61,0,0,0,0,0,0

41,10:00-10:15,95.08,0,0,43.49,0,0,0,0,0,314.9,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,595.89,0,0,19.23,25.38,27.14,3.18,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,6.03,0,29.94,0,0,0,0,51.86,0,0,0,0,114.21,0,88.48,0,0,0,0,0,0

42,10:15-10:30,95.08,0,0,43.49,0,0,0,0,0,314.9,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,586.27,0,0,19.23,25.38,27.14,2.13,0,0,19.77,0,0,18.11,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,6.03,0,14.85,0,0,0,0,51.86,0,0,0,0,114.21,0,88.48,0,0,0,0,0,0

43,10:30-10:45,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,586.27,0,0,19.23,25.38,27.14,2.13,0,0,19.77,0,0,18.11,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,8.72,0,0,0,0,51.86,0,0,0,0,114.21,0,88.48,0,0,0,0,0,0

44,10:45-11:00,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,567.4,0,0,19.23,25.38,27.14,2.13,0,0,19.77,0,0,18.11,0,107.94,1.35,0,0,119.56,0,402.73,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.48,0,0,0,0,0,0

45,11:00-11:15,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,434.69,0,0,19.23,21.88,24.33,12.74,0,0,17.93,0,0,18.11,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

46,11:15-11:30,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,396.83,0,0,16.43,21.88,24.33,12.74,0,0,17.04,0,0,18.11,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

47,11:30-11:45,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,366.04,0,0,18.46,21.88,24.33,1.07,0,0,17.04,0,0,18.11,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

48,11:45-12:00,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,332.9,0,0,19.23,21.88,24.33,1.07,0,0,17.04,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

49,12:00-12:15,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,314.03,0,0,19.23,21.88,24.33,1.07,0,0,14.91,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

50,12:15-12:30,95.08,0,0,43.49,0,0,0,0,0,251,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,297.17,0,0,19.23,16.98,16.1,1.07,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

51,12:30-12:45,95.08,0,0,43.49,0,0,0,0,0,236.58,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,297.17,0,0,19.23,16.98,16.1,1.07,0,0,11.55,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

52,12:45-13:00,95.08,0,0,43.49,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,281.78,0,0,19.23,16.98,16.1,1.07,0,0,11.55,0,0,4.27,0,107.94,8.93,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

53,13:00-13:15,95.08,0,0,43.49,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,232.73,0,0,19.23,14.39,12.68,1.07,0,0,11.55,0,0,4.27,0,107.94,40.23,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

54,13:15-13:30,82.48,0,0,38.21,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,203.88,0,0,19.23,14.39,12.68,1.07,0,0,11.55,0,0,4.27,0,107.94,40.23,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

55,13:30-13:45,82.48,0,0,38.21,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,199.07,0,0,19.23,14.39,12.68,1.07,0,0,11.55,0,0,4.27,0,107.94,40.23,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

56,13:45-14:00,82.48,0,0,38.21,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,214.46,0,0,19.23,14.39,12.68,1.07,0,0,11.55,0,0,4.27,0,107.94,40.23,0,0,119.56,0,392.19,0,0,0,0,0,0,6.03,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

57,14:00-14:15,95.08,0,0,43.49,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,12.49,0,0,215.42,0,0,19.23,14.39,12.68,1.07,0,0,11.55,0,0,4.27,0,107.94,8.93,0,0,119.56,0,392.19,0,0,0,0,0,0,6.03,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

58,14:15-14:30,95.08,0,0,43.49,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,14.98,0,0,232.73,0,0,19.23,17.89,12.68,1.07,0,0,13.76,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

59,14:30-14:45,95.08,0,0,43.49,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.15,0,0,257.74,0,0,19.23,17.89,12.68,1.07,0,0,13.76,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

60,14:45-15:00,95.08,0,0,43.49,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,278.89,0,0,19.23,17.89,12.68,1.07,0,0,13.76,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

61,15:00-15:15,95.08,0,0,43.49,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,297.17,0,0,19.23,17.89,18.13,1.07,0,0,13.76,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

62,15:15-15:30,95.08,0,0,43.49,0,0,0,0,0,230.81,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,297.17,0,0,19.23,17.89,18.47,1.07,0,0,13.76,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,14.85,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

