Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8128,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/05/9146,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2786,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2236,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/2997,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13
17,04:00-04:15,0,0,0,0,26.94,26.94,86.82,1.41,0,10.48,20.76,19.25,130.23,0,11.73,10.59,270.7,0,100.27,6.54,-0,224.98,0,134.99,43.75,70.19,81.81,16.67,0,8.52,15.26,29.78,13.54,0,0,13.54,0,36.42,40.61,0,0,0,0,10.54,0,0,0,0

18,04:15-04:30,0,0,0,0,26.94,26.94,86.82,1.41,0,10.48,20.76,19.25,130.23,0,11.73,10.59,270.7,0,100.27,6.54,-0,224.98,0,134.99,43.75,70.19,81.81,16.67,0,8.52,15.26,29.78,13.25,0,0,13.25,0,36.22,39.74,0,0,0,0,10.26,0,0,0,0

19,04:30-04:45,0,0,0,0,26.94,26.94,49,1.41,0,10.48,20.76,19.25,100.28,0,11.73,10.59,270.7,0,100.27,6.54,-0,224.98,0,134.99,43.75,70.19,81.81,16.67,0,6.67,15.26,29.78,12.81,0,0,12.81,0,36.02,38.45,0,0,0,0,10,0,0,0,0

20,04:45-05:00,0,0,0,0,26.94,26.94,49,1.89,0,10.48,20.76,19.25,100.28,0,11.73,10.59,270.7,0,100.27,6.54,-0,224.98,0,134.99,43.75,70.19,81.81,16.67,0,6.67,15.26,29.27,12.45,0,0,12.45,0,35.62,37.37,0,0,0,0,9.7,0,0,0,0

21,05:00-05:15,0,0,0,0,26.94,26.94,66.92,2.36,0,10.48,20.76,19.25,130.23,0,11.73,10.59,270.7,0,100.27,6.06,-0,224.98,0,134.99,43.75,64.2,81.81,16.4,0,6.67,15.26,28.77,13.04,0,0,13.04,0,37.02,39.1,0,0,0,0,9.78,0,0,0,0

22,05:15-05:30,0,0,0,0,26.94,26.94,66.92,2.36,0,10.48,20.76,19.25,130.23,0,11.73,10.59,270.7,0,100.27,6.06,-0,224.98,0,134.99,43.75,64.2,81.81,16.4,0,6.67,15.26,28.77,13.36,0,0,13.36,0,37.02,40.07,0,0,0,0,10.15,0,0,0,0

23,05:30-05:45,0,0,0,0,26.94,26.94,86.82,3.21,0,10.48,20.76,19.25,130.23,0,11.73,10.59,270.7,0,100.27,6.06,-0,224.98,0,134.99,43.75,72.69,81.81,16.4,0,6.67,15.26,29.27,13.73,0,0,13.73,0,40.02,41.18,0.02,0,0,0,10.57,0,0,0,0

24,05:45-06:00,0,0,1,1.88,26.94,26.94,86.82,4.06,0,10.48,20.76,19.25,130.23,0,11.73,10.59,270.7,0,100.27,6.06,-0,224.98,0,134.99,43.75,81.18,81.81,16.4,0,6.67,15.26,28.77,13.83,1.15,0,13.83,0,40.02,41.47,0.13,0,0,0,11,0,0,0,0.37

25,06:00-06:15,0,1,1,6.37,26.94,26.94,86.82,4.59,0,10.48,20.76,19.25,130.23,0,11.73,10.74,270.7,0,100.27,5.69,-0,224.98,0,134.99,43.75,89.67,81.81,16.12,0,6.67,15.26,28.77,12.85,3.62,2.6,12.85,0,34.01,38.53,1.24,0,10.5,0,13.33,1,1,0,1.27

26,06:15-06:30,0,2,3,10.87,26.94,26.94,68.9,3.24,0,10.48,20.76,19.25,100.28,0,11.73,10.74,270.7,0,100.27,5.69,-0,224.98,0,134.99,43.75,115.46,81.81,16.12,0,6.67,15.26,28.77,12.65,6.09,8.6,12.65,0,33.61,37.97,2.44,0,22.2,0,13.33,2,2,1,2.17

27,06:30-06:45,0,3,5,15.37,26.94,26.94,68.9,3.24,0.95,10.48,20.76,19.25,100.28,0.95,11.73,10.74,270.7,0.74,100.27,5.69,-0,224.98,0,134.99,43.75,115.46,81.81,16.12,0,6.67,15.26,28.77,12.39,8.56,15.7,12.39,0,33.01,37.16,4.07,0,27.41,3,13.33,3,3,2,3.07

28,06:45-07:00,0,6,7,21.51,26.94,26.94,68.9,3.24,1.42,10.48,20.76,19.25,100.28,1.42,11.73,10.74,270.7,1.1,100.27,5.69,-0,224.98,0,134.99,43.75,106.97,81.81,16.12,0,6.67,15.26,28.26,12.57,11.03,22.17,12.57,0,32.01,37.73,6.09,0,32.6,5,13.33,4,7,3,4.3

29,07:00-07:15,0,11,9,30.88,26.94,26.94,68.9,3.24,2.13,10.48,20.76,19.25,100.28,2.13,8.86,10.74,270.7,1.65,100.27,5.69,-0,224.98,0,134.99,43.75,98.48,81.81,16.03,0,4.69,15.26,29.27,10,15.4,30.01,10,0,34.01,30,8.21,0,33,8,6.67,5,13,7,6.17

30,07:15-07:30,0,14,12,40.99,26.94,26.94,38.5,3.24,2.82,10.48,20.76,19.25,73.29,2.82,8.86,10.74,270.7,2.18,100.27,5.69,-0,224.98,0,134.99,43.75,89.99,81.81,16.03,0,4.69,15.26,29.78,10,19.77,33,10,0,33.61,30,10.26,0,33,13,6.67,7,17,8,8.2

31,07:30-07:45,0,19,19,52.55,26.94,26.94,38.5,3.24,3.5,10.48,20.76,19.25,72.76,3.5,8.86,10.74,270.7,2.7,100.27,5.69,-0,224.98,0,134.99,43.75,81.5,81.81,16.03,0,4.69,15.26,29.78,10,24.13,33,10,0,28.41,30,14.41,0,33,20,6.67,9,23,12,10.51

32,07:45-08:00,0,25,25,65.28,26.94,26.94,38.5,3.24,4.21,10.48,20.76,19.25,55.82,4.21,8.86,10.74,232.2,3.25,50.05,5.69,-0,224.98,0,134.99,43.75,73.02,81.81,16.03,0,4.69,15.26,30.28,10,28.5,33,10,0,28.01,30,16.04,0,33,27,6.67,12,30,15,13.06

33,08:00-08:15,0,33,31,78.17,26.94,26.94,38.5,3.24,5.29,10.48,20.76,19.25,55.82,5.29,8.86,10.74,193.7,4.09,50.05,5.69,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,4.69,15.26,30.79,10,32.72,32.67,10,0,20.61,30,17.48,0,32.67,32.66,6.67,16,37,18,15.63

34,08:15-08:30,0,35,37,88.14,26.94,26.94,38.5,3.24,6.44,10.48,20.76,19.25,55.82,6.44,8.86,10.74,155.2,4.98,50.05,5.69,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,4.69,15.26,30.79,9.67,36.95,33,9.67,0,20.61,28.99,18.77,0,33,33,6.67,19,43,22,17.63

35,08:30-08:45,0,43,43,99.68,26.94,26.94,38.5,3.24,7.66,10.48,20.76,19.25,55.82,7.66,8.86,10.74,148.88,5.91,75.08,5.69,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,4.69,15.26,28.77,9.33,41.17,33,9.33,0,20.61,28.01,16.59,0,33,33,7.31,22,50,25,19.93

36,08:45-09:00,0,48,49,111.22,26.94,26.94,38.5,3.24,8.91,10.48,20.76,19.25,55.82,8.91,8.86,10.74,148.88,6.89,100.27,5.69,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,4.69,15.26,28.77,9.17,45.39,33,9.17,0,20.61,27.49,16.59,0,33,33,7.46,25,57,28,22.24

37,09:00-09:15,0,57,55,119.57,26.96,26.96,38.5,3.24,10.09,10.48,20.76,19.25,55.82,10.09,8.86,10.74,148.88,7.79,100.27,5.41,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,4.69,15.26,29.27,9.17,49.93,33,9.17,0,20.61,27.49,16.59,0,33,33,7.64,25,61,31,23.92

38,09:15-09:30,0,63,60,125.73,26.96,26.96,38.5,3.24,11.19,10.48,20.76,19.25,55.82,11.19,8.86,10.74,148.88,8.64,100.27,5.41,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,4.69,15.26,29.27,9.17,54.47,33,9.17,0,21.01,27.49,16.59,0,33,33,7.84,27,67,33,25.15

39,09:30-09:45,0,66,64,136.03,26.96,26.96,38.5,3.18,12.2,10.48,20.76,19.25,55.82,12.2,8.86,10.74,148.88,9.43,100.27,5.41,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,2.02,15.26,29.27,8.33,59.01,33,8.33,0,21.21,25.01,16.59,0,33,33,8.02,32,73,37,27.21

40,09:45-10:00,0,71,69,144.68,26.96,26.96,38.5,3.18,13.05,10.48,20.76,19.25,55.82,13.05,8.86,10.74,148.88,10.08,100.27,5.41,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,2.02,15.26,29.27,8.5,63.55,33,8.5,0,21.61,25.5,28.54,0,33,33,8.22,34,78,39,28.94

41,10:00-10:15,0,78,73,152.06,26.96,26.96,38.5,3.18,13.88,10.48,20.76,19.25,55.82,13.88,11.73,10.74,148.88,10.72,75.08,5.41,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,4,15.26,29.27,7.33,65.98,33,7.33,0,23.41,22.01,30.11,0,33,33,7,35,83,42,30.41

42,10:15-10:30,0,81,76,163.53,26.96,26.96,38.5,3.18,14.65,10.48,20.76,19.25,55.82,14.65,11.73,10.74,183.72,11.33,52.94,5.41,-90.75,224.98,0,134.99,26.25,70.19,81.81,15.94,0,4,15.26,30.78,7.33,69.38,33,7.33,0,24.21,22.01,29.27,0,33,33,7,36,85,43,32.71

43,10:30-10:45,0,86,78,193.3,26.96,26.96,38.5,3.18,15.22,10.48,20.76,19.25,55.82,15.22,11.73,10.74,205.72,11.76,52.94,5.41,-90.75,224.98,0,134.99,26.25,70.19,81.81,16.58,0,4.47,15.26,31.29,8,83.33,33,8,0,25.21,24,31.22,0,33,33,7,38,88,44,38.66

44,10:45-11:00,0,88,79,207.9,26.96,26.96,38.5,3.18,15.7,10.48,20.76,19.25,55.82,15.7,11.73,10.74,221.43,12.14,52.94,5.41,-90.75,224.98,0,134.99,26.25,70.19,81.81,16.58,0,4,15.26,31.29,8.67,85,33,8.67,0,26.41,25.99,31.22,0,33,33,7,39,90,45,41.58

45,11:00-11:15,0,91,78,229.17,26.96,26.96,38.5,3.18,15.98,10.48,20.76,19.25,85.78,15.98,11.73,10.74,242.14,12.35,52.94,4.39,-90.75,224.98,0,134.99,26.25,70.19,81.81,16.49,0,4,15.26,29.27,8.67,86.67,33,8.67,0,28.21,25.99,32.2,0,33,33,7,41,87,43,45.83

46,11:15-11:30,0,91,78,229.17,26.96,26.96,56.42,3.18,16.03,10.48,20.76,19.25,85.78,16.03,11.73,10.74,250.26,12.39,52.94,4.39,-90.75,224.98,0,134.99,26.25,70.19,81.81,16.49,0,4,15.26,29.27,8.67,88.33,33,8.67,0,30.82,25.99,32.2,0,33,33,7,42,87,43,45.83

47,11:30-11:45,0,88,78,229.17,26.96,26.96,56.42,3.2,16.11,10.48,20.76,19.25,85.78,16.11,11.73,10.74,268.39,12.45,52.94,4.39,-90.75,224.98,0,134.99,26.25,70.19,81.81,16.49,0,4,15.26,29.27,8.83,96.67,33,8.83,0,33.42,26.51,36.14,0,33,33,7,41,87,43,45.83

48,11:45-12:00,0,88,78,229.17,26.96,26.96,56.42,3.2,16.21,10.48,20.76,19.25,92.72,16.21,11.73,10.74,270.7,12.52,52.94,4.39,-90.75,224.98,0,134.99,26.25,70.19,81.81,16.49,0,4,15.26,29.27,9,96.67,33,9,0,35.82,27,70.29,0,33,33,7,41,87,43,45.83

49,12:00-12:15,0,88,78,233.33,26.97,26.97,56.42,3.2,16.24,10.48,20.76,19.25,98.02,16.24,8.86,10.74,270.7,12.54,52.94,5.51,-90.75,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,8.67,96.67,33,8.67,0,37.61,25.99,73.19,0,33,33,7,41,87,43,46.67

50,12:15-12:30,0,88,78,233.33,26.97,26.97,56.42,3.2,16.17,10.48,20.76,19.25,98.43,16.17,8.86,10.74,270.7,12.5,52.94,5.51,-90.75,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,9.33,96.67,33,9.33,0,38.21,28.01,75.91,0,33,33,7.33,41,87,43,46.67

51,12:30-12:45,0,85,78,233.33,26.97,26.97,56.42,3.2,16.13,10.48,20.76,19.25,98.63,16.13,8.86,10.74,270.7,12.47,52.94,5.51,-90.75,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,10.5,95,33,10.5,0,41.62,31.5,78.08,0,33,33,8.67,42,87,43,46.67

52,12:45-13:00,0,85,78,233.33,26.97,26.97,56.42,3.2,15.95,10.48,20.76,19.25,99.04,15.95,8.86,10.74,270.7,12.32,52.94,5.51,-90.75,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,11.33,93.33,33,11.33,0,41.62,34.01,80.07,0,33,33,10,43,87,43,46.67

53,13:00-13:15,0,85,78,229.17,26.97,26.97,56.42,3.2,15.65,10.48,20.76,19.25,85.78,15.65,8.86,10.74,270.7,12.1,52.94,5.69,-90.75,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,13.33,98.33,33,13.33,0,38.62,40.01,83.74,0,33,33,9.42,44,87,43,45.83

54,13:15-13:30,0,84,78,227.5,26.97,26.97,56.42,3.2,15.45,10.48,20.76,19.25,85.78,15.45,8.86,10.74,266.29,11.95,52.94,5.69,-90.75,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,15.33,98.33,33,15.33,0,38.82,46.01,82.93,0,33,33,10.63,43,87,43,45.5

55,13:30-13:45,0,85,75,229.17,26.97,26.97,56.42,3.2,14.97,10.48,20.76,19.25,98.04,14.97,8.86,10.74,270.7,11.57,52.94,5.69,-0,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,11.33,96.67,33,11.33,0,39.22,34.01,82.93,0,33,33,7.53,42,83,42,45.83

56,13:45-14:00,0,85,72,229.17,26.97,26.97,56.42,3.2,14.7,10.48,20.76,19.25,100.41,14.7,8.86,10.74,270.7,11.35,52.94,5.69,-0,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,13.33,95,33,13.33,0,39.82,40.01,74.93,0,33,33,8.56,41,81,41,45.83

57,14:00-14:15,0,85,72,227.5,26.97,26.97,56.42,3.2,14.7,10.48,20.76,19.25,85.78,14.7,8.86,10.74,232.2,11.35,52.94,5.88,-0,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,18.33,93.33,33,18.33,0,40.02,55.01,85.27,0,33,33,12,40,80,40,45.5

58,14:15-14:30,0,81,69,225,26.97,26.97,56.42,3.2,14.65,10.48,20.76,19.25,85.78,14.65,8.86,10.74,193.7,11.33,52.94,5.88,-0,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,21.17,91.67,33,21.17,0,40.22,63.49,85.47,0,33,33,13,39,79,39,45

59,14:30-14:45,0,80,66,220.83,26.97,26.97,56.42,3.2,14.13,10.48,20.76,19.25,85.78,14.13,8.86,10.74,202.16,10.93,52.94,5.13,-0,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.25,15.17,78,33,15.17,0,40.82,45.49,56.01,0,33,33,20,38,76,38,44.17

60,14:45-15:00,0,75,63,208.33,26.97,26.97,56.42,3.2,13.97,10.48,20.76,19.25,85.78,13.97,8.86,10.74,220.55,10.79,52.94,5.13,-0,224.98,0,134.99,26.25,64.15,81.81,16.4,0,2.02,15.26,27.76,15.83,73.5,33,15.83,0,41.02,47.51,53.92,0,33,33,20.67,37,71,35,41.67

61,15:00-15:15,0,75,58,166.16,26.97,26.97,56.42,3.2,13.43,10.48,20.76,19.25,102.47,13.43,8.86,10.74,233,10.38,81.81,5.6,-0,224.98,0,134.99,26.25,64.15,81.81,16.58,0,2.02,15.26,27.76,20,69,33,20,0,40.82,60,51.56,0,33,33,26.67,37,67,33,33.23

62,15:15-15:30,0,72,55,154.65,26.97,26.97,56.42,3.2,12.76,10.48,20.76,19.25,84.82,12.76,8.86,10.74,236.02,9.86,100.27,5.6,-0,224.98,0,134.99,26.25,64.15,81.81,16.58,0,2.02,15.26,28.26,20,64.5,33,20,0,41.02,60,48.44,0,33,33,26.67,35,63,32,30.93

63,15:30-15:45,0,64,51,143.13,26.97,26.97,38.5,3.2,11.99,10.48,20.76,19.25,55.17,11.99,8.86,10.74,239.63,9.27,100.27,5.6,-0,224.98,0,134.99,26.25,64.15,81.81,16.58,0,4.69,15.26,28.26,27.5,60,33,27.5,0,43.22,82.5,46.57,0,33,33,26.67,33,60,30,28.63

64,15:45-16:00,0,60,46,131.62,26.97,26.97,38.5,3.2,11.54,10.48,20.76,19.25,55.17,11.54,8.86,10.74,243.81,8.92,100.27,5.6,-0,224.98,0,134.99,26.25,64.15,81.81,16.58,0,4.45,15.26,28.26,27.17,54.29,33,27.17,0,43.22,81.49,45.02,0,33,33,28,31,57,28,26.33

65,16:00-16:15,0,53,42,104.56,26.97,26.97,38.5,3.2,10.83,10.48,20.76,19.25,55.17,10.83,8.86,10.74,270.7,8.37,100.27,6.06,-0,224.98,0,134.99,26.25,64.15,81.81,16.85,0,2.02,15.26,28.77,16.33,54.1,33,16.33,0,43.22,49.01,42.97,0,33,24,20,27,50,25,20.91

66,16:15-16:30,0,48,39,97.23,26.97,26.97,38.5,3.2,9.91,10.48,20.76,19.25,81.53,9.91,8.86,10.74,270.7,7.66,100.27,6.06,-0,224.98,0,134.99,26.25,64.15,81.81,16.85,0,2.02,15.26,28.77,15.83,48.47,33,15.83,0,42.82,47.51,42.44,0,33,16,19.33,25,43,22,19.45

67,16:30-16:45,0,43,34,99.29,26.97,26.97,56.42,3.23,8.68,10.56,20.76,19.25,102.47,8.68,11.73,10.74,270.7,6.71,100.27,6.06,-0,224.98,0,134.99,26.25,64.15,81.81,16.85,0,4.4,15.26,28.26,20,42.85,33,20,0,43.02,60,36.04,0,33,8,26.67,20,37,18,19.86

68,16:45-17:00,0,39,31,95.86,26.97,26.97,56.42,3.23,7.48,10.56,20.76,19.25,114.02,7.48,11.73,10.74,270.7,5.78,100.27,6.06,-0,224.98,0,134.99,26.25,64.15,81.81,16.85,0,4.4,15.26,29.27,20,38.8,30.64,20,0,43.22,60,32.2,0,29.62,5,26.67,18,30,15,19.17

69,17:00-17:15,0,34,27,93.5,26.97,26.97,66.92,3.23,6.4,10.56,20.76,19.25,114.08,6.4,11.73,10.74,270.7,4.94,100.27,6.54,-0,224.98,0,134.99,26.25,70.19,81.81,17.13,0,4.4,15.26,29.27,20,34.44,25.38,20,0,43.22,60,28.49,0,24.47,2,26.67,15,27,13,18.7

70,17:15-17:30,0,30,24,80.96,26.97,26.97,68.73,3.23,5.44,10.56,20.76,19.25,130.23,5.44,11.73,10.74,270.7,4.2,100.27,6.54,-0,224.98,0,134.99,26.25,70.19,81.81,17.13,0,4.4,15.26,29.27,20,30.09,20.35,20,0,43.22,60,17.17,0,19.31,0,26.67,11,23,12,16.19

71,17:30-17:45,0,21,19,76.52,26.97,26.97,68.32,3.23,4.54,10.56,20.76,19.25,130.23,4.54,11.73,10.74,270.7,3.51,100.27,6.54,-0,224.98,0,134.99,26.25,70.19,81.81,17.13,0,4,15.26,29.27,20,29.6,15.54,20,0,43.22,60,13.6,0,14.16,0,26.67,8,17,8,15.3

