Column1,Block,GNA/NR/2025/06/01/7762,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/9719,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/27934/C,SR/2025/17280/C,NR/2025/27726/A/77546,NR/2025/27971/C,NR/2025/27936/C,NR/2025/27977/C,NR/2025/27907/C,NR/2025/27908/C,NR/2025/26777/A/77167,NR/2025/27728/A/77544,NR/2025/27359/A/77473,NR/2025/27927/C,NR/2025/27967/C,NR/2025/27859/C,NR/2025/26860/A/77257,NR/2025/27727/A/77543,NR/2025/26975/A/77556,NR/2025/27946/C,NR/2025/27974/C,NR/30092023/31122025/SH-07,NR/2025/27947/C,NR/2025/27976/C,NR/2025/27948/C,NR/2025/26570/A/77524,NR/2025/27360/A/77471,NR/2025/27281/A/77640,NR/2025/27157/A/77126,NR/2025/27906/C,NR/2025/27167/A/77234,NR/2025/27088/A/77616,NR/2025/27162/A/77553,NR/2025/26952/A/77047,NR/2025/26785/A/77093,NR/2025/27361/A/77469,NR/2025/27499/A/77526,NR/2025/26861/A/77491,NR/2025/27462/A/77089,NR/2025/26889/A/77527,NR/2025/27725/A/77548,NR/2025/26564/A/77522,NR/2025/27724/A/77170,NR/2025/26563/A/77521,NR/2025/27242/A/77258,NR/2025/27898/C,NR/2025/26085/A/77063,NR/2025/26561/A/77520,NR/2025/27782/A/77542,NR/2025/27860/C,NR/2025/27895/C,NR/2025/27168/A/77235,NR/2025/27857/C,NR/2025/27393/A/77467,NR/2025/26445/A/77620,NR/2025/26569/A/77523,NR/2025/27622/A/77173,GNARE/NR/2024/12/20/3668,NR/2025/27356/A/77476,Total
39,09:30-09:45,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.52,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,8.69,75.82,42,1821.5999999999995

40,09:45-10:00,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.52,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,8.69,81.23,53,1838.0099999999995

41,10:00-10:15,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.52,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,6.8,86.1,77,1864.9899999999993

42,10:15-10:30,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.52,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,7.1,90.61,91,1883.7999999999993

43,10:30-10:45,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.52,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,9.57,94.66,165,1964.3199999999995

44,10:45-11:00,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.52,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,10.74,100,175,1980.8299999999995

45,11:00-11:15,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.42,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,11.83,100,179,1985.8199999999995

46,11:15-11:30,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.42,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,11.79,100,182,1988.7799999999995

47,11:30-11:45,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.42,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,11.79,100,186,1992.7799999999995

48,11:45-12:00,20.51,26.95,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.42,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.95,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,0,20.51,24.85,0,96.52,0,11.79,100,186,1992.7799999999995

49,12:00-12:15,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.42,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,0,96.52,0,11.79,100,196,2137.9299999999994

50,12:15-12:30,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.42,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,0,96.52,0,11.79,100,196,2137.9299999999994

51,12:30-12:45,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.42,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,0,96.52,0,11.79,100,200,2141.9299999999994

52,12:45-13:00,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.42,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,0,96.52,0,11.79,100,200,2141.9299999999994

53,13:00-13:15,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.33,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,11.58,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,0,96.52,0,12.5,100,196,2138.5499999999993

54,13:15-13:30,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.33,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,12.55,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,0,96.52,0,12.5,100,196,2139.5199999999995

55,13:30-13:45,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.33,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,12.55,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,0,96.52,0,12.5,100,196,2139.5199999999995

56,13:45-14:00,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.33,5.79,0,0,30.25,55.92,30.25,0,128.97,0,0,0,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,0,0,0,0,20.51,0,0,0,0,0,0,0,0,0,0,0,12.55,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,0,96.52,0,12.55,100,196,2139.5699999999993

57,14:00-14:15,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.33,5.79,0,0,30.25,55.92,30.25,144.78,128.97,0,0,33.78,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,28.96,0,0,144.78,20.51,0,0,0,0,38.61,0,0,0,0,0,0,12.55,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,111,96.52,0,11.58,100,168,2612.5099999999993

58,14:15-14:30,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.33,5.79,0,0,30.25,55.92,30.25,144.78,128.97,0,0,33.78,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,28.96,0,0,144.78,20.51,0,0,0,0,38.61,0,0,0,0,0,0,12.55,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,111,96.52,0,11.58,100,161,2605.5099999999993

59,14:30-14:45,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.33,5.79,0,0,30.25,55.92,30.25,144.78,128.97,0,0,33.78,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,28.96,0,0,144.78,20.51,0,0,0,0,38.61,0,0,0,0,0,0,12.55,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,111,96.52,0,11.01,91.01,154,2588.95

60,14:45-15:00,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.33,5.79,0,0,30.25,55.92,30.25,144.78,128.97,0,0,33.78,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,28.96,0,0,144.78,20.51,0,0,0,0,38.61,0,0,0,0,0,0,12.55,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,111,96.52,0,11.2,87.42,147,2578.5499999999993

61,15:00-15:15,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.6,5.79,0,0,30.25,55.92,30.25,144.78,128.97,0,0,33.78,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,28.96,0,0,144.78,20.51,0,0,0,0,38.61,0,0,0,0,0,0,13.51,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,111,96.52,0,8.63,83.44,168,2594.2299999999996

62,15:15-15:30,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.6,5.79,0,0,30.25,55.92,30.25,144.78,128.97,0,0,33.78,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,28.96,0,0,144.78,20.51,0,0,0,0,38.61,0,0,0,0,0,0,13.51,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,111,96.52,0,8.69,79.17,158,2580.0199999999995

63,15:30-15:45,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.6,5.79,0,0,30.25,55.92,30.25,144.78,128.97,0,0,33.78,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,28.96,0,0,144.78,20.51,0,0,0,0,38.61,0,0,0,0,0,0,13.51,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,111,96.52,0,8.57,74.22,137,2553.9499999999994

64,15:45-16:00,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.6,5.79,0,0,30.25,55.92,30.25,144.78,128.97,0,0,33.78,164.08,14.62,9.65,0,0,0,164.08,43.87,26.96,164.33,14.62,27.99,0,28.96,0,0,144.78,20.51,0,0,0,0,38.61,0,0,0,0,0,0,13.51,0,0,90.25,0.97,15.81,0,53.09,135.13,20.51,24.85,111,96.52,0,8.69,69.28,126,2538.1299999999997

65,16:00-16:15,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.88,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.96,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,135.13,53.09,38.61,0,0,9.65,0,14.62,144.78,13.51,0,0,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,5.76,61.58,116,2734.8500000000004

66,16:15-16:30,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.88,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.96,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,135.13,53.09,38.61,0,0,9.65,0,14.62,144.78,13.51,0,0,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,5.79,54.43,102,2713.73

67,16:30-16:45,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.88,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.96,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,135.13,53.09,38.61,0,0,9.65,0,14.62,144.78,13.51,0,0,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,5.79,48.19,91,2696.4900000000002

68,16:45-17:00,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,9.88,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.96,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,135.13,53.09,38.61,0,0,9.65,0,14.62,144.78,13.51,0,0,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,5.78,41.81,77,2676.1000000000004

69,17:00-17:15,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,10.35,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.96,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,135.13,0,38.61,0,0,9.65,0,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,35.55,63,2638.4600000000005

70,17:15-17:30,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,10.35,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.96,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,135.13,0,38.61,0,0,9.65,0,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,28.64,42,2610.55

71,17:30-17:45,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,10.35,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.96,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,135.13,0,38.61,0,0,9.65,0,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,22.53,32,2594.4400000000005

72,17:45-18:00,20.51,26.96,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,10.35,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.96,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,135.13,0,38.61,0,0,9.65,0,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,16.71,18,2574.6200000000003

73,18:00-18:15,20.51,26.8,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,10.71,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.8,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,0,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,12.04,7,2438.3399999999997

74,18:15-18:30,20.51,26.8,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,10.71,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.8,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,0,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,8.32,4,2431.62

75,18:30-18:45,20.51,26.8,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,10.71,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.8,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,0,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0.71,1,2421.0099999999998

76,18:45-19:00,20.51,26.8,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,10.71,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.8,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,0,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0.27,0,2419.5699999999997

77,19:00-19:15,20.51,26.8,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,11.46,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.8,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,0,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0.18,0,2420.2299999999996

78,19:15-19:30,20.51,26.8,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,11.46,0,0,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.8,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,0,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2420.0499999999997

79,19:30-19:45,20.51,26.8,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,11.46,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.8,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,0,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2516.57

80,19:45-20:00,20.51,26.8,11.9,20.51,41.02,53.33,41.02,11.89,17.37,164.08,41.02,20.51,11.46,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,5.79,0,0,26.8,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,0,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.87,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2516.57

81,20:00-20:15,20.51,26.75,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.36,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,26.75,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.92,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2537.6600000000003

82,20:15-20:30,20.51,26.75,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.36,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,26.75,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.92,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2537.6600000000003

83,20:30-20:45,20.51,24.47,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.36,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,24.47,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.92,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2533.1000000000004

84,20:45-21:00,20.51,24.47,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.36,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,24.47,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,13.51,0,41.02,0,0.92,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2533.1000000000004

85,21:00-21:15,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.27,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,12.55,0,41.02,0,0.92,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2517.11

86,21:15-21:30,20.51,19.55,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.27,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,19.55,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,12.55,0,41.02,0,0.92,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2522.2100000000005

87,21:30-21:45,20.51,19.55,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.27,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,19.55,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,12.55,0,41.02,0,0.92,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2522.2100000000005

88,21:45-22:00,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.27,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,12.55,0,41.02,0,0.92,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2517.11

89,22:00-22:15,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.18,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,11.58,0,41.02,0,0.82,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2515.9500000000003

90,22:15-22:30,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.18,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,11.58,0,41.02,0,0.82,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2515.9500000000003

91,22:30-22:45,20.51,17,11.9,20.51,41.02,53.33,41.02,11.89,17.37,0,41.02,20.51,11.18,0,96.52,30.25,0,0,0,0,0,164.08,30.25,33.78,0,0,0,90.25,43.87,27.03,0,0,17,164.33,0,27.99,144.78,28.96,24.85,217.17,0,20.51,164.08,55.92,0,0,38.61,8.69,164.08,9.65,5.79,14.62,144.78,11.58,0,41.02,0,0.82,144.78,14.62,0,0,20.51,0,111,96.52,0,0,0,0,2515.9500000000003

