Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11
86,21:15-21:30,0,0,25.75,32.67,0,14.21,0,0,0,32.67,0,0,9.27,8.58,0,8.58,0,0,0,30.920000,0.000000,31.850000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.350000,261.480000,57.980000,117.890000,30.920000,4.150000

87,21:30-21:45,0,0,25.72,33.01,0,13.73,0,0,0,33.01,0,0,9.34,8.57,0,8.57,0,0,0,30.920000,0.000000,31.850000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.350000,261.480000,57.980000,117.890000,30.920000,4.150000

88,21:45-22:00,0,0,25.54,33.34,0,13.29,0,0,0,33.34,0,0,9.36,8.51,0,8.51,0,0,0,30.920000,0.000000,31.850000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.350000,261.480000,57.980000,117.890000,30.920000,4.150000

89,22:00-22:15,0,0,25.46,28.34,0,12.87,0,0,0,28.34,0,0,9.32,8.49,0,8.47,0,0,0,30.920000,0.000000,31.850000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.350000,261.480000,57.980000,117.890000,30.920000,4.000000

90,22:15-22:30,0,0,25.46,28.99,0,12.1,0,0,0,28.99,0,0,8.34,8.49,0,8.47,0,0,0,30.920000,0.000000,31.850000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.350000,261.480000,57.980000,117.890000,30.920000,4.000000

91,22:30-22:45,0,0,25.4,29.28,0,11.04,0,0,0,29.28,0,0,8.34,8.47,0,8.45,0,0,0,30.920000,0.000000,31.850000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.350000,261.480000,57.980000,117.890000,30.920000,4.000000

92,22:45-23:00,0,0,25.28,29.34,0,7.21,0,0,0,29.34,0,0,8.34,8.43,0,8.42,0,0,0,30.920000,0.000000,31.850000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.350000,261.480000,57.980000,117.890000,30.920000,4.000000

93,23:00-23:15,0,0,25.14,29.75,0,7.21,0,0,0,29.75,0,0,8.34,8.38,0,8.38,0,0,0,30.920000,0.000000,30.880000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.270000,213.170000,57.980000,117.890000,30.920000,4.000000

94,23:15-23:30,0,0,24.95,30.01,0,7.21,0,0,0,30.01,0,0,8.34,8.32,0,8.31,0,0,0,30.920000,0.000000,30.880000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.270000,212.090000,57.980000,117.890000,30.920000,4.000000

95,23:30-23:45,0,0,25.02,30.67,0,7.21,0,0,0,30.67,0,0,8.34,8.34,0,8.33,0,0,0,30.920000,0.000000,30.880000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.270000,212.090000,57.980000,117.890000,30.920000,4.000000

96,23:45-24:00,0,0,25.11,31.54,0,7.21,0,0,0,31.54,0,0,8.34,8.37,0,8.37,0,0,0,30.920000,0.000000,30.880000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.270000,212.090000,57.980000,117.890000,30.920000,4.000000

